trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-17,short,1,2019-05-17 15:05:00-04:00,2867.75,2873.1875,2857.9625,2019-05-17 15:45:00-04:00,2858.2125,target,50000.0,,,30.9375,30.9375,30.9375,14338.75,0.286775,9.537499999999909,38.149999999999636,47.687499999999545,2.5,45.187499999999545,vceb_n12_ct20_tr1p8,2019-05-17 15:00:00-04:00,8,40.0,47.687499999999545,15.0,3.1354166666666665,7.25,10.25,-0.5,51.25,-2.5,1.6565656565656566,-0.08080808080808081
2,2019-05-20,short,1,2019-05-20 14:40:00-04:00,2837.75,2843.0,2828.3,2019-05-20 15:40:00-04:00,2843.25,stop,50000.0,,,30.0,30.0,30.0,14188.75,0.283775,-5.5,-22.0,-27.5,2.5,-30.0,vceb_n12_ct20_tr1p8,2019-05-20 14:35:00-04:00,12,60.0,-27.5,14.0,3.2239583333333335,7.0,5.5,-6.25,27.5,-31.25,0.9166666666666666,-1.0416666666666667
3,2019-05-23,short,1,2019-05-23 12:55:00-04:00,2809.5,2816.0625,2797.6875,2019-05-23 13:55:00-04:00,2811.0,time_stop,50000.0,,,36.5625,36.5625,36.5625,14047.5,0.28095,-1.5,-6.0,-7.5,2.5,-10.0,vceb_n12_ct20_tr1p8,2019-05-23 12:50:00-04:00,12,60.0,-7.5,12.0,4.25,8.75,2.5,-5.75,12.5,-28.75,0.3418803418803419,-0.7863247863247863
4,2019-05-27,short,1,2019-05-27 11:50:00-04:00,2828.0,2829.875,2824.625,2019-05-27 11:55:00-04:00,2830.125,stop,50000.0,,,13.125,13.125,13.125,14140.0,0.2828,-2.125,-8.5,-10.625,2.5,-13.125,vceb_n12_ct20_tr1p8,2019-05-27 11:45:00-04:00,1,5.0,-10.625,11.0,1.3072916666666667,2.5,0.25,-2.0,1.25,-10.0,0.09523809523809523,-0.7619047619047619
5,2019-05-28,short,1,2019-05-28 14:05:00-04:00,2823.0,2826.5625,2816.5875,2019-05-28 14:45:00-04:00,2816.8375,target,50000.0,,,21.5625,21.5625,21.5625,14115.0,0.2823,6.162499999999909,24.649999999999636,30.812499999999545,2.5,28.312499999999545,vceb_n12_ct20_tr1p8,2019-05-28 14:00:00-04:00,8,40.0,30.812499999999545,14.0,2.6458333333333335,4.75,6.5,-1.0,32.5,-5.0,1.5072463768115942,-0.2318840579710145
6,2019-05-29,long,1,2019-05-29 13:10:00-04:00,2782.5,2775.75,2794.65,2019-05-29 14:10:00-04:00,2779.75,time_stop,50000.0,,,37.5,37.5,37.5,13912.5,0.27825,-2.75,-11.0,-13.75,2.5,-16.25,vceb_n12_ct20_tr1p8,2019-05-29 13:05:00-04:00,12,60.0,-13.75,13.0,4.515625,9.0,3.0,-4.75,15.0,-23.75,0.4,-0.6333333333333333
7,2019-05-29,short,1,2019-05-29 14:35:00-04:00,2776.75,2782.1875,2766.9625,2019-05-29 15:35:00-04:00,2782.4375,stop,50000.0,,,30.9375,30.9375,30.9375,13883.75,0.277675,-5.6875,-22.75,-28.4375,2.5,-30.9375,vceb_n12_ct20_tr1p8,2019-05-29 14:30:00-04:00,12,60.0,-28.4375,14.0,3.7864583333333335,7.25,7.75,-6.75,38.75,-33.75,1.2525252525252526,-1.0909090909090908
8,2019-05-30,short,1,2019-05-30 10:55:00-04:00,2787.25,2792.5,2777.8,2019-05-30 11:55:00-04:00,2783.75,time_stop,50000.0,,,30.0,30.0,30.0,13936.25,0.278725,3.5,14.0,17.5,2.5,15.0,vceb_n12_ct20_tr1p8,2019-05-30 10:50:00-04:00,12,60.0,17.5,10.0,3.546875,7.0,4.75,-4.0,23.75,-20.0,0.7916666666666666,-0.6666666666666666
9,2019-05-30,long,1,2019-05-30 12:40:00-04:00,2790.0,2785.3125,2798.4375,2019-05-30 13:35:00-04:00,2785.0625,stop,50000.0,,,27.1875,27.1875,27.1875,13950.0,0.279,-4.9375,-19.75,-24.6875,2.5,-27.1875,vceb_n12_ct20_tr1p8,2019-05-30 12:35:00-04:00,11,55.0,-24.6875,12.0,3.5677083333333335,6.25,3.5,-5.0,17.5,-25.0,0.6436781609195402,-0.9195402298850575
10,2019-05-31,short,1,2019-05-31 14:15:00-04:00,2757.0,2761.6875,2748.5625,2019-05-31 15:15:00-04:00,2758.25,time_stop,50000.0,,,27.1875,27.1875,27.1875,13785.0,0.2757,-1.25,-5.0,-6.25,2.5,-8.75,vceb_n12_ct20_tr1p8,2019-05-31 14:10:00-04:00,12,60.0,-6.25,14.0,2.7864583333333335,6.25,5.0,-4.5,25.0,-22.5,0.9195402298850575,-0.8275862068965517
