trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-17,short,1,2019-05-17 15:05:00-04:00,7544.25,7560.0,7515.9,2019-05-17 15:20:00-04:00,7516.15,target,50000.0,,,34.5,34.5,34.5,15088.5,0.30177,28.100000000000364,112.40000000000146,56.20000000000073,2.5,53.70000000000073,vceb_n12_ct20_tr1p8,2019-05-17 15:00:00-04:00,3,15.0,56.20000000000073,15.0,10.442708333333334,21.0,33.5,-0.5,67.0,-1.0,1.9420289855072463,-0.028985507246376812
2,2019-05-20,short,1,2019-05-20 14:40:00-04:00,7378.5,7396.125,7346.775,2019-05-20 15:40:00-04:00,7396.375,stop,50000.0,,,38.25,38.25,38.25,14757.0,0.29514,-17.875,-71.5,-35.75,2.5,-38.25,vceb_n12_ct20_tr1p8,2019-05-20 14:35:00-04:00,12,60.0,-35.75,14.0,11.755208333333334,23.5,15.25,-23.0,30.5,-46.0,0.7973856209150327,-1.2026143790849673
3,2019-05-21,long,1,2019-05-21 14:30:00-04:00,7483.75,7472.5,7504.0,2019-05-21 14:55:00-04:00,7472.25,stop,50000.0,,,25.5,25.5,25.5,14967.5,0.29935,-11.5,-46.0,-23.0,2.5,-25.5,vceb_n12_ct20_tr1p8,2019-05-21 14:25:00-04:00,5,25.0,-23.0,14.0,7.979166666666667,15.0,1.5,-15.75,3.0,-31.5,0.11764705882352941,-1.2352941176470589
4,2019-05-21,short,1,2019-05-21 14:55:00-04:00,7468.25,7478.5625,7449.6875,2019-05-21 15:55:00-04:00,7460.5,time_stop,50000.0,,,23.625,23.625,23.625,14936.5,0.29873,7.75,31.0,15.5,2.5,13.0,vceb_n12_ct20_tr1p8,2019-05-21 14:50:00-04:00,12,60.0,15.5,14.0,7.291666666666667,13.75,10.75,-6.75,21.5,-13.5,0.91005291005291,-0.5714285714285714
5,2019-05-23,long,1,2019-05-23 15:20:00-04:00,7296.75,7281.75,7323.75,2019-05-23 15:30:00-04:00,7323.5,target,50000.0,,,33.0,33.0,33.0,14593.5,0.29187,26.75,107.0,53.5,2.5,51.0,vceb_n12_ct20_tr1p8,2019-05-23 15:15:00-04:00,2,10.0,53.5,15.0,11.109375,20.0,31.0,-0.25,62.0,-0.5,1.878787878787879,-0.015151515151515152
6,2019-05-29,long,1,2019-05-29 13:10:00-04:00,7231.25,7213.625,7262.975,2019-05-29 14:10:00-04:00,7226.25,time_stop,50000.0,,,38.25,38.25,38.25,14462.5,0.28925,-5.0,-20.0,-10.0,2.5,-12.5,vceb_n12_ct20_tr1p8,2019-05-29 13:05:00-04:00,12,60.0,-10.0,13.0,14.041666666666666,23.5,14.0,-12.5,28.0,-25.0,0.7320261437908496,-0.6535947712418301
7,2019-05-29,short,1,2019-05-29 14:35:00-04:00,7215.5,7234.0625,7182.0875,2019-05-29 15:35:00-04:00,7228.0,time_stop,50000.0,,,40.125,40.125,40.125,14431.0,0.28862,-12.5,-50.0,-25.0,2.5,-27.5,vceb_n12_ct20_tr1p8,2019-05-29 14:30:00-04:00,12,60.0,-25.0,14.0,11.4375,24.75,24.75,-12.25,49.5,-24.5,1.233644859813084,-0.6105919003115264
8,2019-05-30,short,1,2019-05-30 10:55:00-04:00,7243.25,7259.0,7214.9,2019-05-30 11:55:00-04:00,7236.25,time_stop,50000.0,,,34.5,34.5,34.5,14486.5,0.28973,7.0,28.0,14.0,2.5,11.5,vceb_n12_ct20_tr1p8,2019-05-30 10:50:00-04:00,12,60.0,14.0,10.0,11.020833333333334,21.0,11.5,-10.75,23.0,-21.5,0.6666666666666666,-0.6231884057971014
9,2019-06-04,long,1,2019-06-04 14:00:00-04:00,7155.25,7138.5625,7185.2875,2019-06-04 14:25:00-04:00,7138.3125,stop,50000.0,,,36.375,36.375,36.375,14310.5,0.28621,-16.9375,-67.75,-33.875,2.5,-36.375,vceb_n12_ct20_tr1p8,2019-06-04 13:55:00-04:00,5,25.0,-33.875,14.0,10.723958333333334,22.25,3.25,-19.0,6.5,-38.0,0.17869415807560138,-1.0446735395189004
10,2019-06-06,long,1,2019-06-06 14:35:00-04:00,7265.5,7255.375,7283.725,2019-06-06 14:40:00-04:00,7255.125,stop,50000.0,,,23.25,23.25,23.25,14531.0,0.29062,-10.375,-41.5,-20.75,2.5,-23.25,vceb_n12_ct20_tr1p8,2019-06-06 14:30:00-04:00,1,5.0,-20.75,14.0,8.125,13.5,0.25,-11.5,0.5,-23.0,0.021505376344086023,-0.989247311827957
