scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,33150.0,1.079507687956986,1.0845237505841034,1.2306632525258148,44.85791610284168,-8470.5,739,739,0.6598214285714286,0.4952638700947226,483.24043715846994,-385.29758713136727,0.39242219215155616,0.15561569688768606,0.44850961538461537
is,12140.5,0.5698290985145974,0.5525244091855405,1.114887435768834,23.482591876208897,-8470.5,517,517,0.6569250317662008,0.4835589941972921,471.254,-395.7790262172285,0.402321083172147,0.13152804642166344,0.45150685824129283
oos,21009.5,2.2446401960229716,2.4605871461161515,1.55225665694083,94.63738738738739,-4617.5,222,222,0.6666666666666666,0.5225225225225225,509.07327586206895,-358.89622641509436,0.36936936936936937,0.21171171171171171,0.4414260414260414
