candidate,split,n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
b_atr_ge_q30,in_sample_70pct,537,0.4692737430167598,238.7579365079365,-176.6982456140351,-176.6982456140351,18.26443202979516,1.1947616116285074,9808.0,-2298.5,0.04597,0.756352296201307,8,1.952054794520548,8,73,-249.5,-249.5,0.4823091247672253,0.21042830540037244,0.30726256983240224,165,0.8424242424242424,0.15757575757575756,18393.0,0.0,0.0,537,0.36088709677419356,0.36088709677419356,0.10443910906013215,-0.4117647058823529,0.09749745271999802,1.952054794520548,73,daily_pnl_over_static_capital,1488,0
b_atr_ge_q30,out_of_sample_30pct,250,0.456,248.89912280701753,-169.60294117647058,-169.60294117647058,21.234,1.2301439347958034,5308.5,-1461.5,0.02923,0.9036743709139323,6,2.125,6,41,-250.0,-250.0,0.484,0.224,0.284,71,0.7887323943661971,0.2112676056338028,6854.5,0.008,0.0,250,0.39123630672926446,0.39123630672926446,0.09745819896432845,-0.2975261453522323,0.11243129904374623,2.125,41,daily_pnl_over_static_capital,639,0
