n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
787,0.4650571791613723,241.91666666666666,-174.4061757719715,-174.4061757719715,19.20775095298602,1.2058767449778687,15116.5,-2298.5,0.04597,0.8020248696195836,8,2.0047619047619047,8,114,-250.0,-250.0,0.48284625158831,0.21473951715374842,0.29987293519695046,236,0.826271186440678,0.17372881355932204,25247.5,0.0025412960609911056,0.5900697578990562,787,0.3700047014574518,0.3700047014574518,0.10222153914405728,-0.3183856502242152,0.10226773017258292,2.0047619047619047,114,daily_pnl_over_static_capital,2127,2437
