split,n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count,net_pnl,sortino_ratio,max_daily_drawdown,worst_losing_days_streak,worst_losing_trades_streak,avg_trades_per_day,max_trades_per_day,expectancy_per_trade,expectancy_per_day,pct_green_days,avg_gain_loss_ratio,hit_rate,avg_time_in_position_min,rolling_20d_sharpe_median,rolling_20d_expectancy_median,days_to_target_pct,daily_loss_limit_breach_freq,trailing_drawdown_breach_freq,empirical_prob_red_streak_ge_threshold,profit_to_drawdown_ratio
overall,18054,0.19574609504818877,117.98231465761177,-29.834657638361087,-29.834657638361087,-0.8223939293231417,0.965614629096543,-14847.5,-23908.5,0.47817,-0.40546186883101676,52,5.422630198576246,52,2109,-842.5,-1641.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18054,1.0,1.0,0.0,0.0,0.0,5.422630198576246,2109,daily_pnl_over_static_capital,1747,667606,-14847.5,-0.41023569485047806,-3843.0,12,52,10.334287349742416,38,-0.8223939293231417,-8.498855180309102,0.47796222095020036,3.9545389153690627,0.19574609504818877,37.0091946383073,-0.670606993584643,-10.7375,699.0,0.008586147681740127,0.7103606182026331,0.2336842105263158,-0.6210134471004036
is,12539,0.19674615200574208,105.977908390758,-26.252441211638104,-26.252441211638104,-0.16125687853895845,0.9923254873903811,-2022.0,-10557.5,0.21115,-0.09305805494906032,52,5.369716425896201,52,1497,-572.0,-1456.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12539,1.0,1.0,0.0,0.0,0.0,5.369716425896201,1497,daily_pnl_over_static_capital,1222,466891,-2022.0,-0.09544094846619329,-1727.5,7,52,10.261047463175123,38,-0.16125687853895845,-1.6546644844517184,0.4795417348608838,4.036878229205458,0.19674615200574208,37.27960762421246,-0.514350419944149,-8.25,699.0,0.004909983633387889,0.5859247135842881,0.23283582089552238,-0.19152261425526876
oos,5515,0.19347234814143247,145.73758200562324,-37.937232364210054,-37.937232364210054,-2.325566636446056,0.9238062705143247,-12825.5,-14511.0,0.29022,-0.9074928966143325,37,5.54625,37,612,-842.5,-1641.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5515,1.0,1.0,0.0,0.0,0.0,5.54625,612,daily_pnl_over_static_capital,525,200715,-12825.5,-0.9072172415799958,-3843.0,12,37,10.504761904761905,32,-2.325566636446056,-24.42952380952381,0.4742857142857143,3.841544913094713,0.19347234814143247,36.39437896645512,-0.7109350023556208,-17.1625,,0.017142857142857144,0.7695238095238095,0.2357142857142857,-0.8838467369581696
