scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,48292.5,0.7995337845487418,0.7597498149896807,1.1591474567054985,42.88854351687389,-10923.5,1126,1126,0.6445334859759588,-750.0,8,9.0,357.0,0.0,298.0,False,-1453.0
is,12824.0,0.30756914786072803,0.2883794819849993,1.0580482936092106,16.253485424588085,-10923.5,789,789,0.6456628477905073,-750.0,8,23.0,357.0,0.0,298.0,False,-1453.0
oos,35468.5,1.9040812853543165,1.8576349955506744,1.4297883684436932,105.24777448071217,-9765.0,337,337,0.6419047619047619,-750.0,7,3.5,222.0,0.0,35.0,True,341.0
