asset,variant_name,family,horizon,description,parameters_json,skipped_trades,downscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,oos_sharpe_delta_vs_baseline,oos_max_drawdown_improvement_vs_baseline,oos_trade_retention_vs_baseline,oos_net_pnl_retention_vs_baseline
MNQ,three_state_modulation__session__t90__m50,three_state_modulation,session,"Three-state sizing: 1.0 in favorable semivariance states, 50% in neutral states, 0 in hostile states.","{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.9}",79,171,39,40,18815.5,13688.0,91,80,26536.0,27168.0,51513.5,0.9178731700681304,0.8558576356226727,-8531.5,1.1973504504349193,0.4923224568138196,49.437140115163146,1042,1042,0.596451058958214,12.525472238122497,10,8,18218.5,0.4699960172913996,0.4313913720166358,-8531.5,1.0957545496353722,0.47540983606557374,24.88866120218579,732,732,0.5990180032733224,12.579378068739771,10,8,33295.0,1.9248364296890372,1.8560568803273192,-8479.5,1.4705142517982561,0.532258064516129,107.40322580645162,310,310,0.5904761904761905,12.4,7,7,0.019555264158299224,0.13164362519201228,0.9144542772861357,0.9359100491918482
MNQ,adverse_downsize__30m__t90__m25,adverse_downsize,30m,Downsize to 25% of nominal risk when the directional adverse semivariance percentile is >= 90%.,"{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.9}",0,16,0,0,-0.0,0.0,8,8,4884.0,6423.0,45479.0,0.7587101496444763,0.7170327635458142,-12447.5,1.1508459566225417,0.4950936663693131,40.570026761819804,1121,1121,0.6416714367487121,13.475100171722953,11,8,9932.5,0.2404064701880754,0.2235611465370669,-12447.5,1.0452357313318639,0.4744897959183674,12.669005102040817,784,784,0.6415711947626841,13.472995090016367,11,8,35546.5,1.9173351604453492,1.8719940909520267,-9765.0,1.4339119395515192,0.543026706231454,105.47922848664689,337,337,0.6419047619047619,13.48,7,7,0.012053994914611232,0.0,0.9941002949852508,0.9991988756148981
MNQ,combined_overlay__30m__t90__m25,combined_overlay,30m,Skip choppy regimes and downsize adverse regimes to 25% of nominal risk at threshold 90%.,"{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.9}",11,5,6,5,3733.0,4492.0,2,3,1151.0,2281.0,45129.0,0.7529470211862518,0.7115145800492326,-12447.5,1.1496850673149956,0.49464285714285716,40.29375,1120,1120,0.6410990269032627,13.463079564968517,11,8,9582.5,0.2319735868716319,0.21568333115443683,-12447.5,1.0436417211666333,0.47381864623243936,12.238186462324393,783,783,0.6407528641571195,13.455810147299509,11,8,35546.5,1.9173351604453492,1.8719940909520267,-9765.0,1.4339119395515192,0.543026706231454,105.47922848664689,337,337,0.6419047619047619,13.48,7,7,0.012053994914611232,0.0,0.9941002949852508,0.9991988756148981
MNQ,adverse_downsize__30m__t90__m50,adverse_downsize,30m,Downsize to 50% of nominal risk when the directional adverse semivariance percentile is >= 90%.,"{""horizon"": ""30m"", ""multiplier"": 0.5, ""threshold"": 0.9}",0,16,0,0,-0.0,0.0,8,8,3059.0,4291.5,45785.5,0.7625574541391462,0.7253577551186094,-12012.5,1.1509488391720901,0.4942630185348632,40.41085613415711,1133,1133,0.6485403548941042,13.619347452776188,11,8,10229.5,0.24709428910170128,0.2316173699080645,-12012.5,1.0462868067103313,0.473551637279597,12.883501259445843,794,794,0.6497545008183306,13.644844517184943,11,8,35556.0,1.9160839375277765,1.8759437526140872,-9765.0,1.4319478105581573,0.5427728613569321,104.88495575221239,339,339,0.6457142857142857,13.56,7,7,0.010802771997038496,0.0,1.0,0.9994659170765987
MNQ,combined_overlay__30m__t90__m50,combined_overlay,30m,Skip choppy regimes and downsize adverse regimes to 50% of nominal risk at threshold 90%.,"{""horizon"": ""30m"", ""multiplier"": 0.5, ""threshold"": 0.9}",11,5,6,5,3733.0,4492.0,2,3,664.5,1519.0,45404.5,0.757057901986262,0.716128088785585,-12447.5,1.1503562327906365,0.4951024042742654,40.43143365983971,1123,1123,0.6428162564396107,13.499141385231827,11,8,10036.0,0.24275299638547873,0.22608632321049307,-12447.5,1.045642974251923,0.47455470737913485,12.768447837150127,786,786,0.6432078559738135,13.507364975450082,11,8,35368.5,1.9070458641903765,1.8608787923683912,-9765.0,1.4308030548484147,0.543026706231454,104.95103857566765,337,337,0.6419047619047619,13.48,7,7,0.001764698659638464,0.0,0.9941002949852508,0.9941953619114546
MNQ,baseline,baseline,baseline,Unchanged audited baseline after the existing ensemble selection.,{},0,0,0,0,0.0,0.0,0,0,0.0,0.0,47018.0,0.7762274710418623,0.7395704168781296,-11763.0,1.1534645224674176,0.4947089947089947,41.4620811287478,1134,1134,0.6491127647395535,13.631368059530624,11,8,11443.0,0.27362905317039693,0.2572648622937167,-11763.0,1.0512512736678274,0.4742138364779874,14.3937106918239,795,795,0.6505728314238952,13.6620294599018,11,8,35575.0,1.905281165530738,1.8631780090558772,-9765.0,1.4280754953101216,0.5427728613569321,104.9410029498525,339,339,0.6457142857142857,13.56,7,7,0.0,0.0,1.0,1.0
MNQ,chop_hard_skip__30m__t90,chop_hard_skip,30m,Skip trades when total realized variance and both semivariances are jointly >= 90%.,"{""horizon"": ""30m"", ""multiplier"": null, ""threshold"": 0.9}",11,0,6,5,3733.0,4492.0,0,0,0.0,0.0,46259.0,0.768810653592477,0.7283183904850519,-12447.5,1.1528495526096667,0.4951024042742654,41.192341941228854,1123,1123,0.6428162564396107,13.499141385231827,11,8,11246.5,0.27087620764252307,0.25309295092816037,-12447.5,1.051076575124098,0.47455470737913485,14.30852417302799,786,786,0.6432078559738135,13.507364975450082,11,8,35012.5,1.8854087381983302,1.8353013731046104,-9765.0,1.4246255533321206,0.543026706231454,103.8946587537092,337,337,0.6419047619047619,13.48,7,7,-0.019872427332407794,0.0,0.9941002949852508,0.9841883345045678
MNQ,adverse_downsize__session__t90__m50,adverse_downsize,session,Downsize to 50% of nominal risk when the directional adverse semivariance percentile is >= 90%.,"{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.9}",0,79,0,0,-0.0,0.0,39,40,11007.0,9041.0,48984.0,0.8222471193837366,0.7848991577892653,-10655.5,1.1658394555980633,0.4910233393177738,43.97127468581687,1114,1114,0.6376645678305667,13.3909559244419,11,8,14853.5,0.36152235911311714,0.3408693606675918,-10655.5,1.0692627470546954,0.4725415070242657,18.96998722860792,783,783,0.6407528641571195,13.455810147299509,11,8,34130.5,1.8532874920771407,1.811187739877702,-9765.0,1.4217885897538882,0.5347432024169184,103.11329305135952,331,331,0.6304761904761905,13.24,7,7,-0.05199367345359729,0.0,0.976401179941003,0.9593956430077302
MNQ,adverse_downsize__session__t85__m50,adverse_downsize,session,Downsize to 50% of nominal risk when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.85}",0,100,0,0,-0.0,0.0,49,51,13224.0,11946.5,48295.5,0.8149007248338201,0.7776794987054605,-11090.5,1.1647450307518599,0.4910233393177738,43.3532315978456,1114,1114,0.6376645678305667,13.3909559244419,11,8,14509.5,0.35506139494588695,0.3347234189023685,-11090.5,1.0681965595036662,0.4725415070242657,18.53065134099617,783,783,0.6407528641571195,13.455810147299509,11,8,33786.0,1.843228416496922,1.80020317933481,-9765.0,1.4202604704389685,0.5347432024169184,102.07250755287009,331,331,0.6304761904761905,13.24,7,7,-0.06205274903381608,0.0,0.976401179941003,0.9497118763176388
MNQ,adverse_hard_skip__session__t90,adverse_hard_skip,session,Skip trades when the directional adverse semivariance percentile is >= 90%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.9}",79,0,39,40,18815.5,13688.0,0,0,0.0,0.0,52145.5,0.8787125763379394,0.8156553066264745,-9765.0,1.181336861853899,0.4938388625592417,49.427014218009475,1055,1055,0.6038923869490556,12.681740125930165,10,8,18501.5,0.45204057581946233,0.41311232659068003,-9754.5,1.0888802951547352,0.4776725304465494,25.035859269282813,739,739,0.6047463175122749,12.699672667757774,10,8,33644.0,1.8333347698903182,1.7580708347517062,-9765.0,1.4237306280266249,0.5316455696202531,106.46835443037975,316,316,0.6019047619047619,12.64,7,7,-0.07194639564041982,0.0,0.9321533923303835,0.945720309205903
MNQ,adverse_downsize__session__t90__m25,adverse_downsize,session,Downsize to 25% of nominal risk when the directional adverse semivariance percentile is >= 90%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.9}",0,79,0,0,-0.0,0.0,39,40,18513.0,13382.0,52149.0,0.8786509554805865,0.8171318227347687,-9765.0,1.1811584637189785,0.4933837429111531,49.290170132325144,1058,1058,0.6056096164854036,12.717801946193475,10,8,18505.0,0.4520347906000839,0.4141865830399616,-9754.5,1.0887681115969385,0.477088948787062,24.939353099730457,742,742,0.6072013093289689,12.751227495908347,10,8,33644.0,1.8333347698903182,1.7580708347517062,-9765.0,1.4237306280266249,0.5316455696202531,106.46835443037975,316,316,0.6019047619047619,12.64,7,7,-0.07194639564041982,0.0,0.9321533923303835,0.945720309205903
MNQ,combined_overlay__session__t90__m25,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 25% of nominal risk at threshold 90%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.9}",69,10,33,36,15697.5,11147.0,6,4,3118.0,2235.0,52451.5,0.8838035182524911,0.8204417316071093,-9765.0,1.1824009820507961,0.4943181818181818,49.66998106060606,1056,1056,0.6044647967945048,12.693760732684602,10,8,18807.5,0.4594609122439976,0.4199448737861371,-9754.5,1.0903503040900837,0.4783783783783784,25.41554054054054,740,740,0.6055646481178396,12.716857610474632,10,8,33644.0,1.8333347698903182,1.7580708347517062,-9765.0,1.4237306280266249,0.5316455696202531,106.46835443037975,316,316,0.6019047619047619,12.64,7,7,-0.07194639564041982,0.0,0.9321533923303835,0.945720309205903
MNQ,adverse_hard_skip__session__t85,adverse_hard_skip,session,Skip trades when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.85}",100,0,49,51,23249.5,18976.0,0,0,0.0,0.0,51291.5,0.8701489587199268,0.8000454616277253,-10624.5,1.1811604312544701,0.4932301740812379,49.60493230174081,1034,1034,0.5918717801946194,12.429307384087007,10,8,17901.5,0.44055833742674005,0.39889081287846867,-10624.5,1.0874186317932992,0.47579529737206083,24.760027662517288,723,723,0.5916530278232406,12.424713584288053,10,8,33390.0,1.8298029626831438,1.7364993777437892,-9765.0,1.426172804839914,0.5337620578778135,107.36334405144694,311,311,0.5923809523809523,12.44,7,7,-0.07547820284759421,0.0,0.9174041297935103,0.9385804638088545
MNQ,adverse_downsize__session__t85__m25,adverse_downsize,session,Downsize to 25% of nominal risk when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.85}",0,100,0,0,-0.0,0.0,49,51,22947.0,18359.0,51606.0,0.875294165365643,0.8063813857336499,-10624.5,1.182076703242423,0.4932562620423892,49.716763005780344,1038,1038,0.5941614195764167,12.477389811104752,10,8,18216.0,0.4481488017302178,0.40689554304459036,-10624.5,1.0888232239378004,0.4759284731774415,25.05639614855571,727,727,0.5949263502454992,12.493453355155482,10,8,33390.0,1.8298029626831438,1.7364993777437892,-9765.0,1.426172804839914,0.5337620578778135,107.36334405144694,311,311,0.5923809523809523,12.44,7,7,-0.07547820284759421,0.0,0.9174041297935103,0.9385804638088545
MNQ,combined_overlay__session__t85__m25,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 25% of nominal risk at threshold 85%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.85}",92,8,45,47,21709.0,16496.5,4,4,1540.5,2168.5,51602.5,0.8753565406561755,0.8048964435363497,-10624.5,1.182258876301313,0.49371980676328503,49.85748792270532,1035,1035,0.5924441900400687,12.441327990841442,10,8,18212.5,0.4481544891465533,0.40582068148194905,-10624.5,1.0889373422079411,0.47651933701657456,25.15538674033149,724,724,0.5924713584288053,12.441898527004911,10,8,33390.0,1.8298029626831438,1.7364993777437892,-9765.0,1.426172804839914,0.5337620578778135,107.36334405144694,311,311,0.5923809523809523,12.44,7,7,-0.07547820284759421,0.0,0.9174041297935103,0.9385804638088545
MNQ,combined_overlay__session__t85__m50,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 50% of nominal risk at threshold 85%.,"{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.85}",92,8,45,47,21709.0,16496.5,4,4,885.5,1319.5,51796.5,0.8781369290492816,0.8106681634491834,-10624.5,1.1825218256939733,0.4932821497120921,49.70873320537428,1042,1042,0.596451058958214,12.525472238122497,10,8,18418.5,0.45283266348671697,0.411799353975819,-10624.5,1.089661769430733,0.4767123287671233,25.230821917808218,730,730,0.5973813420621932,12.545008183306056,10,8,33378.0,1.8291357950622167,1.741848232285424,-9765.0,1.4259544030474538,0.532051282051282,106.98076923076923,312,312,0.5942857142857143,12.48,7,7,-0.07614537046852132,0.0,0.9203539823008849,0.9382431482782854
MNQ,chop_hard_skip__session__t85,chop_hard_skip,session,Skip trades when total realized variance and both semivariances are jointly >= 85%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.85}",92,0,45,47,21709.0,16496.5,0,0,0.0,0.0,52230.5,0.883393604062249,0.8158513463403446,-10624.5,1.1834786488119493,0.4932821497120921,50.12523992322457,1042,1042,0.596451058958214,12.525472238122497,10,8,18864.5,0.46217374344263373,0.42062701537961833,-10624.5,1.0914440693083465,0.4767123287671233,25.84178082191781,730,730,0.5973813420621932,12.545008183306056,10,8,33366.0,1.8284669902917814,1.741214332975832,-9765.0,1.4257360681361446,0.532051282051282,106.9423076923077,312,312,0.5942857142857143,12.48,7,7,-0.07681417523895662,0.0,0.9203539823008849,0.9379058327477161
MNQ,combined_overlay__session__t90__m50,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 50% of nominal risk at threshold 90%.,"{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.9}",69,10,33,36,15697.5,11147.0,6,4,1747.5,1490.0,51826.0,0.8726215633316188,0.8144391762428063,-10063.5,1.1793709246466297,0.49295774647887325,48.66291079812206,1065,1065,0.609616485403549,12.801946193474528,10,8,18321.0,0.4472187339297659,0.4108173240525285,-10063.5,1.0876124984458237,0.4772117962466488,24.55898123324397,746,746,0.6104746317512275,12.819967266775777,10,8,33505.0,1.8246807332401975,1.760902459248603,-9765.0,1.4197674709965171,0.5297805642633229,105.03134796238244,319,319,0.6076190476190476,12.76,7,7,-0.08060043229054048,0.0,0.9410029498525073,0.9418130709768096
MNQ,chop_hard_skip__session__t90,chop_hard_skip,session,Skip trades when total realized variance and both semivariances are jointly >= 90%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.9}",69,0,33,36,15697.5,11147.0,0,0,0.0,0.0,51568.5,0.865509849298155,0.8073075429402059,-10372.5,1.1774067314688514,0.49295774647887325,48.42112676056338,1065,1065,0.609616485403549,12.801946193474528,10,8,18069.5,0.4396573143877884,0.40365599919134393,-10372.5,1.0859239217010268,0.4772117962466488,24.221849865951743,746,746,0.6104746317512275,12.819967266775777,10,8,33499.0,1.818635477158421,1.7536489846477576,-9765.0,1.4167423460184367,0.5297805642633229,105.01253918495298,319,319,0.6076190476190476,12.76,7,7,-0.08664568837231701,0.0,0.9410029498525073,0.9416444132115249
MNQ,three_state_modulation__30m__t85__m50,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 50% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.5, ""threshold"": 0.85}",30,231,17,13,10094.0,9974.5,107,124,33203.0,45272.5,35068.0,0.6433242611214314,0.5945770651429799,-12143.0,1.133297856165425,0.49304911955514363,32.50046339202966,1079,1079,0.6176302232398397,12.970234688036633,10,8,4884.0,0.13009039614946946,0.11800559009903627,-12143.0,1.0254823595704938,0.47214854111405835,6.477453580901857,754,754,0.6170212765957447,12.957446808510639,10,8,30184.0,1.7872723344667814,1.7177894647544383,-10022.0,1.4226385505054748,0.5415384615384615,92.87384615384616,325,325,0.6190476190476191,13.0,7,7,-0.11800883106395665,-0.026318484383000513,0.9587020648967551,0.848460997891778
MNQ,three_state_modulation__30m__t90__m50,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 50% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.5, ""threshold"": 0.9}",16,195,8,8,5062.0,7084.0,91,104,28552.5,40022.5,33526.0,0.6044937220505071,0.5623761880184999,-13109.0,1.122912790431236,0.49042844120328166,30.561531449407475,1097,1097,0.6279336004579279,13.186605609616485,11,8,3281.0,0.0858512398698477,0.0785072685953118,-13109.0,1.0165103359433183,0.4700520833333333,4.272135416666667,768,768,0.6284779050736498,13.198036006546644,11,8,30245.0,1.7622104673830357,1.6983720169436018,-10022.0,1.4085036838941902,0.5379939209726444,91.93009118541033,329,329,0.6266666666666667,13.16,7,7,-0.14307069814770235,-0.026318484383000513,0.9705014749262537,0.8501756851721715
MNQ,three_state_modulation__30m__t85__m25,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.85}",30,231,17,13,10094.0,9974.5,107,124,53629.5,71132.5,29634.5,0.5544817108906704,0.475383393249685,-10975.5,1.1221268186941462,0.4807056229327453,32.67309812568909,907,907,0.519175729822553,10.902690326273612,9,7,2456.0,0.06666240785094636,0.056076594316571395,-10975.5,1.013834904969525,0.46238244514106586,3.8495297805642634,638,638,0.5220949263502455,10.963993453355156,9,6,27178.5,1.6438723866164684,1.4683225926404895,-10279.0,1.4172865664079592,0.5241635687732342,101.03531598513011,269,269,0.5123809523809524,10.76,7,7,-0.2614087789142696,-0.052636968766001026,0.7935103244837758,0.7639775122979621
