session_date,timestamp,signal,atr_25,atr_26,atr_27,atr_28,atr_29,atr_30,signal_index,timestamp_signal,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,minute_of_day,weekday,bar_in_session,session_vwap,continuous_session_date,continuous_session_vwap,or_high,or_low,or_width,or_midpoint,atr_25_signal,atr_26_signal,atr_27_signal,atr_28_signal,atr_29_signal,atr_30_signal,signal_signal,raw_signal,atr_filter_pass,direction_filter_pass,filter_pass,filtered_out,semivariance_bar_minutes,ret_simple,rs_plus_30m,rs_minus_30m,rv_30m,rs_plus_share_30m,rs_minus_share_30m,rs_imbalance_30m,abs_rs_imbalance_30m,rs_plus_60m,rs_minus_60m,rv_60m,rs_plus_share_60m,rs_minus_share_60m,rs_imbalance_60m,abs_rs_imbalance_60m,rs_plus_90m,rs_minus_90m,rv_90m,rs_plus_share_90m,rs_minus_share_90m,rs_imbalance_90m,abs_rs_imbalance_90m,rs_plus_session,rs_minus_session,rv_session,rs_plus_share_session,rs_minus_share_session,rs_imbalance_session,abs_rs_imbalance_session,trade_id,entry_time,exit_time,direction,quantity,net_pnl_usd,pnl_usd,fees,exit_reason,risk_per_contract_usd,pnl_ticks,entry_price,trade_risk_usd,asset,breakout_side,phase,rs_plus_pct_30m,rs_minus_pct_30m,rv_pct_30m,abs_rs_imbalance_pct_30m,rs_plus_pct_session,rs_minus_pct_session,rv_pct_session,abs_rs_imbalance_pct_session,adverse_semivariance_30m,supportive_semivariance_30m,adverse_share_30m,supportive_share_30m,adverse_pct_30m,supportive_pct_30m,adverse_semivariance_session,supportive_semivariance_session,adverse_share_session,supportive_share_session,adverse_pct_session,supportive_pct_session
2019-05-08,2019-05-08 09:45:00-04:00,1,1.6639999999999873,1.6230769230769073,1.5703703703703569,1.5142857142857014,1.4827586206896473,1.4433333333333243,1529,2019-05-08 09:45:00-04:00,33,1,7449,1584.6,1585.3,1584.3,1585.1,32,M2K.c.0,585,2,202,1582.037501569366,2019-05-08,1582.3386228086028,1584.2,1576.2,8.0,1580.2,1.6639999999999873,1.6230769230769073,1.5703703703703569,1.5142857142857014,1.4827586206896473,1.4433333333333243,1,1,True,True,True,False,1,0.0005681100871102185,1.4538052546910157e-05,6.5856054868222935e-06,2.112365803373245e-05,0.6882355567248005,0.31176444327519953,0.37647111344960094,0.37647111344960094,3.287999948543579e-05,1.4268196084845983e-05,4.7148195570281774e-05,0.6973755641702766,0.30262443582972337,0.39475112834055326,0.39475112834055326,3.621964513356793e-05,1.7203825994125302e-05,5.3423471127693234e-05,0.6779725159938678,0.3220274840061323,0.35594503198773547,0.35594503198773547,1.3459390524391146e-05,5.260624768181735e-06,1.8720015292572883e-05,0.7189839492134991,0.28101605078650094,0.43796789842699807,0.43796789842699807,2,2019-05-08 09:46:00-04:00,2019-05-08 20:38:00-04:00,long,15,-734.9999999999795,-697.4999999999795,37.5,stop,48.999999999998636,-92.99999999999727,1585.1999999999998,734.9999999999795,M2K,long,is,,,,,,,,,6.5856054868222935e-06,1.4538052546910157e-05,0.31176444327519953,0.6882355567248005,,,5.260624768181735e-06,1.3459390524391146e-05,0.28101605078650094,0.7189839492134991,,
2019-05-15,2019-05-15 09:55:00-04:00,1,1.7959999999999854,1.7923076923076713,1.7481481481481245,1.7035714285714059,1.6724137931034249,1.6299999999999804,5193,2019-05-15 09:55:00-04:00,33,1,7449,1534.7,1536.5,1534.3,1536.0,87,M2K.c.0,595,2,284,1534.483477786863,2019-05-15,1534.902098784914,1535.7,1529.4,6.2999999999999545,1532.5500000000002,1.7959999999999854,1.7923076923076713,1.7481481481481245,1.7035714285714059,1.6724137931034249,1.6299999999999804,1,1,True,True,True,False,1,0.0009122898475173447,1.2130295544107763e-05,7.201261538967368e-06,1.933155708307513e-05,0.6274867302193621,0.3725132697806379,0.25497346043872415,0.25497346043872415,1.3141176764227325e-05,8.635971144534262e-06,2.1777147908761585e-05,0.6034388350248677,0.3965611649751324,0.2068776700497353,0.2068776700497353,1.455976459008682e-05,1.1111197150313216e-05,2.5670961740400036e-05,0.5671686451533752,0.43283135484662477,0.13433729030675046,0.13433729030675046,1.2040861677404571e-05,7.04803587310996e-06,1.908889755051453e-05,0.6307782649857648,0.3692217350142353,0.26155652997152956,0.26155652997152956,6,2019-05-15 09:56:00-04:00,2019-05-15 12:00:00-04:00,long,20,1319.9999999999818,1369.9999999999818,50.0,target,37.49999999999886,136.99999999999818,1536.1,749.9999999999773,M2K,long,is,,,,,,,,,7.201261538967368e-06,1.2130295544107763e-05,0.3725132697806379,0.6274867302193621,,,7.04803587310996e-06,1.2040861677404571e-05,0.3692217350142353,0.6307782649857648,,
2019-05-17,2019-05-17 10:49:00-04:00,1,1.5080000000000109,1.4846153846153987,1.459259259259271,1.4607142857142972,1.4551724137931208,1.4600000000000137,6829,2019-05-17 10:49:00-04:00,33,1,7449,1551.6,1553.3,1551.6,1553.1,243,M2K.c.0,649,4,367,1548.1522822186932,2019-05-17,1548.263220196027,1552.3,1546.6,5.7000000000000455,1549.4499999999998,1.5080000000000109,1.4846153846153987,1.459259259259271,1.4607142857142972,1.4551724137931208,1.4600000000000137,1,1,True,True,True,False,1,0.0009667440061871257,7.4790211455530895e-06,7.055053209022697e-06,1.4534074354575787e-05,0.5145853091909123,0.4854146908090877,0.02917061838182452,0.02917061838182452,1.3873235116997809e-05,1.5555052588512344e-05,2.9428287705510152e-05,0.4714251558170061,0.5285748441829939,-0.0571496883659878,0.0571496883659878,1.7176502893283815e-05,1.780226813236983e-05,3.4978771025653645e-05,0.49105507110831487,0.5089449288916851,-0.01788985778337021,0.01788985778337021,1.69176659195808e-05,1.7389046096116408e-05,3.430671201569721e-05,0.4931299132321406,0.5068700867678594,-0.01374017353571875,0.01374017353571875,8,2019-05-17 10:50:00-04:00,2019-05-17 11:50:00-04:00,long,20,-739.9999999999864,-689.9999999999864,50.0,stop,36.99999999999932,-68.99999999999864,1553.1999999999998,739.9999999999864,M2K,long,is,,,,,,,,,7.055053209022697e-06,7.4790211455530895e-06,0.4854146908090877,0.5145853091909123,,,1.7389046096116408e-05,1.69176659195808e-05,0.5068700867678594,0.4931299132321406,,
2019-05-21,2019-05-21 10:00:00-04:00,1,1.4640000000000146,1.4576923076923287,1.4407407407407609,1.4464285714285958,1.43448275862071,1.4466666666666925,8377,2019-05-21 10:00:00-04:00,33,1,7449,1539.3,1541.0,1539.3,1541.0,84,M2K.c.0,600,1,251,1536.6887592086746,2019-05-21,1536.2180415828302,1539.4,1534.0,5.400000000000091,1536.7,1.4640000000000146,1.4576923076923287,1.4407407407407609,1.4464285714285958,1.43448275862071,1.4466666666666925,1,1,True,True,True,False,1,0.0009093270979476653,7.017896082315146e-06,4.9635718191818696e-06,1.1981467901497017e-05,0.5857292395231722,0.41427076047682765,0.17145847904634462,0.17145847904634462,7.872161153771231e-06,5.893116537782396e-06,1.3765277691553628e-05,0.5718853865622767,0.4281146134377232,0.14377077312455352,0.14377077312455352,9.409720694326382e-06,7.628337489647819e-06,1.70380581839742e-05,0.5522765911890744,0.44772340881092565,0.10455318237814867,0.10455318237814867,7.226018518246653e-06,4.9635718191818696e-06,1.2189590337428523e-05,0.5928024091227196,0.40719759087728036,0.18560481824543926,0.18560481824543926,10,2019-05-21 10:01:00-04:00,2019-05-21 16:00:00-04:00,long,18,477.00000000001637,522.0000000000164,45.0,time_exit,39.99999999999886,58.00000000000182,1541.1999999999998,719.9999999999795,M2K,long,is,,,,,,,,,4.9635718191818696e-06,7.017896082315146e-06,0.41427076047682765,0.5857292395231722,,,4.9635718191818696e-06,7.226018518246653e-06,0.40719759087728036,0.5928024091227196,,
2019-06-03,2019-06-03 10:19:00-04:00,1,1.8119999999999983,1.823076923076918,1.7851851851851785,1.7571428571428507,1.7482758620689594,1.7733333333333272,16549,2019-06-03 10:19:00-04:00,33,1,7449,1471.2,1472.9,1470.7,1472.7,135,M2K.c.0,619,0,527,1466.2079600886918,2019-06-03,1465.2781006813266,1472.3,1466.5,5.7999999999999545,1469.4,1.8119999999999983,1.823076923076918,1.7851851851851785,1.7571428571428507,1.7482758620689594,1.7733333333333272,1,1,True,True,True,False,1,0.001019575856443744,1.464433967446969e-05,8.170462366655464e-06,2.2814802041125153e-05,0.6418788840715042,0.3581211159284958,0.2837577681430084,0.2837577681430084,1.9886719698023703e-05,1.5677326344517747e-05,3.556404604254145e-05,0.5591804620384125,0.4408195379615875,0.11836092407682497,0.11836092407682497,2.053424154192549e-05,1.5858844399104196e-05,3.6393085941029685e-05,0.5642346893912373,0.4357653106087627,0.12846937878247458,0.12846937878247458,1.9230556306418192e-05,1.563543609306486e-05,3.486599239948305e-05,0.5515562582037193,0.4484437417962806,0.10311251640743879,0.10311251640743879,16,2019-06-03 10:20:00-04:00,2019-06-03 12:08:00-04:00,long,21,-724.4999999999857,-671.9999999999857,52.5,stop,34.49999999999932,-63.999999999998636,1472.6,724.4999999999857,M2K,long,is,,,,,,,,,8.170462366655464e-06,1.464433967446969e-05,0.3581211159284958,0.6418788840715042,,,1.563543609306486e-05,1.9230556306418192e-05,0.4484437417962806,0.5515562582037193,,
2019-06-04,2019-06-04 11:01:00-04:00,1,1.4560000000000672,1.4576923076923725,1.4666666666667307,1.442857142857211,1.437931034482823,1.4266666666667334,17750,2019-06-04 11:01:00-04:00,33,1,7449,1491.2,1491.9,1491.2,1491.7,47,M2K.c.0,661,1,572,1486.056194013546,2019-06-04,1485.0339270286436,1491.3,1484.7,6.599999999999909,1488.0,1.4560000000000672,1.4576923076923725,1.4666666666667307,1.442857142857211,1.437931034482823,1.4266666666667334,1,1,True,True,True,False,1,0.00046948356807519076,7.643467390139224e-06,6.845535651241718e-06,1.4489003041380942e-05,0.5275357709781202,0.4724642290218798,0.055071541956240394,0.055071541956240394,1.4609088981647744e-05,1.4824868341630268e-05,2.943395732327801e-05,0.4963345166670492,0.5036654833329509,-0.007330966665901697,0.007330966665901697,2.3488350394236036e-05,2.1216165428333905e-05,4.4704515822569944e-05,0.5254133718271362,0.47458662817286373,0.05082674365427248,0.05082674365427248,2.3560827238382638e-05,2.1288603264491933e-05,4.484943050287457e-05,0.5253316926036002,0.4746683073963997,0.050663385207200554,0.050663385207200554,17,2019-06-04 11:02:00-04:00,2019-06-04 15:39:00-04:00,long,19,1273.0000000000086,1320.5000000000086,47.5,target,37.999999999999545,139.0000000000009,1491.5,721.9999999999914,M2K,long,is,,,,,,,,,6.845535651241718e-06,7.643467390139224e-06,0.4724642290218798,0.5275357709781202,,,2.1288603264491933e-05,2.3560827238382638e-05,0.4746683073963997,0.5253316926036002,,
2019-07-26,2019-07-26 09:53:00-04:00,1,1.5559999999999854,1.5115384615384424,1.4703703703703552,1.4285714285714124,1.3896551724137758,1.356666666666653,50660,2019-07-26 09:53:00-04:00,33,1,7341,1572.9,1573.9,1572.9,1573.3,180,M2K.c.0,593,4,497,1568.4334701492537,2019-07-26,1567.98,1573.0,1565.4,7.599999999999909,1569.2,1.5559999999999854,1.5115384615384424,1.4703703703703552,1.4285714285714124,1.3896551724137758,1.356666666666653,1,1,True,True,True,False,1,0.00012713749920534312,7.405468696435447e-06,3.5363803963926914e-06,1.0941849092828138e-05,0.6768023058634011,0.323197694136599,0.35360461172680213,0.35360461172680213,7.879133319684389e-06,4.3362074516802845e-06,1.2215340771364673e-05,0.6450195264429082,0.35498047355709195,0.29003905288581616,0.29003905288581616,8.995699825398174e-06,5.006535264468233e-06,1.4002235089866406e-05,0.642447421262658,0.35755257873734214,0.2848948425253158,0.2848948425253158,7.1198345417645055e-06,3.4343985418119495e-06,1.0554233083576455e-05,0.6745951586803356,0.3254048413196645,0.3491903173606711,0.3491903173606711,43,2019-07-26 09:54:00-04:00,2019-07-26 16:00:00-04:00,long,17,620.5000000000155,663.0000000000155,42.5,time_exit,43.999999999998636,78.00000000000182,1573.3999999999999,747.9999999999768,M2K,long,is,,,,,,,,,3.5363803963926914e-06,7.405468696435447e-06,0.323197694136599,0.6768023058634011,,,3.4343985418119495e-06,7.1198345417645055e-06,0.3254048413196645,0.6745951586803356,,
2019-07-30,2019-07-30 09:49:00-04:00,1,1.7239999999999782,1.6692307692307464,1.6222222222222038,1.5821428571428393,1.5310344827586082,1.4966666666666546,52798,2019-07-30 09:49:00-04:00,33,1,7341,1562.7,1564.9,1562.6,1564.9,199,M2K.c.0,589,1,479,1563.4524756460833,2019-07-30,1564.120000502462,1564.5,1557.4,7.099999999999909,1560.95,1.7239999999999782,1.6692307692307464,1.6222222222222038,1.5821428571428393,1.5310344827586082,1.4966666666666546,1,1,True,True,True,False,1,0.0013437420015358637,1.1745679325198104e-05,5.940918199688204e-06,1.7686597524886307e-05,0.664100560250274,0.3358994397497262,0.3282011205005478,0.3282011205005478,1.2262241783978627e-05,6.571841305771038e-06,1.8834083089749663e-05,0.651066565096141,0.34893343490385914,0.3021331301922819,0.3021331301922819,1.3511498278746704e-05,8.286899475201175e-06,2.179839775394788e-05,0.6198390556617701,0.3801609443382299,0.23967811132354022,0.23967811132354022,1.170467682477931e-05,5.7728688877073264e-06,1.7477545712486635e-05,0.6696979665981956,0.33030203340180453,0.339395933196391,0.339395933196391,44,2019-07-30 09:50:00-04:00,2019-07-30 12:42:00-04:00,long,17,1291.9999999999845,1334.4999999999845,42.5,target,42.49999999999886,156.99999999999818,1565.1,722.4999999999807,M2K,long,is,,,,,,,,,5.940918199688204e-06,1.1745679325198104e-05,0.3358994397497262,0.664100560250274,,,5.7728688877073264e-06,1.170467682477931e-05,0.33030203340180453,0.6696979665981956,,
2019-08-01,2019-08-01 09:47:00-04:00,1,1.6040000000000145,1.5615384615384755,1.5222222222222357,1.5107142857143003,1.4827586206896708,1.4700000000000197,55221,2019-08-01 09:47:00-04:00,33,1,7341,1581.8,1583.9,1581.8,1583.9,279,M2K.c.0,587,3,525,1579.4493717042521,2019-08-01,1578.7941592362424,1581.8,1577.5,4.2999999999999545,1579.65,1.6040000000000145,1.5615384615384755,1.5222222222222357,1.5107142857143003,1.4827586206896708,1.4700000000000197,1,1,True,True,True,False,1,0.0015175466329435672,9.717136632757448e-06,8.083123195452304e-06,1.780025982820975e-05,0.5458985838711065,0.45410141612889354,0.09179716774221287,0.09179716774221287,1.0826020224394079e-05,9.352066260908413e-06,2.017808648530249e-05,0.5365236308348484,0.4634763691651516,0.0730472616696969,0.0730472616696969,1.154021170026489e-05,1.0514572307691514e-05,2.2054784007956405e-05,0.5232520842689589,0.47674791573104114,0.0465041685379177,0.0465041685379177,8.436069485840206e-06,7.706595604015988e-06,1.6142665089856194e-05,0.5225945925831853,0.4774054074168147,0.04518918516637065,0.04518918516637065,46,2019-08-01 09:48:00-04:00,2019-08-01 13:27:00-04:00,long,20,-739.9999999999864,-689.9999999999864,50.0,stop,36.99999999999932,-68.99999999999864,1584.1,739.9999999999864,M2K,long,is,,,,,,,,,8.083123195452304e-06,9.717136632757448e-06,0.45410141612889354,0.5458985838711065,,,7.706595604015988e-06,8.436069485840206e-06,0.4774054074168147,0.5225945925831853,,
2019-08-07,2019-08-07 10:35:00-04:00,1,1.9359999999999764,1.9192307692307464,1.940740740740719,1.9821428571428328,2.051724137931011,2.0299999999999803,60522,2019-08-07 10:35:00-04:00,33,1,7341,1488.3,1491.1,1487.8,1490.8,370,M2K.c.0,635,2,620,1487.5631186493822,2019-08-07,1488.2923426412783,1489.7,1479.2,10.5,1484.45,1.9359999999999764,1.9192307692307464,1.940740740740719,1.9821428571428328,2.051724137931011,2.0299999999999803,1,1,True,True,True,False,1,0.0018143941939385844,2.430883999110473e-05,7.598084744508202e-06,3.190692473561293e-05,0.761867218245963,0.2381327817540371,0.5237344364919259,0.5237344364919259,3.5466657524825185e-05,2.630571700365333e-05,6.177237452847852e-05,0.5741507882050774,0.4258492117949226,0.1483015764101548,0.1483015764101548,4.8184124809915934e-05,4.011249897155584e-05,8.829662378147177e-05,0.545707443233259,0.454292556766741,0.09141488646651802,0.09141488646651802,3.828657254910929e-05,3.3120705484198303e-05,7.140727803330759e-05,0.5361718525561316,0.46382814744386847,0.07234370511226312,0.07234370511226312,47,2019-08-07 10:36:00-04:00,2019-08-07 16:00:00-04:00,long,11,638.0000000000075,665.5000000000075,27.5,time_exit,62.999999999999545,121.00000000000136,1491.0,692.999999999995,M2K,long,is,,,,,,,,,7.598084744508202e-06,2.430883999110473e-05,0.2381327817540371,0.761867218245963,,,3.3120705484198303e-05,3.828657254910929e-05,0.46382814744386847,0.5361718525561316,,
