campaign_variant_name,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
risk_pct_0p0025__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.0025,15.0,False,,50000.0,206.25,-237.5,1991.671875,0,0,0,0,True,622.0,1991.671875,472.4218750000218
risk_pct_0p0025__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.0025,15.0,False,,50000.0,206.25,-206.25,876.6093749999927,0,0,0,0,True,141.0,876.6093749999927,140.0
risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.005,3.0,True,,50000.0,255.0,-255.0,1319.1093750000073,0,0,2,0,True,1363.0,1319.1093750000073,798.3750000000073
risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.005,3.0,True,,50000.0,255.0,-255.0,1008.03125,0,0,1,0,True,191.0,1008.03125,60.0
risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.005,3.0,False,,50000.0,255.0,-255.0,1319.1093750000073,0,0,2,0,True,1363.0,1319.1093750000073,798.3750000000073
risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.005,3.0,False,,50000.0,255.0,-255.0,1008.03125,0,0,1,0,True,191.0,1008.03125,60.0
risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.005,5.0,True,,50000.0,312.5,-312.5,1918.125,0,0,8,0,True,1255.0,1918.125,1114.3750000000073
risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.005,5.0,True,,50000.0,293.75,-293.75,1254.2187499999927,0,0,4,0,True,141.0,1254.2187499999927,100.0
risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.005,5.0,False,,50000.0,312.5,-312.5,1918.125,0,0,8,0,True,1255.0,1918.125,1114.3750000000073
risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.005,5.0,False,,50000.0,293.75,-293.75,1254.2187499999927,0,0,4,0,True,141.0,1254.2187499999927,100.0
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.005,10.0,True,,50000.0,360.0,-360.0,3013.140625,0,0,45,0,False,622.0,3013.140625,1034.4687500000146
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.005,10.0,True,,50000.0,325.0,-325.0,1501.25,0,0,14,0,True,62.0,1501.25,200.0
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.005,10.0,False,,50000.0,360.0,-360.0,3013.140625,0,0,45,0,False,622.0,3013.140625,1034.4687500000146
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.005,10.0,False,,50000.0,325.0,-325.0,1501.25,0,0,14,0,True,62.0,1501.25,200.0
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.005,15.0,True,,50000.0,412.5,-412.5,3596.890625,0,0,66,0,False,614.0,3596.890625,660.3437500000291
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.005,15.0,True,,50000.0,360.0,-360.0,1675.0,0,0,21,0,True,62.0,1675.0,300.0
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.005,15.0,False,,50000.0,412.5,-412.5,3596.890625,0,0,66,0,False,614.0,3596.890625,660.3437500000291
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.005,15.0,False,,50000.0,360.0,-360.0,1675.0,0,0,21,0,True,62.0,1675.0,300.0
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.0075,3.0,True,,50000.0,382.5,-382.5,1446.6093750000073,0,0,3,0,True,1363.0,1446.6093750000073,798.3750000000073
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.0075,3.0,True,,50000.0,311.25,-311.25,1111.7812499999927,0,0,2,0,True,191.0,1111.7812499999927,60.0
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.0075,3.0,False,,50000.0,382.5,-382.5,1446.6093750000073,0,0,3,0,True,1363.0,1446.6093750000073,798.3750000000073
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.0075,3.0,False,,50000.0,311.25,-311.25,1111.7812499999927,0,0,2,0,True,191.0,1111.7812499999927,60.0
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.0075,5.0,True,,50000.0,425.0,-425.0,2156.0156250000073,0,0,18,0,False,1284.0,2156.0156250000073,1330.6250000000073
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.0075,5.0,True,,50000.0,425.0,-425.0,1749.2187499999927,0,0,7,0,True,141.0,1749.2187499999927,100.0
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.0075,5.0,False,,50000.0,425.0,-425.0,2156.0156250000073,0,0,18,0,False,1284.0,2156.0156250000073,1330.6250000000073
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.0075,5.0,False,,50000.0,425.0,-425.0,1749.2187499999927,0,0,7,0,True,141.0,1749.2187499999927,100.0
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.0075,10.0,True,,50000.0,528.75,-528.75,3681.6875,4,0,54,4,False,648.0,3681.6875,1936.6875000000146
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.0075,10.0,True,,50000.0,500.0,-500.0,2325.9374999999854,1,0,14,1,True,62.0,2325.9374999999854,200.0
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.0075,10.0,False,,50000.0,528.75,-528.75,3681.6875,4,0,54,4,False,648.0,3681.6875,1936.6875000000146
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.0075,10.0,False,,50000.0,500.0,-500.0,2325.9374999999854,1,0,14,1,True,62.0,2325.9374999999854,200.0
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.0075,15.0,True,,50000.0,600.0,-600.0,4624.8125,11,0,73,10,False,614.0,4624.8125,1674.500000000029
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.0075,15.0,True,,50000.0,560.0,-560.0,2517.656249999971,7,0,21,7,True,33.0,2517.656249999971,300.0
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.0075,15.0,False,,50000.0,600.0,-600.0,4624.8125,11,0,73,10,False,614.0,4624.8125,1674.500000000029
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.0075,15.0,False,,50000.0,560.0,-560.0,2517.656249999971,7,0,21,7,True,33.0,2517.656249999971,300.0
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.01,3.0,True,,50000.0,382.5,-382.5,1446.6093750000073,0,0,3,0,True,1363.0,1446.6093750000073,798.3750000000073
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.01,3.0,True,,50000.0,311.25,-311.25,1111.7812499999927,0,0,2,0,True,191.0,1111.7812499999927,60.0
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.01,3.0,False,,50000.0,382.5,-382.5,1446.6093750000073,0,0,3,0,True,1363.0,1446.6093750000073,798.3750000000073
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.01,3.0,False,,50000.0,311.25,-311.25,1111.7812499999927,0,0,2,0,True,191.0,1111.7812499999927,60.0
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.01,5.0,True,,50000.0,518.75,-518.75,2283.5156250000073,2,0,18,2,False,1284.0,2283.5156250000073,1330.6250000000073
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.01,5.0,True,,50000.0,518.75,-518.75,1852.9687499999927,1,0,7,1,True,141.0,1852.9687499999927,100.0
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.01,5.0,False,,50000.0,518.75,-518.75,2283.5156250000073,2,0,18,2,False,1284.0,2283.5156250000073,1330.6250000000073
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.01,5.0,False,,50000.0,518.75,-518.75,1852.9687499999927,1,0,7,1,True,141.0,1852.9687499999927,100.0
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.01,10.0,True,,50000.0,675.0,-675.0,3836.25,15,0,54,15,False,648.0,3836.25,2228.7500000000146
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.01,10.0,True,,50000.0,650.0,-650.0,3130.937499999978,7,0,14,7,True,62.0,3130.937499999978,200.0
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.01,10.0,False,,50000.0,675.0,-675.0,3836.25,15,0,54,15,False,648.0,3836.25,2228.7500000000146
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.01,10.0,False,,50000.0,650.0,-650.0,3130.937499999978,7,0,14,7,True,62.0,3130.937499999978,200.0
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.01,15.0,True,,50000.0,812.5,-812.5,5264.406249999993,37,0,73,36,False,622.0,5264.406249999993,2535.656250000022
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.01,15.0,True,,50000.0,720.0,-720.0,3410.156249999971,10,0,21,10,True,33.0,3410.156249999971,300.0
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.01,15.0,False,,50000.0,812.5,-812.5,5264.406249999993,37,0,73,36,False,622.0,5264.406249999993,2535.656250000022
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.01,15.0,False,,50000.0,720.0,-720.0,3410.156249999971,10,0,21,10,True,33.0,3410.156249999971,300.0
