trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,exit_time,exit_price,exit_reason,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,position_sizing_mode,stop_distance_points,contracts_raw,initial_stop_price,campaign_variant_name,scope,alpha_variant_name,phase,account_size_usd,risk_per_trade_pct,risk_budget_usd,leverage_used,risk_pct_decimal,max_contracts,skip_trade_if_too_small,capital_after_trade_usd
105,2023-02-03,short,5,2023-02-03 10:30:00-05:00,4174.0,4184.25,2023-02-03 11:30:00-05:00,4184.5,stop,51.25,256.25,256.25,104350.0,-10.5,-42.0,-262.5,12.5,-275.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-02-03 09:30:00-05:00,1,risk_percent,10.25,5.466699695121942,4184.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56033.67187499991,0.5,280.16835937499957,1.862273103086735,0.005,15.0,False,55758.67187499991
106,2023-03-07,long,4,2023-03-07 10:30:00-05:00,4023.75,4012.25,2023-03-07 11:30:00-05:00,4012.0,stop,57.5,230.0,230.0,80475.0,-11.75,-47.0,-235.0,10.0,-245.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-03-07 09:30:00-05:00,1,risk_percent,11.5,4.84858016304347,4012.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55758.67187499991,0.5,278.79335937499957,1.443273257663118,0.005,15.0,False,55513.67187499991
107,2023-04-18,long,15,2023-04-18 10:30:00-04:00,4172.25,4170.25,2023-04-18 11:30:00-04:00,4170.0,stop,10.0,150.0,150.0,312918.75,-2.25,-9.0,-168.75,37.5,-206.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-04-18 09:30:00-04:00,1,risk_percent,2.0,27.756835937499954,4170.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55513.67187499991,0.5,277.56835937499955,5.636787109031427,0.005,15.0,False,55307.42187499991
108,2023-04-28,short,15,2023-04-28 10:30:00-04:00,4176.75,4178.25,2023-04-28 11:30:00-04:00,4178.5,stop_ambiguous_first,7.5,112.5,112.5,313256.25,-1.75,-7.0,-131.25,37.5,-168.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-04-28 09:30:00-04:00,1,risk_percent,1.5,36.871614583333276,4178.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55307.42187499991,0.5,276.53710937499955,5.663909822229451,0.005,15.0,False,55138.67187499991
109,2023-05-02,long,12,2023-05-02 10:30:00-04:00,4138.25,4134.0,2023-05-02 11:30:00-04:00,4133.75,stop,21.25,255.0,255.0,248295.0,-4.5,-18.0,-270.0,30.0,-300.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-05-02 09:30:00-04:00,1,risk_percent,4.25,12.973805147058803,4134.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55138.67187499991,0.5,275.69335937499955,4.503100846587092,0.005,15.0,False,54838.67187499991
110,2023-05-03,long,15,2023-05-03 15:30:00-04:00,4116.25,4115.0,2023-05-04 09:30:00-04:00,4114.75,stop,6.25,93.75,93.75,308718.75,-1.5,-6.0,-112.5,37.5,-150.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-05-03 14:30:00-04:00,1,risk_percent,1.25,43.870937499999926,4115.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,54838.67187499991,0.5,274.19335937499955,5.629581086567853,0.005,15.0,False,54688.67187499991
111,2023-05-04,long,15,2023-05-04 10:30:00-04:00,4065.5,4065.0,2023-05-04 11:30:00-04:00,4064.75,stop_ambiguous_first,2.5,37.5,37.5,304912.5,-0.75,-3.0,-56.25,37.5,-93.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-05-04 09:30:00-04:00,1,risk_percent,0.5,109.37734374999982,4065.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,54688.67187499991,0.5,273.44335937499955,5.575423383784642,0.005,15.0,False,54594.92187499991
112,2023-05-26,short,15,2023-05-26 10:30:00-04:00,4205.25,4205.5,2023-05-26 11:30:00-04:00,4205.75,stop,1.25,18.75,18.75,315393.75,-0.5,-2.0,-37.5,37.5,-75.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-05-26 09:30:00-04:00,1,risk_percent,0.25,218.37968749999965,4205.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,54594.92187499991,0.5,272.97460937499955,5.77697960118201,0.005,15.0,False,54519.92187499991
113,2023-06-20,long,15,2023-06-20 10:30:00-04:00,4413.25,4432.36875,2023-06-20 14:30:00-04:00,4429.065625,mixed_partial_time_stop,13.75,206.25,206.25,330993.75,15.815625000000182,63.26250000000073,1186.1718750000136,37.5,1148.6718750000136,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-06-20 09:30:00-04:00,4,risk_percent,2.75,19.825426136363603,4410.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,54519.92187499991,0.5,272.59960937499955,6.071060607146193,0.005,15.0,False,55668.59374999993
114,2023-07-06,long,15,2023-07-06 10:30:00-04:00,4426.75,4423.75,2023-07-06 11:30:00-04:00,4423.5,stop_ambiguous_first,15.0,225.0,225.0,332006.25,-3.25,-13.0,-243.75,37.5,-281.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-07-06 09:30:00-04:00,1,risk_percent,3.0,18.556197916666644,4423.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55668.59374999993,0.5,278.34296874999967,5.963977669186235,0.005,15.0,False,55387.34374999993
115,2023-08-08,long,6,2023-08-08 10:30:00-04:00,4491.5,4497.5875,2023-08-08 14:30:00-04:00,4507.95625,mixed_partial_time_stop,41.25,247.5,247.5,134745.0,16.456250000000182,65.82500000000073,493.68750000000546,15.0,478.68750000000546,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-08-08 09:30:00-04:00,4,risk_percent,8.25,6.7136174242424165,4483.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55387.34374999993,0.5,276.93671874999967,2.432775989550865,0.005,15.0,False,55866.031249999935
116,2023-08-10,short,6,2023-08-10 10:30:00-04:00,4536.5,4504.6,2023-08-10 12:30:00-04:00,4516.125,mixed_trailing_stop,42.5,255.0,255.0,136095.0,20.375,81.5,611.25,15.0,596.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-08-10 09:30:00-04:00,2,risk_percent,8.5,6.572474264705875,4545.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,55866.031249999935,0.5,279.3301562499997,2.4360957267749384,0.005,15.0,False,56462.281249999935
117,2023-08-24,long,15,2023-08-24 10:30:00-04:00,4438.25,4437.75,2023-08-24 11:30:00-04:00,4437.5,stop,2.5,37.5,37.5,332868.75,-0.75,-3.0,-56.25,37.5,-93.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-08-24 09:30:00-04:00,1,risk_percent,0.5,112.92456249999987,4437.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56462.281249999935,0.5,282.31140624999966,5.895418014127801,0.005,15.0,False,56368.531249999935
118,2023-11-14,short,15,2023-11-14 10:30:00-05:00,4511.75,4512.25,2023-11-14 11:30:00-05:00,4512.5,stop_ambiguous_first,2.5,37.5,37.5,338381.25,-0.75,-3.0,-56.25,37.5,-93.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-11-14 09:30:00-05:00,1,risk_percent,0.5,112.73706249999987,4512.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56368.531249999935,0.5,281.84265624999966,6.003016975894691,0.005,15.0,False,56274.781249999935
119,2023-12-01,short,15,2023-12-01 11:30:00-05:00,4585.25,4586.75,2023-12-01 12:30:00-05:00,4587.0,stop,7.5,112.5,112.5,343893.75,-1.75,-7.0,-131.25,37.5,-168.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-12-01 10:30:00-05:00,1,risk_percent,1.5,37.51652083333329,4586.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56274.781249999935,0.5,281.37390624999966,6.1109744429259845,0.005,15.0,False,56106.031249999935
120,2023-12-08,short,9,2023-12-08 10:30:00-05:00,4604.5,4600.44375,2023-12-08 12:30:00-05:00,4599.375,mixed_trailing_stop,30.0,270.0,270.0,207202.5,5.125,20.5,230.625,22.5,208.125,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-12-08 09:30:00-05:00,2,risk_percent,6.0,9.351005208333323,4610.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56106.031249999935,0.5,280.53015624999966,3.693052161838666,0.005,15.0,False,56314.156249999935
121,2023-12-20,long,15,2023-12-20 15:30:00-05:00,4763.75,4775.875,2023-12-21 11:30:00-05:00,4773.25,mixed_trailing_stop,12.5,187.5,187.5,357281.25,9.5,38.0,712.5,37.5,675.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-12-20 14:30:00-05:00,3,risk_percent,2.5,22.525662499999974,4761.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56314.156249999935,0.5,281.5707812499997,6.344430491223074,0.005,15.0,False,56989.156249999935
122,2023-12-29,long,15,2023-12-29 11:30:00-05:00,4804.0,4803.0,2023-12-29 12:30:00-05:00,4802.75,stop_ambiguous_first,5.0,75.0,75.0,360300.0,-1.25,-5.0,-93.75,37.5,-131.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-12-29 10:30:00-05:00,1,risk_percent,1.0,56.98915624999994,4803.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56989.156249999935,0.5,284.9457812499997,6.32225538520761,0.005,15.0,False,56857.906249999935
123,2024-01-05,short,5,2024-01-05 10:30:00-05:00,4750.0,4737.7375,2024-01-05 13:30:00-05:00,4739.75,mixed_trailing_stop,50.0,250.0,250.0,118750.0,10.25,41.0,256.25,12.5,243.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-01-05 09:30:00-05:00,3,risk_percent,10.0,5.685790624999994,4760.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,56857.906249999935,0.5,284.2895312499997,2.08853979740065,0.005,15.0,False,57101.656249999935
124,2024-01-31,long,15,2024-01-31 10:30:00-05:00,4912.75,4911.0,2024-01-31 11:30:00-05:00,4910.75,stop,8.75,131.25,131.25,368456.25,-2.0,-8.0,-150.0,37.5,-187.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-01-31 09:30:00-05:00,1,risk_percent,1.75,32.62951785714282,4911.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,57101.656249999935,0.5,285.5082812499997,6.4526368269747065,0.005,15.0,False,56914.156249999935
125,2024-03-05,long,15,2024-03-05 10:30:00-05:00,5098.25,5095.0,2024-03-05 11:30:00-05:00,5094.75,stop,16.25,243.75,243.75,382368.75,-3.5,-14.0,-262.5,37.5,-300.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-03-05 09:30:00-05:00,1,risk_percent,3.25,17.512048076923058,5095.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,56914.156249999935,0.5,284.5707812499997,6.718341713095333,0.005,15.0,False,56614.156249999935
126,2024-03-08,short,15,2024-03-08 10:30:00-05:00,5190.25,5143.1125,2024-03-08 13:30:00-05:00,5162.0,mixed_trailing_stop,13.75,206.25,206.25,389268.75,28.25,113.0,2118.75,37.5,2081.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-03-08 09:30:00-05:00,3,risk_percent,2.75,20.586965909090885,5193.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,56614.156249999935,0.5,283.0707812499997,6.875820038384842,0.005,15.0,False,58695.406249999935
127,2024-03-27,long,15,2024-03-27 10:30:00-04:00,5275.25,5272.75,2024-03-27 11:30:00-04:00,5272.5,stop,12.5,187.5,187.5,395643.75,-2.75,-11.0,-206.25,37.5,-243.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-03-27 09:30:00-04:00,1,risk_percent,2.5,23.478162499999975,5272.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,58695.406249999935,0.5,293.4770312499997,6.740625464194661,0.005,15.0,False,58451.656249999935
128,2024-04-03,short,15,2024-04-03 10:30:00-04:00,5274.75,5277.25,2024-04-03 11:30:00-04:00,5277.5,stop,12.5,187.5,187.5,395606.25,-2.75,-11.0,-206.25,37.5,-243.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-04-03 09:30:00-04:00,1,risk_percent,2.5,23.380662499999975,5277.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,58451.656249999935,0.5,292.2582812499997,6.768093076917738,0.005,15.0,False,58207.906249999935
129,2024-04-04,long,15,2024-04-04 14:30:00-04:00,5248.25,5246.5,2024-04-04 15:30:00-04:00,5246.25,stop,8.75,131.25,131.25,393618.75,-2.0,-8.0,-150.0,37.5,-187.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-04-04 13:30:00-04:00,1,risk_percent,1.75,33.26166071428568,5246.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,58207.906249999935,0.5,291.0395312499997,6.762290131334185,0.005,15.0,False,58020.406249999935
130,2024-04-11,long,10,2024-04-11 10:30:00-04:00,5187.25,5241.41875,2024-04-11 14:30:00-04:00,5225.165625,mixed_partial_time_stop,27.5,275.0,275.0,259362.5,37.915624999999636,151.66249999999854,1895.7812499999818,25.0,1870.7812499999818,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-04-11 09:30:00-04:00,4,risk_percent,5.5,10.549164772727261,5181.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,58020.406249999935,0.5,290.1020312499997,4.470194484375923,0.005,15.0,False,59891.18749999991
131,2024-05-22,long,15,2024-05-22 14:30:00-04:00,5309.0,5309.0,2024-05-22 15:30:00-04:00,5323.16875,mixed_partial_eod_flat,2.5,37.5,37.5,398175.0,14.168749999999818,56.67499999999927,1062.6562499999864,37.5,1025.1562499999864,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-05-22 13:30:00-04:00,1,risk_percent,0.5,119.78237499999982,5308.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,59891.18749999991,0.5,299.45593749999955,6.648306981724157,0.005,15.0,False,60916.3437499999
132,2024-05-23,long,6,2024-05-23 10:30:00-04:00,5332.25,5333.73125,2024-05-23 12:30:00-04:00,5335.875,mixed_trailing_stop,48.75,292.5,292.5,159967.5,3.625,14.5,108.75,15.0,93.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-05-23 09:30:00-04:00,2,risk_percent,9.75,6.247830128205117,5322.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,60916.3437499999,0.5,304.5817187499995,2.6260193923736646,0.005,15.0,False,61010.0937499999
133,2024-05-23,long,15,2024-05-23 14:30:00-04:00,5284.0,5281.25,2024-05-23 15:30:00-04:00,5281.0,stop,13.75,206.25,206.25,396300.0,-3.0,-12.0,-225.0,37.5,-262.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-05-23 13:30:00-04:00,1,risk_percent,2.75,22.185488636363598,5281.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,61010.0937499999,0.5,305.0504687499995,6.4956464683354245,0.005,15.0,False,60747.5937499999
134,2024-05-31,long,15,2024-05-31 10:30:00-04:00,5233.0,5230.25,2024-05-31 11:30:00-04:00,5230.0,stop,13.75,206.25,206.25,392475.0,-3.0,-12.0,-225.0,37.5,-262.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-05-31 09:30:00-04:00,1,risk_percent,2.75,22.090034090909054,5230.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,60747.5937499999,0.5,303.7379687499995,6.460749731342251,0.005,15.0,False,60485.0937499999
135,2024-06-28,short,7,2024-06-28 10:30:00-04:00,5577.25,5542.95,2024-06-28 14:30:00-04:00,5549.775,mixed_partial_time_stop,38.75,271.25,271.25,195203.75,27.475000000000364,109.90000000000146,961.6250000000127,17.5,944.1250000000127,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-06-28 09:30:00-04:00,4,risk_percent,7.75,7.804528225806438,5585.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,60485.0937499999,0.5,302.4254687499995,3.2273034213491707,0.005,15.0,False,61429.21874999991
136,2024-07-11,long,15,2024-07-11 11:30:00-04:00,5645.5,5643.25,2024-07-11 12:30:00-04:00,5643.0,stop,11.25,168.75,168.75,423412.5,-2.5,-10.0,-187.5,37.5,-225.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-07-11 10:30:00-04:00,1,risk_percent,2.25,27.301874999999963,5643.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,61429.21874999991,0.5,307.1460937499996,6.892688994193022,0.005,15.0,False,61204.21874999991
137,2024-07-12,short,15,2024-07-12 10:30:00-04:00,5668.0,5669.25,2024-07-12 11:30:00-04:00,5669.5,stop,6.25,93.75,93.75,425100.0,-1.5,-6.0,-112.5,37.5,-150.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-07-12 09:30:00-04:00,1,risk_percent,1.25,48.963374999999935,5669.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,61204.21874999991,0.5,306.0210937499996,6.94559964463235,0.005,15.0,False,61054.21874999991
138,2024-07-18,long,15,2024-07-18 11:30:00-04:00,5604.5,5604.0,2024-07-18 12:30:00-04:00,5603.75,stop_ambiguous_first,2.5,37.5,37.5,420337.5,-0.75,-3.0,-56.25,37.5,-93.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-07-18 10:30:00-04:00,1,risk_percent,0.5,122.10843749999984,5604.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,61054.21874999991,0.5,305.2710937499996,6.884659383181455,0.005,15.0,False,60960.46874999991
139,2024-07-24,long,9,2024-07-24 10:30:00-04:00,5519.75,5513.25,2024-07-24 11:30:00-04:00,5513.0,stop,32.5,292.5,292.5,248388.75,-6.75,-27.0,-303.75,22.5,-326.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-07-24 09:30:00-04:00,1,risk_percent,6.5,9.37853365384614,5513.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,60960.46874999991,0.5,304.8023437499996,4.074587270951724,0.005,15.0,False,60634.21874999991
140,2024-08-23,short,14,2024-08-23 10:30:00-04:00,5657.5,5627.49375,2024-08-23 12:30:00-04:00,5637.0,mixed_trailing_stop,21.25,297.5,297.5,396025.0,20.5,82.0,1435.0,35.0,1400.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-08-23 09:30:00-04:00,2,risk_percent,4.25,14.26687499999998,5661.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,60634.21874999991,0.5,303.17109374999956,6.531377960567861,0.005,15.0,False,62034.21874999991
141,2024-09-06,long,15,2024-09-06 10:30:00-04:00,5463.25,5462.25,2024-09-06 11:30:00-04:00,5462.0,stop,5.0,75.0,75.0,409743.75,-1.25,-5.0,-93.75,37.5,-131.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-09-06 09:30:00-04:00,1,risk_percent,1.0,62.03421874999991,5462.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,62034.21874999991,0.5,310.17109374999956,6.605124691765391,0.005,15.0,False,61902.96874999991
142,2024-09-11,long,15,2024-09-11 10:30:00-04:00,5425.75,5509.95625,2024-09-11 14:30:00-04:00,5492.896875,mixed_partial_time_stop,7.5,112.5,112.5,406931.25,67.14687500000036,268.58750000000146,5036.015625000027,37.5,4998.515625000027,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-09-11 09:30:00-04:00,4,risk_percent,1.5,41.268645833333274,5424.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,61902.96874999991,0.5,309.51484374999956,6.573695223623674,0.005,15.0,False,66901.48437499994
143,2024-09-26,long,15,2024-09-26 10:30:00-04:00,5806.5,5804.0,2024-09-26 11:30:00-04:00,5803.75,stop,12.5,187.5,187.5,435487.5,-2.75,-11.0,-206.25,37.5,-243.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-09-26 09:30:00-04:00,1,risk_percent,2.5,26.760593749999977,5804.0,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,66901.48437499994,0.5,334.5074218749997,6.509384717968007,0.005,15.0,False,66657.73437499994
144,2024-10-01,long,9,2024-10-01 10:30:00-04:00,5748.5,5751.75625,2024-10-01 12:30:00-04:00,5754.75,mixed_trailing_stop,36.25,326.25,326.25,258682.5,6.25,25.0,281.25,22.5,258.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-10-01 09:30:00-04:00,2,risk_percent,7.25,9.194170258620682,5741.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,66657.73437499994,0.5,333.2886718749997,3.880757460862924,0.005,15.0,False,66916.48437499994
145,2024-10-04,long,12,2024-10-04 10:30:00-04:00,5758.0,5752.5,2024-10-04 11:30:00-04:00,5752.25,stop_ambiguous_first,27.5,330.0,330.0,345480.0,-5.75,-23.0,-345.0,30.0,-375.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-10-04 09:30:00-04:00,1,risk_percent,5.5,12.166633522727263,5752.5,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,66916.48437499994,0.5,334.58242187499974,5.162853416864076,0.005,15.0,False,66541.48437499994
146,2024-10-17,long,6,2024-10-17 10:30:00-04:00,5902.25,5902.25,2024-10-17 12:30:00-04:00,5905.81875,mixed_trailing_stop,55.0,330.0,330.0,177067.5,3.568750000000364,14.275000000001455,107.06250000001091,15.0,92.06250000001091,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-10-17 09:30:00-04:00,2,risk_percent,11.0,6.0492258522727225,5891.25,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,66541.48437499994,0.5,332.70742187499974,2.661009168387674,0.005,15.0,False,66633.54687499996
147,2024-10-21,long,15,2024-10-21 11:30:00-04:00,5867.75,5881.6,2024-10-21 14:30:00-04:00,5878.125,mixed_trailing_stop,10.0,150.0,150.0,440081.25,10.375,41.5,778.125,37.5,740.625,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-10-21 10:30:00-04:00,3,risk_percent,2.0,33.316773437499975,5865.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,66633.54687499996,0.5,333.1677343749998,6.604499844883881,0.005,15.0,False,67374.17187499996
148,2024-10-31,long,15,2024-10-31 10:30:00-04:00,5770.5,5767.75,2024-10-31 11:30:00-04:00,5767.5,stop,13.75,206.25,206.25,432787.5,-3.0,-12.0,-225.0,37.5,-262.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2024-10-31 09:30:00-04:00,1,risk_percent,2.75,24.499698863636347,5767.75,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,oos,67374.17187499996,0.5,336.8708593749998,6.423641106906003,0.005,15.0,False,67111.67187499996
