weekday,days,net_pnl_usd,avg_day_pnl_usd,green_day_pct
Monday,355,-6323.0,-17.8112676056338,0.476056338028169
Tuesday,359,-7860.5,-21.895543175487465,0.4986072423398329
Wednesday,355,-18333.5,-51.64366197183099,0.4253521126760563
Thursday,356,-1706.0,-4.792134831460674,0.46348314606741575
Friday,322,-8451.5,-26.246894409937887,0.4472049689440994
