session_date,daily_pnl,symbol,config_name
2020-08-28,-638.7,MNQ,baseline_no_opposite_invalidation
2020-08-31,456.3,MNQ,baseline_no_opposite_invalidation
2020-09-01,1161.78,MNQ,baseline_no_opposite_invalidation
2020-09-02,-3.24,MNQ,baseline_no_opposite_invalidation
2020-09-03,0.0,MNQ,baseline_no_opposite_invalidation
2020-09-09,136.52,MNQ,baseline_no_opposite_invalidation
2020-09-10,-597.72,MNQ,baseline_no_opposite_invalidation
2020-09-14,-677.22,MNQ,baseline_no_opposite_invalidation
2020-09-15,-701.2,MNQ,baseline_no_opposite_invalidation
2020-09-16,0.0,MNQ,baseline_no_opposite_invalidation
2020-09-17,-562.48,MNQ,baseline_no_opposite_invalidation
2020-09-21,514.52,MNQ,baseline_no_opposite_invalidation
2020-09-22,361.52,MNQ,baseline_no_opposite_invalidation
2020-09-23,0.0,MNQ,baseline_no_opposite_invalidation
2020-09-25,1173.78,MNQ,baseline_no_opposite_invalidation
2020-09-28,101.28,MNQ,baseline_no_opposite_invalidation
2020-09-29,-703.44,MNQ,baseline_no_opposite_invalidation
2020-09-30,-345.72,MNQ,baseline_no_opposite_invalidation
2020-10-01,-693.7,MNQ,baseline_no_opposite_invalidation
2020-10-02,-528.48,MNQ,baseline_no_opposite_invalidation
2020-10-05,1150.56,MNQ,baseline_no_opposite_invalidation
2020-10-06,-678.7,MNQ,baseline_no_opposite_invalidation
2020-10-08,-33.7,MNQ,baseline_no_opposite_invalidation
2020-10-09,940.56,MNQ,baseline_no_opposite_invalidation
2020-10-13,-531.48,MNQ,baseline_no_opposite_invalidation
2020-10-14,0.0,MNQ,baseline_no_opposite_invalidation
2020-10-16,-659.68,MNQ,baseline_no_opposite_invalidation
2020-10-19,0.0,MNQ,baseline_no_opposite_invalidation
2020-10-20,-702.96,MNQ,baseline_no_opposite_invalidation
2020-10-21,0.0,MNQ,baseline_no_opposite_invalidation
2020-10-22,0.0,MNQ,baseline_no_opposite_invalidation
2020-10-23,-148.96,MNQ,baseline_no_opposite_invalidation
2020-10-26,-729.72,MNQ,baseline_no_opposite_invalidation
2020-10-27,27.04,MNQ,baseline_no_opposite_invalidation
2020-10-28,0.0,MNQ,baseline_no_opposite_invalidation
2020-10-29,-693.72,MNQ,baseline_no_opposite_invalidation
2020-10-30,0.0,MNQ,baseline_no_opposite_invalidation
2020-11-02,0.0,MNQ,baseline_no_opposite_invalidation
2020-11-03,1275.78,MNQ,baseline_no_opposite_invalidation
2020-11-05,-719.22,MNQ,baseline_no_opposite_invalidation
2020-11-06,115.52,MNQ,baseline_no_opposite_invalidation
2020-11-10,0.0,MNQ,baseline_no_opposite_invalidation
2020-11-11,193.52,MNQ,baseline_no_opposite_invalidation
2020-11-12,-734.96,MNQ,baseline_no_opposite_invalidation
2020-11-13,-13.7,MNQ,baseline_no_opposite_invalidation
2020-11-16,135.78,MNQ,baseline_no_opposite_invalidation
2020-11-19,269.28,MNQ,baseline_no_opposite_invalidation
2020-11-23,0.0,MNQ,baseline_no_opposite_invalidation
2020-11-24,1429.04,MNQ,baseline_no_opposite_invalidation
2020-11-25,152.32,MNQ,baseline_no_opposite_invalidation
2020-11-27,339.84,MNQ,baseline_no_opposite_invalidation
2020-11-30,13.04,MNQ,baseline_no_opposite_invalidation
2020-12-01,573.8,MNQ,baseline_no_opposite_invalidation
2020-12-02,499.04,MNQ,baseline_no_opposite_invalidation
2020-12-03,-712.18,MNQ,baseline_no_opposite_invalidation
2020-12-07,-11.2,MNQ,baseline_no_opposite_invalidation
2020-12-10,3.52,MNQ,baseline_no_opposite_invalidation
2020-12-11,-672.96,MNQ,baseline_no_opposite_invalidation
2020-12-14,-629.22,MNQ,baseline_no_opposite_invalidation
2020-12-21,127.04,MNQ,baseline_no_opposite_invalidation
2020-12-22,0.0,MNQ,baseline_no_opposite_invalidation
2020-12-29,0.0,MNQ,baseline_no_opposite_invalidation
2020-12-30,0.0,MNQ,baseline_no_opposite_invalidation
2021-01-04,0.0,MNQ,baseline_no_opposite_invalidation
2021-01-05,-743.22,MNQ,baseline_no_opposite_invalidation
2021-01-06,-333.48,MNQ,baseline_no_opposite_invalidation
2021-01-07,494.28,MNQ,baseline_no_opposite_invalidation
2021-01-08,-721.2,MNQ,baseline_no_opposite_invalidation
2021-01-11,-587.22,MNQ,baseline_no_opposite_invalidation
2021-01-13,145.04,MNQ,baseline_no_opposite_invalidation
2021-01-15,0.0,MNQ,baseline_no_opposite_invalidation
2021-01-20,1297.04,MNQ,baseline_no_opposite_invalidation
2021-01-21,466.3,MNQ,baseline_no_opposite_invalidation
2021-01-25,0.0,MNQ,baseline_no_opposite_invalidation
2021-01-26,-194.96,MNQ,baseline_no_opposite_invalidation
2021-01-27,0.0,MNQ,baseline_no_opposite_invalidation
2021-01-28,-517.48,MNQ,baseline_no_opposite_invalidation
2021-01-29,-602.48,MNQ,baseline_no_opposite_invalidation
2021-02-01,475.52,MNQ,baseline_no_opposite_invalidation
2021-02-02,41.04,MNQ,baseline_no_opposite_invalidation
2021-02-03,0.0,MNQ,baseline_no_opposite_invalidation
2021-02-04,591.3,MNQ,baseline_no_opposite_invalidation
2021-02-05,7.5600000000000005,MNQ,baseline_no_opposite_invalidation
2021-02-08,-701.92,MNQ,baseline_no_opposite_invalidation
2021-02-09,-261.2,MNQ,baseline_no_opposite_invalidation
2021-02-10,0.0,MNQ,baseline_no_opposite_invalidation
2021-02-16,-727.44,MNQ,baseline_no_opposite_invalidation
2021-02-18,561.3,MNQ,baseline_no_opposite_invalidation
2021-02-19,0.0,MNQ,baseline_no_opposite_invalidation
2021-02-22,0.0,MNQ,baseline_no_opposite_invalidation
2021-02-23,335.76,MNQ,baseline_no_opposite_invalidation
2021-02-25,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-01,1249.04,MNQ,baseline_no_opposite_invalidation
2021-03-02,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-03,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-09,227.52,MNQ,baseline_no_opposite_invalidation
2021-03-10,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-11,287.04,MNQ,baseline_no_opposite_invalidation
2021-03-12,213.78,MNQ,baseline_no_opposite_invalidation
2021-03-15,-710.96,MNQ,baseline_no_opposite_invalidation
2021-03-16,-624.72,MNQ,baseline_no_opposite_invalidation
2021-03-17,1329.78,MNQ,baseline_no_opposite_invalidation
2021-03-18,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-22,327.78,MNQ,baseline_no_opposite_invalidation
2021-03-23,-616.96,MNQ,baseline_no_opposite_invalidation
2021-03-24,0.0,MNQ,baseline_no_opposite_invalidation
2021-03-25,-710.22,MNQ,baseline_no_opposite_invalidation
2021-03-26,-708.96,MNQ,baseline_no_opposite_invalidation
2021-03-29,-95.48,MNQ,baseline_no_opposite_invalidation
2021-03-30,-102.72,MNQ,baseline_no_opposite_invalidation
2021-03-31,164.28,MNQ,baseline_no_opposite_invalidation
2021-04-01,118.8,MNQ,baseline_no_opposite_invalidation
2021-04-05,735.04,MNQ,baseline_no_opposite_invalidation
2021-04-06,-301.44,MNQ,baseline_no_opposite_invalidation
2021-04-07,149.04,MNQ,baseline_no_opposite_invalidation
2021-04-08,13.8,MNQ,baseline_no_opposite_invalidation
2021-04-09,793.04,MNQ,baseline_no_opposite_invalidation
2021-04-14,0.0,MNQ,baseline_no_opposite_invalidation
2021-04-15,388.56,MNQ,baseline_no_opposite_invalidation
2021-04-19,0.0,MNQ,baseline_no_opposite_invalidation
2021-04-20,0.0,MNQ,baseline_no_opposite_invalidation
2021-04-21,536.28,MNQ,baseline_no_opposite_invalidation
2021-04-22,-648.7,MNQ,baseline_no_opposite_invalidation
2021-04-23,1276.3,MNQ,baseline_no_opposite_invalidation
2021-04-27,0.0,MNQ,baseline_no_opposite_invalidation
2021-04-29,0.0,MNQ,baseline_no_opposite_invalidation
2021-04-30,-716.2,MNQ,baseline_no_opposite_invalidation
2021-05-03,-600.96,MNQ,baseline_no_opposite_invalidation
2021-05-04,0.0,MNQ,baseline_no_opposite_invalidation
2021-05-06,461.28,MNQ,baseline_no_opposite_invalidation
2021-05-07,-266.22,MNQ,baseline_no_opposite_invalidation
2021-05-10,0.0,MNQ,baseline_no_opposite_invalidation
2021-05-12,0.0,MNQ,baseline_no_opposite_invalidation
2021-05-13,-564.72,MNQ,baseline_no_opposite_invalidation
2021-05-14,1261.3,MNQ,baseline_no_opposite_invalidation
2021-05-17,-6.96,MNQ,baseline_no_opposite_invalidation
2021-05-18,-668.7,MNQ,baseline_no_opposite_invalidation
2021-05-19,909.78,MNQ,baseline_no_opposite_invalidation
2021-05-21,0.0,MNQ,baseline_no_opposite_invalidation
2021-05-24,284.28,MNQ,baseline_no_opposite_invalidation
2021-05-26,-705.18,MNQ,baseline_no_opposite_invalidation
2021-05-27,-442.44,MNQ,baseline_no_opposite_invalidation
2021-06-01,0.0,MNQ,baseline_no_opposite_invalidation
2021-06-03,-326.22,MNQ,baseline_no_opposite_invalidation
2021-06-04,341.28,MNQ,baseline_no_opposite_invalidation
2021-06-07,1303.82,MNQ,baseline_no_opposite_invalidation
2021-06-08,0.0,MNQ,baseline_no_opposite_invalidation
2021-06-09,0.0,MNQ,baseline_no_opposite_invalidation
2021-06-15,0.0,MNQ,baseline_no_opposite_invalidation
2021-06-17,741.78,MNQ,baseline_no_opposite_invalidation
2021-06-21,351.78,MNQ,baseline_no_opposite_invalidation
2021-06-22,758.8,MNQ,baseline_no_opposite_invalidation
2021-06-25,0.0,MNQ,baseline_no_opposite_invalidation
2021-06-28,448.8,MNQ,baseline_no_opposite_invalidation
2021-07-07,0.0,MNQ,baseline_no_opposite_invalidation
2021-07-08,389.28,MNQ,baseline_no_opposite_invalidation
2021-07-09,952.56,MNQ,baseline_no_opposite_invalidation
2021-07-12,0.0,MNQ,baseline_no_opposite_invalidation
2021-07-13,-726.96,MNQ,baseline_no_opposite_invalidation
2021-07-14,-709.44,MNQ,baseline_no_opposite_invalidation
2021-07-15,0.0,MNQ,baseline_no_opposite_invalidation
2021-07-16,0.0,MNQ,baseline_no_opposite_invalidation
2021-07-19,-9.719999999999999,MNQ,baseline_no_opposite_invalidation
2021-07-20,659.04,MNQ,baseline_no_opposite_invalidation
2021-07-22,535.56,MNQ,baseline_no_opposite_invalidation
2021-07-26,126.3,MNQ,baseline_no_opposite_invalidation
2021-07-27,0.0,MNQ,baseline_no_opposite_invalidation
2021-07-28,-128.48,MNQ,baseline_no_opposite_invalidation
2021-07-30,27.78,MNQ,baseline_no_opposite_invalidation
2021-08-03,135.78,MNQ,baseline_no_opposite_invalidation
2021-08-04,-13.44,MNQ,baseline_no_opposite_invalidation
2021-08-06,0.0,MNQ,baseline_no_opposite_invalidation
2021-08-11,0.0,MNQ,baseline_no_opposite_invalidation
2021-08-12,658.8,MNQ,baseline_no_opposite_invalidation
2021-08-16,181.04,MNQ,baseline_no_opposite_invalidation
2021-08-17,-569.22,MNQ,baseline_no_opposite_invalidation
2021-08-19,691.04,MNQ,baseline_no_opposite_invalidation
2021-08-20,279.04,MNQ,baseline_no_opposite_invalidation
2021-08-23,789.04,MNQ,baseline_no_opposite_invalidation
2021-08-24,38.08,MNQ,baseline_no_opposite_invalidation
2021-08-27,487.04,MNQ,baseline_no_opposite_invalidation
2021-09-03,1.04,MNQ,baseline_no_opposite_invalidation
2021-09-07,-31.2,MNQ,baseline_no_opposite_invalidation
2021-09-13,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-14,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-15,365.28,MNQ,baseline_no_opposite_invalidation
2021-09-16,245.04,MNQ,baseline_no_opposite_invalidation
2021-09-20,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-21,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-22,1316.3,MNQ,baseline_no_opposite_invalidation
2021-09-23,0.7800000000000002,MNQ,baseline_no_opposite_invalidation
2021-09-24,601.3,MNQ,baseline_no_opposite_invalidation
2021-09-27,-134.48,MNQ,baseline_no_opposite_invalidation
2021-09-28,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-29,0.0,MNQ,baseline_no_opposite_invalidation
2021-09-30,0.0,MNQ,baseline_no_opposite_invalidation
2021-10-01,121.52,MNQ,baseline_no_opposite_invalidation
2021-10-04,0.0,MNQ,baseline_no_opposite_invalidation
2021-10-05,347.28,MNQ,baseline_no_opposite_invalidation
2021-10-06,434.52,MNQ,baseline_no_opposite_invalidation
2021-10-07,-437.22,MNQ,baseline_no_opposite_invalidation
2021-10-08,0.0,MNQ,baseline_no_opposite_invalidation
2021-10-11,-625.48,MNQ,baseline_no_opposite_invalidation
2021-10-12,0.0,MNQ,baseline_no_opposite_invalidation
2021-10-13,-144.96,MNQ,baseline_no_opposite_invalidation
2021-10-14,585.04,MNQ,baseline_no_opposite_invalidation
2021-10-18,834.78,MNQ,baseline_no_opposite_invalidation
2021-10-20,-659.68,MNQ,baseline_no_opposite_invalidation
2021-10-22,-630.96,MNQ,baseline_no_opposite_invalidation
2021-10-26,-698.96,MNQ,baseline_no_opposite_invalidation
2021-10-27,-442.96,MNQ,baseline_no_opposite_invalidation
2021-10-28,-733.44,MNQ,baseline_no_opposite_invalidation
2021-10-29,1085.04,MNQ,baseline_no_opposite_invalidation
2021-11-01,-728.7,MNQ,baseline_no_opposite_invalidation
2021-11-03,1251.3,MNQ,baseline_no_opposite_invalidation
2021-11-04,458.28,MNQ,baseline_no_opposite_invalidation
2021-11-08,0.0,MNQ,baseline_no_opposite_invalidation
2021-11-09,0.0,MNQ,baseline_no_opposite_invalidation
2021-11-10,-570.48,MNQ,baseline_no_opposite_invalidation
2021-11-11,0.0,MNQ,baseline_no_opposite_invalidation
2021-11-12,851.04,MNQ,baseline_no_opposite_invalidation
2021-11-15,0.0,MNQ,baseline_no_opposite_invalidation
2021-11-16,234.78,MNQ,baseline_no_opposite_invalidation
2021-11-17,-229.44,MNQ,baseline_no_opposite_invalidation
2021-11-18,1233.04,MNQ,baseline_no_opposite_invalidation
2021-11-22,-650.22,MNQ,baseline_no_opposite_invalidation
2021-11-23,0.0,MNQ,baseline_no_opposite_invalidation
2021-11-24,490.52,MNQ,baseline_no_opposite_invalidation
2021-11-29,495.78,MNQ,baseline_no_opposite_invalidation
2021-11-30,-660.72,MNQ,baseline_no_opposite_invalidation
2021-12-01,-706.96,MNQ,baseline_no_opposite_invalidation
2021-12-07,558.78,MNQ,baseline_no_opposite_invalidation
2021-12-09,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-10,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-13,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-14,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-15,990.52,MNQ,baseline_no_opposite_invalidation
2021-12-16,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-20,36.78,MNQ,baseline_no_opposite_invalidation
2021-12-21,626.52,MNQ,baseline_no_opposite_invalidation
2021-12-22,402.52,MNQ,baseline_no_opposite_invalidation
2021-12-23,546.3,MNQ,baseline_no_opposite_invalidation
2021-12-27,657.78,MNQ,baseline_no_opposite_invalidation
2021-12-28,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-29,0.0,MNQ,baseline_no_opposite_invalidation
2021-12-30,-616.96,MNQ,baseline_no_opposite_invalidation
2021-12-31,0.0,MNQ,baseline_no_opposite_invalidation
2022-01-04,0.0,MNQ,baseline_no_opposite_invalidation
2022-01-07,0.0,MNQ,baseline_no_opposite_invalidation
2022-01-12,-705.72,MNQ,baseline_no_opposite_invalidation
2022-01-13,0.0,MNQ,baseline_no_opposite_invalidation
2022-01-14,-10.24,MNQ,baseline_no_opposite_invalidation
2022-01-19,0.0,MNQ,baseline_no_opposite_invalidation
2022-01-20,-513.48,MNQ,baseline_no_opposite_invalidation
2022-01-31,469.76,MNQ,baseline_no_opposite_invalidation
2022-02-02,0.0,MNQ,baseline_no_opposite_invalidation
2022-02-07,0.0,MNQ,baseline_no_opposite_invalidation
2022-02-09,438.78,MNQ,baseline_no_opposite_invalidation
2022-02-10,-440.74,MNQ,baseline_no_opposite_invalidation
2022-02-14,-628.48,MNQ,baseline_no_opposite_invalidation
2022-02-15,-656.96,MNQ,baseline_no_opposite_invalidation
2022-02-17,0.0,MNQ,baseline_no_opposite_invalidation
2022-02-18,0.0,MNQ,baseline_no_opposite_invalidation
2022-02-22,-489.74,MNQ,baseline_no_opposite_invalidation
2022-02-28,-509.48,MNQ,baseline_no_opposite_invalidation
2022-03-02,365.52,MNQ,baseline_no_opposite_invalidation
2022-03-03,0.0,MNQ,baseline_no_opposite_invalidation
2022-03-04,0.0,MNQ,baseline_no_opposite_invalidation
2022-03-10,-672.72,MNQ,baseline_no_opposite_invalidation
2022-03-11,0.0,MNQ,baseline_no_opposite_invalidation
2022-03-15,1036.52,MNQ,baseline_no_opposite_invalidation
2022-03-16,-563.48,MNQ,baseline_no_opposite_invalidation
2022-03-17,523.52,MNQ,baseline_no_opposite_invalidation
2022-03-21,0.0,MNQ,baseline_no_opposite_invalidation
2022-03-22,605.52,MNQ,baseline_no_opposite_invalidation
2022-03-23,-624.72,MNQ,baseline_no_opposite_invalidation
2022-03-24,1393.04,MNQ,baseline_no_opposite_invalidation
2022-03-25,-686.96,MNQ,baseline_no_opposite_invalidation
2022-03-28,278.52,MNQ,baseline_no_opposite_invalidation
2022-03-29,83.28,MNQ,baseline_no_opposite_invalidation
2022-03-30,-634.96,MNQ,baseline_no_opposite_invalidation
2022-03-31,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-01,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-04,438.52,MNQ,baseline_no_opposite_invalidation
2022-04-05,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-06,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-08,-675.48,MNQ,baseline_no_opposite_invalidation
2022-04-11,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-12,-626.48,MNQ,baseline_no_opposite_invalidation
2022-04-13,521.52,MNQ,baseline_no_opposite_invalidation
2022-04-14,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-18,-693.72,MNQ,baseline_no_opposite_invalidation
2022-04-20,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-21,0.0,MNQ,baseline_no_opposite_invalidation
2022-04-26,0.0,MNQ,baseline_no_opposite_invalidation
2022-05-04,-618.72,MNQ,baseline_no_opposite_invalidation
2022-05-05,0.0,MNQ,baseline_no_opposite_invalidation
2022-05-11,0.0,MNQ,baseline_no_opposite_invalidation
2022-05-17,90.78,MNQ,baseline_no_opposite_invalidation
2022-05-18,0.0,MNQ,baseline_no_opposite_invalidation
2022-05-24,0.52,MNQ,baseline_no_opposite_invalidation
2022-05-25,339.52,MNQ,baseline_no_opposite_invalidation
2022-05-26,286.76,MNQ,baseline_no_opposite_invalidation
2022-05-27,577.52,MNQ,baseline_no_opposite_invalidation
2022-06-03,0.0,MNQ,baseline_no_opposite_invalidation
2022-06-06,-734.22,MNQ,baseline_no_opposite_invalidation
2022-06-07,411.52,MNQ,baseline_no_opposite_invalidation
2022-06-08,0.0,MNQ,baseline_no_opposite_invalidation
2022-06-09,-617.48,MNQ,baseline_no_opposite_invalidation
2022-06-14,-624.48,MNQ,baseline_no_opposite_invalidation
2022-06-15,-744.96,MNQ,baseline_no_opposite_invalidation
2022-06-21,-654.48,MNQ,baseline_no_opposite_invalidation
2022-06-22,-244.48,MNQ,baseline_no_opposite_invalidation
2022-06-23,17.52,MNQ,baseline_no_opposite_invalidation
2022-06-24,486.52,MNQ,baseline_no_opposite_invalidation
2022-06-27,0.0,MNQ,baseline_no_opposite_invalidation
2022-06-28,0.0,MNQ,baseline_no_opposite_invalidation
2022-06-30,-126.74,MNQ,baseline_no_opposite_invalidation
2022-07-01,49.52,MNQ,baseline_no_opposite_invalidation
2022-07-05,1068.52,MNQ,baseline_no_opposite_invalidation
2022-07-06,-0.48,MNQ,baseline_no_opposite_invalidation
2022-07-07,304.52,MNQ,baseline_no_opposite_invalidation
2022-07-08,395.28,MNQ,baseline_no_opposite_invalidation
2022-07-12,0.0,MNQ,baseline_no_opposite_invalidation
2022-07-14,478.52,MNQ,baseline_no_opposite_invalidation
2022-07-15,70.52,MNQ,baseline_no_opposite_invalidation
2022-07-19,1449.04,MNQ,baseline_no_opposite_invalidation
2022-07-20,677.28,MNQ,baseline_no_opposite_invalidation
2022-07-22,0.0,MNQ,baseline_no_opposite_invalidation
2022-07-25,0.0,MNQ,baseline_no_opposite_invalidation
2022-07-26,39.78,MNQ,baseline_no_opposite_invalidation
2022-07-27,728.52,MNQ,baseline_no_opposite_invalidation
