config_name,policy_family,strategy_tag,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,symbols_covered,assets_profitable_count,asset_stability_score,annual_stability_score,trade_count_score,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe,is_2018_2021_net_pnl,is_2018_2021_Sharpe,is_2018_2021_max_drawdown,is_2018_2021_number_of_trades,validation_2022_2023_net_pnl,validation_2022_2023_Sharpe,validation_2022_2023_max_drawdown,validation_2022_2023_number_of_trades,oos_2024_2026_net_pnl,oos_2024_2026_Sharpe,oos_2024_2026_max_drawdown,oos_2024_2026_number_of_trades,baseline_pnl,filtered_pnl,pnl_removed_by_invalidation,trades_removed,Sharpe_delta,DD_delta,daily_loss_breach_delta,profit_factor_delta,pnl_delta_vs_baseline_score,robust_score
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,touch,0,1,False,True,1,1,1,1.0,1.0,1.0,27975.859999999982,31461.5,784,0.5229591836734694,35.683494897959164,1.140613640677072,0.7310555758442525,1.738711928373038,-8078.899999999956,-8078.899999999956,24.978446428571413,0.0,-749.22,1482.78,0.7,784,False,0,524,596,0,0.0,206,2481.639999999994,0.2021309039583657,222,3209.7999999999956,0.3766712759003277,13380.399999999998,1.0797343927759897,-5468.220000000002,255,-377.6200000000065,-0.029033499280791707,-8058.300000000005,263,14973.079999999993,1.166725818782189,-7651.419999999998,266,14973.079999999993,14973.079999999993,-566.22,1,0.0,566.220000000003,0,0.0032369317530218655,0.0,1.66121993756069
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,0,1,True,True,1,1,1,1.0,1.0,1.0,27043.55999999999,30492.0,777,0.5225225225225225,34.80509652509651,1.1374027231423198,0.7117940812076021,1.6783464613077583,-8308.219999999958,-8308.219999999958,24.14603571428569,0.0,-749.22,1482.78,0.69375,777,False,0,524,596,0,0.0,199,1549.3399999999938,0.13053856781245043,215,2277.4999999999955,0.27972439551125583,13640.319999999994,1.1048919181146597,-4976.380000000001,253,-606.940000000006,-0.046944816736290064,-8287.620000000004,261,14010.179999999995,1.1044369779997043,-7975.859999999993,263,14973.079999999993,14010.179999999995,366.0799999999997,8,-0.062288840782484645,336.90000000000146,0,2.6014218269754252e-05,-0.0642202404356736,1.5537367527323083
baseline_no_opposite_invalidation,baseline,orb_long_only,none,0,1,False,False,1,1,1,1.0,1.0,1.0,27409.639999999985,30899.0,785,0.5222929936305732,34.91673885350316,1.13737670892405,0.7158807084047569,1.7057457151342095,-8645.119999999959,-8645.119999999959,24.472892857142842,0.0,-749.22,1482.78,0.7008928571428571,785,False,0,524,596,0,0.0,207,1915.4199999999937,0.15566304539721112,0,0.0,0.0,13380.399999999998,1.0797343927759897,-5468.220000000002,255,-943.8400000000033,-0.07246095998678515,-8624.520000000002,264,14973.079999999993,1.166725818782189,-7651.419999999998,266,14973.079999999993,14973.079999999993,0.0,0,0.0,0.0,0,0.0,0.0,1.66121993756069
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,close_1m,0,1,False,False,1,1,1,1.0,1.0,1.0,26839.859999999986,29333.5,580,0.5275862068965518,46.27562068965515,1.175570459788987,0.794588936310838,1.8867025467950433,-7775.340000000004,-7775.340000000004,23.9641607142857,0.0,-749.22,1465.04,0.5178571428571429,580,False,0,504,616,745,0.6651785714285714,0,0.0,0.0,0,0.0,0.0,7791.499999999993,0.6969160363286335,-5242.42,191,1204.7199999999948,0.10743156399740875,-7775.340000000002,187,17843.639999999996,1.574807512475575,-6832.0599999999995,202,14973.079999999993,17843.639999999996,569.7799999999934,205,0.408081693693386,869.7799999999552,0,0.03819375086493704,0.18939996062910197,2.180715061516576
invalidate_on_opposite_close_1m__buffer_1,invalidate_for_day,orb_long_only,close_1m,1,1,False,False,1,1,1,1.0,1.0,1.0,27103.65999999998,29603.5,581,0.5283993115318416,46.650017211703926,1.1772960830706414,0.8023098004213003,1.9052463146032415,-7775.340000000004,-7775.340000000004,24.19969642857141,0.0,-749.22,1465.04,0.51875,581,False,0,503,617,744,0.6642857142857143,0,0.0,0.0,0,0.0,0.0,7791.499999999993,0.6969160363286335,-5242.42,191,1468.5199999999945,0.13090091084103708,-7775.340000000002,188,17843.639999999996,1.574807512475575,-6832.0599999999995,202,14973.079999999993,17843.639999999996,305.9799999999932,204,0.408081693693386,869.7799999999552,0,0.0399193741465913,0.18939996062910197,2.180715061516576
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,close_1m,2,1,False,False,1,1,1,1.0,1.0,1.0,27103.65999999998,29603.5,581,0.5283993115318416,46.650017211703926,1.1772960830706414,0.8023098004213003,1.9052463146032415,-7775.340000000004,-7775.340000000004,24.19969642857141,0.0,-749.22,1465.04,0.51875,581,False,0,503,617,743,0.6633928571428571,0,0.0,0.0,0,0.0,0.0,7791.499999999993,0.6969160363286335,-5242.42,191,1468.5199999999945,0.13090091084103708,-7775.340000000002,188,17843.639999999996,1.574807512475575,-6832.0599999999995,202,14973.079999999993,17843.639999999996,305.9799999999932,204,0.408081693693386,869.7799999999552,0,0.0399193741465913,0.18939996062910197,2.180715061516576
invalidate_on_opposite_close_5m__buffer_0,invalidate_for_day,orb_long_only,close_5m,0,1,False,False,1,1,1,1.0,1.0,1.0,26644.95999999999,29275.0,606,0.5247524752475248,43.96858085808579,1.166669877675573,0.7721081687988872,1.8368685948493437,-8047.580000000003,-8047.580000000003,23.790142857142843,0.0,-749.22,1465.04,0.5410714285714285,606,False,0,477,642,716,0.6392857142857142,0,0.0,0.0,0,0.0,0.0,7475.4599999999955,0.6603055538091105,-5242.42,196,931.9599999999964,0.08113203509950816,-7892.720000000002,199,18237.539999999994,1.5657534007527207,-6832.0599999999995,211,14973.079999999993,18237.539999999994,764.6799999999967,179,0.3990275819705318,597.5399999999563,0,0.02929316875152299,0.21463193096730357,2.1821037751219263
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,close_5m,1,1,False,False,1,1,1,1.0,1.0,1.0,26203.579999999987,28848.5,608,0.524671052631579,43.097993421052614,1.1631891166982804,0.7584866801617418,1.8079078113696816,-8047.580000000002,-8047.580000000002,23.396053571428556,0.0,-749.22,1465.04,0.5428571428571428,608,False,0,475,644,713,0.6366071428571428,0,0.0,0.0,0,0.0,0.0,6770.279999999997,0.5962790930997248,-5242.42,197,1195.7599999999966,0.1040552024693796,-7892.720000000002,200,18237.539999999994,1.5657534007527207,-6832.0599999999995,211,14973.079999999993,18237.539999999994,1206.0599999999931,177,0.3990275819705318,597.5399999999572,0,0.025812407774230328,0.21463193096730357,2.1821037751219263
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,close_5m,2,1,False,False,1,1,1,1.0,1.0,1.0,26535.859999999986,29184.5,609,0.5254515599343186,43.57284072249587,1.165258470568878,0.7679693395672496,1.8308333661054053,-8047.580000000002,-8047.580000000002,23.69273214285713,0.0,-749.22,1465.04,0.54375,609,False,0,474,645,711,0.6348214285714285,0,0.0,0.0,0,0.0,0.0,6770.279999999997,0.5962790930997248,-5242.42,197,1195.7599999999966,0.1040552024693796,-7892.720000000002,200,18569.819999999992,1.5936215478004814,-6832.0599999999995,212,14973.079999999993,18569.819999999992,873.7799999999934,176,0.4268957290182924,597.5399999999572,0,0.027881761644827918,0.23569765435720105,2.2185899510461162
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,close_5m,4,1,False,False,1,1,1,1.0,1.0,1.0,26535.859999999986,29184.5,609,0.5254515599343186,43.57284072249587,1.165258470568878,0.7679693395672496,1.8308333661054053,-8047.580000000002,-8047.580000000002,23.69273214285713,0.0,-749.22,1465.04,0.54375,609,False,0,473,646,709,0.6330357142857143,0,0.0,0.0,0,0.0,0.0,6770.279999999997,0.5962790930997248,-5242.42,197,1195.7599999999966,0.1040552024693796,-7892.720000000002,200,18569.819999999992,1.5936215478004814,-6832.0599999999995,212,14973.079999999993,18569.819999999992,873.7799999999934,176,0.4268957290182924,597.5399999999572,0,0.027881761644827918,0.23569765435720105,2.2185899510461162
