trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,symbol,config_name,policy_family,strategy_tag,first_breakout_side,invalidated_for_day,invalidated_at,selected_signal_type,is_reclaim_trade
679,2025-03-19,long,2,2025-03-19 10:02:00-04:00,19647.75,19502.75,19937.75,2025-03-19 16:00:00-04:00,19766.0,time_exit,50000.0,1.5,750.0,291.74,583.48,583.48,78591.0,1.57182,118.25,473.0,473.0,2.48,470.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
680,2025-03-20,long,1,2025-03-20 10:01:00-04:00,19774.75,19553.25,20217.75,2025-03-20 16:00:00-04:00,19699.5,time_exit,50000.0,1.5,750.0,444.74,444.74,444.74,39549.5,0.79099,-75.25,-301.0,-150.5,1.24,-151.74,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
681,2025-03-24,long,3,2025-03-24 10:24:00-04:00,20340.5,20228.25,20565.0,2025-03-24 16:00:00-04:00,20368.75,time_exit,50000.0,1.5,750.0,226.24,678.72,678.72,122043.0,2.44086,28.25,113.0,169.5,3.7199999999999998,165.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
682,2025-03-25,long,5,2025-03-25 10:16:00-04:00,20435.5,20362.0,20582.5,2025-03-25 16:00:00-04:00,20500.75,time_exit,50000.0,1.5,750.0,148.74,743.7,743.7,204355.0,4.0871,65.25,261.0,652.5,6.2,646.3,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
683,2025-03-31,long,1,2025-03-31 11:24:00-04:00,19205.25,18976.25,19663.25,2025-03-31 16:00:00-04:00,19406.75,time_exit,50000.0,1.5,750.0,459.74,459.74,459.74,38410.5,0.76821,201.5,806.0,403.0,1.24,401.76,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
684,2025-04-16,long,2,2025-04-16 11:25:00-04:00,18705.25,18522.5,19070.75,2025-04-16 13:31:00-04:00,18522.25,stop,50000.0,1.5,750.0,367.24,734.48,734.48,74821.0,1.49642,-183.0,-732.0,-732.0,2.48,-734.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-04-16 13:31:00-04:00,pre_invalidation_long,False
685,2025-04-22,long,2,2025-04-22 10:01:00-04:00,18261.25,18099.75,18584.25,2025-04-22 18:00:00-04:00,18584.0,target,50000.0,1.5,750.0,324.74,649.48,649.48,73045.0,1.4609,322.75,1291.0,1291.0,2.48,1288.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
686,2025-04-24,long,1,2025-04-24 10:01:00-04:00,19066.5,18846.0,19507.5,2025-04-24 16:00:00-04:00,19319.0,time_exit,50000.0,1.5,750.0,442.74,442.74,442.74,38133.0,0.76266,252.5,1010.0,505.0,1.24,503.76,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
687,2025-05-01,long,2,2025-05-01 10:29:00-04:00,20003.25,19857.5,20294.75,2025-05-01 15:59:00-04:00,19857.25,stop,50000.0,1.5,750.0,293.24,586.48,586.48,80013.0,1.60026,-146.0,-584.0,-584.0,2.48,-586.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-01 16:01:00-04:00,pre_invalidation_long,False
688,2025-05-05,long,3,2025-05-05 10:01:00-04:00,20093.5,19984.75,20311.0,2025-05-05 20:24:00-04:00,19984.5,stop,50000.0,1.5,750.0,219.24,657.72,657.72,120561.0,2.41122,-109.0,-436.0,-654.0,3.7199999999999998,-657.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-05 20:24:00-04:00,pre_invalidation_long,False
689,2025-05-06,long,3,2025-05-06 10:20:00-04:00,19868.0,19746.25,20111.5,2025-05-06 18:05:00-04:00,20111.25,target,50000.0,1.5,750.0,245.24,735.72,735.72,119208.0,2.38416,243.25,973.0,1459.5,3.7199999999999998,1455.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
690,2025-05-07,long,3,2025-05-07 10:32:00-04:00,19974.5,19857.5,20208.5,2025-05-07 10:54:00-04:00,19857.25,stop,50000.0,1.5,750.0,235.74,707.22,707.22,119847.0,2.39694,-117.25,-469.0,-703.5,3.7199999999999998,-707.22,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-07 10:54:00-04:00,pre_invalidation_long,False
693,2025-05-13,long,2,2025-05-13 10:03:00-04:00,21140.25,20972.75,21475.25,2025-05-13 16:00:00-04:00,21250.75,time_exit,50000.0,1.5,750.0,336.74,673.48,673.48,84561.0,1.69122,110.5,442.0,442.0,2.48,439.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
694,2025-05-14,long,2,2025-05-14 12:33:00-04:00,21409.75,21272.25,21684.75,2025-05-14 16:00:00-04:00,21381.75,time_exit,50000.0,1.5,750.0,276.74,553.48,553.48,85639.0,1.71278,-28.0,-112.0,-112.0,2.48,-114.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
695,2025-05-15,long,3,2025-05-15 11:04:00-04:00,21354.75,21247.75,21568.75,2025-05-15 16:00:00-04:00,21433.5,time_exit,50000.0,1.5,750.0,215.74,647.22,647.22,128128.5,2.56257,78.75,315.0,472.5,3.7199999999999998,468.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
697,2025-05-19,long,1,2025-05-19 10:02:00-04:00,21388.0,21201.0,21762.0,2025-05-19 16:00:00-04:00,21502.5,time_exit,50000.0,1.5,750.0,375.74,375.74,375.74,42776.0,0.85552,114.5,458.0,229.0,1.24,227.76,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
698,2025-05-20,long,4,2025-05-20 10:41:00-04:00,21441.75,21353.5,21618.25,2025-05-20 14:28:00-04:00,21353.25,stop,50000.0,1.5,750.0,178.24,712.96,712.96,171534.0,3.43068,-88.5,-354.0,-708.0,4.96,-712.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-20 14:28:00-04:00,pre_invalidation_long,False
699,2025-05-21,long,2,2025-05-21 10:10:00-04:00,21411.75,21276.5,21682.25,2025-05-21 13:24:00-04:00,21276.25,stop,50000.0,1.5,750.0,272.24,544.48,544.48,85647.0,1.71294,-135.5,-542.0,-542.0,2.48,-544.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-21 13:24:00-04:00,pre_invalidation_long,False
700,2025-05-27,long,2,2025-05-27 10:01:00-04:00,21325.25,21192.75,21590.25,2025-05-27 16:00:00-04:00,21455.0,time_exit,50000.0,1.5,750.0,266.74,533.48,533.48,85301.0,1.70602,129.75,519.0,519.0,2.48,516.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
702,2025-05-30,long,2,2025-05-30 10:38:00-04:00,21396.0,21234.25,21719.5,2025-05-30 12:27:00-04:00,21234.0,stop,50000.0,1.5,750.0,325.24,650.48,650.48,85584.0,1.71168,-162.0,-648.0,-648.0,2.48,-650.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-05-30 12:27:00-04:00,pre_invalidation_long,False
703,2025-06-03,long,3,2025-06-03 10:01:00-04:00,21610.25,21509.5,21811.75,2025-06-03 16:00:00-04:00,21684.75,time_exit,50000.0,1.5,750.0,203.24,609.72,609.72,129661.5,2.59323,74.5,298.0,447.0,3.7199999999999998,443.28,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
706,2025-06-09,long,5,2025-06-09 10:10:00-04:00,21822.5,21749.75,21968.0,2025-06-09 21:34:00-04:00,21967.75,target,50000.0,1.5,750.0,147.24,736.2,736.2,218225.0,4.3645,145.25,581.0,1452.5,6.2,1446.3,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
708,2025-06-11,long,3,2025-06-11 10:24:00-04:00,22026.0,21914.5,22249.0,2025-06-11 12:21:00-04:00,21914.25,stop,50000.0,1.5,750.0,224.74,674.22,674.22,132156.0,2.64312,-111.75,-447.0,-670.5,3.7199999999999998,-674.22,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-11 14:01:00-04:00,pre_invalidation_long,False
709,2025-06-12,long,4,2025-06-12 10:08:00-04:00,21893.75,21815.5,22050.25,2025-06-12 19:59:00-04:00,21815.25,stop,50000.0,1.5,750.0,158.24,632.96,632.96,175150.0,3.503,-78.5,-314.0,-628.0,4.96,-632.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-12 19:59:00-04:00,pre_invalidation_long,False
711,2025-06-16,long,2,2025-06-16 10:02:00-04:00,21950.25,21791.75,22267.25,2025-06-16 19:59:00-04:00,21791.5,stop,50000.0,1.5,750.0,318.74,637.48,637.48,87801.0,1.75602,-158.75,-635.0,-635.0,2.48,-637.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-16 19:59:00-04:00,pre_invalidation_long,False
712,2025-06-17,long,4,2025-06-17 10:12:00-04:00,21889.5,21802.0,22064.5,2025-06-17 12:59:00-04:00,21801.75,stop,50000.0,1.5,750.0,176.74,706.96,706.96,175116.0,3.50232,-87.75,-351.0,-702.0,4.96,-706.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-17 13:00:00-04:00,pre_invalidation_long,False
713,2025-06-18,long,3,2025-06-18 10:09:00-04:00,21812.75,21703.0,22032.25,2025-06-18 14:57:00-04:00,21702.75,stop,50000.0,1.5,750.0,221.24,663.72,663.72,130876.5,2.61753,-110.0,-440.0,-660.0,3.7199999999999998,-663.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-18 14:57:00-04:00,pre_invalidation_long,False
714,2025-06-23,long,2,2025-06-23 10:01:00-04:00,21931.5,21758.0,22278.5,2025-06-23 12:37:00-04:00,21757.75,stop,50000.0,1.5,750.0,348.74,697.48,697.48,87726.0,1.75452,-173.75,-695.0,-695.0,2.48,-697.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
715,2025-06-24,long,4,2025-06-24 10:43:00-04:00,22338.25,22259.5,22495.75,2025-06-24 16:00:00-04:00,22398.75,time_exit,50000.0,1.5,750.0,159.24,636.96,636.96,178706.0,3.57412,60.5,242.0,484.0,4.96,479.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
716,2025-06-26,long,3,2025-06-26 10:22:00-04:00,22570.5,22475.75,22760.0,2025-06-26 16:00:00-04:00,22651.75,time_exit,50000.0,1.5,750.0,191.24,573.72,573.72,135423.0,2.70846,81.25,325.0,487.5,3.7199999999999998,483.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
717,2025-06-27,long,3,2025-06-27 10:01:00-04:00,22788.75,22681.5,23003.25,2025-06-27 14:19:00-04:00,22681.25,stop,50000.0,1.5,750.0,216.24,648.72,648.72,136732.5,2.73465,-107.5,-430.0,-645.0,3.7199999999999998,-648.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-06-27 14:22:00-04:00,pre_invalidation_long,False
718,2025-07-01,long,5,2025-07-01 10:16:00-04:00,22844.25,22779.25,22974.25,2025-07-01 10:22:00-04:00,22779.0,stop,50000.0,1.5,750.0,131.74,658.7,658.7,228442.5,4.56885,-65.25,-261.0,-652.5,6.2,-658.7,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-07-01 10:26:00-04:00,pre_invalidation_long,False
719,2025-07-02,long,4,2025-07-02 10:04:00-04:00,22737.25,22650.25,22911.25,2025-07-02 16:00:00-04:00,22839.5,time_exit,50000.0,1.5,750.0,175.74,702.96,702.96,181898.0,3.63796,102.25,409.0,818.0,4.96,813.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
720,2025-07-03,long,4,2025-07-03 10:01:00-04:00,23020.5,22929.25,23203.0,2025-07-03 18:00:00-04:00,23035.75,time_exit,50000.0,1.5,750.0,184.24,736.96,736.96,184164.0,3.68328,15.25,61.0,122.0,4.96,117.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
722,2025-07-09,long,2,2025-07-09 10:01:00-04:00,23103.5,22977.25,23356.0,2025-07-09 10:36:00-04:00,22977.0,stop,50000.0,1.5,750.0,254.24,508.48,508.48,92414.0,1.84828,-126.5,-506.0,-506.0,2.48,-508.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-07-09 10:36:00-04:00,pre_invalidation_long,False
723,2025-07-11,long,3,2025-07-11 10:08:00-04:00,22971.0,22862.5,23188.0,2025-07-11 16:00:00-04:00,22951.5,time_exit,50000.0,1.5,750.0,218.74,656.22,656.22,137826.0,2.75652,-19.5,-78.0,-117.0,3.7199999999999998,-120.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
724,2025-07-14,long,2,2025-07-14 10:22:00-04:00,22980.25,22842.0,23256.75,2025-07-14 16:00:00-04:00,23023.5,time_exit,50000.0,1.5,750.0,278.24,556.48,556.48,91921.0,1.83842,43.25,173.0,173.0,2.48,170.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
726,2025-07-17,long,3,2025-07-17 10:01:00-04:00,23160.5,23065.25,23351.0,2025-07-17 16:00:00-04:00,23251.5,time_exit,50000.0,1.5,750.0,192.24,576.72,576.72,138963.0,2.77926,91.0,364.0,546.0,3.7199999999999998,542.28,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
727,2025-07-21,long,2,2025-07-21 10:01:00-04:00,23400.25,23254.5,23691.75,2025-07-21 16:00:00-04:00,23344.5,time_exit,50000.0,1.5,750.0,293.24,586.48,586.48,93601.0,1.87202,-55.75,-223.0,-223.0,2.48,-225.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
730,2025-07-25,long,4,2025-07-25 10:12:00-04:00,23409.25,23329.75,23568.25,2025-07-25 16:00:00-04:00,23420.0,time_exit,50000.0,1.5,750.0,160.74,642.96,642.96,187274.0,3.74548,10.75,43.0,86.0,4.96,81.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
731,2025-08-04,long,2,2025-08-04 10:18:00-04:00,23259.0,23088.25,23600.5,2025-08-04 16:00:00-04:00,23296.0,time_exit,50000.0,1.5,750.0,343.24,686.48,686.48,93036.0,1.86072,37.0,148.0,148.0,2.48,145.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
732,2025-08-08,long,3,2025-08-08 10:02:00-04:00,23650.5,23529.5,23892.5,2025-08-08 16:00:00-04:00,23722.75,time_exit,50000.0,1.5,750.0,243.74,731.22,731.22,141903.0,2.83806,72.25,289.0,433.5,3.7199999999999998,429.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
733,2025-08-11,long,5,2025-08-11 10:11:00-04:00,23750.75,23680.5,23891.25,2025-08-11 14:04:00-04:00,23680.25,stop,50000.0,1.5,750.0,142.24,711.2,711.2,237507.5,4.75015,-70.5,-282.0,-705.0,6.2,-711.2,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-08-11 14:05:00-04:00,pre_invalidation_long,False
734,2025-08-14,long,3,2025-08-14 10:31:00-04:00,23962.25,23840.75,24205.25,2025-08-14 16:00:00-04:00,23917.5,time_exit,50000.0,1.5,750.0,244.74,734.22,734.22,143773.5,2.87547,-44.75,-179.0,-268.5,3.7199999999999998,-272.22,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
735,2025-08-18,long,4,2025-08-18 10:26:00-04:00,23819.5,23734.5,23989.5,2025-08-18 10:46:00-04:00,23734.25,stop,50000.0,1.5,750.0,171.74,686.96,686.96,190556.0,3.81112,-85.25,-341.0,-682.0,4.96,-686.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-08-18 10:46:00-04:00,pre_invalidation_long,False
736,2025-08-25,long,4,2025-08-25 10:03:00-04:00,23527.25,23444.5,23692.75,2025-08-25 20:03:00-04:00,23444.25,stop,50000.0,1.5,750.0,167.24,668.96,668.96,188218.0,3.76436,-83.0,-332.0,-664.0,4.96,-668.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-08-25 20:35:00-04:00,pre_invalidation_long,False
737,2025-08-26,long,3,2025-08-26 10:11:00-04:00,23519.25,23426.25,23705.25,2025-08-26 16:00:00-04:00,23588.75,time_exit,50000.0,1.5,750.0,187.74,563.22,563.22,141115.5,2.82231,69.5,278.0,417.0,3.7199999999999998,413.28,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
738,2025-08-27,long,4,2025-08-27 10:15:00-04:00,23566.75,23488.0,23724.25,2025-08-27 16:21:00-04:00,23487.75,stop,50000.0,1.5,750.0,159.24,636.96,636.96,188534.0,3.77068,-79.0,-316.0,-632.0,4.96,-636.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-08-27 16:21:00-04:00,pre_invalidation_long,False
739,2025-08-28,long,2,2025-08-28 11:17:00-04:00,23748.5,23572.0,24101.5,2025-08-28 16:00:00-04:00,23754.5,time_exit,50000.0,1.5,750.0,354.74,709.48,709.48,94994.0,1.89988,6.0,24.0,24.0,2.48,21.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
740,2025-09-03,long,4,2025-09-03 10:08:00-04:00,23458.75,23369.25,23637.75,2025-09-03 13:45:00-04:00,23369.0,stop,50000.0,1.5,750.0,180.74,722.96,722.96,187670.0,3.7534,-89.75,-359.0,-718.0,4.96,-722.96,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-09-03 13:45:00-04:00,pre_invalidation_long,False
742,2025-09-08,long,3,2025-09-08 10:42:00-04:00,23879.0,23770.75,24095.5,2025-09-08 13:52:00-04:00,23770.5,stop,50000.0,1.5,750.0,218.24,654.72,654.72,143274.0,2.86548,-108.5,-434.0,-651.0,3.7199999999999998,-654.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-09-08 13:52:00-04:00,pre_invalidation_long,False
744,2025-09-11,long,4,2025-09-11 10:08:00-04:00,23998.5,23909.25,24177.0,2025-09-11 16:00:00-04:00,24006.25,time_exit,50000.0,1.5,750.0,180.24,720.96,720.96,191988.0,3.83976,7.75,31.0,62.0,4.96,57.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
745,2025-09-12,long,5,2025-09-12 10:22:00-04:00,24069.5,24001.5,24205.5,2025-09-12 16:00:00-04:00,24099.0,time_exit,50000.0,1.5,750.0,137.74,688.7,688.7,240695.0,4.8139,29.5,118.0,295.0,6.2,288.8,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
747,2025-09-18,long,3,2025-09-18 10:03:00-04:00,24471.25,24355.25,24703.25,2025-09-18 16:00:00-04:00,24456.5,time_exit,50000.0,1.5,750.0,233.74,701.22,701.22,146827.5,2.93655,-14.75,-59.0,-88.5,3.7199999999999998,-92.22,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
748,2025-09-22,long,5,2025-09-22 10:04:00-04:00,24883.0,24813.75,25021.5,2025-09-22 14:46:00-04:00,25021.25,target,50000.0,1.5,750.0,140.24,701.2,701.2,248830.0,4.9766,138.25,553.0,1382.5,6.2,1376.3,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
749,2025-09-25,long,2,2025-09-25 10:16:00-04:00,24602.5,24421.5,24964.5,2025-09-25 16:00:00-04:00,24637.75,time_exit,50000.0,1.5,750.0,363.74,727.48,727.48,98410.0,1.9682,35.25,141.0,141.0,2.48,138.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
750,2025-09-26,long,2,2025-09-26 10:01:00-04:00,24722.5,24596.25,24975.0,2025-09-26 10:11:00-04:00,24596.0,stop,50000.0,1.5,750.0,254.24,508.48,508.48,98890.0,1.9778,-126.5,-506.0,-506.0,2.48,-508.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-09-26 10:13:00-04:00,pre_invalidation_long,False
751,2025-09-29,long,3,2025-09-29 10:08:00-04:00,24956.0,24847.75,25172.5,2025-09-29 11:36:00-04:00,24847.5,stop,50000.0,1.5,750.0,218.24,654.72,654.72,149736.0,2.99472,-108.5,-434.0,-651.0,3.7199999999999998,-654.72,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-09-29 11:36:00-04:00,pre_invalidation_long,False
752,2025-09-30,long,3,2025-09-30 10:49:00-04:00,24832.75,24722.0,25054.25,2025-09-30 16:00:00-04:00,24881.5,time_exit,50000.0,1.5,750.0,223.24,669.72,669.72,148996.5,2.97993,48.75,195.0,292.5,3.7199999999999998,288.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
753,2025-10-01,long,3,2025-10-01 10:19:00-04:00,24845.75,24725.5,25086.25,2025-10-01 16:00:00-04:00,24998.25,time_exit,50000.0,1.5,750.0,242.24,726.72,726.72,149074.5,2.98149,152.5,610.0,915.0,3.7199999999999998,911.28,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
755,2025-10-08,long,3,2025-10-08 10:01:00-04:00,25187.75,25072.75,25417.75,2025-10-08 16:00:00-04:00,25322.0,time_exit,50000.0,1.5,750.0,231.74,695.22,695.22,151126.5,3.02253,134.25,537.0,805.5,3.7199999999999998,801.78,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
757,2025-10-14,long,1,2025-10-14 10:24:00-04:00,24681.75,24422.75,25199.75,2025-10-14 16:00:00-04:00,24776.75,time_exit,50000.0,1.5,750.0,519.74,519.74,519.74,49363.5,0.98727,95.0,380.0,190.0,1.24,188.76,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
758,2025-10-20,long,2,2025-10-20 10:07:00-04:00,25242.25,25114.25,25498.25,2025-10-20 16:00:00-04:00,25301.0,time_exit,50000.0,1.5,750.0,257.74,515.48,515.48,100969.0,2.01938,58.75,235.0,235.0,2.48,232.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
760,2025-10-23,long,2,2025-10-23 10:38:00-04:00,25183.75,24998.25,25554.75,2025-10-23 16:00:00-04:00,25251.5,time_exit,50000.0,1.5,750.0,372.74,745.48,745.48,100735.0,2.0147,67.75,271.0,271.0,2.48,268.52,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
761,2025-10-27,long,4,2025-10-27 10:04:00-04:00,25871.0,25795.75,26021.5,2025-10-27 16:44:00-04:00,26021.25,target,50000.0,1.5,750.0,152.24,608.96,608.96,206968.0,4.13936,150.25,601.0,1202.0,4.96,1197.04,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
765,2025-11-04,long,1,2025-11-04 10:27:00-05:00,25883.0,25662.5,26324.0,2025-11-04 12:19:00-05:00,25662.25,stop,50000.0,1.5,750.0,442.74,442.74,442.74,51766.0,1.03532,-220.75,-883.0,-441.5,1.24,-442.74,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-11-04 12:19:00-05:00,pre_invalidation_long,False
766,2025-11-10,long,2,2025-11-10 10:26:00-05:00,25661.0,25523.5,25936.0,2025-11-10 10:59:00-05:00,25523.25,stop,50000.0,1.5,750.0,276.74,553.48,553.48,102644.0,2.05288,-137.75,-551.0,-551.0,2.48,-553.48,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,True,2025-11-10 10:59:00-05:00,pre_invalidation_long,False
768,2025-11-25,long,1,2025-11-25 11:43:00-05:00,24885.25,24601.5,25452.75,2025-11-25 16:00:00-05:00,25084.25,time_exit,50000.0,1.5,750.0,569.24,569.24,569.24,49770.5,0.99541,199.0,796.0,398.0,1.24,396.76,MNQ,invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
