session_date,symbol,selected_signal_ts,first_breakout_side,first_upside_touch_ts,first_downside_break_ts,policy_name,strategy_tag,invalidated_for_day,invalidated_at,reclaim_or_low_ts,reclaim_vwap_ts,selected_signal_type,trade_taken,is_reclaim_trade,config_name
2024-01-30,MNQ,,first_breakout_downside,,2024-01-30 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-01-30 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-01-31,MNQ,,first_breakout_downside,2024-01-31 14:39:00-05:00,2024-01-31 10:13:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-01-31 10:13:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-01,MNQ,,first_breakout_downside,2024-02-01 10:08:00-05:00,2024-02-01 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-01 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-05,MNQ,,first_breakout_downside,2024-02-05 14:37:00-05:00,2024-02-05 10:01:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-05 10:01:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-06,MNQ,,first_breakout_downside,,2024-02-06 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-06 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-13,MNQ,2024-02-13 10:29:00-05:00,first_breakout_upside,2024-02-13 10:20:00-05:00,2024-02-13 14:53:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-13 14:53:00-05:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-02-14,MNQ,2024-02-14 10:19:00-05:00,first_breakout_upside,2024-02-14 10:19:00-05:00,2024-02-14 11:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-14 11:00:00-05:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-02-15,MNQ,,first_breakout_downside,2024-02-15 13:17:00-05:00,2024-02-15 10:03:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-15 10:03:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-16,MNQ,,first_breakout_downside,,2024-02-16 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-16 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-20,MNQ,,first_breakout_downside,,2024-02-20 10:01:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-20 10:01:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-21,MNQ,2024-02-21 10:04:00-05:00,first_breakout_upside,2024-02-21 10:04:00-05:00,2024-02-21 12:10:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-21 12:10:00-05:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-02-23,MNQ,,first_breakout_downside,,2024-02-23 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-23 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-02-27,MNQ,2024-02-27 10:19:00-05:00,first_breakout_upside,2024-02-27 10:19:00-05:00,2024-02-27 12:52:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-27 12:52:00-05:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-02-29,MNQ,,first_breakout_downside,2024-02-29 15:48:00-05:00,2024-02-29 10:10:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-02-29 10:10:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-04,MNQ,,first_breakout_downside,2024-03-04 14:39:00-05:00,2024-03-04 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-04 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-05,MNQ,,first_breakout_downside,,2024-03-05 10:08:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-05 10:08:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-06,MNQ,,first_breakout_downside,2024-03-06 11:55:00-05:00,2024-03-06 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-06 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-08,MNQ,2024-03-08 10:01:00-05:00,first_breakout_upside,2024-03-08 10:00:00-05:00,2024-03-08 11:08:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-08 11:08:00-05:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-03-11,MNQ,,first_breakout_downside,2024-03-11 10:54:00-04:00,2024-03-11 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-11 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-13,MNQ,,first_breakout_downside,,2024-03-13 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-13 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-14,MNQ,,first_breakout_downside,,2024-03-14 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-14 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-18,MNQ,2024-03-18 10:25:00-04:00,first_breakout_upside,2024-03-18 10:25:00-04:00,2024-03-18 11:53:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-18 11:53:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-03-20,MNQ,,first_breakout_downside,2024-03-20 14:01:00-04:00,2024-03-20 13:45:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-20 13:45:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-21,MNQ,,first_breakout_downside,,2024-03-21 10:30:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-21 10:30:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-03-26,MNQ,2024-03-26 10:00:00-04:00,first_breakout_upside,2024-03-26 10:00:00-04:00,2024-03-26 10:29:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-26 10:29:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-03-27,MNQ,,first_breakout_downside,,2024-03-27 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-03-27 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-01,MNQ,,first_breakout_downside,,2024-04-01 10:39:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-01 10:39:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-02,MNQ,,first_breakout_downside,2024-04-02 13:00:00-04:00,2024-04-02 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-02 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-09,MNQ,,first_breakout_downside,2024-04-09 16:03:00-04:00,2024-04-09 10:06:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-09 10:06:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-11,MNQ,,first_breakout_downside,2024-04-11 11:16:00-04:00,2024-04-11 10:07:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-11 10:07:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-12,MNQ,,first_breakout_downside,,2024-04-12 10:07:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-12 10:07:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-15,MNQ,,first_breakout_downside,,2024-04-15 10:08:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-15 10:08:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-16,MNQ,2024-04-16 10:14:00-04:00,first_breakout_upside,2024-04-16 10:14:00-04:00,2024-04-16 13:32:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-16 13:32:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-04-17,MNQ,,first_breakout_downside,,2024-04-17 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-17 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-18,MNQ,2024-04-18 10:35:00-04:00,first_breakout_upside,2024-04-18 10:34:00-04:00,2024-04-18 13:24:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-18 13:24:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-04-19,MNQ,,first_breakout_downside,,2024-04-19 10:10:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-19 10:10:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-22,MNQ,,first_breakout_downside,2024-04-22 13:27:00-04:00,2024-04-22 10:09:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-22 10:09:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-24,MNQ,,first_breakout_downside,,2024-04-24 10:15:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-24 10:15:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-29,MNQ,,first_breakout_downside,,2024-04-29 15:03:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-29 15:03:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-04-30,MNQ,,first_breakout_upside,2024-04-30 10:02:00-04:00,2024-04-30 10:30:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-04-30 10:30:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-01,MNQ,,first_breakout_downside,2024-05-01 14:04:00-04:00,2024-05-01 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-01 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-02,MNQ,,first_breakout_downside,2024-05-02 13:28:00-04:00,2024-05-02 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-02 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-10,MNQ,,first_breakout_downside,,2024-05-10 10:19:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-10 10:19:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-23,MNQ,,first_breakout_downside,,2024-05-23 10:54:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-23 10:54:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-29,MNQ,2024-05-29 10:24:00-04:00,first_breakout_upside,2024-05-29 10:24:00-04:00,2024-05-29 16:46:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-29 16:46:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-05-30,MNQ,,first_breakout_downside,,2024-05-30 10:12:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-30 10:12:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-05-31,MNQ,,first_breakout_downside,,2024-05-31 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-05-31 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-03,MNQ,,first_breakout_downside,,2024-06-03 10:10:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-03 10:10:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-04,MNQ,2024-06-04 10:01:00-04:00,first_breakout_upside,2024-06-04 10:00:00-04:00,2024-06-04 10:14:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-04 10:14:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-06-05,MNQ,,first_breakout_downside,2024-06-05 10:02:00-04:00,2024-06-05 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-05 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-13,MNQ,,first_breakout_downside,,2024-06-13 10:10:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-13 10:10:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-18,MNQ,,first_breakout_downside,2024-06-18 13:45:00-04:00,2024-06-18 10:45:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-18 10:45:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-20,MNQ,,first_breakout_downside,,2024-06-20 10:08:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-20 10:08:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-06-24,MNQ,2024-06-24 10:01:00-04:00,first_breakout_upside,2024-06-24 10:01:00-04:00,2024-06-24 10:43:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-24 10:43:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-06-26,MNQ,2024-06-26 10:06:00-04:00,first_breakout_upside,2024-06-26 10:04:00-04:00,2024-06-26 11:11:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-26 11:11:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-06-27,MNQ,2024-06-27 10:14:00-04:00,first_breakout_upside,2024-06-27 10:14:00-04:00,2024-06-27 11:28:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-27 11:28:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-06-28,MNQ,2024-06-28 10:00:00-04:00,first_breakout_upside,2024-06-28 10:00:00-04:00,2024-06-28 12:16:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-06-28 12:16:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-07-01,MNQ,,first_breakout_downside,2024-07-01 12:08:00-04:00,2024-07-01 10:12:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-01 10:12:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-08,MNQ,,first_breakout_downside,2024-07-08 11:22:00-04:00,2024-07-08 10:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-08 10:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-09,MNQ,,first_breakout_downside,2024-07-09 10:12:00-04:00,2024-07-09 10:06:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-09 10:06:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-10,MNQ,2024-07-10 10:05:00-04:00,first_breakout_upside,2024-07-10 10:05:00-04:00,2024-07-10 11:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-10 11:00:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-07-11,MNQ,,first_breakout_downside,,2024-07-11 10:09:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-11 10:09:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-15,MNQ,2024-07-15 10:09:00-04:00,first_breakout_upside,2024-07-15 10:04:00-04:00,2024-07-15 13:33:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-15 13:33:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-07-16,MNQ,,first_breakout_downside,,2024-07-16 10:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-16 10:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-17,MNQ,,first_breakout_downside,,2024-07-17 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-17 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-18,MNQ,,first_breakout_downside,,2024-07-18 10:31:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-18 10:31:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-19,MNQ,,first_breakout_downside,,2024-07-19 10:27:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-19 10:27:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-22,MNQ,,first_breakout_downside,2024-07-22 14:09:00-04:00,2024-07-22 11:16:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-22 11:16:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-23,MNQ,2024-07-23 10:21:00-04:00,first_breakout_upside,2024-07-23 10:21:00-04:00,2024-07-23 10:51:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-23 10:51:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-07-24,MNQ,,first_breakout_downside,,2024-07-24 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-24 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-07-30,MNQ,,first_breakout_downside,,2024-07-30 10:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-07-30 10:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-07,MNQ,,first_breakout_downside,,2024-08-07 10:19:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-07 10:19:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-14,MNQ,,first_breakout_downside,2024-08-14 11:53:00-04:00,2024-08-14 10:10:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-14 10:10:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-19,MNQ,,first_breakout_upside,2024-08-19 10:10:00-04:00,2024-08-19 10:19:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-19 10:19:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-20,MNQ,,first_breakout_downside,,2024-08-20 10:17:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-20 10:17:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-21,MNQ,2024-08-21 10:00:00-04:00,first_breakout_upside,2024-08-21 10:00:00-04:00,2024-08-21 10:52:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-21 10:52:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-08-22,MNQ,,first_breakout_downside,,2024-08-22 10:06:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-22 10:06:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-23,MNQ,2024-08-23 10:00:00-04:00,first_breakout_upside,2024-08-23 10:00:00-04:00,2024-08-23 10:48:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-23 10:48:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-08-26,MNQ,,first_breakout_downside,,2024-08-26 10:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-26 10:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-28,MNQ,,first_breakout_downside,,2024-08-28 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-28 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-08-30,MNQ,2024-08-30 10:00:00-04:00,first_breakout_upside,2024-08-30 10:00:00-04:00,2024-08-30 10:57:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-08-30 10:57:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-09-09,MNQ,2024-09-09 10:10:00-04:00,first_breakout_upside,2024-09-09 10:10:00-04:00,2024-09-09 10:30:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-09 10:30:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-09-16,MNQ,,first_breakout_downside,2024-09-16 18:39:00-04:00,2024-09-16 10:34:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-16 10:34:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-09-17,MNQ,2024-09-17 10:45:00-04:00,first_breakout_upside,2024-09-17 10:45:00-04:00,2024-09-17 12:18:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-17 12:18:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-09-18,MNQ,,first_breakout_downside,2024-09-18 14:00:00-04:00,2024-09-18 10:11:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-18 10:11:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-09-23,MNQ,2024-09-23 10:23:00-04:00,first_breakout_upside,2024-09-23 10:23:00-04:00,2024-09-23 13:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-23 13:01:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-09-24,MNQ,,first_breakout_downside,2024-09-24 11:45:00-04:00,2024-09-24 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-24 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-09-25,MNQ,2024-09-25 10:02:00-04:00,first_breakout_upside,2024-09-25 10:00:00-04:00,2024-09-25 13:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-25 13:00:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-09-26,MNQ,,first_breakout_downside,,2024-09-26 10:05:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-26 10:05:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-09-27,MNQ,,first_breakout_downside,,2024-09-27 10:12:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-27 10:12:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-09-30,MNQ,,first_breakout_downside,2024-09-30 15:55:00-04:00,2024-09-30 10:09:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-09-30 10:09:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-03,MNQ,2024-10-03 10:00:00-04:00,first_breakout_upside,2024-10-03 10:00:00-04:00,2024-10-03 13:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-03 13:00:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-10-07,MNQ,2024-10-07 10:19:00-04:00,first_breakout_upside,2024-10-07 10:16:00-04:00,2024-10-07 14:30:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-07 14:30:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-10-14,MNQ,,first_breakout_upside,2024-10-14 10:00:00-04:00,2024-10-14 11:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-14 11:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-15,MNQ,,first_breakout_downside,,2024-10-15 10:10:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-15 10:10:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-21,MNQ,2024-10-21 10:03:00-04:00,first_breakout_upside,2024-10-21 10:03:00-04:00,2024-10-21 10:40:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-21 10:40:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-10-23,MNQ,,first_breakout_downside,,2024-10-23 10:01:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-23 10:01:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-24,MNQ,,first_breakout_upside,2024-10-24 10:02:00-04:00,2024-10-24 11:47:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-24 11:47:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-25,MNQ,2024-10-25 10:00:00-04:00,first_breakout_upside,2024-10-25 10:00:00-04:00,2024-10-25 13:44:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-25 13:44:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-10-28,MNQ,,first_breakout_downside,,2024-10-28 11:43:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-28 11:43:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-10-30,MNQ,2024-10-30 10:19:00-04:00,first_breakout_upside,2024-10-30 10:09:00-04:00,2024-10-30 15:54:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-30 15:54:00-04:00,,,pre_invalidation_long,True,False,invalidate_on_opposite_touch__buffer_0
2024-10-31,MNQ,,first_breakout_downside,,2024-10-31 10:00:00-04:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-10-31 10:00:00-04:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-11-08,MNQ,,first_breakout_downside,2024-11-08 11:55:00-05:00,2024-11-08 10:06:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-11-08 10:06:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-11-11,MNQ,,first_breakout_downside,,2024-11-11 10:01:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-11-11 10:01:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-11-12,MNQ,,first_breakout_downside,,2024-11-12 10:08:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-11-12 10:08:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
2024-11-13,MNQ,,first_breakout_downside,2024-11-13 12:08:00-05:00,2024-11-13 10:00:00-05:00,invalidate_on_opposite_touch__buffer_0,orb_long_only,True,2024-11-13 10:00:00-05:00,,,none,False,False,invalidate_on_opposite_touch__buffer_0
