trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,overlay_variant,overlay_family,overlay_exit_reason,overlay_state_pre,day_trade_number,net_pnl_r
163,2020-11-25,short,1,2020-11-25 10:05:00-05:00,12092.25,12146.0,11984.75,2020-11-25 11:02:00-05:00,12133.5,overlay_hard_loss_cap,,,,109.24,109.24,109.24,12092.25,,-41.25,-165.0,-82.5,1.24,-83.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7665690223361405
164,2020-11-27,long,1,2020-11-27 10:01:00-05:00,12254.75,12214.0,12336.25,2020-11-27 13:14:00-05:00,12274.25,eod_exit,,,,83.24,83.24,83.24,12254.75,,19.5,78.0,39.0,1.24,37.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.4536280634310428
165,2020-11-30,short,1,2020-11-30 10:29:00-05:00,12213.25,12300.25,12039.25,2020-11-30 14:57:00-05:00,12286.0,overlay_hard_loss_cap,,,,175.74,175.74,175.74,12213.25,,-72.75,-291.0,-145.5,1.24,-146.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.834983498349835
166,2020-12-01,long,1,2020-12-01 10:01:00-05:00,12398.0,12333.5,12527.0,2020-12-01 13:47:00-05:00,12497.5,overlay_hard_profit_lock,,,,130.74,130.74,130.74,12398.0,,99.5,398.0,199.0,1.24,197.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.512620468104635
167,2020-12-02,long,1,2020-12-02 10:13:00-05:00,12400.25,12313.25,12574.25,2020-12-02 16:00:00-05:00,12463.25,time_exit,,,,175.74,175.74,175.74,12400.25,,63.0,252.0,126.0,1.24,124.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.7099123705473995
168,2020-12-03,long,1,2020-12-03 10:04:00-05:00,12513.0,12463.0,12613.0,2020-12-03 11:08:00-05:00,12470.25,overlay_hard_loss_cap,,,,101.74,101.74,101.74,12513.0,,-42.75,-171.0,-85.5,1.24,-86.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8525653626892078
169,2020-12-07,long,1,2020-12-07 10:02:00-05:00,12591.25,12525.5,12722.75,2020-12-07 16:00:00-05:00,12590.75,time_exit,,,,133.24,133.24,133.24,12591.25,,-0.5,-2.0,-1.0,1.24,-2.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.016811768237766436
170,2020-12-10,long,1,2020-12-10 10:09:00-05:00,12394.25,12217.5,12747.75,2020-12-10 16:00:00-05:00,12395.75,time_exit,,,,355.24,355.24,355.24,12394.25,,1.5,6.0,3.0,1.24,1.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.004954397027361783
171,2020-12-11,long,1,2020-12-11 10:14:00-05:00,12357.25,12274.0,12523.75,2020-12-11 11:23:00-05:00,12293.75,overlay_hard_loss_cap,,,,168.24,168.24,168.24,12357.25,,-63.5,-254.0,-127.0,1.24,-128.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7622444127436995
172,2020-12-14,long,1,2020-12-14 10:01:00-05:00,12522.5,12418.5,12730.5,2020-12-14 16:00:00-05:00,12462.0,time_exit,,,,209.74,209.74,209.74,12522.5,,-60.5,-242.0,-121.0,1.24,-122.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.5828168208257842
173,2020-12-21,short,1,2020-12-21 10:04:00-05:00,12551.75,12649.5,12356.25,2020-12-21 12:30:00-05:00,12626.0,overlay_hard_loss_cap,,,,197.24,197.24,197.24,12551.75,,-74.25,-297.0,-148.5,1.24,-149.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7591766375988643
174,2020-12-22,short,1,2020-12-22 11:02:00-05:00,12676.5,12754.5,12520.5,2020-12-22 16:00:00-05:00,12711.5,time_exit,,,,157.74,157.74,157.74,12676.5,,-35.0,-140.0,-70.0,1.24,-71.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.45162926334474446
175,2020-12-29,short,1,2020-12-29 10:02:00-05:00,12844.25,12918.75,12695.25,2020-12-29 16:00:00-05:00,12841.75,time_exit,,,,150.74,150.74,150.74,12844.25,,2.5,10.0,5.0,1.24,3.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.024943611516518506
176,2020-12-30,short,1,2020-12-30 10:14:00-05:00,12845.25,12910.25,12715.25,2020-12-30 16:00:00-05:00,12837.5,time_exit,,,,131.74,131.74,131.74,12845.25,,7.75,31.0,15.5,1.24,14.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.10824350994382874
177,2021-01-04,short,1,2021-01-04 10:12:00-05:00,12854.0,12941.75,12678.5,2021-01-04 11:06:00-05:00,12703.5,overlay_hard_profit_lock,,,,177.24,177.24,177.24,12854.0,,150.5,602.0,301.0,1.24,299.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.691266079891672
178,2021-01-05,long,1,2021-01-05 10:05:00-05:00,12773.0,12650.0,13019.0,2021-01-05 16:00:00-05:00,12796.5,time_exit,,,,247.74,247.74,247.74,12773.0,,23.5,94.0,47.0,1.24,45.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.18470977637846128
179,2021-01-06,long,1,2021-01-06 10:11:00-05:00,12686.25,12551.25,12956.25,2021-01-06 16:00:00-05:00,12603.5,time_exit,,,,271.74,271.74,271.74,12686.25,,-82.75,-331.0,-165.5,1.24,-166.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.6136012364760433
180,2021-01-07,long,1,2021-01-07 10:01:00-05:00,12841.75,12726.0,13073.25,2021-01-07 16:00:00-05:00,12924.75,time_exit,,,,233.24,233.24,233.24,12841.75,,83.0,332.0,166.0,1.24,164.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.7063968444520665
181,2021-01-08,short,1,2021-01-08 10:27:00-05:00,12979.25,13053.0,12831.75,2021-01-08 10:49:00-05:00,13036.5,overlay_hard_loss_cap,,,,149.24,149.24,149.24,12979.25,,-57.25,-229.0,-114.5,1.24,-115.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7755293487000803
182,2021-01-11,long,1,2021-01-11 10:18:00-05:00,12988.75,12891.75,13182.75,2021-01-11 14:22:00-05:00,12915.75,overlay_hard_loss_cap,,,,195.74,195.74,195.74,12988.75,,-73.0,-292.0,-146.0,1.24,-147.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7522223357515071
183,2021-01-13,long,1,2021-01-13 10:36:00-05:00,12947.25,12863.5,13114.75,2021-01-13 16:00:00-05:00,12966.0,time_exit,,,,169.24,169.24,169.24,12947.25,,18.75,75.0,37.5,1.24,36.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.21425194989364213
184,2021-01-15,short,1,2021-01-15 10:04:00-05:00,12872.75,12931.25,12755.75,2021-01-15 10:19:00-05:00,12775.75,overlay_hard_profit_lock,,,,118.74,118.74,118.74,12872.75,,97.0,388.0,194.0,1.24,192.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.6233788108472291
185,2021-01-20,long,1,2021-01-20 10:08:00-05:00,13202.0,13120.5,13365.0,2021-01-20 16:00:00-05:00,13287.5,time_exit,,,,164.74,164.74,164.74,13202.0,,85.5,342.0,171.0,1.24,169.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,1.0304722593177127
186,2021-01-21,long,1,2021-01-21 10:11:00-05:00,13346.0,13282.5,13473.0,2021-01-21 16:00:00-05:00,13393.25,time_exit,,,,128.74,128.74,128.74,13346.0,,47.25,189.0,94.5,1.24,93.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.724405779089638
187,2021-01-22,short,1,2021-01-22 10:39:00-05:00,13327.0,13390.5,13200.0,2021-01-22 11:55:00-05:00,13374.75,overlay_hard_loss_cap,,,,128.74,128.74,128.74,13327.0,,-47.75,-191.0,-95.5,1.24,-96.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7514370048159079
188,2021-01-25,short,1,2021-01-25 10:45:00-05:00,13495.25,13555.5,13374.75,2021-01-25 10:58:00-05:00,13375.0,target,,,,122.24,122.24,122.24,13495.25,,120.25,481.0,240.5,1.24,239.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,1.957297120418848
189,2021-01-26,long,1,2021-01-26 10:49:00-05:00,13513.0,13426.0,13687.0,2021-01-26 16:00:00-05:00,13489.25,time_exit,,,,175.74,175.74,175.74,13513.0,,-23.75,-95.0,-47.5,1.24,-48.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.2773415272561739
190,2021-01-27,short,1,2021-01-27 14:36:00-05:00,13160.0,13390.25,12699.5,2021-01-27 16:00:00-05:00,13151.25,time_exit,,,,462.24,462.24,462.24,13160.0,,8.75,35.0,17.5,1.24,16.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.035176531671858774
191,2021-01-28,long,1,2021-01-28 10:16:00-05:00,13256.25,13127.75,13513.25,2021-01-28 16:00:00-05:00,13166.5,time_exit,,,,258.74,258.74,258.74,13256.25,,-89.75,-359.0,-179.5,1.24,-180.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.6985390739738734
192,2021-01-29,long,1,2021-01-29 10:25:00-05:00,13147.5,12997.75,13447.0,2021-01-29 11:13:00-05:00,13027.25,overlay_hard_loss_cap,,,,301.24,301.24,301.24,13147.5,,-120.25,-481.0,-240.5,1.24,-241.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8024830699774267
193,2021-02-01,long,1,2021-02-01 10:43:00-05:00,13104.25,12969.75,13373.25,2021-02-01 16:00:00-05:00,13223.75,time_exit,,,,270.74,270.74,270.74,13104.25,,119.5,478.0,239.0,1.24,237.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.8781857132304055
194,2021-02-02,long,1,2021-02-02 10:19:00-05:00,13432.25,13344.5,13607.75,2021-02-02 16:00:00-05:00,13438.0,time_exit,,,,177.24,177.24,177.24,13432.25,,5.75,23.0,11.5,1.24,10.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.05788761002031144
195,2021-02-03,short,1,2021-02-03 10:11:00-05:00,13459.75,13548.5,13282.25,2021-02-03 16:00:00-05:00,13404.0,time_exit,,,,179.24,179.24,179.24,13459.75,,55.75,223.0,111.5,1.24,110.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.615152867663468
196,2021-02-04,short,1,2021-02-04 10:03:00-05:00,13403.25,13480.75,13248.25,2021-02-04 12:00:00-05:00,13462.75,overlay_hard_loss_cap,,,,156.74,156.74,156.74,13403.25,,-59.5,-238.0,-119.0,1.24,-120.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7671302794436646
197,2021-02-05,short,1,2021-02-05 10:03:00-05:00,13530.0,13593.5,13403.0,2021-02-05 12:02:00-05:00,13578.5,overlay_hard_loss_cap,,,,128.74,128.74,128.74,13530.0,,-48.5,-194.0,-97.0,1.24,-98.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7630883952151623
198,2021-02-08,long,1,2021-02-08 10:05:00-05:00,13675.0,13632.0,13761.0,2021-02-08 11:26:00-05:00,13637.75,overlay_hard_loss_cap,,,,87.74,87.74,87.74,13675.0,,-37.25,-149.0,-74.5,1.24,-75.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8632322771825849
199,2021-02-09,long,1,2021-02-09 10:01:00-05:00,13711.75,13644.5,13846.25,2021-02-09 16:00:00-05:00,13686.25,time_exit,,,,136.24,136.24,136.24,13711.75,,-25.5,-102.0,-51.0,1.24,-52.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.3834409864944216
200,2021-02-10,short,1,2021-02-10 10:13:00-05:00,13712.75,13762.5,13613.25,2021-02-10 10:21:00-05:00,13626.0,overlay_hard_profit_lock,,,,101.24,101.24,101.24,13712.75,,86.75,347.0,173.5,1.24,172.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.7015013828526273
201,2021-02-16,long,1,2021-02-16 10:32:00-05:00,13870.75,13811.0,13990.25,2021-02-16 10:54:00-05:00,13819.25,overlay_hard_loss_cap,,,,121.24,121.24,121.24,13870.75,,-51.5,-206.0,-103.0,1.24,-104.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.859782250082481
202,2021-02-17,short,1,2021-02-17 10:22:00-05:00,13603.25,13693.25,13423.25,2021-02-17 14:01:00-05:00,13678.75,overlay_hard_loss_cap,,,,181.74,181.74,181.74,13603.25,,-75.5,-302.0,-151.0,1.24,-152.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8376802024870694
203,2021-02-18,short,1,2021-02-18 10:07:00-05:00,13512.75,13583.5,13371.25,2021-02-18 11:17:00-05:00,13566.75,overlay_hard_loss_cap,,,,143.24,143.24,143.24,13512.75,,-54.0,-216.0,-108.0,1.24,-109.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7626361351577771
204,2021-02-19,short,1,2021-02-19 10:12:00-05:00,13636.75,13701.25,13507.75,2021-02-19 11:03:00-05:00,13685.5,overlay_hard_loss_cap,,,,130.74,130.74,130.74,13636.75,,-48.75,-195.0,-97.5,1.24,-98.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7552394064555605
205,2021-02-22,short,1,2021-02-22 10:23:00-05:00,13355.75,13439.5,13188.25,2021-02-22 15:50:00-05:00,13227.0,overlay_hard_profit_lock,,,,169.24,169.24,169.24,13355.75,,128.75,515.0,257.5,1.24,256.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5141810446702906
206,2021-02-23,long,1,2021-02-23 10:30:00-05:00,13025.25,12757.0,13561.75,2021-02-23 16:00:00-05:00,13193.75,time_exit,,,,538.24,538.24,538.24,13025.25,,168.5,674.0,337.0,1.24,335.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.6238109393579072
207,2021-02-25,short,1,2021-02-25 10:05:00-05:00,13170.75,13290.5,12931.25,2021-02-25 12:00:00-05:00,12980.0,overlay_hard_profit_lock,,,,241.24,241.24,241.24,13170.75,,190.75,763.0,381.5,1.24,380.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5762725916100149
208,2021-03-01,long,1,2021-03-01 10:18:00-05:00,13118.25,13039.75,13275.25,2021-03-01 14:13:00-05:00,13244.75,overlay_hard_profit_lock,,,,158.74,158.74,158.74,13118.25,,126.5,506.0,253.0,1.24,251.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5859896686405441
209,2021-03-02,short,1,2021-03-02 10:30:00-05:00,13156.5,13303.75,12862.0,2021-03-02 16:00:00-05:00,13061.5,time_exit,,,,296.24,296.24,296.24,13156.5,,95.0,380.0,190.0,1.24,188.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.637186065352417
210,2021-03-03,short,1,2021-03-03 10:07:00-05:00,12890.75,13052.5,12567.25,2021-03-03 16:00:00-05:00,12684.0,time_exit,,,,325.24,325.24,325.24,12890.75,,206.75,827.0,413.5,1.24,412.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,1.267556266141926
211,2021-03-09,long,1,2021-03-09 10:02:00-05:00,12726.25,12586.5,13005.75,2021-03-09 16:00:00-05:00,12783.75,time_exit,,,,281.24,281.24,281.24,12726.25,,57.5,230.0,115.0,1.24,113.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.4044943820224719
212,2021-03-10,short,1,2021-03-10 10:26:00-05:00,12827.0,12980.0,12521.0,2021-03-10 16:00:00-05:00,12758.5,time_exit,,,,307.74,307.74,307.74,12827.0,,68.5,274.0,137.0,1.24,135.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.44115162149866766
213,2021-03-11,short,1,2021-03-11 10:19:00-05:00,12922.0,13007.25,12751.5,2021-03-11 10:40:00-05:00,12994.75,overlay_hard_loss_cap,,,,172.24,172.24,172.24,12922.0,,-72.75,-291.0,-145.5,1.24,-146.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8519507663725034
214,2021-03-12,short,1,2021-03-12 10:28:00-05:00,12781.5,12895.25,12554.0,2021-03-12 11:51:00-05:00,12869.5,overlay_hard_loss_cap,,,,229.24,229.24,229.24,12781.5,,-88.0,-352.0,-176.0,1.24,-177.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7731634967719421
215,2021-03-15,long,1,2021-03-15 10:13:00-04:00,12984.0,12896.0,13160.0,2021-03-15 10:37:00-04:00,12913.25,overlay_hard_loss_cap,,,,177.74,177.74,177.74,12984.0,,-70.75,-283.0,-141.5,1.24,-142.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8030831551704737
216,2021-03-16,long,1,2021-03-16 10:02:00-04:00,13245.0,13141.75,13451.5,2021-03-16 14:06:00-04:00,13156.25,overlay_hard_loss_cap,,,,208.24,208.24,208.24,13245.0,,-88.75,-355.0,-177.5,1.24,-178.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8583365347675759
217,2021-03-17,long,1,2021-03-17 10:11:00-04:00,13057.0,12945.75,13279.5,2021-03-17 11:41:00-04:00,12962.25,overlay_hard_loss_cap,,,,224.24,224.24,224.24,13057.0,,-94.75,-379.0,-189.5,1.24,-190.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.850606493043168
218,2021-03-18,short,1,2021-03-18 10:11:00-04:00,12939.75,13037.5,12744.25,2021-03-18 12:14:00-04:00,13023.25,overlay_hard_loss_cap,,,,197.24,197.24,197.24,12939.75,,-83.5,-334.0,-167.0,1.24,-168.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8529709997972014
219,2021-03-22,long,1,2021-03-22 10:01:00-04:00,13024.0,12927.25,13217.5,2021-03-22 16:00:00-04:00,13079.25,time_exit,,,,195.24,195.24,195.24,13024.0,,55.25,221.0,110.5,1.24,109.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.5596189305470191
220,2021-03-23,long,1,2021-03-23 10:11:00-04:00,13126.25,13050.0,13278.75,2021-03-23 10:34:00-04:00,13066.75,overlay_hard_loss_cap,,,,154.24,154.24,154.24,13126.25,,-59.5,-238.0,-119.0,1.24,-120.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.779564315352697
221,2021-03-24,short,1,2021-03-24 10:17:00-04:00,12942.0,13073.0,12680.0,2021-03-24 11:25:00-04:00,13040.5,overlay_hard_loss_cap,,,,263.74,263.74,263.74,12942.0,,-98.5,-394.0,-197.0,1.24,-198.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7516493516341852
222,2021-03-25,long,1,2021-03-25 10:02:00-04:00,12805.25,12687.75,13040.25,2021-03-25 10:36:00-04:00,12716.75,overlay_hard_loss_cap,,,,236.74,236.74,236.74,12805.25,,-88.5,-354.0,-177.0,1.24,-178.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7528934696291291
223,2021-03-26,long,1,2021-03-26 10:03:00-04:00,12841.25,12753.5,13016.75,2021-03-26 11:23:00-04:00,12768.25,overlay_hard_loss_cap,,,,177.24,177.24,177.24,12841.25,,-73.0,-292.0,-146.0,1.24,-147.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8307379823967502
224,2021-03-29,short,1,2021-03-29 10:01:00-04:00,12842.5,12978.0,12571.5,2021-03-29 12:54:00-04:00,12956.25,overlay_hard_loss_cap,,,,272.74,272.74,272.74,12842.5,,-113.75,-455.0,-227.5,1.24,-228.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.8386741952042238
225,2021-03-30,short,1,2021-03-30 10:20:00-04:00,12794.75,12888.5,12607.25,2021-03-30 10:44:00-04:00,12869.75,overlay_hard_loss_cap,,,,189.24,189.24,189.24,12794.75,,-75.0,-300.0,-150.0,1.24,-151.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7991967871485944
226,2021-03-31,long,1,2021-03-31 10:01:00-04:00,13069.75,12952.5,13304.25,2021-03-31 16:00:00-04:00,13097.75,time_exit,,,,236.24,236.24,236.24,13069.75,,28.0,112.0,56.0,1.24,54.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.2317981713511683
227,2021-04-01,long,1,2021-04-01 10:10:00-04:00,13306.25,13241.0,13436.75,2021-04-01 16:00:00-04:00,13318.75,time_exit,,,,132.24,132.24,132.24,13306.25,,12.5,50.0,25.0,1.24,23.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.17967332123411978
228,2021-04-05,long,1,2021-04-05 10:10:00-04:00,13490.75,13408.75,13654.75,2021-04-05 16:00:00-04:00,13583.25,time_exit,,,,165.74,165.74,165.74,13490.75,,92.5,370.0,185.0,1.24,183.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,1.1087245082659587
229,2021-04-06,long,1,2021-04-06 10:01:00-04:00,13598.5,13538.25,13719.0,2021-04-06 13:25:00-04:00,13552.75,overlay_hard_loss_cap,,,,122.24,122.24,122.24,13598.5,,-45.75,-183.0,-91.5,1.24,-92.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7586714659685864
230,2021-04-07,long,1,2021-04-07 10:02:00-04:00,13588.75,13512.5,13741.25,2021-04-07 16:00:00-04:00,13608.0,time_exit,,,,154.24,154.24,154.24,13588.75,,19.25,77.0,38.5,1.24,37.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.24157157676348545
231,2021-04-08,short,1,2021-04-08 10:13:00-04:00,13701.75,13754.0,13597.25,2021-04-08 12:15:00-04:00,13741.0,overlay_hard_loss_cap,,,,106.24,106.24,106.24,13701.75,,-39.25,-157.0,-78.5,1.24,-79.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.7505647590361446
232,2021-04-09,long,1,2021-04-09 10:04:00-04:00,13732.75,13657.75,13882.75,2021-04-09 16:00:00-04:00,13832.5,time_exit,,,,151.74,151.74,151.74,13732.75,,99.75,399.0,199.5,1.24,198.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,1.3065770396731249
233,2021-04-14,short,1,2021-04-14 10:24:00-04:00,13939.25,13989.0,13839.75,2021-04-14 11:22:00-04:00,13862.0,overlay_hard_profit_lock,,,,101.24,101.24,101.24,13939.25,,77.25,309.0,154.5,1.24,153.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5138285262742
234,2021-04-15,long,1,2021-04-15 10:28:00-04:00,13982.0,13922.75,14100.5,2021-04-15 16:00:00-04:00,14015.0,time_exit,,,,120.24,120.24,120.24,13982.0,,33.0,132.0,66.0,1.24,64.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.5385894876912841
235,2021-04-19,short,1,2021-04-19 10:07:00-04:00,13929.25,14013.75,13760.25,2021-04-19 16:00:00-04:00,13897.75,time_exit,,,,170.74,170.74,170.74,13929.25,,31.5,126.0,63.0,1.24,61.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.36171957362070983
236,2021-04-20,short,1,2021-04-20 10:41:00-04:00,13848.75,13930.25,13685.75,2021-04-20 11:37:00-04:00,13723.0,overlay_hard_profit_lock,,,,164.74,164.74,164.74,13848.75,,125.75,503.0,251.5,1.24,250.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5191210392133057
237,2021-04-21,long,1,2021-04-21 10:26:00-04:00,13811.25,13699.75,14034.25,2021-04-21 16:00:00-04:00,13901.25,time_exit,,,,224.74,224.74,224.74,13811.25,,90.0,360.0,180.0,1.24,178.76,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,0.7954080270534839
238,2021-04-22,long,1,2021-04-22 10:31:00-04:00,13918.75,13854.75,14046.75,2021-04-22 13:10:00-04:00,13854.5,stop,,,,129.74,129.74,129.74,13918.75,,-64.25,-257.0,-128.5,1.24,-129.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-1.0
239,2021-04-23,long,1,2021-04-23 10:04:00-04:00,13839.5,13775.25,13968.0,2021-04-23 12:45:00-04:00,13939.25,overlay_hard_profit_lock,,,,130.24,130.24,130.24,13839.5,,99.75,399.0,199.5,1.24,198.26,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_profit_lock,neutral,1,1.5222665847665846
240,2021-04-27,short,1,2021-04-27 10:01:00-04:00,13933.75,14035.25,13730.75,2021-04-27 16:00:00-04:00,13961.5,time_exit,,,,204.74,204.74,204.74,13933.75,,-27.75,-111.0,-55.5,1.24,-56.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.2771319722574973
241,2021-04-29,short,1,2021-04-29 10:01:00-04:00,13946.25,14061.5,13715.75,2021-04-29 16:00:00-04:00,13950.5,time_exit,,,,232.24,232.24,232.24,13946.25,,-4.25,-17.0,-8.5,1.24,-9.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,,neutral,1,-0.041939373062349294
242,2021-04-30,long,1,2021-04-30 10:12:00-04:00,13910.5,13839.75,14052.0,2021-04-30 13:48:00-04:00,13855.0,overlay_hard_loss_cap,,,,143.24,143.24,143.24,13910.5,,-55.5,-222.0,-111.0,1.24,-112.24,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.783580005585032
243,2021-05-03,long,1,2021-05-03 10:08:00-04:00,13924.75,13850.5,14073.25,2021-05-03 10:52:00-04:00,13854.5,overlay_hard_loss_cap,,,,150.24,150.24,150.24,13924.75,,-70.25,-281.0,-140.5,1.24,-141.74,combo_loss_0p75__profit_1p5,block_1_hard_cap,overlay_hard_loss_cap,neutral,1,-0.9434238551650692
