session_date,daily_pnl_usd,daily_trade_count,equity,peak_equity,drawdown_usd,drawdown_pct
2019-05-07,345.0,1.0,50345.0,50345.0,0.0,0.0
2019-05-09,-680.0,1.0,49665.0,50345.0,-680.0,-0.013506803058893634
2019-05-13,345.0,1.0,50010.0,50345.0,-335.0,-0.006654086801072599
2019-05-20,-333.0,1.0,49677.0,50345.0,-668.0,-0.01326844771079551
2019-06-03,478.0,1.0,50155.0,50345.0,-190.0,-0.00377395967822028
2019-06-18,-90.0,1.0,50065.0,50345.0,-280.0,-0.005561624788956202
2019-08-02,238.0,1.0,50303.0,50345.0,-42.0,-0.0008342437183434303
2019-08-06,-748.0,1.0,49555.0,50345.0,-790.0,-0.01569172708312643
2019-08-07,792.0,1.0,50347.0,50347.0,0.0,0.0
2019-08-13,-73.5,1.0,50273.5,50347.0,-73.5,-0.0014598685125230897
2019-08-14,1407.0,1.0,51680.5,51680.5,0.0,0.0
2019-08-23,-750.0,1.0,50930.5,51680.5,-750.0,-0.014512243496096207
2019-09-03,-12.5,1.0,50918.0,51680.5,-762.5,-0.014754114221031144
2019-10-03,-614.0,1.0,50304.0,51680.5,-1376.5,-0.02663480422983524
2019-10-04,552.0,1.0,50856.0,51680.5,-824.5,-0.01595379301670843
2019-12-12,-85.5,1.0,50770.5,51680.5,-910.0,-0.0176081887752634
2019-12-13,-45.0,1.0,50725.5,51680.5,-955.0,-0.01847892338502917
2020-01-31,774.0,1.0,51499.5,51680.5,-181.0,-0.0035022880970578844
2020-02-05,-94.0,1.0,51405.5,51680.5,-275.0,-0.005321155948568609
2020-02-21,73.0,1.0,51478.5,51680.5,-202.0,-0.0039086309149485784
2020-02-25,1215.0,1.0,52693.5,52693.5,0.0,0.0
2020-02-26,-554.0,1.0,52139.5,52693.5,-554.0,-0.010513630713465607
2020-02-27,-744.0,1.0,51395.5,52693.5,-1298.0,-0.024633019252849022
2020-03-04,795.0,1.0,52190.5,52693.5,-503.0,-0.009545769402298196
2020-03-05,-674.0,1.0,51516.5,52693.5,-1177.0,-0.02233672084792242
2020-03-06,-703.5,1.0,50813.0,52693.5,-1880.5,-0.035687513640202305
2020-03-10,-691.5,1.0,50121.5,52693.5,-2572.0,-0.04881057435926632
2020-03-11,1167.0,1.0,51288.5,52693.5,-1405.0,-0.026663630239023788
2020-03-24,-700.5,1.0,50588.0,52693.5,-2105.5,-0.039957490012999704
2020-03-27,-510.0,1.0,50078.0,52693.5,-2615.5,-0.04963610312467382
2020-03-30,1400.0,1.0,51478.0,52693.5,-1215.5,-0.023067361249489975
2020-03-31,-652.0,1.0,50826.0,52693.5,-1867.5,-0.03544080389421845
2020-04-01,-614.0,1.0,50212.0,52693.5,-2481.5,-0.04709309497376337
2020-04-02,528.0,1.0,50740.0,52693.5,-1953.5,-0.03707288375226546
2020-04-03,282.0,1.0,51022.0,52693.5,-1671.5,-0.03172118003169271
2020-04-06,1311.0,1.0,52333.0,52693.5,-360.5,-0.00684145103285984
2020-04-07,446.0,1.0,52779.0,52779.0,0.0,0.0
2020-04-08,-624.0,1.0,52155.0,52779.0,-624.0,-0.01182288410163133
2020-04-09,-54.0,1.0,52101.0,52779.0,-678.0,-0.012846018302734042
2020-04-13,-684.0,1.0,51417.0,52779.0,-1362.0,-0.025805718183368385
2020-04-14,283.0,1.0,51700.0,52779.0,-1079.0,-0.020443737092404175
2020-04-16,-650.0,1.0,51050.0,52779.0,-1729.0,-0.03275924136493681
2020-04-17,-301.5,1.0,50748.5,52779.0,-2030.5,-0.03847174065442695
2020-04-20,-635.0,1.0,50113.5,52779.0,-2665.5,-0.050503040982208834
2020-04-21,349.0,1.0,50462.5,52779.0,-2316.5,-0.04389056253434131
2020-04-22,412.5,1.0,50875.0,52779.0,-1904.0,-0.036074954053695596
2020-04-23,-698.0,1.0,50177.0,52779.0,-2602.0,-0.04929991094943065
2020-04-27,-721.0,1.0,49456.0,52779.0,-3323.0,-0.06296064722711685
2020-04-28,1162.0,1.0,50618.0,52779.0,-2161.0,-0.0409443149737585
2020-04-29,1436.0,1.0,52054.0,52779.0,-725.0,-0.013736523996286401
2020-04-30,-238.0,1.0,51816.0,52779.0,-963.0,-0.01824589325299835
2020-05-01,-677.5,1.0,51138.5,52779.0,-1640.5,-0.03108243809090737
2020-05-04,688.0,1.0,51826.5,52779.0,-952.5,-0.018046950491672823
2020-05-06,-665.0,1.0,51161.5,52779.0,-1617.5,-0.030646658708956213
