scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,42104.0,0.7150273440368125,0.6609926591887134,1.144977988509606,39.42322097378277,-13488.0,1068,1068,0.611333714939897,-750.0,3,10.0,446.0,0.0,498.0,False,-3747.0
is,9086.0,0.22387527870140025,0.20393660504260314,1.043102466793169,12.179624664879357,-13488.0,746,746,0.6104746317512275,-750.0,3,19.0,403.0,0.0,498.0,False,-3747.0
oos,33018.0,1.8121176738326144,1.7245846640958102,1.4147130305903928,102.54037267080746,-9081.5,322,322,0.6133333333333333,-750.0,3,3.0,124.0,0.0,35.0,True,341.0
