order_index,campaign_variant_name,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,full_net_pnl_usd,full_return_pct,full_cagr_pct,full_sharpe,full_sortino,full_profit_factor,full_expectancy_usd,full_nb_trades,full_win_rate,full_avg_win_usd,full_avg_loss_usd,full_max_drawdown_pct,full_max_drawdown_usd,full_annualized_vol_pct,full_exposure_time_in_market_pct,full_worst_trade_loss_usd,full_trades_loss_gt_250_usd,full_trades_loss_gt_500_usd,full_worst_day_pnl_usd,full_max_daily_drawdown_usd,full_days_below_minus_500_usd,full_days_below_minus_1000_usd,full_pass_target_3000_usd_without_breaching_2000_dd,full_days_to_target_3000_usd,full_max_trailing_drawdown_observed_usd,full_max_static_drawdown_observed_usd,full_signal_attempt_count,full_entered_trade_count,full_skip_too_small_count,full_forced_one_contract_count,full_avg_contracts_entered,full_max_contracts_used,full_avg_contracts_raw,full_cap_hit_count,full_cap_hit_rate,oos_net_pnl_usd,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy_usd,oos_nb_trades,oos_win_rate,oos_avg_win_usd,oos_avg_loss_usd,oos_max_drawdown_pct,oos_max_drawdown_usd,oos_annualized_vol_pct,oos_exposure_time_in_market_pct,oos_worst_trade_loss_usd,oos_trades_loss_gt_250_usd,oos_trades_loss_gt_500_usd,oos_worst_day_pnl_usd,oos_max_daily_drawdown_usd,oos_days_below_minus_500_usd,oos_days_below_minus_1000_usd,oos_pass_target_3000_usd_without_breaching_2000_dd,oos_days_to_target_3000_usd,oos_max_trailing_drawdown_observed_usd,oos_max_static_drawdown_observed_usd,oos_signal_attempt_count,oos_entered_trade_count,oos_skip_too_small_count,oos_forced_one_contract_count,oos_avg_contracts_entered,oos_max_contracts_used,oos_avg_contracts_raw,oos_cap_hit_count,oos_cap_hit_rate,full_net_pnl_delta_vs_baseline_usd,full_cagr_delta_vs_baseline_pct,full_sharpe_delta_vs_baseline,full_max_drawdown_delta_vs_baseline_usd,oos_net_pnl_delta_vs_baseline_usd,oos_cagr_delta_vs_baseline_pct,oos_sharpe_delta_vs_baseline,oos_max_drawdown_delta_vs_baseline_usd
10,risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,3.0,False,50000.0,24025.74999999993,48.05149999999986,5.876144824986884,1.5208880606329689,1.400123936213954,1.9239251653591727,76.272222222222,315,0.35555555555555557,446.69419642857076,-128.0985221674877,3.218,1609.0,4.55740195806703,3.007893643539676,364.5,18,0,-364.5,1609.0,0,0,True,483.0,1609.0,554.8250000000044,315,315,0,1,2.8222222222222224,3,16.46879186598314,271,0.8603174603174604,8643.199999999968,17.286399999999936,8.008009110145387,1.6872226308558347,1.6937607827525045,1.9779034904112653,85.57623762376205,101,0.3465346534653465,499.4771428571419,-133.91666666666666,2.497550000000032,1248.775000000016,4.917828772715739,3.208852005532503,288.0,2,0,-320.5,1248.775000000016,0,0,True,191.0,1248.775000000016,1128.275000000016,101,101,0,1,2.5742574257425743,3,9.837336599011001,70,0.693069306930693,16490.624999999956,3.81246610867938,0.21029743706670545,819.0,5604.624999999978,5.11667295364966,0.23622816487986076,458.775000000016
11,risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_true,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,5.0,True,50000.0,39847.17499999989,79.69434999999977,8.902869143696336,1.6222190317234046,1.672565280743058,2.0629314714041795,126.90183121019072,314,0.3535031847133758,696.7132882882872,-184.66995073891624,4.26,2130.0,7.086400219699088,2.9995845450768592,432.0,55,0,-496.0,2130.0,0,0,True,388.0,2130.0,615.1250000000073,315,314,1,0,4.404458598726115,5,18.26076213730406,223,0.707936507936508,13199.124999999942,26.398249999999884,11.983660491722192,1.7464971278248078,2.104347438007471,2.158885376882211,131.9912499999994,100,0.34,723.1948529411748,-172.5681818181818,3.1809999999999996,1590.5,7.255185134934271,3.1535269709543567,307.5,9,0,-381.5,1590.5,0,0,True,150.0,1590.5,1463.3750000000218,101,100,1,0,3.73,5,10.225733140277127,51,0.504950495049505,32312.049999999912,6.839190427388831,0.3116284081571412,1340.0,10160.549999999952,9.092324335226465,0.2955026618488339,800.5
12,risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,5.0,False,50000.0,39975.524999999885,79.95104999999977,8.925493819342734,1.6273451078166266,1.6779527079266257,2.0663552336747726,126.90642857142821,315,0.35555555555555557,691.6386160714275,-184.66995073891624,4.26,2130.0,7.086832119662893,3.007893643539676,432.0,55,0,-496.0,2130.0,0,0,True,388.0,2130.0,615.1250000000073,315,315,0,1,4.393650793650794,5,18.23040571508568,223,0.707936507936508,13197.124999999942,26.394249999999886,11.98194832689692,1.7431570066368072,2.07192797953899,2.1430535706552285,130.66460396039545,101,0.3465346534653465,706.9321428571412,-174.9318181818182,3.1809999999999996,1590.5,7.267985586934351,3.208852005532503,312.0,10,0,-381.5,1590.5,0,0,True,150.0,1590.5,1463.3750000000218,101,101,0,1,3.712871287128713,5,10.143660711337878,51,0.504950495049505,32440.39999999991,6.861815103035229,0.3167544842503631,1340.0,10158.549999999952,9.090612170401192,0.29216254066083325,800.5
13,risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_true,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,10.0,True,50000.0,76255.59999999977,152.51119999999955,14.42977557028977,1.7440644741844311,2.104192681183515,2.29697423250276,242.08126984126912,315,0.35555555555555557,1205.8089285714266,-289.6305418719212,7.696799999999988,3848.399999999994,12.613826068817428,3.007893643539676,630.0,114,19,-763.0,3848.399999999994,20,0,True,282.0,3848.399999999994,350.0,315,315,0,0,7.593650793650793,10,22.295948639873146,157,0.4984126984126984,19748.3999999999,39.4967999999998,17.447569866497624,1.6530977882087907,2.378128426235218,2.2651526314103525,197.48399999999899,100,0.34,1039.9382352941147,-236.50757575757575,4.047,2023.5,11.46844677624443,3.1535269709543567,342.0,29,0,-473.0,2023.5,0,0,True,141.0,2023.5,1923.6250000000364,101,100,1,0,5.73,10,10.670044277898748,31,0.3069306930693069,68720.4749999998,12.366096853982267,0.4334738506181677,3058.399999999994,16709.82499999991,14.556233710001896,0.2021033222328168,1233.5
14,risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,10.0,False,50000.0,76255.59999999977,152.51119999999955,14.42977557028977,1.7440644741844311,2.104192681183515,2.29697423250276,242.08126984126912,315,0.35555555555555557,1205.8089285714266,-289.6305418719212,7.696799999999988,3848.399999999994,12.613826068817428,3.007893643539676,630.0,114,19,-763.0,3848.399999999994,20,0,True,282.0,3848.399999999994,350.0,315,315,0,0,7.593650793650793,10,22.295948639873146,157,0.4984126984126984,19862.3999999999,39.724799999999796,17.54027413585493,1.6621272161793068,2.383958219095063,2.269203488929352,196.65742574257325,101,0.3465346534653465,1014.6257142857114,-237.11363636363637,4.047,2023.5,11.471988313765086,3.208852005532503,360.0,29,0,-473.0,2023.5,0,0,True,141.0,2023.5,1923.6250000000364,101,101,0,1,5.693069306930693,10,10.585104489296107,31,0.3069306930693069,68720.4749999998,12.366096853982267,0.4334738506181677,3058.399999999994,16823.82499999991,14.648937979359202,0.2111327502033329,1233.5
15,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_true,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,15.0,True,50000.0,106061.52499999967,212.12304999999935,18.01392981762142,1.7674864662217653,2.304294324950399,2.4180580531730653,336.7032539682529,315,0.35555555555555557,1614.7770089285684,-368.4408866995074,11.065999999999985,5532.999999999993,17.311687413724165,3.007893643539676,799.5,146,59,-1030.0,5533.0,60,1,True,236.0,5533.0,525.0,315,315,0,0,10.187301587301587,15,25.555131864907526,128,0.40634920634920635,26144.024999999856,52.28804999999971,22.532766568307206,1.6540601033563878,2.8207688613194244,2.4763962615766806,261.44024999999857,100,0.34,1289.7654411764663,-268.3030303030303,4.383,2191.5,15.173731564573101,3.1535269709543567,384.0,39,0,-503.5,2191.5,1,0,True,128.0,2191.5,1903.875000000051,101,100,1,0,7.15,15,11.072938256861471,23,0.22772277227722773,98526.3999999997,15.950251101313917,0.45689584265550187,4742.999999999993,23105.449999999866,19.641430411811477,0.20306563738041383,1401.5
16,risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,15.0,False,50000.0,106061.52499999967,212.12304999999935,18.01392981762142,1.7674864662217653,2.304294324950399,2.4180580531730653,336.7032539682529,315,0.35555555555555557,1614.7770089285684,-368.4408866995074,11.065999999999985,5532.999999999993,17.311687413724165,3.007893643539676,799.5,146,59,-1030.0,5533.0,60,1,True,236.0,5533.0,525.0,315,315,0,0,10.187301587301587,15,25.555131864907526,128,0.40634920634920635,26298.024999999856,52.596049999999714,22.6524347622616,1.66374545190907,2.837384451483647,2.485092895866267,260.37648514851344,101,0.3465346534653465,1257.314999999996,-268.3030303030303,4.383,2191.5,15.174258761177162,3.208852005532503,384.0,39,0,-503.5,2191.5,1,0,True,128.0,2191.5,1903.875000000051,101,101,0,1,7.089108910891089,15,10.985403429676234,23,0.22772277227722773,98526.3999999997,15.950251101313917,0.45689584265550187,4742.999999999993,23259.449999999866,19.761098605765874,0.21275098593309605,1401.5
17,risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,3.0,True,50000.0,23321.27499999993,46.64254999999986,5.728923737187497,1.3894588953864093,1.1372882276428784,1.7941320189328134,74.03579365079342,315,0.35555555555555557,470.43102678571364,-144.66502463054186,4.108,2054.0,4.842216665228105,3.007893643539676,534.0,33,1,-534.0,2054.0,1,0,True,463.0,2054.0,693.3250000000044,315,315,0,0,2.9523809523809526,3,24.55568631345445,303,0.9619047619047619,9092.34999999997,18.18469999999994,8.406887936789742,1.5460524519014873,1.3370994417814206,1.8227626459143942,90.02326732673237,101,0.3465346534653465,575.5242857142848,-167.43939393939394,3.578,1789.0,5.645769643367927,3.208852005532503,432.0,15,0,-435.0,1789.0,0,0,True,191.0,1789.0,929.5500000000175,101,101,0,0,2.881188118811881,3,14.83656639724426,90,0.8910891089108911,15786.149999999954,3.6652450208799925,0.07886827182014589,1264.0,6053.77499999998,5.515551780294015,0.0950579859255134,999.0
18,risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,3.0,False,50000.0,23321.27499999993,46.64254999999986,5.728923737187497,1.3894588953864093,1.1372882276428784,1.7941320189328134,74.03579365079342,315,0.35555555555555557,470.43102678571364,-144.66502463054186,4.108,2054.0,4.842216665228105,3.007893643539676,534.0,33,1,-534.0,2054.0,1,0,True,463.0,2054.0,693.3250000000044,315,315,0,0,2.9523809523809526,3,24.55568631345445,303,0.9619047619047619,9092.34999999997,18.18469999999994,8.406887936789742,1.5460524519014873,1.3370994417814206,1.8227626459143942,90.02326732673237,101,0.3465346534653465,575.5242857142848,-167.43939393939394,3.578,1789.0,5.645769643367927,3.208852005532503,432.0,15,0,-435.0,1789.0,0,0,True,191.0,1789.0,929.5500000000175,101,101,0,0,2.881188118811881,3,14.83656639724426,90,0.8910891089108911,15786.149999999954,3.6652450208799925,0.07886827182014589,1264.0,6053.77499999998,5.515551780294015,0.0950579859255134,999.0
19,risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,5.0,True,50000.0,39894.42499999989,79.78884999999978,8.91120126633178,1.4897908310910328,1.3166410427648607,1.8864836788658508,126.6489682539679,315,0.35555555555555557,758.0127232142847,-221.68965517241378,5.831,2915.5,7.725463488344585,3.007893643539676,648.0,75,14,-725.0,2915.5,15,0,True,408.0,2915.5,957.5000000000073,315,315,0,0,4.771428571428571,5,27.156801493756205,274,0.8698412698412699,14406.624999999949,28.813249999999897,13.012316136342573,1.6540247128832375,1.6378823774821039,1.945595812411798,142.639851485148,101,0.3465346534653465,846.9178571428557,-230.8409090909091,4.199,2099.5,8.361640483527816,3.208852005532503,468.0,29,0,-496.0,2099.5,0,0,False,150.0,2099.5,1948.6750000000247,101,101,0,0,4.336633663366337,5,15.278582491220288,66,0.6534653465346535,32359.299999999912,6.847522550024276,0.1792002075247694,2125.5,11368.04999999996,10.120979979846846,0.20303024690726357,1309.5
20,risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_false,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,5.0,False,50000.0,39894.42499999989,79.78884999999978,8.91120126633178,1.4897908310910328,1.3166410427648607,1.8864836788658508,126.6489682539679,315,0.35555555555555557,758.0127232142847,-221.68965517241378,5.831,2915.5,7.725463488344585,3.007893643539676,648.0,75,14,-725.0,2915.5,15,0,True,408.0,2915.5,957.5000000000073,315,315,0,0,4.771428571428571,5,27.156801493756205,274,0.8698412698412699,14406.624999999949,28.813249999999897,13.012316136342573,1.6540247128832375,1.6378823774821039,1.945595812411798,142.639851485148,101,0.3465346534653465,846.9178571428557,-230.8409090909091,4.199,2099.5,8.361640483527816,3.208852005532503,468.0,29,0,-496.0,2099.5,0,0,False,150.0,2099.5,1948.6750000000247,101,101,0,0,4.336633663366337,5,15.278582491220288,66,0.6534653465346535,32359.299999999912,6.847522550024276,0.1792002075247694,2125.5,11368.04999999996,10.120979979846846,0.20303024690726357,1309.5
