n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
899,0.47163515016685204,229.3384433962264,-172.90421052631578,-172.90421052631578,16.807563959955505,1.1839777424676883,15110.0,-2080.0,0.0416,0.7645205544254566,8,2.01271186440678,8,124,-250.0,-250.0,0.457174638487208,0.19911012235817574,0.339265850945495,305,0.7901639344262295,0.2098360655737705,28545.5,0.004449388209121246,0.557242511284366,899,0.4226610249177245,0.4226610249177245,0.09179157494949813,-0.1937984496124031,0.08781641661363392,2.01271186440678,124,daily_pnl_over_static_capital,2127,2437
