campaign_variant_name,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
fixed_1_contract,full,fixed_contracts,,,,1.0,50000.0,86.99999999999818,-86.99999999999818,394.0749999999607,0,0,0,0,False,,394.0749999999607,325.0499999999374
fixed_1_contract,oos,fixed_contracts,,,,1.0,50000.0,60.499999999999545,-60.499999999999545,154.0,0,0,0,0,False,,154.0,52.174999999995634
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.0025,3.0,True,,50000.0,142.49999999999318,-142.49999999999318,945.149999999885,0,0,0,0,True,1379.0,945.149999999885,680.5999999998094
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.0025,3.0,True,,50000.0,120.99999999999909,-120.99999999999909,401.49999999998545,0,0,0,0,True,513.0,401.49999999998545,96.02499999997963
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.0025,3.0,False,,50000.0,142.49999999999318,-142.49999999999318,945.149999999885,0,0,0,0,True,1379.0,945.149999999885,680.5999999998094
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.0025,3.0,False,,50000.0,120.99999999999909,-120.99999999999909,401.49999999998545,0,0,0,0,True,513.0,401.49999999998545,96.02499999997963
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.0025,5.0,True,,50000.0,155.99999999999454,-194.9999999999875,1272.7499999999054,0,0,0,0,True,823.0,1272.7499999999054,998.5499999996973
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.0025,5.0,True,,50000.0,142.49999999999318,-142.49999999999318,588.4999999999782,0,0,0,0,True,307.0,588.4999999999782,283.02499999997235
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.0025,5.0,False,,50000.0,155.99999999999454,-194.9999999999875,1272.7499999999054,0,0,0,0,True,823.0,1272.7499999999054,998.5499999996973
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.0025,5.0,False,,50000.0,142.49999999999318,-142.49999999999318,588.4999999999782,0,0,0,0,True,307.0,588.4999999999782,283.02499999997235
