variant_name,category,source_variant_name,primary_reference_variant_name,is_core_configuration,family,feature_name,combination_mode,description,uses_dynamic_sizing,uses_3state_sizing,uses_hard_filter_reference,parameters_json,note,primary_screening_score,primary_validation_score,screening_score_vs_nominal,validation_score_vs_nominal,screening_score_vs_3state,validation_score_vs_3state,screening_status,verdict,overall_net_pnl,overall_sharpe,overall_sortino,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_n_trades,overall_n_days_traded,overall_pct_days_traded,overall_hit_rate,overall_avg_win,overall_avg_loss,overall_stop_hit_rate,overall_target_hit_rate,overall_exposure_time_pct,is_net_pnl,is_sharpe,is_sortino,is_profit_factor,is_expectancy,is_max_drawdown,is_n_trades,is_n_days_traded,is_pct_days_traded,is_hit_rate,is_avg_win,is_avg_loss,is_stop_hit_rate,is_target_hit_rate,is_exposure_time_pct,oos_net_pnl,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_n_trades,oos_n_days_traded,oos_pct_days_traded,oos_hit_rate,oos_avg_win,oos_avg_loss,oos_stop_hit_rate,oos_target_hit_rate,oos_exposure_time_pct,is_trade_coverage_vs_baseline_nominal,is_day_coverage_vs_baseline_nominal,is_net_pnl_retention_vs_baseline_nominal,is_sharpe_delta_vs_baseline_nominal,is_sortino_delta_vs_baseline_nominal,is_profit_factor_delta_vs_baseline_nominal,is_expectancy_delta_vs_baseline_nominal,is_hit_rate_delta_vs_baseline_nominal,is_avg_win_delta_vs_baseline_nominal,is_avg_loss_delta_vs_baseline_nominal,is_exposure_time_pct_delta_vs_baseline_nominal,is_stop_hit_rate_delta_vs_baseline_nominal,is_max_drawdown_improvement_vs_baseline_nominal,oos_trade_coverage_vs_baseline_nominal,oos_day_coverage_vs_baseline_nominal,oos_net_pnl_retention_vs_baseline_nominal,oos_sharpe_delta_vs_baseline_nominal,oos_sortino_delta_vs_baseline_nominal,oos_profit_factor_delta_vs_baseline_nominal,oos_expectancy_delta_vs_baseline_nominal,oos_hit_rate_delta_vs_baseline_nominal,oos_avg_win_delta_vs_baseline_nominal,oos_avg_loss_delta_vs_baseline_nominal,oos_exposure_time_pct_delta_vs_baseline_nominal,oos_stop_hit_rate_delta_vs_baseline_nominal,oos_max_drawdown_improvement_vs_baseline_nominal,is_trade_coverage_vs_baseline_3state,is_day_coverage_vs_baseline_3state,is_net_pnl_retention_vs_baseline_3state,is_sharpe_delta_vs_baseline_3state,is_sortino_delta_vs_baseline_3state,is_profit_factor_delta_vs_baseline_3state,is_expectancy_delta_vs_baseline_3state,is_hit_rate_delta_vs_baseline_3state,is_avg_win_delta_vs_baseline_3state,is_avg_loss_delta_vs_baseline_3state,is_exposure_time_pct_delta_vs_baseline_3state,is_stop_hit_rate_delta_vs_baseline_3state,is_max_drawdown_improvement_vs_baseline_3state,oos_trade_coverage_vs_baseline_3state,oos_day_coverage_vs_baseline_3state,oos_net_pnl_retention_vs_baseline_3state,oos_sharpe_delta_vs_baseline_3state,oos_sortino_delta_vs_baseline_3state,oos_profit_factor_delta_vs_baseline_3state,oos_expectancy_delta_vs_baseline_3state,oos_hit_rate_delta_vs_baseline_3state,oos_avg_win_delta_vs_baseline_3state,oos_avg_loss_delta_vs_baseline_3state,oos_exposure_time_pct_delta_vs_baseline_3state,oos_stop_hit_rate_delta_vs_baseline_3state,oos_max_drawdown_improvement_vs_baseline_3state
baseline_nominal,baseline,,baseline_nominal,True,baseline,,,ORB baseline + ATR structurel + nominal fixe sur l'univers commun.,False,False,False,{},,0.0,0.0,0.0,0.0,0.3548269840738049,-1.3233970497627459,baseline_reference,baseline_reference,15727.0,1.000636964848738,1.1672913535093428,1.1636209470601393,14.041964285714286,-3814.5,1120,1120,1.0,0.49375,202.25226039783,-169.52116402116403,0.375,0.13482142857142856,0.6861744505494506,5940.5,0.5567492790486287,0.6517323732226705,1.088397666736109,7.548284625158831,-2856.5,787,787,1.0,0.47395171537484115,196.09249329758714,-162.32367149758454,0.38881829733163914,0.1181702668360864,0.6836347049815918,9786.5,1.9523943018485976,2.232397888659589,1.3384399910085938,29.38888888888889,-3814.5,333,333,1.0,0.5405405405405406,215.01666666666668,-188.9967320261438,0.34234234234234234,0.17417417417417416,0.6921767921767922,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016795865633075,1.016795865633075,0.5032829245562757,0.09084393969289134,0.1006409347403543,0.012727899383701446,-7.701715374841169,0.0010834983205775806,-262.3514957734511,219.997406933788,0.008907568500961083,0.003946560549497824,0.6580679913813742,1.0373831775700935,1.0373831775700935,0.3470574675957941,-0.6714118347777722,-1.0812169203782065,-0.19390348318930872,-58.456905503634474,0.004714995369201058,-256.89612403100773,166.50997938325216,0.02884422884422888,0.003452050181022126,0.3589614318124527
baseline_3state,baseline,sizing_3state_realized_vol_ratio_15_60,baseline_3state,True,3state_reference,realized_vol_ratio_15_60,,ORB baseline + ATR structurel + sizing 3-state fige.,True,True,False,"{""bucket_multipliers"": {""high"": 0.75, ""low"": 0.5, ""mid"": 1.0}}",,0.0,0.0,-0.39260986390276364,1.1825902749283508,0.0,0.0,baseline_reference,baseline_reference,40002.0,1.1065054788519197,1.3336211188020666,1.1914360575715157,36.53150684931507,-8354.0,1095,1095,0.9776785714285714,0.491324200913242,462.75,-375.14811490125675,0.3789954337899543,0.136986301369863,0.6713392857142857,11803.5,0.46590533935573736,0.5510914384823162,1.0756697673524076,15.25,-8354.0,774,774,0.9834815756035579,0.4728682170542636,458.44398907103823,-382.32107843137254,0.39276485788113696,0.11886304909560723,0.6747271364806308,28198.5,2.62380613662637,3.3136148090377957,1.5323434741979025,87.84579439252336,-5950.5,321,321,0.963963963963964,0.5358255451713395,471.91279069767444,-355.50671140939596,0.34579439252336447,0.1806853582554517,0.6633325633325633,0.9834815756035579,0.9834815756035579,1.9869539601043684,-0.09084393969289134,-0.1006409347403543,-0.012727899383701446,7.701715374841169,-0.0010834983205775806,262.3514957734511,-219.997406933788,-0.008907568500961083,-0.003946560549497824,-1.92455802555575,0.963963963963964,0.963963963963964,2.881367189495734,0.6714118347777722,1.0812169203782065,0.19390348318930872,58.456905503634474,-0.004714995369201058,256.89612403100773,-166.50997938325216,-0.02884422884422888,-0.003452050181022126,-0.559968541093197,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reference_vvix_hard_filter_nominal,reference_hard_filter,filter_drop_low__vvix_pct_63_t1,baseline_nominal,False,vvix_hard_filter_reference,vvix_pct_63_t1,hard_filter,Reference historique: survivor VVIX applique comme hard filter sur sizing nominal.,False,False,True,"{""kept_buckets"": [""mid"", ""high""]}",,0.12496399988572413,2.115661883469816,0.12496399988572413,2.115661883469816,0.9811783946039321,-0.9556501846940252,watchlist,robust_positive,15506.0,1.1771311181185846,1.1481406238268634,1.2438146153543772,20.56498673740053,-3581.0,754,754,0.6732142857142858,0.5053050397877984,207.62073490813648,-170.50268096514745,0.3753315649867374,0.14986737400530503,0.4616254578754579,5854.0,0.6780139904252002,0.6443530245822859,1.135449686480483,11.193116634799235,-3581.0,523,523,0.6645489199491741,0.491395793499044,190.9455252918288,-162.47744360902254,0.384321223709369,0.12619502868068833,0.45853126119962206,9652.0,2.1633918482608796,2.1874131933765315,1.473636430551807,41.78354978354978,-2129.0,231,231,0.6936936936936937,0.5367965367965368,242.18145161290323,-190.4532710280374,0.354978354978355,0.20346320346320346,0.4689381689381689,0.6645489199491741,0.6645489199491741,0.9854389361164885,0.12126471137657147,-0.0073793486403845865,0.04705201974437401,3.644832009640404,0.017444078124202844,-5.146968005758339,-0.15377211143800196,-0.22510344378196978,0.004497073622270142,-0.2536320672151234,0.6936936936936937,0.6936936936936937,0.9862565779389976,0.21099754641228197,-0.04498469528305771,0.13519643954321325,12.394660894660891,-0.0037440037440037433,27.16478494623655,-1.4565390018935886,-0.22323862323862326,-0.012636012636012661,0.441866561803644,0.6757105943152455,0.6757105943152455,0.49595458974033124,0.2121086510694628,0.0932615860999697,0.059779919128075454,-4.056883365200765,0.018527576444780425,-267.49846377920943,219.84363482235,-0.2161958752810087,0.008443634171767966,0.5713430691884127,0.719626168224299,0.719626168224299,0.34228771033920247,-0.46041428836549025,-1.1262016156612642,-0.05870704364609547,-46.06224460897358,0.000970991625197315,-229.7313390847712,165.05344038135857,-0.19439439439439438,-0.009183962454990535,0.6422149399210151
reference_vvix_hard_filter_3state,reference_hard_filter,filter_drop_low__vvix_pct_63_t1,baseline_3state,False,vvix_hard_filter_reference,vvix_pct_63_t1,hard_filter,Reference historique: survivor VVIX applique comme hard filter au-dessus du 3-state.,True,True,True,"{""bucket_multipliers"": {""high"": 0.75, ""low"": 0.5, ""mid"": 1.0}, ""kept_buckets"": [""mid"", ""high""]}",,1.499552872402816,0.10377313174132552,0.4477931694254206,1.1267157482119898,1.499552872402816,0.10377313174132552,selected_for_validation,defensive_positive,35713.5,1.175303678640641,1.1811219761027487,1.2575514457453367,48.52377717391305,-9232.5,736,736,0.6571428571428571,0.5027173913043478,471.29459459459457,-378.8674863387978,0.3804347826086957,0.15353260869565216,0.45193223443223446,14997.0,0.709944157607112,0.6926252759277307,1.1479446379070524,29.120388349514563,-9232.5,515,515,0.6543837357052097,0.4912621359223301,459.94466403162056,-386.90458015267177,0.3883495145631068,0.12815533980582525,0.45337373342455933,20716.5,2.245136741850864,2.4251061395730047,1.555454265145523,93.73981900452489,-4262.5,221,221,0.6636636636636637,0.5294117647058824,495.8376068376068,-358.6201923076923,0.36199095022624433,0.21266968325791855,0.4485254485254485,0.6543837357052097,0.6543837357052097,2.52453497180372,0.15319487855848335,0.040892902705060186,0.05954697117094332,21.57210372435573,0.017310420547488936,263.8521707340334,-224.58090865508723,-0.2302609715570325,0.0004687827685323498,-2.232102223000175,0.6636636636636637,0.6636636636636637,2.1168446329126858,0.29274244000226624,0.19270825091341548,0.2170142741369292,64.350930115636,-0.011128775834658211,280.82094017094016,-169.62346028154852,-0.24365134365134367,-0.019648607883901992,-0.11744658539782409,0.665374677002584,0.665374677002584,1.2705553437539714,0.2440388182513747,0.14153383744541448,0.07227487055464477,13.870388349514563,0.018393918868066517,1.5006749605823302,-4.583501721299228,-0.22135340305607143,0.004415343318030174,-0.10515920517117548,0.6884735202492211,0.6884735202492211,0.7346667375924252,-0.378669394775506,-0.888508669464791,0.023110790947620474,5.89402461200153,-0.006413780465457153,23.924816139932375,-3.113480898296359,-0.21480711480711479,-0.016196557702879866,0.2836736408705151
candidate_low_penalty_025__vvix_pct_63_t1,vvix_candidate,,baseline_nominal,False,low_vvix_penalty,vvix_pct_63_t1,,"`vvix_pct_63_t1` low bucket -> 0.25x, else 1.0x.",True,False,False,"{""bucket_labels"": [""low"", ""mid"", ""high""], ""bucket_multipliers"": {""high"": 1.0, ""low"": 0.25, ""mid"": 1.0}, ""calibration_scope"": ""is_only""}",,-0.2607663788243886,0.8957012246422152,-0.2607663788243886,0.8957012246422152,-0.7453925724307944,0.5699844333832437,screen_fail,robust_positive,42447.0,1.0507693237114617,1.1371943121364485,1.1995820001457593,46.54276315789474,-15972.5,912,912,0.8142857142857143,0.4956140350877193,564.4391592920354,-462.3467391304348,0.38377192982456143,0.14692982456140352,0.5545329670329671,12524.5,0.4549643818541282,0.48455467096379007,1.0819813775384968,19.539001560062403,-15972.5,641,641,0.8144853875476493,0.4711388455538221,547.341059602649,-450.65634218289085,0.3993759750390016,0.12324492979719189,0.5550190597204574,29922.5,2.344868608245843,2.5935508350021497,1.4994825312567814,110.41512915129151,-5810.5,271,271,0.8138138138138138,0.5535055350553506,598.8633333333333,-495.099173553719,0.34686346863468637,0.2029520295202952,0.5533841533841534,0.8144853875476493,0.8144853875476493,2.1083242151334063,-0.10178489719450051,-0.16717770225888046,-0.006416289197612279,11.99071693490357,-0.002812869821019026,351.2485663050619,-288.3326706853063,-0.12861564526113445,-0.010557677707362434,-4.591633117451426,0.8138138138138138,0.8138138138138138,3.0575282276605527,0.39247430639724534,0.36115294634256045,0.16104254024818765,81.02624026240262,0.012964994514810035,383.8466666666667,-306.10244152757525,-0.1387926387926388,-0.004521126292344024,-0.523266483156377,0.8281653746770026,0.8281653746770026,1.0610835769051552,-0.010940957501609172,-0.06653676751852616,0.006311610186089167,4.2890015600624025,-0.0017293715004414456,88.89707053161078,-68.33526375151831,-0.11970807676017337,-0.00661111715786461,-0.9119583433085947,0.8442367601246106,0.8442367601246106,1.0611380037945282,-0.2789375283805269,-0.720063974035646,-0.032860942941121074,22.56933475876815,0.017679989884011094,126.9505426356589,-139.59246214432306,-0.10994840994840993,-0.0010690761113218983,0.023527434669355515
candidate_low_penalty_050__vvix_pct_63_t1,vvix_candidate,,baseline_nominal,False,low_vvix_penalty,vvix_pct_63_t1,,"`vvix_pct_63_t1` low bucket -> 0.50x, else 1.0x.",True,False,False,"{""bucket_labels"": [""low"", ""mid"", ""high""], ""bucket_multipliers"": {""high"": 1.0, ""low"": 0.5, ""mid"": 1.0}, ""calibration_scope"": ""is_only""}",,-0.41343594629475083,0.8206221497806616,-0.41343594629475083,0.8206221497806616,-1.2471704814510787,-0.19300263764997677,screen_fail,robust_positive,43417.0,1.0377647186122625,1.2354808564318278,1.1769525940507704,39.32699275362319,-14177.0,1104,1104,0.9857142857142858,0.49184782608695654,531.8167587476979,-437.36096256684493,0.37771739130434784,0.1358695652173913,0.6753113553113553,12379.5,0.4326476503208808,0.5055083984498459,1.0698960550608934,15.973548387096773,-14177.0,775,775,0.9847522236340533,0.47096774193548385,519.1575342465753,-431.9829268292683,0.39225806451612905,0.11870967741935484,0.6740787801778907,31037.5,2.3656682729173424,2.906282878387811,1.4547852270812422,94.33890577507599,-6755.5,329,329,0.987987987987988,0.541033434650456,557.7752808988764,-451.9635761589404,0.3434650455927052,0.1762917933130699,0.6782243782243782,0.9847522236340533,0.9847522236340533,2.083915495328676,-0.12410162872774788,-0.14622397477282467,-0.01850161167521569,8.425263761937941,-0.0029839734393573014,323.0650409489882,-269.65925533168377,-0.009555924803701155,-0.003439767184489906,-3.963066690005251,0.987987987987988,0.987987987987988,3.1714606856383796,0.41327397106874475,0.6738849897282218,0.11634523607264846,64.9500168861871,0.0004928941099153761,342.75861423220977,-262.9668441327966,-0.013952413952413978,-0.0011227032503628442,-0.7710053742299122,1.0012919896640826,1.0012919896640826,1.048799085017156,-0.03325768903485654,-0.04558304003247038,-0.005773712291514244,0.7235483870967734,-0.0019004751187797209,60.71354517553709,-49.66184839789577,-0.0006483563027400718,0.0005067933650079182,-0.6970313622216902,1.0249221183800623,1.0249221183800623,1.1006791141372767,-0.25813786370902747,-0.40733193064998474,-0.07755824711666026,6.493111382552627,0.005207889479116434,85.86249020120198,-96.45686474954442,0.014891814891814903,0.0023293469306592818,-0.13528274934879422
candidate_low_penalty_075__vvix_pct_63_t1,vvix_candidate,,baseline_nominal,False,low_vvix_penalty,vvix_pct_63_t1,,"`vvix_pct_63_t1` low bucket -> 0.75x, else 1.0x.",True,False,False,"{""bucket_labels"": [""low"", ""mid"", ""high""], ""bucket_multipliers"": {""high"": 1.0, ""low"": 0.75, ""mid"": 1.0}, ""calibration_scope"": ""is_only""}",,-0.6314957832550371,0.870427748313246,-0.6314957832550371,0.870427748313246,-1.9431144024494986,-0.2150503203307671,screen_fail,robust_positive,44237.5,0.9954857182282836,1.1836490226508323,1.1612941451000125,39.497767857142854,-12582.0,1120,1120,1.0,0.49375,575.9556962025316,-483.7142857142857,0.375,0.13482142857142856,0.6861744505494506,11121.0,0.3635932203875882,0.4246302723323304,1.055767842098929,14.130876747141041,-12582.0,787,787,1.0,0.47395171537484115,564.4423592493298,-481.6811594202899,0.38881829733163914,0.1181702668360864,0.6836347049815918,33116.5,2.4086293356106596,2.958414718170045,1.442438209752839,99.44894894894895,-8269.5,333,333,1.0,0.5405405405405406,599.8138888888889,-489.2156862745098,0.34234234234234234,0.17417417417417416,0.6921767921767922,1.0,1.0,1.872064641023483,-0.19315605866104052,-0.2271021008903401,-0.032629824637180116,6.58259212198221,0.0,368.3498659517427,-319.35748792270533,0.0,0.0,-3.4046910554874845,1.0,1.0,3.383896183518112,0.456235033762062,0.7260168295104559,0.1039982187442452,70.06006006006007,0.0,384.7972222222222,-300.218954248366,0.0,0.0,-1.1679119150609516,1.016795865633075,1.016795865633075,0.9421781674926929,-0.10231211896814918,-0.12646116614998582,-0.01990192525347867,-1.1191232528589588,0.0010834983205775806,105.99837017829157,-99.36008098891733,0.008907568500961083,0.003946560549497824,-0.5061048599473306,1.0373831775700935,1.0373831775700935,1.1744064400588683,-0.21517680101571024,-0.3552000908677506,-0.08990526444506353,11.603154556425594,0.004714995369201058,127.90109819121443,-133.70897486511382,0.02884422884422888,0.003452050181022126,-0.38971514998739604
candidate_bucket_defensive_balanced__vvix_pct_63_t1,vvix_candidate,,baseline_nominal,False,bucket_modulation,vvix_pct_63_t1,,"`vvix_pct_63_t1` low -> 0.50x, mid -> 1.0x, high -> 0.75x.",True,False,False,"{""bucket_labels"": [""low"", ""mid"", ""high""], ""bucket_multipliers"": {""high"": 0.75, ""low"": 0.5, ""mid"": 1.0}, ""calibration_scope"": ""is_only""}",,-0.6408875589728787,0.3418303357023872,-0.6408875589728787,0.3418303357023872,-1.380893893626687,-2.773551339950428,screen_fail,mixed_positive,33522.5,0.9183730299002896,1.0818238084482406,1.1546201549314938,30.447320617620345,-11393.5,1101,1101,0.9830357142857142,0.4904632152588556,463.57037037037037,-386.46256684491976,0.3787465940054496,0.1362397820163488,0.6734523809523809,10362.5,0.4134744690663317,0.48329461467292345,1.0664786979477408,13.370967741935484,-11393.5,775,775,0.9847522236340533,0.47096774193548385,455.4506849315068,-380.1878048780488,0.39225806451612905,0.11870967741935484,0.6740787801778907,23160.0,2.035962546986916,2.416338836318486,1.3801176789187326,71.04294478527608,-5508.0,326,326,0.978978978978979,0.5368098159509203,480.5057142857143,-403.5,0.34662576687116564,0.17791411042944785,0.671971971971972,0.9847522236340533,0.9847522236340533,1.7443817860449458,-0.14327480998229702,-0.16843775854974707,-0.021918968788368298,5.822683116776653,-0.0029839734393573014,259.35819163391966,-217.86413338046424,-0.009555924803701155,-0.003439767184489906,-2.988622440049011,0.978978978978979,0.978978978978979,2.366525315485618,0.08356824513831818,0.1839409476588969,0.041677687910138816,41.65405589638719,-0.0037307245896203156,265.4890476190476,-214.5032679738562,-0.020204820204820173,-0.004283424528823299,-0.44396382225717657,1.0012919896640826,1.0012919896640826,0.8779175668233998,-0.052430870289405684,-0.06779682380939278,-0.009191069404666852,-1.879032258064516,-0.0019004751187797209,-2.9933041395314035,2.133273553323761,-0.0006483563027400718,0.0005067933650079182,-0.3638376825472827,1.0155763239875388,1.0155763239875388,0.8213202829937762,-0.587843589639454,-0.8972759727193096,-0.1522257952791699,-16.802849607247282,0.0009842707795807426,8.592923588039866,-47.99328859060404,0.008639408639408708,-0.0008313743478011726,0.07436349886564154
baseline_vvix_modulator,core,candidate_low_penalty_025__vvix_pct_63_t1,baseline_nominal,True,low_vvix_penalty,vvix_pct_63_t1,,Configuration coeur: baseline + modulateur VVIX primaire selectionne sur IS.,True,False,False,"{""bucket_labels"": [""low"", ""mid"", ""high""], ""bucket_multipliers"": {""high"": 1.0, ""low"": 0.25, ""mid"": 1.0}, ""calibration_scope"": ""is_only""}",Alias coeur du candidat candidate_low_penalty_025__vvix_pct_63_t1.,-0.2607663788243886,0.8957012246422152,-0.2607663788243886,0.8957012246422152,-0.7453925724307944,0.5699844333832437,screen_fail,robust_positive,42447.0,1.0507693237114617,1.1371943121364485,1.1995820001457593,46.54276315789474,-15972.5,912,912,0.8142857142857143,0.4956140350877193,564.4391592920354,-462.3467391304348,0.38377192982456143,0.14692982456140352,0.5545329670329671,12524.5,0.4549643818541282,0.48455467096379007,1.0819813775384968,19.539001560062403,-15972.5,641,641,0.8144853875476493,0.4711388455538221,547.341059602649,-450.65634218289085,0.3993759750390016,0.12324492979719189,0.5550190597204574,29922.5,2.344868608245843,2.5935508350021497,1.4994825312567814,110.41512915129151,-5810.5,271,271,0.8138138138138138,0.5535055350553506,598.8633333333333,-495.099173553719,0.34686346863468637,0.2029520295202952,0.5533841533841534,0.8144853875476493,0.8144853875476493,2.1083242151334063,-0.10178489719450051,-0.16717770225888046,-0.006416289197612279,11.99071693490357,-0.002812869821019026,351.2485663050619,-288.3326706853063,-0.12861564526113445,-0.010557677707362434,-4.591633117451426,0.8138138138138138,0.8138138138138138,3.0575282276605527,0.39247430639724534,0.36115294634256045,0.16104254024818765,81.02624026240262,0.012964994514810035,383.8466666666667,-306.10244152757525,-0.1387926387926388,-0.004521126292344024,-0.523266483156377,0.8281653746770026,0.8281653746770026,1.0610835769051552,-0.010940957501609172,-0.06653676751852616,0.006311610186089167,4.2890015600624025,-0.0017293715004414456,88.89707053161078,-68.33526375151831,-0.11970807676017337,-0.00661111715786461,-0.9119583433085947,0.8442367601246106,0.8442367601246106,1.0611380037945282,-0.2789375283805269,-0.720063974035646,-0.032860942941121074,22.56933475876815,0.017679989884011094,126.9505426356589,-139.59246214432306,-0.10994840994840993,-0.0010690761113218983,0.023527434669355515
candidate_combo_multiplicative__candidate_low_penalty_025__vvix_pct_63_t1,combo_candidate,candidate_low_penalty_025__vvix_pct_63_t1,baseline_3state,False,low_vvix_penalty,vvix_pct_63_t1,multiplicative,3-state puis modulation multiplicative par le VVIX.,True,True,False,"{""combination_mode"": ""multiplicative"", ""sizing_bucket_multipliers"": {""high"": 0.75, ""low"": 0.5, ""mid"": 1.0}, ""vvix_bucket_multipliers"": {""high"": 1.0, ""low"": 0.25, ""mid"": 1.0}}",,1.9372443570674598,0.9862105752843344,0.25875757074141204,1.4735921944534935,1.9372443570674598,0.9862105752843344,selected_for_validation,defensive_positive,36528.5,1.1975085442567261,1.2668088872040724,1.2550570113883128,45.15265760197775,-9316.5,809,809,0.7223214285714286,0.49814585908529047,446.01861042183623,-352.7512315270936,0.3856613102595797,0.1508034610630408,0.4932669413919414,14279.5,0.6732659488456783,0.6973951834523676,1.1356541647666818,25.09578207381371,-9316.5,569,569,0.7229987293519695,0.4797891036906854,437.88827838827837,-355.6216216216216,0.3989455184534271,0.12302284710017575,0.4960056038836217,22249.0,2.405019288373023,2.6725270229069698,1.586225067847074,92.70416666666667,-4262.5,240,240,0.7207207207207207,0.5416666666666666,463.0923076923077,-345.0272727272727,0.3541666666666667,0.21666666666666667,0.4867944867944868,0.7229987293519695,0.7229987293519695,2.4037538927699686,0.11651666979704955,0.04566281022969709,0.04725649803057275,17.547497448654877,0.0058373883158442386,241.79578509069123,-193.29795012403707,-0.18762910109797015,-0.010127221121787933,-2.261508839488885,0.7207207207207207,0.7207207207207207,2.2734378991467836,0.4526249865244254,0.44012913424738054,0.24778507683848017,63.31527777777778,0.0011261261261260591,248.07564102564103,-156.0305407011289,-0.2053823053823054,-0.011824324324324342,-0.11744658539782409,0.7351421188630491,0.7351421188630491,1.2097682890668022,0.2073606094899409,0.14630374497005139,0.05998439741427419,9.845782073813709,0.006920886636421819,-20.555710682759866,26.699456809750927,-0.17872153259700907,-0.006180660572290109,-0.11521426861383768,0.7476635514018691,0.7476635514018691,0.7890136000141852,-0.21878684825334682,-0.641087786130826,0.053881593649171444,4.858372274143306,0.005841121495327117,-8.820483005366725,10.47943868212326,-0.17653807653807652,-0.008372274143302216,0.2836736408705151
