config_id,symbol_x,signal_time,signal_actionable_time,direction,filter_family_x,filter_label_x,stop_multiplier_x,target_multiplier_x,entry_delay_minutes_x,skipped_by_filter,filter_reason,executed,pnl,net_pnl_usd,gross_pnl_usd,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,exit_reason,holding_minutes,mfe_ticks_1m,mae_ticks_1m,quantity,session_date,symbol_y,execution_timeframe,entry_timing,protective_orders_active_from,ambiguous_policy,stop_multiplier_y,target_multiplier_y,entry_delay_minutes_y,filter_family_y,filter_label_y,filter_params,subperiod
none_sm1p00_tm3p00_d30,MNQ,2020-05-13 11:30:00-04:00,2020-05-13 12:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-40.5,-40.5,-38.0,2020-05-13 13:01:00-04:00,2020-05-13 15:01:00-04:00,8964.25,8885.75,9180.1,8945.25,time_stop_1m,120.0,58.0,252.0,1,2020-05-13,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-05-14 09:30:00-04:00,2020-05-14 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,153.0,153.0,155.5,2020-05-14 11:01:00-04:00,2020-05-14 13:01:00-04:00,8906.75,8850.75,9155.375,8984.5,time_stop_1m,120.0,322.0,72.0,1,2020-05-14,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-06-26 09:30:00-04:00,2020-06-26 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-5.0,-5.0,-2.5,2020-06-26 11:01:00-04:00,2020-06-26 11:02:00-04:00,9896.25,9895.25,10138.2,9895.0,stop_1m,1.0,36.0,26.0,1,2020-06-26,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-07-09 10:30:00-04:00,2020-07-09 11:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,120.5,120.5,123.0,2020-07-09 12:01:00-04:00,2020-07-09 14:01:00-04:00,10624.5,10560.25,10840.35,10686.0,time_stop_1m,120.0,381.0,21.0,1,2020-07-09,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-07-31 09:30:00-04:00,2020-07-31 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-127.5,-127.5,-125.0,2020-07-31 11:01:00-04:00,2020-07-31 12:37:00-04:00,10776.5,10714.25,10973.9375,10714.0,stop_1m,96.0,216.0,275.0,1,2020-07-31,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-08-14 09:30:00-04:00,2020-08-14 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,106.5,106.5,109.0,2020-08-14 11:01:00-04:00,2020-08-14 13:01:00-04:00,11113.5,11101.5,11332.5,11168.0,time_stop_1m,120.0,260.0,32.0,1,2020-08-14,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-09-02 10:30:00-04:00,2020-09-02 11:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,205.5,205.5,208.0,2020-09-02 12:01:00-04:00,2020-09-02 14:01:00-04:00,12263.0,12238.75,12467.2625,12367.0,time_stop_1m,120.0,538.0,3.0,1,2020-09-02,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-09-03 10:30:00-04:00,2020-09-03 11:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-213.0,-213.0,-210.5,2020-09-03 12:01:00-04:00,2020-09-03 13:03:00-04:00,11849.25,11744.25,12155.25,11744.0,stop_1m,62.0,218.0,503.0,1,2020-09-03,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-09-24 09:30:00-04:00,2020-09-24 10:30:00-04:00,short,none,none,1.0,3.0,30,False,none,True,-109.5,-109.5,-107.0,2020-09-24 11:01:00-04:00,2020-09-24 11:32:00-04:00,10883.25,10936.5,10562.775,10936.75,stop_1m,31.0,244.0,223.0,1,2020-09-24,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-10-02 09:30:00-04:00,2020-10-02 10:30:00-04:00,short,none,none,1.0,3.0,30,False,none,True,185.5,185.5,188.0,2020-10-02 11:01:00-04:00,2020-10-02 13:01:00-04:00,11401.5,11468.75,11138.1,11307.5,time_stop_1m,120.0,786.0,90.0,1,2020-10-02,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-10-14 09:30:00-04:00,2020-10-14 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-82.0,-82.0,-79.5,2020-10-14 11:01:00-04:00,2020-10-14 11:39:00-04:00,12082.5,12043.0,12343.0875,12042.75,stop_1m,38.0,88.0,171.0,1,2020-10-14,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-10-28 09:30:00-04:00,2020-10-28 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-55.5,-55.5,-53.0,2020-10-28 11:01:00-04:00,2020-10-28 11:04:00-04:00,11235.0,11208.75,11498.0625,11208.5,stop_1m,3.0,40.0,124.0,1,2020-10-28,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-11-10 09:30:00-05:00,2020-11-10 10:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,279.0,279.0,281.5,2020-11-10 11:01:00-05:00,2020-11-10 13:01:00-05:00,11579.0,11562.5,11903.7125,11719.75,time_stop_1m,120.0,660.0,61.0,1,2020-11-10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2020-12-08 09:30:00-05:00,2020-12-08 10:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,84.0,84.0,86.5,2020-12-08 11:01:00-05:00,2020-12-08 13:01:00-05:00,12557.25,12502.5,12686.625,12600.5,time_stop_1m,120.0,181.0,52.0,1,2020-12-08,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2020
none_sm1p00_tm3p00_d30,MNQ,2021-01-08 09:30:00-05:00,2021-01-08 10:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,-25.5,-25.5,-23.0,2021-01-08 11:01:00-05:00,2021-01-08 13:01:00-05:00,13029.25,12953.5,13272.2125,13017.75,time_stop_1m,120.0,145.0,125.0,1,2021-01-08,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-01-25 10:30:00-05:00,2021-01-25 11:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,25.5,25.5,28.0,2021-01-25 12:01:00-05:00,2021-01-25 14:01:00-05:00,13408.75,13189.0,13605.775,13422.75,time_stop_1m,120.0,158.0,383.0,1,2021-01-25,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-02-10 09:30:00-05:00,2021-02-10 10:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,16.0,16.0,18.5,2021-02-10 11:01:00-05:00,2021-02-10 13:01:00-05:00,13615.75,13561.5,13775.425,13625.0,time_stop_1m,120.0,104.0,201.0,1,2021-02-10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-02-26 09:30:00-05:00,2021-02-26 10:30:00-05:00,long,none,none,1.0,3.0,30,False,none,True,57.5,57.5,60.0,2021-02-26 11:01:00-05:00,2021-02-26 13:01:00-05:00,12940.75,12751.5,13359.2125,12970.75,time_stop_1m,120.0,596.0,184.0,1,2021-02-26,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-03-24 09:30:00-04:00,2021-03-24 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-193.5,-193.5,-191.0,2021-03-24 11:01:00-04:00,2021-03-24 13:01:00-04:00,13011.25,12911.5,13277.1625,12915.75,time_stop_1m,120.0,149.0,387.0,1,2021-03-24,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-03-29 09:30:00-04:00,2021-03-29 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,248.0,248.0,250.5,2021-03-29 11:01:00-04:00,2021-03-29 13:01:00-04:00,12847.75,12816.25,13172.425,12973.0,time_stop_1m,120.0,508.0,70.0,1,2021-03-29,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-04-14 09:30:00-04:00,2021-04-14 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-21.0,-21.0,-18.5,2021-04-14 11:01:00-04:00,2021-04-14 11:02:00-04:00,13925.5,13916.5,14069.1625,13916.25,stop_1m,1.0,3.0,94.0,1,2021-04-14,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-04-20 10:30:00-04:00,2021-04-20 11:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,43.5,43.5,46.0,2021-04-20 12:01:00-04:00,2021-04-20 14:01:00-04:00,13768.5,13736.5,13942.1625,13791.5,time_stop_1m,120.0,150.0,112.0,1,2021-04-20,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-04-21 09:30:00-04:00,2021-04-21 10:30:00-04:00,short,none,none,1.0,3.0,30,False,none,True,-65.0,-65.0,-62.5,2021-04-21 11:01:00-04:00,2021-04-21 11:13:00-04:00,13790.25,13821.25,13590.7125,13821.5,stop_1m,12.0,17.0,141.0,1,2021-04-21,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-04-29 09:30:00-04:00,2021-04-29 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,-10.5,-10.5,-8.0,2021-04-29 11:01:00-04:00,2021-04-29 11:02:00-04:00,13925.25,13921.5,14083.9125,13921.25,stop_1m,1.0,1.0,55.0,1,2021-04-29,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
none_sm1p00_tm3p00_d30,MNQ,2021-05-06 09:30:00-04:00,2021-05-06 10:30:00-04:00,long,none,none,1.0,3.0,30,False,none,True,201.5,201.5,204.0,2021-05-06 11:01:00-04:00,2021-05-06 13:01:00-04:00,13463.5,13389.0,13698.85,13565.5,time_stop_1m,120.0,511.0,224.0,1,2021-05-06,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,3.0,30,none,none,{},2021
