trades,net_pnl,gross_profit,gross_loss,winrate,avg_trade,median_trade,profit_factor,max_drawdown,sharpe_daily,sortino_daily,pnl_to_maxdd,avg_holding_minutes,median_holding_minutes,stop_exit_rate,target_exit_rate,time_stop_exit_rate,eod_exit_rate,skipped_trades,skip_rate,blocked_setups,turnover_proxy,estimated_cost_per_trade,config_id,subperiod,symbol,execution_timeframe,entry_timing,protective_orders_active_from,ambiguous_policy,stop_multiplier,target_multiplier,entry_delay_minutes,filter_family,filter_label,filter_params
34,-412.20000000000437,772.0499999999956,1184.25,0.17647058823529413,-12.123529411764835,-32.625,0.6519316022799203,-711.9250000000029,-2.559246495196518,-5.34410302860581,-0.5789935737612848,22.676470588235293,6.5,0.8529411764705882,0.14705882352941177,0.029411764705882353,0.0,0,0.0,0,34.40027700831025,2.5,none_sm0p75_tm1p00_d5,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,5,none,none,{}
38,504.0249999999942,1848.0249999999942,1344.0,0.3157894736842105,13.263815789473531,-21.75,1.375018601190472,-273.4250000000029,1.9813758253776108,5.827558814976931,1.843375697174687,33.1578947368421,15.5,0.7368421052631579,0.23684210526315788,0.05263157894736842,0.02631578947368421,0,0.0,0,38.130494505494504,2.5,none_sm0p75_tm1p00_d5,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,5,none,none,{}
35,-1668.25,459.625,2127.875,0.17142857142857143,-47.66428571428571,-51.75,0.21600187980966928,-1600.125,-9.804357950483709,-13.363226007769967,-1.0425747988438403,36.42857142857143,19.0,0.9428571428571428,0.02857142857142857,0.14285714285714285,0.02857142857142857,0,0.0,1,37.599264705882355,2.5,none_sm0p75_tm1p00_d5,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,5,none,none,{}
6,500.72499999999854,708.0999999999985,207.375,0.5,83.45416666666642,58.8125,3.414587100663043,-66.375,8.000029583991344,26.04009486885074,7.5438794726930105,42.166666666666664,23.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0,0.0,0,34.2421875,2.5,none_sm0p75_tm1p00_d5,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,5,none,none,{}
29,-655.5,587.375,1242.875,0.20689655172413793,-22.603448275862068,-23.625,0.47259378457206075,-717.375,-4.3944089171552125,-6.323903753712682,-0.9137480397281756,39.793103448275865,29.0,0.8620689655172413,0.13793103448275862,0.10344827586206896,0.0,0,0.0,0,30.88119533527697,2.5,none_sm0p75_tm1p00_d10,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
35,-432.0500000000029,947.5749999999971,1379.625,0.22857142857142856,-12.344285714285798,-28.125,0.6868351907221144,-1027.4000000000015,-2.317167412917902,-5.512260690716659,-0.42052754525988156,29.37142857142857,13.0,0.8571428571428571,0.14285714285714285,0.08571428571428572,0.0,0,0.0,0,36.31747159090909,2.5,none_sm0p75_tm1p00_d10,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
28,183.77500000000146,1505.4000000000015,1321.625,0.25,6.563392857142909,-24.5625,1.1390523030360362,-386.25,0.7588292910812933,1.7064892557393005,0.47579288025890343,33.285714285714285,22.5,0.7857142857142857,0.21428571428571427,0.10714285714285714,0.0,0,0.0,0,29.053977272727273,2.5,none_sm0p75_tm1p00_d10,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
32,291.74999999999636,1299.7499999999964,1008.0,0.3125,9.117187499999886,-26.8125,1.2894345238095202,-319.27500000000146,1.6004950914095943,5.194628552397776,0.9137890533239215,30.03125,19.0,0.75,0.25,0.0625,0.0,0,0.0,0,32.37673130193906,2.5,none_sm0p75_tm1p00_d10,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
40,271.84999999999854,1840.8499999999985,1569.0,0.3,6.796249999999963,-22.5,1.1732632249840653,-607.3500000000058,1.015907881602747,2.6114532916725395,0.44760023050958414,35.025,19.5,0.775,0.2,0.075,0.025,0,0.0,0,40.137362637362635,2.5,none_sm0p75_tm1p00_d10,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
36,-956.375,1256.75,2213.125,0.25,-26.56597222222222,-36.0,0.5678621858232138,-769.0,-3.315862764447662,-6.362173177985743,-1.2436605981794537,39.05555555555556,16.0,0.8888888888888888,0.08333333333333333,0.16666666666666666,0.027777777777777776,0,0.0,1,38.673529411764704,2.5,none_sm0p75_tm1p00_d10,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
7,-414.75,158.0,572.75,0.14285714285714285,-59.25,-59.625,0.27586206896551724,-349.25,-9.165808029459935,-16.871542546051494,-1.187544738725841,48.142857142857146,21.0,1.0,0.0,0.2857142857142857,0.0,0,0.0,0,39.94921875,2.5,none_sm0p75_tm1p00_d10,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,10,none,none,{}
25,-174.97499999999854,905.4000000000015,1080.375,0.36,-6.998999999999942,-18.375,0.8380423464074988,-466.875,-1.129466876022004,-1.8125599857914858,-0.3747791164658603,39.88,32.0,0.72,0.28,0.08,0.0,0,0.0,0,26.621720116618075,2.5,none_sm0p75_tm1p00_d15,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
30,421.09999999999854,1376.5999999999985,955.5,0.36666666666666664,14.036666666666617,-16.875,1.4407116692830964,-416.7999999999993,2.141152265728263,6.46731685436174,1.0103166986564283,40.63333333333333,26.5,0.7666666666666667,0.23333333333333334,0.16666666666666666,0.0,0,0.0,0,31.129261363636363,2.5,none_sm0p75_tm1p00_d15,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
32,236.97500000000218,1722.4750000000022,1485.5,0.25,7.405468750000068,-26.625,1.159525412319086,-348.375,0.8685418544985588,2.1775992865688405,0.6802296376031638,34.5625,16.5,0.8125,0.1875,0.125,0.0,0,0.0,0,33.20454545454545,2.5,none_sm0p75_tm1p00_d15,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
28,-228.375,821.25,1049.625,0.21428571428571427,-8.15625,-33.0,0.782422293676313,-566.3000000000029,-1.5439607274110767,-4.07986053571553,-0.40327564894931806,36.285714285714285,19.5,0.8214285714285714,0.17857142857142858,0.07142857142857142,0.0,0,0.0,0,28.329639889196674,2.5,none_sm0p75_tm1p00_d15,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
42,204.52499999999418,1993.6499999999942,1789.125,0.2619047619047619,4.869642857142718,-23.0625,1.1143156570949453,-629.9250000000029,0.685833094616363,1.8860824861469938,0.3246815097035254,33.95238095238095,16.0,0.8095238095238095,0.19047619047619047,0.07142857142857142,0.0,0,0.0,0,42.14423076923077,2.5,none_sm0p75_tm1p00_d15,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
32,-1425.375,908.625,2334.0,0.21875,-44.54296875,-58.5,0.3892994858611825,-1298.125,-6.1798177261416045,-9.838807967653576,-1.0980259990370727,38.25,13.5,0.90625,0.0625,0.1875,0.03125,0,0.0,1,34.37647058823529,2.5,none_sm0p75_tm1p00_d15,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
8,-126.42500000000291,437.8249999999971,564.25,0.25,-15.803125000000364,-45.75,0.7759415152857724,-264.875,-1.5941765454221797,-3.850123403203905,-0.4773006134969435,43.375,22.5,0.875,0.125,0.25,0.0,0,0.0,0,45.65625,2.5,none_sm0p75_tm1p00_d15,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,15,none,none,{}
26,-104.95000000000073,876.0499999999993,981.0,0.3076923076923077,-4.036538461538489,-28.6875,0.8930173292558606,-376.5,-0.7530762541748565,-1.7204192664876745,-0.2787516600265624,46.19230769230769,37.5,0.8076923076923077,0.19230769230769232,0.11538461538461539,0.0,0,0.0,0,27.6865889212828,2.5,none_sm0p75_tm1p00_d30,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
26,584.2999999999993,1412.6749999999993,828.375,0.38461538461538464,22.473076923076896,-16.125,1.7053568733967095,-262.5,3.1681043928057933,8.376265391211724,2.225904761904759,59.96153846153846,64.0,0.7692307692307693,0.23076923076923078,0.2692307692307692,0.0,0,0.0,0,26.978693181818183,2.5,none_sm0p75_tm1p00_d30,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
29,427.4500000000007,1735.8250000000007,1308.375,0.3103448275862069,14.739655172413817,-30.5,1.3267029712429546,-345.75,2.001467695796303,5.440780059320861,1.236297903109185,56.0,43.0,0.7931034482758621,0.1724137931034483,0.20689655172413793,0.034482758620689655,0,0.0,1,30.091619318181817,2.5,none_sm0p75_tm1p00_d30,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
25,-179.60000000000218,956.6499999999978,1136.25,0.36,-7.184000000000087,-30.375,0.84193619361936,-407.62500000000364,-1.143067446240692,-2.4790091136123222,-0.4406010426249631,40.48,22.0,0.76,0.24,0.12,0.0,0,0.0,0,25.29432132963989,2.5,none_sm0p75_tm1p00_d30,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
31,-230.10000000000582,1329.3999999999942,1559.5,0.2903225806451613,-7.422580645161478,-42.375,0.8524527092016635,-690.0,-0.9864037015874032,-2.235771960348479,-0.33347826086957366,50.83870967741935,45.0,0.8064516129032258,0.1935483870967742,0.16129032258064516,0.0,0,0.0,0,31.106456043956044,2.5,none_sm0p75_tm1p00_d30,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
28,-597.5500000000029,1117.199999999997,1714.75,0.25,-21.34107142857153,-29.25,0.6515235457063695,-945.75,-2.6559215085014314,-4.5778046626800295,-0.631826592651338,43.82142857142857,33.5,0.8928571428571429,0.10714285714285714,0.21428571428571427,0.0,0,0.0,1,30.079411764705885,2.5,none_sm0p75_tm1p00_d30,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
6,-16.67500000000291,497.8249999999971,514.5,0.3333333333333333,-2.7791666666671517,-54.0,0.9675898931000916,-454.125,-0.22715926733769096,-0.5901153081102011,-0.03671896504267087,44.833333333333336,19.5,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0,0.0,0,34.2421875,2.5,none_sm0p75_tm1p00_d30,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.0,30,none,none,{}
41,-523.84375,949.90625,1473.75,0.17073170731707318,-12.776676829268293,-26.625,0.6445504664970314,-635.9375,-2.5918678602337017,-5.134299178952734,-0.8237346437346438,33.46341463414634,10.0,0.8780487804878049,0.12195121951219512,0.0975609756097561,0.0,0,0.0,0,43.65962099125365,2.5,none_sm0p75_tm1p25_d0,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
36,123.625,1295.25,1171.625,0.2777777777777778,3.4340277777777777,-31.6875,1.105515843379921,-436.65625,0.5869350633050566,1.8589319843985455,0.28311744077864454,36.166666666666664,13.0,0.8611111111111112,0.1388888888888889,0.16666666666666666,0.0,0,0.0,0,37.35511363636363,2.5,none_sm0p75_tm1p25_d0,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
38,-78.0625,1538.6875,1616.75,0.15789473684210525,-2.054276315789474,-33.75,0.9517164063708057,-532.375,-0.25386381485032483,-0.8493581856533451,-0.14663066447522893,27.31578947368421,7.0,0.8947368421052632,0.10526315789473684,0.10526315789473684,0.0,0,0.0,0,39.43039772727273,2.5,none_sm0p75_tm1p25_d0,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
36,152.15625,1018.40625,866.25,0.19444444444444445,4.2265625,-16.875,1.1756493506493506,-457.875,0.8354636715636017,2.8886598357147917,0.3323095823095823,22.75,5.0,0.8611111111111112,0.1388888888888889,0.08333333333333333,0.0,0,0.0,0,36.42382271468144,2.5,none_sm0p75_tm1p25_d0,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
43,652.375,1964.125,1311.75,0.2558139534883721,15.171511627906977,-18.0,1.4973318086525633,-348.375,2.2570669891648514,8.059889667965031,1.8726228919985648,27.790697674418606,8.0,0.813953488372093,0.18604651162790697,0.06976744186046512,0.0,0,0.0,0,43.14766483516483,2.5,none_sm0p75_tm1p25_d0,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
41,-1344.65625,1078.09375,2422.75,0.14634146341463414,-32.796493902439025,-48.375,0.4449876173769477,-1508.625,-5.023119482576434,-10.737207529451089,-0.8913124533929903,34.390243902439025,9.0,0.9512195121951219,0.024390243902439025,0.14634146341463414,0.024390243902439025,0,0.0,0,44.04485294117647,2.5,none_sm0p75_tm1p25_d0,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
7,588.40625,771.03125,182.625,0.42857142857142855,84.05803571428571,-22.5,4.221937029431896,-160.125,7.904019353035047,42.71940780387133,3.6746682279469165,25.0,4.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0,0.0,0,39.94921875,2.5,none_sm0p75_tm1p25_d0,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,0,none,none,{}
35,-520.15625,791.71875,1311.875,0.17142857142857143,-14.861607142857142,-22.5,0.6035016674606956,-616.75,-2.8774863844800214,-4.791745336621198,-0.843382650993109,36.0,10.0,0.8857142857142857,0.11428571428571428,0.08571428571428572,0.0,0,0.0,0,37.27040816326531,2.5,none_sm0p75_tm1p25_d5,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
32,380.1875,1335.5625,955.375,0.3125,11.880859375,-25.5,1.3979458327881722,-445.25,1.9676792331355517,7.0551446473626305,0.8538742279618192,42.78125,16.5,0.875,0.125,0.21875,0.0,0,0.0,0,33.20454545454545,2.5,none_sm0p75_tm1p25_d5,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
35,113.0625,1726.3125,1613.25,0.2,3.2303571428571427,-34.875,1.0700836820083681,-495.75,0.37326433895555383,1.2149366450044121,0.22806354009077157,27.228571428571428,7.0,0.8571428571428571,0.14285714285714285,0.11428571428571428,0.0,0,0.0,0,36.31747159090909,2.5,none_sm0p75_tm1p25_d5,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
34,-228.8125,955.4375,1184.25,0.17647058823529413,-6.729779411764706,-32.625,0.8067869959890226,-634.21875,-1.2267973260064944,-2.9665152213315236,-0.36077851687607787,23.705882352941178,6.5,0.8529411764705882,0.14705882352941177,0.029411764705882353,0.0,0,0.0,0,34.40027700831025,2.5,none_sm0p75_tm1p25_d5,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
38,469.1875,1872.0625,1402.875,0.2631578947368421,12.34703947368421,-22.6875,1.334447117526508,-427.75,1.6662036770991648,5.469273344195197,1.0968731735827002,36.473684210526315,17.0,0.7894736842105263,0.18421052631578946,0.05263157894736842,0.02631578947368421,0,0.0,0,38.130494505494504,2.5,none_sm0p75_tm1p25_d5,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
35,-1672.375,455.5,2127.875,0.17142857142857143,-47.78214285714286,-51.75,0.21406332608823356,-1604.25,-9.865018750236668,-13.39626860167499,-1.0424653264765467,36.42857142857143,19.0,0.9428571428571428,0.0,0.14285714285714285,0.05714285714285714,0,0.0,1,37.599264705882355,2.5,none_sm0p75_tm1p25_d5,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
6,642.25,849.625,207.375,0.5,107.04166666666667,58.8125,4.09704641350211,-66.375,8.680138009605125,33.40007175499413,9.67608286252354,48.166666666666664,39.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0,0.0,0,34.2421875,2.5,none_sm0p75_tm1p25_d5,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,5,none,none,{}
29,-536.15625,706.71875,1242.875,0.20689655172413793,-18.48814655172414,-23.625,0.5686161118374736,-632.46875,-3.2786136771164855,-5.172540842031298,-0.8477197489994565,41.0,30.0,0.8620689655172413,0.13793103448275862,0.10344827586206896,0.0,0,0.0,0,30.88119533527697,2.5,none_sm0p75_tm1p25_d10,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
35,-456.0,923.625,1379.625,0.22857142857142856,-13.028571428571428,-28.125,0.6694754009241641,-1009.0,-2.3061006696423334,-5.817824036492952,-0.4519326065411298,32.6,13.0,0.8857142857142857,0.11428571428571428,0.11428571428571428,0.0,0,0.0,0,36.31747159090909,2.5,none_sm0p75_tm1p25_d10,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
27,-101.0,1195.875,1296.875,0.25925925925925924,-3.740740740740741,-24.375,0.9221204819277108,-487.5,-0.47649083693905714,-0.9378610519911195,-0.20717948717948717,44.22222222222222,26.0,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.0,0,0.0,1,28.016335227272727,2.5,none_sm0p75_tm1p25_d10,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
32,255.1875,1290.9375,1035.75,0.28125,7.974609375,-27.75,1.24637943519189,-285.0,1.3165001236783798,4.603848248432887,0.8953947368421052,35.34375,23.0,0.8125,0.1875,0.09375,0.0,0,0.0,0,32.37673130193906,2.5,none_sm0p75_tm1p25_d10,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
40,430.59375,2017.96875,1587.375,0.275,10.76484375,-23.25,1.2712615166548547,-539.75,1.4323016689190382,4.144295840316841,0.7977651690597499,38.625,21.5,0.8,0.175,0.075,0.025,0,0.0,0,40.137362637362635,2.5,none_sm0p75_tm1p25_d10,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
36,-912.59375,1300.53125,2213.125,0.25,-25.34982638888889,-36.0,0.5876447331262356,-725.21875,-3.142788858577697,-6.070923517080044,-1.2583703193002111,40.666666666666664,17.0,0.9166666666666666,0.05555555555555555,0.19444444444444445,0.027777777777777776,0,0.0,1,38.673529411764704,2.5,none_sm0p75_tm1p25_d10,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
7,-414.75,158.0,572.75,0.14285714285714285,-59.25,-59.625,0.27586206896551724,-349.25,-9.165808029459935,-16.871542546051494,-1.187544738725841,48.142857142857146,21.0,1.0,0.0,0.2857142857142857,0.0,0,0.0,0,39.94921875,2.5,none_sm0p75_tm1p25_d10,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,10,none,none,{}
25,-274.59375,880.78125,1155.375,0.28,-10.98375,-32.25,0.7623336579032781,-562.875,-1.6655497822321856,-2.9421232078303965,-0.4878414390406396,46.64,37.0,0.8,0.2,0.08,0.0,0,0.0,0,26.621720116618075,2.5,none_sm0p75_tm1p25_d15,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
30,540.71875,1496.21875,955.5,0.36666666666666664,18.023958333333333,-16.875,1.5659013605442176,-315.09375,2.5634724541344753,8.30443952824608,1.716056729148071,45.3,26.5,0.8333333333333334,0.16666666666666666,0.23333333333333334,0.0,0,0.0,0,31.129261363636363,2.5,none_sm0p75_tm1p25_d15,2021,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
31,32.3125,1466.4375,1434.125,0.25806451612903225,1.0423387096774193,-26.25,1.0225311601150526,-348.375,0.13287419877615403,0.29692447282310375,0.09275206315034087,42.645161290322584,19.0,0.9354838709677419,0.06451612903225806,0.25806451612903225,0.0,0,0.0,1,32.16690340909091,2.5,none_sm0p75_tm1p25_d15,2022,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
28,-72.0625,977.5625,1049.625,0.21428571428571427,-2.5736607142857144,-33.0,0.9313445278075503,-533.46875,-0.4259558392940947,-1.2873779960810088,-0.13508288911018687,39.67857142857143,20.5,0.8571428571428571,0.14285714285714285,0.10714285714285714,0.0,0,0.0,0,28.329639889196674,2.5,none_sm0p75_tm1p25_d15,2023,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
42,348.46875,2159.09375,1810.625,0.23809523809523808,8.296875,-23.125,1.1924577148774596,-771.59375,1.0552138763452132,3.221927970092477,0.45162204851970356,36.833333333333336,16.5,0.8571428571428571,0.14285714285714285,0.11904761904761904,0.0,0,0.0,0,42.14423076923077,2.5,none_sm0p75_tm1p25_d15,2024,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
32,-1342.5,991.5,2334.0,0.21875,-41.953125,-58.5,0.42480719794344474,-1276.375,-5.477161353366071,-9.266754150013103,-1.0518068749387914,38.6875,14.0,0.90625,0.03125,0.1875,0.0625,0,0.0,1,34.37647058823529,2.5,none_sm0p75_tm1p25_d15,2025,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
8,-42.59375,521.65625,564.25,0.25,-5.32421875,-45.75,0.9245126273814799,-264.875,-0.4664792156727622,-1.2971421293669174,-0.16080698442661634,44.625,27.5,0.875,0.125,0.25,0.0,0,0.0,0,45.65625,2.5,none_sm0p75_tm1p25_d15,2026,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,15,none,none,{}
26,27.625,1008.625,981.0,0.3076923076923077,1.0625,-28.6875,1.0281600407747196,-358.59375,0.17984749465719763,0.4528497592827221,0.07703703703703704,52.88461538461539,50.0,0.8461538461538461,0.15384615384615385,0.15384615384615385,0.0,0,0.0,0,27.6865889212828,2.5,none_sm0p75_tm1p25_d30,2020,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.25,30,none,none,{}
