trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2025-01-02,short,1,2025-01-02 13:35:00-05:00,5879.0,5897.330208333334,5833.174479166666,2025-01-02 14:10:00-05:00,5897.580208333334,stop,50000.0,,,95.40104166666879,95.40104166666879,95.40104166666879,29395.0,0.5879,-18.580208333333758,-74.32083333333503,-92.90104166666879,2.5,-95.40104166666879,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-02 13:30:00-05:00,7,35.0,-92.90104166666879,13.0,13.302083333333334,15.0,-21.00062138703379,4.25,-22.5,21.25,-112.5,0.22274389911011133,-1.1792324070535305
2,2025-01-03,long,1,2025-01-03 11:05:00-05:00,5966.25,5952.841666666666,5999.770833333334,2025-01-03 11:10:00-05:00,5952.591666666666,stop,50000.0,,,70.79166666666879,70.79166666666879,70.79166666666879,29831.25,0.596625,-13.658333333333758,-54.63333333333503,-68.29166666666879,2.5,-70.79166666666879,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-03 11:00:00-05:00,1,5.0,-68.29166666666879,11.0,11.583333333333334,9.75,15.395631281772694,0.25,-14.0,1.25,-70.0,0.017657445556209007,-0.9888169511477043
3,2025-01-03,long,1,2025-01-03 12:55:00-05:00,5976.25,5970.058333333333,5991.729166666666,2025-01-03 13:55:00-05:00,5986.25,time_stop,50000.0,,,34.70833333333303,34.70833333333303,34.70833333333303,29881.25,0.597625,10.0,40.0,50.0,2.5,47.5,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-03 12:50:00-05:00,12,60.0,50.0,12.0,9.416666666666666,4.5,9.535696005238606,13.25,-4.0,66.25,-20.0,1.9087635054021774,-0.5762304921968838
4,2025-01-03,long,1,2025-01-03 14:35:00-05:00,5994.0,5987.44375,6010.390624999999,2025-01-03 15:05:00-05:00,5987.19375,stop,50000.0,,,36.53124999999818,36.53124999999818,36.53124999999818,29970.0,0.5994,-6.806249999999636,-27.224999999998545,-34.03124999999818,2.5,-36.53124999999818,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-03 14:30:00-05:00,6,30.0,-34.03124999999818,14.0,5.5625,4.75,8.69414529619371,2.75,-9.25,13.75,-46.25,0.37639007698889815,-1.2660393498717482
5,2025-01-06,long,1,2025-01-06 11:15:00-05:00,6061.75,6055.603645833334,6077.115885416666,2025-01-06 12:15:00-05:00,6059.5,time_stop,50000.0,,,34.48177083333121,34.48177083333121,34.48177083333121,30308.75,0.606175,-2.25,-9.0,-11.25,2.5,-13.75,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-06 11:10:00-05:00,12,60.0,-11.25,11.0,6.463541666666667,7.25,20.730471792247954,6.5,-3.25,32.5,-16.25,0.9425269994713971,-0.47126349973569853
6,2025-01-07,short,1,2025-01-07 14:20:00-05:00,5976.25,5984.117708333333,5956.580729166667,2025-01-07 15:15:00-05:00,5956.830729166667,target,50000.0,,,43.08854166666606,43.08854166666606,43.08854166666606,29881.25,0.597625,19.41927083333303,77.67708333333212,97.09635416666515,2.5,94.59635416666515,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-07 14:15:00-05:00,11,55.0,97.09635416666515,14.0,8.677083333333334,7.75,-3.911993007392084,22.75,-2.75,113.75,-13.75,2.639912969902128,-0.31911035899915835
7,2025-01-13,long,1,2025-01-13 13:30:00-05:00,5858.25,5848.0140625,5883.839843749999,2025-01-13 14:30:00-05:00,5863.75,time_stop,50000.0,,,54.92968749999818,54.92968749999818,54.92968749999818,29291.25,0.585825,5.5,22.0,27.5,2.5,25.0,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-13 13:25:00-05:00,12,60.0,27.5,13.0,9.859375,9.0,5.153353332942061,6.25,-8.0,31.25,-40.0,0.5689091167686151,-0.7282036694638273
8,2025-01-14,long,1,2025-01-14 14:20:00-05:00,5896.5,5887.953645833333,5917.865885416667,2025-01-14 14:55:00-05:00,5887.703645833333,stop,50000.0,,,46.48177083333394,46.48177083333394,46.48177083333394,29482.5,0.58965,-8.796354166666788,-35.18541666666715,-43.98177083333394,2.5,-46.48177083333394,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-14 14:15:00-05:00,7,35.0,-43.98177083333394,14.0,7.963541666666667,8.0,10.61344049278523,2.25,-19.75,11.25,-98.75,0.242030365846823,-2.1244887668776684
9,2025-01-15,long,1,2025-01-15 12:35:00-05:00,5975.5,5964.511979166667,6002.970052083334,2025-01-15 13:35:00-05:00,5984.0,time_stop,50000.0,,,58.69010416666697,58.69010416666697,58.69010416666697,29877.5,0.59755,8.5,34.0,42.5,2.5,40.0,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-15 12:30:00-05:00,12,60.0,42.5,12.0,9.880208333333334,9.25,9.137575071289575,11.25,-5.75,56.25,-28.75,0.9584239251009402,-0.4898611172738139
10,2025-01-15,long,1,2025-01-15 14:30:00-05:00,5993.0,5985.161458333333,6012.596354166668,2025-01-15 15:30:00-05:00,5998.0,time_stop,50000.0,,,42.94270833333485,42.94270833333485,42.94270833333485,29965.0,0.5993,5.0,20.0,25.0,2.5,22.5,impc_ef12_es34_sl3_pb3_pm0p3_tr2p5,2025-01-15 14:25:00-05:00,12,60.0,25.0,14.0,5.885416666666667,4.5,8.480721942994023,8.25,-1.25,41.25,-6.25,0.960582171012701,-0.1455427531837426
