entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,2,-4.166666666665151,-2.0833333333325754,0.5
11.0,8,-291.86979166666333,-36.48372395833292,0.125
12.0,5,23.615885416661513,4.723177083332303,0.4
13.0,4,-50.65104166666515,-12.662760416666288,0.5
14.0,2,-150.4921874999991,-75.24609374999955,0.0
15.0,1,-17.5,-17.5,0.0
