hour,bars,net_bar_pnl_usd,avg_bar_pnl_usd
09:00,52365,-5.5,-0.00010503198701422705
10:00,104753,-17.5,-0.00016705965461609693
11:00,104652,0.0,0.0
12:00,104577,0.0,0.0
13:00,101107,0.0,0.0
14:00,100919,0.0,0.0
15:00,100980,0.0,0.0
