scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,44237.5,0.9954857182282836,1.1836490226508323,1.1612941451000125,39.497767857142854,-12582.0,1120,1120,1.0,0.49375,575.9556962025316,-483.7142857142857,0.375,0.13482142857142856,0.6861744505494506
is,11121.0,0.3635932203875882,0.4246302723323304,1.055767842098929,14.130876747141041,-12582.0,787,787,1.0,0.47395171537484115,564.4423592493298,-481.6811594202899,0.38881829733163914,0.1181702668360864,0.6836347049815918
oos,33116.5,2.4086293356106596,2.958414718170045,1.442438209752839,99.44894894894895,-8269.5,333,333,1.0,0.5405405405405406,599.8138888888889,-489.2156862745098,0.34234234234234234,0.17417417417417416,0.6921767921767922
