trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd
1,2019-05-06,long,1,2019-05-06 09:58:00-04:00,7749.25,7676.0,7895.75,2019-05-06 16:00:00-04:00,7808.5,time_exit,50000.0,0.5,250.0,149.5,149.5,149.5,15498.5,0.30997,59.25,237.0,118.5,2.5,116.0
2,2019-05-08,long,2,2019-05-08 09:49:00-04:00,7654.25,7600.25,7762.25,2019-05-08 20:46:00-04:00,7600.0,stop,50000.0,0.5,250.0,111.0,222.0,222.0,30617.0,0.61234,-54.25,-217.0,-217.0,5.0,-222.0
3,2019-05-09,long,2,2019-05-09 12:32:00-04:00,7568.5,7527.5,7650.5,2019-05-09 20:24:00-04:00,7650.25,target,50000.0,0.5,250.0,85.0,170.0,170.0,30274.0,0.60548,81.75,327.0,327.0,5.0,322.0
4,2019-05-10,long,3,2019-05-10 09:47:00-04:00,7584.0,7553.5,7645.0,2019-05-10 09:56:00-04:00,7553.25,stop,50000.0,0.5,250.0,64.0,192.0,192.0,45504.0,0.91008,-30.75,-123.0,-184.5,7.5,-192.0
5,2019-05-14,long,3,2019-05-14 10:18:00-04:00,7398.75,7366.75,7462.75,2019-05-14 16:00:00-04:00,7412.5,time_exit,50000.0,0.5,250.0,67.0,201.0,201.0,44392.5,0.88785,13.75,55.0,82.5,7.5,75.0
6,2019-05-15,long,2,2019-05-15 09:48:00-04:00,7407.75,7362.5,7498.25,2019-05-15 11:25:00-04:00,7498.0,target,50000.0,0.5,250.0,93.5,187.0,187.0,29631.0,0.59262,90.25,361.0,361.0,5.0,356.0
7,2019-05-17,long,2,2019-05-17 09:48:00-04:00,7566.5,7515.75,7668.0,2019-05-17 15:16:00-04:00,7515.5,stop,50000.0,0.5,250.0,104.5,209.0,209.0,30266.0,0.60532,-51.0,-204.0,-204.0,5.0,-209.0
8,2019-05-20,long,2,2019-05-20 10:26:00-04:00,7418.5,7361.0,7533.5,2019-05-20 16:00:00-04:00,7392.0,time_exit,50000.0,0.5,250.0,118.0,236.0,236.0,29674.0,0.59348,-26.5,-106.0,-106.0,5.0,-111.0
9,2019-05-22,long,3,2019-05-22 09:55:00-04:00,7450.5,7419.75,7512.0,2019-05-22 13:10:00-04:00,7419.5,stop,50000.0,0.5,250.0,64.5,193.5,193.5,44703.0,0.89406,-31.0,-124.0,-186.0,7.5,-193.5
10,2019-06-04,long,3,2019-06-04 10:23:00-04:00,7069.5,7031.5,7145.5,2019-06-04 13:04:00-04:00,7145.25,target,50000.0,0.5,250.0,79.0,237.0,237.0,42417.0,0.84834,75.75,303.0,454.5,7.5,447.0
11,2019-06-13,long,3,2019-06-13 09:47:00-04:00,7530.75,7496.25,7599.75,2019-06-13 11:06:00-04:00,7496.0,stop,50000.0,0.5,250.0,72.0,216.0,216.0,45184.5,0.90369,-34.75,-139.0,-208.5,7.5,-216.0
12,2019-06-18,long,1,2019-06-18 09:49:00-04:00,7678.5,7597.5,7840.5,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,0.5,250.0,165.0,165.0,165.0,15357.0,0.30714,-40.25,-161.0,-80.5,2.5,-83.0
13,2019-06-19,long,2,2019-06-19 14:02:00-04:00,7686.25,7638.25,7782.25,2019-06-19 16:00:00-04:00,7699.0,time_exit,50000.0,0.5,250.0,99.0,198.0,198.0,30745.0,0.6149,12.75,51.0,51.0,5.0,46.0
14,2019-07-10,long,2,2019-07-10 09:49:00-04:00,7942.25,7887.0,8052.75,2019-07-10 11:18:00-04:00,7886.75,stop,50000.0,0.5,250.0,113.5,227.0,227.0,31769.0,0.63538,-55.5,-222.0,-222.0,5.0,-227.0
15,2019-08-01,long,1,2019-08-01 09:51:00-04:00,7931.5,7867.0,8060.5,2019-08-01 13:40:00-04:00,7866.75,stop,50000.0,0.5,250.0,132.0,132.0,132.0,15863.0,0.31726,-64.75,-259.0,-129.5,2.5,-132.0
16,2019-08-06,long,2,2019-08-06 10:04:00-04:00,7530.5,7489.25,7613.0,2019-08-06 10:14:00-04:00,7489.0,stop,50000.0,0.5,250.0,85.5,171.0,171.0,30122.0,0.60244,-41.5,-166.0,-166.0,5.0,-171.0
17,2019-08-07,long,2,2019-08-07 10:11:00-04:00,7465.75,7417.0,7563.25,2019-08-07 15:00:00-04:00,7563.0,target,50000.0,0.5,250.0,100.5,201.0,201.0,29863.0,0.59726,97.25,389.0,389.0,5.0,384.0
18,2019-08-08,long,3,2019-08-08 09:57:00-04:00,7620.75,7583.0,7696.25,2019-08-08 12:33:00-04:00,7696.0,target,50000.0,0.5,250.0,78.5,235.5,235.5,45724.5,0.91449,75.25,301.0,451.5,7.5,444.0
