scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,23199.5,0.6221764588505398,0.5868060728999902,1.1326883700712644,21.033091568449684,-8323.5,1103,1103,0.6313680595306239,-750.0,8,6.0,672.0,0.0,554.0,False,-463.5
is,184.5,0.008215125408567146,0.007353265932242977,1.0015857190741808,0.23898963730569947,-8323.5,772,772,0.6317512274959084,-750.0,8,69.0,609.0,0.0,554.0,False,-463.5
oos,23015.0,1.6287502993860385,1.5983801655119376,1.3934793387016806,69.53172205438067,-6370.0,331,331,0.6304761904761905,-750.0,7,3.0,222.0,0.0,46.0,True,1489.5
