config_type,config_id,aggregation_rule,threshold,atr_period,q_low_pct,q_high_pct,pair,low_threshold_is,high_threshold_is,n_subsignals,selected_days_total,selected_days_is,selected_days_oos,selection_rate_total,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_max_drawdown_abs,overall_return_over_drawdown,overall_nb_trades,overall_pct_days_traded,overall_avg_winner,overall_avg_loser,overall_hit_ratio,overall_worst_day,overall_worst_5day_drawdown,overall_max_losing_streak,overall_trade_losing_streak,overall_composite_score,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_max_drawdown_abs,is_return_over_drawdown,is_nb_trades,is_pct_days_traded,is_avg_winner,is_avg_loser,is_hit_ratio,is_worst_day,is_worst_5day_drawdown,is_max_losing_streak,is_trade_losing_streak,is_composite_score,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_max_drawdown_abs,oos_return_over_drawdown,oos_nb_trades,oos_pct_days_traded,oos_avg_winner,oos_avg_loser,oos_hit_ratio,oos_worst_day,oos_worst_5day_drawdown,oos_max_losing_streak,oos_trade_losing_streak,oos_composite_score,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,neighbor_score_mean,drift_penalty,local_robustness_score,robust_flag,stability_gap,ensemble_robustness_score
point_cell,atr26_q30_q90,point,,26.0,30.0,90.0,q30/q90,1.5373076923076994,3.5026923076923078,1,755,510,245,0.432169433314253,3896.0000000057416,0.07164620259423395,1.0157838232017575,5.160264900669857,-19691.99999999682,19691.99999999682,0.19784684135721972,755,0.432169433314253,712.3039772727292,-612.4937965260419,0.46622516556291393,-750.0,-3580.9999999998854,12,12,-2.1859204537767885,5760.000000003709,0.1556224083584092,1.0351075014856923,11.294117647066097,-17207.499999998578,17207.499999998578,0.3347377596980494,510,0.41734860883797054,690.3556910569148,-621.4678030302929,0.4823529411764706,-750.0,-2934.9999999999636,7,7,-1.6186223956332442,-1863.9999999979618,-0.10761554614087065,0.9774790829734131,-7.6081632652978035,-10381.999999999685,10381.999999999685,-0.1795415141589307,245,0.4666666666666667,763.2405660377322,-595.4496402877525,0.4326530612244898,-750.0,-3580.9999999998854,12,12,-2.9980366695506766,-0.2632379544992799,-0.05762841851227918,-18.9022809123639,-3.3945620737093125,0.9274217075205545,-3.0755908658914346,False,,
point_cell,atr26_q28_q90,point,,26.0,28.0,90.0,q28/q90,1.4692307692307913,3.5026923076923078,1,774,527,247,0.4430452203777905,5894.5000000059235,0.10751388036390508,1.0235642384847492,7.615633074943053,-17708.999999996784,17708.999999996784,0.33285335140363626,774,0.4430452203777905,703.4079670329692,-610.1121951219386,0.4702842377260982,-750.0,-3580.9999999998854,12,12,-1.9812913359406648,8405.50000000385,0.22453434720253107,1.0504378924755944,15.949715370026283,-16432.499999998552,16432.499999998552,0.5115168111976018,527,0.43126022913256956,681.1517509727672,-617.224074074064,0.4876660341555977,-750.0,-2922.999999999961,7,7,-1.3046974486160687,-2510.9999999979273,-0.14470261127002945,0.9699265229862926,-10.165991902825617,-10300.999999999676,10300.999999999676,-0.24376274148121602,247,0.4704761904761905,756.8644859813048,-596.3964285714111,0.4331983805668016,-750.0,-3580.9999999998854,12,12,-3.1456793935602163,-0.36923695847256055,-0.08051136948930182,-26.1157072728519,-3.4963268700694825,1.0636570006493533,-3.2378704235263176,False,,
point_cell,atr26_q29_q90,point,,26.0,29.0,90.0,q29/q90,1.5076923076923112,3.5026923076923078,1,764,518,246,0.4373211219232971,5556.000000005837,0.10183056243648643,1.022416693900795,7.272251308908164,-17949.9999999968,17949.9999999968,0.3095264623959236,764,0.4373211219232971,707.840782122907,-610.4704433497411,0.468586387434555,-750.0,-3580.9999999998854,12,12,-2.0137820327829434,8148.000000003777,0.21924015917478404,1.0495754629446774,15.729729729737022,-16781.499999998563,16781.499999998563,0.4855346661504916,518,0.4238952536824877,684.5376984127028,-617.8778195488621,0.4864864864864865,-750.0,-2922.999999999961,7,7,-1.3339603910824103,-2591.9999999979373,-0.1493742345865205,0.9689564108245591,-10.536585365845273,-10381.999999999683,10381.999999999683,-0.24966287805798654,246,0.4685714285714286,763.2405660377322,-596.3964285714111,0.43089430894308944,-750.0,-3580.9999999998854,12,12,-3.164198183841824,-0.36861439376130456,-0.08061905212011833,-26.266315095582293,-3.428327566816844,1.0737067759987438,-3.23592274400102,False,,
point_cell,atr28_q30_q90,point,,28.0,30.0,90.0,q30/q90,1.539285714285733,3.4110714285714847,1,750,510,240,0.4293073840870063,3959.500000005739,0.07344386379539976,1.016276856607885,5.279333333340985,-16256.499999996837,16256.499999996837,0.2435641128168123,750,0.4293073840870063,702.3267045454567,-611.2047738693342,0.4693333333333333,-750.0,-3580.9999999998854,10,10,-2.104444961833881,6730.500000003696,0.18314045973373816,1.0415812039737298,13.19705882353666,-15799.999999998578,15799.999999998578,0.42598101265850014,510,0.41734860883797054,677.0863453815306,-620.168582375469,0.48823529411764705,-750.0,-2922.999999999961,7,7,-1.4733397195600468,-2770.999999997959,-0.16185363188317142,0.9659563489382333,-11.545833333324829,-9002.999999999556,9002.999999999556,-0.3077862934575248,240,0.45714285714285713,763.3446601941712,-594.1277372262598,0.42916666666666664,-750.0,-3580.9999999998854,10,10,-3.2081931099956416,-0.3449940916169096,-0.07562485503549643,-24.742892156861487,-3.415373936020771,1.1091538216904226,-3.2719151520094862,False,,
point_cell,atr27_q30_q91,point,,27.0,30.0,91.0,q30/q91,1.540740740740761,3.5366666666666844,1,763,518,245,0.4367487120778477,2799.500000005792,0.05134491434980241,1.0112448234448477,3.6690694626550355,-18212.99999999641,18212.99999999641,0.15370888925527612,763,0.4367487120778477,707.186797752811,-611.6928746928622,0.46657929226736566,-750.0,-3580.9999999998854,12,12,-2.279451621653521,5782.500000003768,0.1556979313555979,1.0349436942721582,11.163127413134687,-15954.499999998116,15954.499999998116,0.36243693002002264,518,0.4238952536824877,682.322709163351,-619.7771535580424,0.48455598455598453,-750.0,-2934.9999999999636,7,7,-1.600294039949255,-2982.9999999979773,-0.17202296201740264,0.9642662481956664,-12.175510204073376,-10381.999999999687,10381.999999999687,-0.28732421498729216,245,0.4666666666666667,766.6238095238054,-596.2749999999826,0.42857142857142855,-750.0,-3580.9999999998854,12,12,-3.254725027423642,-0.32772089337300053,-0.07067744607649173,-23.338637617208065,-3.492337663627761,1.1566215218662717,-3.3356421402921894,False,,
point_cell,atr27_q30_q90,point,,27.0,30.0,90.0,q30/q90,1.540740740740761,3.447407407407405,1,753,510,243,0.4310246136233543,4832.500000005696,0.08919925596074071,1.0197499228598699,6.417662682610486,-17307.499999996908,17307.499999996908,0.27921421349164,753,0.4310246136233543,706.8470254957526,-611.7112499999874,0.46879150066401065,-750.0,-3580.9999999998854,12,12,-2.071715842013106,7884.500000003689,0.21395248086816263,1.0486995139004933,15.45980392157586,-15126.999999998607,15126.999999998607,0.5212203345015148,510,0.41734860883797054,681.8694779116508,-620.3103448275763,0.48823529411764705,-750.0,-2934.9999999999636,7,7,-1.3173720624073337,-3051.99999999799,-0.17665652926830974,0.9631327498837561,-12.559670781884732,-10381.999999999687,10381.999999999687,-0.2939703332689349,243,0.46285714285714286,766.6490384615346,-595.5647482014215,0.4279835390946502,-750.0,-3580.9999999998854,12,12,-3.2746919273371105,-0.39060901013647237,-0.08556676401673724,-28.01947470346059,-3.3291322467037254,1.1521458032599132,-3.306476555423027,False,,
point_cell,atr29_q30_q90,point,,29.0,30.0,90.0,q30/q90,1.510344827586257,3.3900000000000046,1,750,510,240,0.4293073840870063,3262.000000005669,0.06038183779678998,1.0133624997952027,4.3493333333408914,-15136.999999998847,15136.999999998847,0.2154984475131081,750,0.4293073840870063,704.7806267806287,-611.8195488721681,0.468,-750.0,-3580.9999999998854,10,10,-2.163573866256271,6404.500000003649,0.17364267137787096,1.0393660374575342,12.557843137262056,-15136.999999998847,15136.999999998847,0.4231023320343619,510,0.41734860883797054,684.5971659919071,-618.5969581748952,0.4843137254901961,-750.0,-2922.999999999961,7,7,-1.4999516892520766,-3142.4999999979773,-0.18374351459165258,0.9614062020264282,-13.093749999991571,-9002.999999999558,9002.999999999558,-0.34905031656093877,240,0.45714285714285713,752.7163461538426,-598.7132352941001,0.43333333333333335,-750.0,-3580.9999999998854,10,10,-3.297588021856094,-0.35738618596952354,-0.07795983543110596,-25.651593137253627,-3.5618399065634763,1.1824089730321072,-3.388614882756962,False,,
point_cell,atr27_q29_q91,point,,27.0,29.0,91.0,q29/q91,1.4941481481481502,3.5366666666666844,1,774,526,248,0.4430452203777905,3815.0000000059345,0.06952676518215248,1.0151746879046242,4.928940568483119,-17732.499999996286,17732.499999996286,0.21514168898952396,774,0.4430452203777905,705.0290055248639,-610.2075242718321,0.46770025839793283,-750.0,-3580.9999999998854,12,12,-2.180097081392348,7021.000000003842,0.18747185925609655,1.0419878599408186,13.347908745254452,-16485.999999998065,16485.999999998065,0.4258765012740911,526,0.43044189852700493,683.2784313725534,-617.0295202951928,0.4847908745247148,-750.0,-2922.999999999961,7,7,-1.4668790277183898,-3205.9999999979086,-0.184450586871961,0.9619196940272596,-12.927419354830276,-10300.999999999676,10300.999999999676,-0.31123191923094934,248,0.4723809523809524,756.8644859813048,-597.0957446808335,0.4314516129032258,-750.0,-3580.9999999998854,12,12,-3.3006959289600357,-0.3719224461280576,-0.08006816591355892,-26.275328100084728,-3.5479473131668837,1.1776764208623218,-3.3857421083744406,False,,
point_cell,atr26_q27_q90,point,,26.0,27.0,90.0,q27/q90,1.4346153846153646,3.5026923076923078,1,784,535,249,0.44876931883228394,5324.500000006103,0.09665515425027855,1.0210346462292348,6.791454081640437,-18176.499999996737,18176.499999996737,0.29293318295640297,784,0.44876931883228394,700.4186991869941,-609.9518072289029,0.47066326530612246,-750.0,-3580.9999999998854,12,12,-2.044502719508065,8600.000000003982,0.22829006038048286,1.0509267483863571,16.07476635514763,-16201.499999998545,16201.499999998545,0.5308150479896772,535,0.43780687397708673,677.3664122137451,-618.5714285714184,0.4897196261682243,-750.0,-2922.999999999961,7,7,-1.2844279337107056,-3275.4999999978845,-0.18844368410881604,0.9611262758129838,-13.154618473887087,-10300.999999999676,10300.999999999676,-0.31797883700592056,249,0.4742857142857143,756.8644859813048,-593.3802816901233,0.42971887550200805,-750.0,-3580.9999999998854,12,12,-3.3144206673360777,-0.4167337444892989,-0.08980047257337331,-29.229384829034718,-3.59686453862118,1.1902411521756413,-3.410661914076438,False,,
point_cell,atr27_q29_q90,point,,27.0,29.0,90.0,q29/q90,1.4941481481481502,3.447407407407405,1,764,518,246,0.4373211219232971,5848.000000005838,0.10725146157644828,1.023663563049581,7.654450261787746,-16728.999999996795,16728.999999996795,0.3495725984820945,764,0.4373211219232971,704.6768802228434,-610.1999999999873,0.4698952879581152,-750.0,-3580.9999999998854,12,12,-1.9670691572342571,9123.00000000376,0.24546953905781302,1.0557519609131512,17.61196911197637,-15560.499999998567,15560.499999998567,0.5862922142607628,518,0.4238952536824877,682.8399209486209,-617.4924528301785,0.48841698841698844,-750.0,-2922.999999999961,7,7,-1.188638472978321,-3274.9999999979245,-0.18911777738419094,0.9607763292632773,-13.313008130072864,-10300.999999999676,10300.999999999676,-0.31793029802912603,246,0.4685714285714286,756.7971698113172,-596.3964285714111,0.43089430894308944,-750.0,-3580.9999999998854,12,12,-3.3206108158040197,-0.434587316442004,-0.09497563164987388,-30.924977242049238,-3.391790742363223,1.194738764431718,-3.364766345192934,False,,
