q_low_pct,q_high_pct,atr_count,median_overall_composite_score,mean_overall_composite_score,median_overall_sharpe,mean_overall_sharpe,median_overall_profit_factor,mean_overall_profit_factor,median_overall_net_pnl,mean_overall_net_pnl,median_overall_max_drawdown_abs,mean_overall_max_drawdown_abs,best_atr_by_score,best_overall_composite_score
0,70,7,-4.321298899763438,-4.320789546208121,-0.5145421296274446,-0.5575381851716812,0.8951587235521954,0.8873192244060591,-26816.25,-29125.535714285714,33237.5,33922.142857142855,30,-4.165697101534406
0,71,7,-4.344806988149016,-4.310386962663619,-0.5128040083278275,-0.5498069560595482,0.8968451639684516,0.8896986624771486,-27335.0,-28965.35714285714,31661.25,33674.28571428572,40,-4.111760958935488
0,72,7,-4.275320784963679,-4.229421916563627,-0.48356458581161016,-0.5229472781804634,0.9033629830458116,0.895909976781291,-26020.0,-27829.285714285714,30685.0,33155.892857142855,40,-3.9114999131284955
0,73,7,-4.187519875099409,-4.181793345917768,-0.5056456974734109,-0.503556849938202,0.9002810911447163,0.9003287690337741,-27316.25,-27007.14285714286,31298.75,32124.821428571428,40,-3.807897844541447
0,74,7,-4.097316320962709,-4.078546355399039,-0.459699545048467,-0.46075755052741557,0.9092513631431312,0.9092346637368067,-25193.75,-25002.678571428572,30078.75,30588.75,30,-3.8592010678646473
0,75,7,-4.045556217080349,-4.073720325216481,-0.4523284371564443,-0.4617432743358408,0.911536119766484,0.909746827789245,-24700.0,-25269.64285714286,30255.0,30942.678571428572,26,-3.889549119391154
0,76,7,-4.113355435209895,-4.1176156990550945,-0.4624279985034632,-0.47435752419872446,0.9104029628719497,0.9080302255860742,-25522.5,-26134.464285714286,31735.0,31635.0,30,-3.932686713503626
0,77,7,-4.1813739227827025,-4.203304973822549,-0.48732214934320517,-0.508681690074728,0.9061107754630132,0.9025859597719859,-27001.25,-28246.785714285714,32231.25,33225.892857142855,30,-3.9918617268714587
0,78,7,-4.163957790657455,-4.205195637093995,-0.4944640460272606,-0.5113150616046033,0.9060889889787422,0.9029621109209817,-27747.5,-28676.785714285714,33036.25,33300.0,60,-4.113510950147077
0,79,7,-4.187132610168654,-4.217330269817682,-0.48747453957363035,-0.511963124555293,0.9080429645899893,0.9037200143440274,-27631.25,-28974.285714285714,33063.75,33396.607142857145,40,-3.9670496559057304
0,80,7,-4.267000008038005,-4.2608643575758345,-0.521064024040473,-0.5274298359790807,0.9028761458180693,0.9016279950694954,-29826.25,-30053.39285714286,34421.25,34296.96428571428,60,-4.113697996896068
0,81,7,-4.231559271353675,-4.231481215677264,-0.5124365657771758,-0.5100864494681232,0.9046425873733969,0.9053655647774613,-29351.25,-29279.64285714286,33073.75,33301.607142857145,20,-4.090196023761654
0,82,7,-4.225795513417314,-4.222717258765585,-0.5022370104197882,-0.5024367462698723,0.9073034269157758,0.9073881034560891,-28993.75,-29060.0,33087.5,32875.357142857145,60,-4.047118605069886
0,83,7,-4.175075894736106,-4.176914919912078,-0.48062183102793293,-0.48216732115415356,0.9122019382818494,0.9114712586005853,-28038.75,-28076.964285714286,32207.5,32364.821428571428,60,-3.95809146949577
0,84,7,-4.191492274807398,-4.196730417559303,-0.4829807756769491,-0.486502515318691,0.9118445514441065,0.9112669952094394,-28305.0,-28518.928571428572,32021.25,32005.35714285714,14,-4.04443889301854
0,85,7,-4.177063767492066,-4.147173061533675,-0.462072190588652,-0.4657328757022267,0.9158348028415207,0.915465795337259,-27265.0,-27515.535714285714,31382.5,31528.035714285714,10,-3.946387918331271
0,86,7,-3.943051033609695,-4.016856438987435,-0.39432581249586124,-0.4140146081978276,0.928611628372534,0.9250854731669673,-23625.0,-24716.428571428572,29413.75,30019.821428571428,30,-3.838519446831512
0,87,7,-4.0132002119367165,-3.96927389446536,-0.39660104615342917,-0.39546724319174187,0.9282983619770775,0.928733579377683,-23796.25,-23776.964285714286,29413.75,29699.64285714286,14,-3.7654686202190506
0,88,7,-3.9636614943032704,-4.015023629179733,-0.38848379769290775,-0.4081208720817942,0.9302802941884807,0.9270651323985979,-23521.25,-24739.64285714286,29098.75,29412.5,10,-3.8213916154161787
0,89,7,-4.1846821906814515,-4.096094516942308,-0.46859017267710734,-0.4420151200570301,0.9170476860133414,0.9218263084461339,-28461.25,-26954.64285714286,30832.5,30669.10714285714,10,-3.755952132660263
0,90,7,-4.207834389841517,-4.170718419356308,-0.4814204035923006,-0.47098183224964835,0.9155836264333305,0.9174347250319963,-29521.25,-28881.964285714286,31586.25,31572.678571428572,10,-3.875299161734368
0,91,7,-4.183518915939408,-4.200857859974754,-0.46969869260021396,-0.48269679799043796,0.9181190687705346,0.9160041081186071,-29033.75,-29806.60714285714,31098.75,31957.14285714286,10,-4.141237327882578
0,92,7,-4.210103107268788,-4.253675662129487,-0.4894929636817504,-0.5177797379564454,0.9155082213550954,0.9107500841526183,-30503.75,-32157.14285714286,32568.75,34291.78571428572,14,-4.183532513167673
0,93,7,-4.269429744841388,-4.266495848503568,-0.5299652201179053,-0.5311115609425772,0.9091361960745242,0.9092145049952619,-33060.0,-33157.857142857145,35222.5,35306.42857142857,14,-4.1647828850839845
0,94,7,-4.286608774680563,-4.291377263754394,-0.5476383291044484,-0.5496299666927766,0.9071894541152611,0.9066788370478972,-34322.5,-34444.107142857145,36485.0,36592.67857142857,60,-4.1970585441832515
0,95,7,-4.297674405834307,-4.307065118439577,-0.5568517895921574,-0.5629810409517553,0.9060847931999585,0.9051018452316528,-35107.5,-35477.5,37270.0,37626.07142857143,40,-4.254805945926371
0,96,7,-4.283874263861304,-4.303830286334779,-0.5507123242501789,-0.5652412575763968,0.9075764899061795,0.9053769114338962,-34897.5,-35823.03571428572,37060.0,37985.53571428572,10,-4.256481236369637
0,97,7,-4.241785225447084,-4.238117329807678,-0.5287394439682744,-0.5279106275627048,0.9118629690048939,0.9120066243740726,-33767.5,-33701.07142857143,35930.0,35949.28571428572,10,-4.141420079701613
0,98,7,-4.148521869567299,-4.162580209491037,-0.47553695164877546,-0.4841920130018703,0.9210546648638207,0.9196024304101659,-30652.5,-31146.428571428572,32872.5,33358.21428571428,30,-4.116169644137274
0,99,7,-4.1526307206450275,-4.158666096383763,-0.48001455558987927,-0.48433063595070064,0.920641517033703,0.9199923577387327,-31031.25,-31298.571428571428,33251.25,33518.57142857143,20,-4.111091705667126
0,100,7,-4.229729393608027,-4.234131851664985,-0.5310620730760928,-0.5340187438565571,0.9129771088868592,0.9125299688933032,-34418.75,-34612.67857142857,36638.75,36832.67857142857,26,-4.229729393608027
