q_low_pct,q_high_pct,atr_count,median_oos_composite_score,mean_oos_composite_score,median_oos_sharpe,mean_oos_sharpe,median_oos_profit_factor,mean_oos_profit_factor,best_atr_by_score,best_oos_composite_score
0,70,7,-1.378626520654794,-1.2367371424076805,0.21520018919542896,0.2562447659812795,1.0658618753509264,1.0823156580162865,60,0.4829981826355173
0,71,7,-1.5316501819176604,-1.4611954240889191,0.13765859316578616,0.20096829080688047,1.0406857354831016,1.0639020136770845,60,0.33576747764734416
0,72,7,-1.351576163584893,-1.1074052098593308,0.19266278147578772,0.28250639234346125,1.057329181756224,1.0888900974851572,60,0.7465425404741072
0,73,7,-1.0266899052599872,-0.8083068640364343,0.3115846411749462,0.3454247672916642,1.0914916791205451,1.1061226733427927,60,0.5975647015734312
0,74,7,-0.9043928179728113,-0.7854828831384914,0.28330772099110757,0.3455249803378586,1.0812966234786023,1.1038710256032236,20,0.522496391291282
0,75,7,-0.9254513670356259,-0.813535841472709,0.2942473443120609,0.32941787998462957,1.0816873346844835,1.0968637900221223,60,0.5019512142341634
0,76,7,-1.1451443963025527,-0.7587084061011408,0.23139889044753215,0.3386374074112542,1.0640784018092726,1.0979190376360266,14,0.6574580518562129
0,77,7,-1.0086528266754915,-0.8174096470035905,0.26204060102201365,0.3277339574047038,1.0708874752094328,1.093620916531232,60,0.4116810825144398
0,78,7,-0.934094076063964,-0.7393947449397353,0.28309421131120155,0.35119608527516316,1.0780990932272192,1.0982734385218578,60,0.27467134536246307
0,79,7,-0.6555529569542277,-0.705274186760871,0.3433608500950045,0.36210152117396394,1.0907483246463143,1.1000028605200924,14,0.29582253401227687
0,80,7,-0.8885608593553462,-0.8134943088961297,0.30142960612049735,0.3449985502267926,1.0808176167342003,1.0931700967236293,14,0.11565429811973327
0,81,7,-0.7649211703214638,-0.7763295471095683,0.32667295318673595,0.3606543783627422,1.0854826974904443,1.0960963535459516,14,0.26650393062971145
0,82,7,-0.836917665295128,-0.8743927319572684,0.3100803099506704,0.33390494316167346,1.0803839656898941,1.0871737436920852,14,-0.24953674134445802
0,83,7,-0.8730292848290538,-0.9768194672413758,0.3616114284815986,0.3290920659159049,1.0920496541267886,1.0839044757138383,10,-0.4850020344040693
0,84,7,-0.5241884846167814,-0.6858092037797439,0.4281847583895522,0.3996793506844371,1.1091603342745069,1.10094149624864,26,-0.24068403356631063
0,85,7,-0.727653615518033,-0.6283516602983452,0.42866142921285083,0.4210605551844662,1.106917147658362,1.1054538024805687,26,0.327225766468502
0,86,7,-0.1921908853333264,-0.2968531457873206,0.5795213319801581,0.5227670081536658,1.1442661934658656,1.130724594386217,26,0.39354158296022834
0,87,7,-0.04798656012446456,-0.0006352307592497608,0.5996734191515729,0.6373272707353015,1.1475707661429857,1.1583535754535197,14,0.7916180038745019
0,88,7,0.03794854952312077,-0.013664744217313498,0.6290161523897446,0.6381535468401136,1.154924216208734,1.1559962847756597,14,0.49624400922704803
0,89,7,-0.14641447049106937,-0.2102531803257889,0.5875598947718019,0.5897358856969915,1.1426032762033098,1.1412616995660598,14,0.4118149634454712
0,90,7,-0.22505883997586362,-0.12159002090769158,0.5679281049215349,0.6387215773703608,1.1332170327491873,1.1517832658023777,20,0.36338248422982156
0,91,7,-0.19673446264179184,-0.11853882073903291,0.6161768264794859,0.6525100961325627,1.1463203321672606,1.1528453318577867,10,0.27503551520349123
0,92,7,-0.38963660178704906,-0.41219205704551365,0.5672588048507035,0.5666745839298918,1.1279908792247342,1.1288101398103443,60,-0.04221552480746682
0,93,7,-0.5288694553323544,-0.5856258039557745,0.5299045631760627,0.5158429924679394,1.1185876033180489,1.1156525314355907,60,-0.16009203182544274
0,94,7,-0.5918353954235348,-0.5607870030314973,0.5556784840714236,0.5240865983968843,1.121649528281871,1.115567982605528,40,-0.10506283198957733
0,95,7,-0.6681883512666695,-0.779626613225499,0.5119722749419523,0.4796090628158959,1.110829277681542,1.1034932601059027,40,-0.11385566542096848
0,96,7,-1.20224314751847,-1.1723032389211951,0.37566015215077897,0.3785302777102166,1.0780095951475221,1.0789362090133923,30,-0.6571333853429987
0,97,7,-1.5254178344612246,-1.5672428949241695,0.27578926697932077,0.26644921786044257,1.055786865243588,1.053880818037969,26,-1.4315503439898754
0,98,7,-2.148476016505336,-2.0055732476331087,0.0990482399709309,0.13684216477381902,1.019201393861282,1.0268870008202353,60,-1.460045933128292
0,99,7,-2.1456342718138846,-2.141275908807614,0.09860590542219344,0.09844047192647232,1.018816312514914,1.018951735774537,60,-1.86268364302016
0,100,7,-2.0486560911183815,-2.040459399373433,0.12743875133130275,0.13010081541461824,1.0241675462730644,1.0247006502841847,30,-1.938887082137539
1,70,7,-1.378626520654794,-1.2367371424076805,0.21520018919542896,0.2562447659812795,1.0658618753509264,1.0823156580162865,60,0.4829981826355173
1,71,7,-1.5316501819176604,-1.4611954240889191,0.13765859316578616,0.20096829080688047,1.0406857354831016,1.0639020136770845,60,0.33576747764734416
1,72,7,-1.351576163584893,-1.1074052098593308,0.19266278147578772,0.28250639234346125,1.057329181756224,1.0888900974851572,60,0.7465425404741072
1,73,7,-1.0266899052599872,-0.8083068640364343,0.3115846411749462,0.3454247672916642,1.0914916791205451,1.1061226733427927,60,0.5975647015734312
1,74,7,-0.9043928179728113,-0.7854828831384914,0.28330772099110757,0.3455249803378586,1.0812966234786023,1.1038710256032236,20,0.522496391291282
