label,symbol,selection,sharpe,profit_factor,expectancy,max_drawdown_abs,return_over_drawdown,nb_trades,pct_days_traded,composite_score
MNQ_baseline,MNQ,baseline_majority_50,1.017558403226935,1.2265771991889474,68.6549815498155,6508.0,2.8588660110633066,271,0.5161904761904762,1.2438530170384667
MES_best,MES,majority_50,-0.08129093567506694,0.9854544689091904,-5.5368589743589745,13851.25,-0.12471798574135909,312,0.5942857142857143,-2.778448200138409
M2K_best,M2K,unanimity_100,-0.1546190173951111,0.9668607425790062,-11.272727272718967,9002.999999999558,-0.28923692102612564,231,0.44,-3.1862118717179744
