q_low_pct,q_high_pct,atr_count,median_oos_composite_score,mean_oos_composite_score,median_oos_sharpe,mean_oos_sharpe,median_oos_profit_factor,mean_oos_profit_factor,best_atr_by_score,best_oos_composite_score
0,70,7,-3.4180118435270397,-3.0466313191282177,-0.2886703500922569,-0.20138530412331596,0.9359093150808054,0.9561540805048142,60,-1.2091832006019123
0,71,7,-3.6057857879058397,-3.3498971078517115,-0.35472839050948995,-0.29345279587766776,0.9228128380815277,0.9370560610792973,60,-1.7709093624530987
0,72,7,-3.959567012828535,-3.4299393363013273,-0.4802269934588364,-0.33128702975347707,0.8974789441756399,0.9302221959099748,60,-1.475254756668757
0,73,7,-3.7738023276047876,-3.470122077022308,-0.3869875482146913,-0.3608290869820065,0.9188773046961889,0.925650682356762,60,-1.611919972620497
0,74,7,-3.8195386692602527,-3.517423228176004,-0.3941963466272793,-0.38130132802105593,0.918596905752409,0.9223458512773997,60,-1.854719640698109
0,75,7,-3.588779026479646,-3.518008622286673,-0.338228695415923,-0.37275933091118363,0.9279468058152309,0.9241349497054461,60,-2.232658141539929
0,76,7,-3.4264179056316464,-3.4497046498050814,-0.2658590173446207,-0.3429623886053764,0.945292816794718,0.9305942882698932,40,-2.157210618605507
0,77,7,-3.5794874899560845,-3.496643552454296,-0.34063197740861306,-0.3700395209462885,0.9279890847744968,0.9261950525267103,40,-2.254473497727194
0,78,7,-3.230697929928375,-3.326507168213357,-0.22373799985732637,-0.30576835934928415,0.953754862367163,0.9391112156473411,40,-2.0269034855302843
0,79,7,-3.33613200426084,-3.3392043173163115,-0.2438871046938098,-0.281337861464012,0.9486259282502103,0.9437343844711201,40,-2.227929121716292
0,80,7,-3.1925089754934945,-3.359483759711675,-0.20567892696738724,-0.2916246856962918,0.9584732555062454,0.9420055042824982,40,-2.5653169029702885
0,81,7,-3.6924548734218656,-3.538565175472965,-0.35658797139395293,-0.351036020632512,0.927525414528254,0.9315346199866533,40,-2.6631436231969525
0,82,7,-3.537869342773949,-3.4575716997257118,-0.32510101962507504,-0.3121821611382244,0.9361419700336393,0.9392901808717484,40,-2.6631436231969525
0,83,7,-3.3385208893450895,-3.4543124955110094,-0.2530143961287506,-0.31528289962047057,0.9504118882248689,0.93934823366605,30,-2.6861153553343384
0,84,7,-2.951170657336488,-3.1775579187942986,-0.14160349707587794,-0.20948664555140553,0.9724501573977159,0.9593507886951216,30,-2.7818803713312628
0,85,7,-2.9599025096130456,-3.117687756969331,-0.1367023532039435,-0.18712683294477922,0.9734152820459648,0.9636791378548589,26,-2.816306969699481
0,86,7,-3.1740284159617795,-3.0656827667534663,-0.1999821953509429,-0.16922144612298426,0.9610022072160928,0.9675288798703251,26,-2.4043032623557896
0,87,7,-3.167273855928242,-2.9630914863542226,-0.1755314175963514,-0.14141560706370648,0.9663307808818833,0.9731814140356849,26,-2.1168736264574024
0,88,7,-3.2368273714112084,-3.1310740478527657,-0.19537874820183054,-0.18637759186431094,0.9626552103526212,0.9650626560058156,30,-2.1740595623210117
0,89,7,-3.3250095364683165,-3.3265811598130637,-0.23972590337697014,-0.22995814364207026,0.9559736539831877,0.956892463516522,30,-2.8035801647017804
0,90,7,-3.2584621011330483,-3.2816710786288215,-0.19998736441171888,-0.21428262965842387,0.9619813232541726,0.9600000348341575,26,-2.7998430357918327
0,91,7,-3.2079050807422744,-3.2895085791069962,-0.2032816479606037,-0.2228826974372177,0.962204241513043,0.9588991080683239,14,-2.8154033476768126
0,92,7,-3.4043243352197274,-3.421193479380861,-0.25436185785963417,-0.2644039824767895,0.953248012410341,0.95168278007074,20,-2.99109391869822
0,93,7,-3.3501582753680164,-3.4130360983539467,-0.2379189851512144,-0.26509407645945765,0.9566815985863216,0.95205657158791,20,-2.8186268493673534
0,94,7,-3.4716541112624624,-3.3934928297068643,-0.27624262662433574,-0.2591651317674594,0.9499801883054639,0.9533061965798755,20,-2.5550844447115795
0,95,7,-3.5089245975535945,-3.4526026693377374,-0.27862390576735535,-0.27756356016392986,0.9495915182885968,0.9501974928242839,20,-3.004547031437934
0,96,7,-3.701040238918486,-3.6076999643038397,-0.3505696851175447,-0.330848155564564,0.9381142229742129,0.9413524525627297,20,-3.063200302504791
0,97,7,-3.6658429816052402,-3.6641530608738613,-0.3406305736587145,-0.35197219193504253,0.9402868006133299,0.9381662036126102,26,-3.4523505160387193
0,98,7,-3.7746121380429187,-3.8153994944380694,-0.3836505909314442,-0.40149142296100865,0.9335165980509893,0.9302936564436631,20,-3.6459909320965673
0,99,7,-3.7980374330547084,-3.8488254841295557,-0.3991249640469748,-0.42020286413083724,0.9311212597337797,0.9276252307525731,60,-3.7561525433642338
0,100,7,-3.7879077614024856,-3.8196146054170046,-0.40293364974742457,-0.41692249749950633,0.9310447204126175,0.9287192686521086,10,-3.7879077614024856
1,70,7,-3.66858861411706,-3.191444340140418,-0.3728311593529733,-0.24494238190590803,0.9178015636912977,0.9465654621938946,60,-1.2091832006019123
1,71,7,-3.8374727519986336,-3.4876574111078154,-0.43804224581491913,-0.33694750085303643,0.9053315056634004,0.9276987712104996,60,-1.7709093624530987
1,72,7,-4.074071764726914,-3.5554860531488948,-0.5160219195648178,-0.374564568895428,0.8896970215557779,0.9211406831032736,60,-1.475254756668757
1,73,7,-3.8720039121645686,-3.589832789424262,-0.42087452645602086,-0.40378594680556434,0.9116602652366358,0.9167885176241002,60,-1.611919972620497
1,74,7,-3.9167609482504386,-3.6341689475961636,-0.4273037302984361,-0.4239763235338066,0.9116454909324126,0.9136275631005495,60,-1.854719640698109
1,75,7,-3.7110426879965828,-3.6372579669559917,-0.37161808723043044,-0.4149725230288325,0.9207160948334604,0.9155591510022072,60,-2.232658141539929
1,76,7,-3.5336488812512994,-3.5690962213092776,-0.29735688492842927,-0.38418072589151697,0.9387262825454716,0.9222253781561325,40,-2.431915239503524
1,77,7,-3.6973093577959966,-3.6099362059330575,-0.37363760227355874,-0.41112603157414845,0.920893941246004,0.9179989098202425,40,-2.521705062828865
1,78,7,-3.3347055146526814,-3.4449438615097088,-0.25494033468603616,-0.345844218980972,0.9472302277458867,0.9311035920406644,40,-2.2984702460187307
1,79,7,-3.467715656326216,-3.4618543011944105,-0.27520050481142994,-0.32060426424063143,0.9419350152854999,0.9358907065897183,40,-2.491808644981546
1,80,7,-3.2978715874697815,-3.4806284183313916,-0.23581268645087006,-0.3306654803662026,0.9523227528923435,0.9342983342484745,60,-2.80727944939362
1,81,7,-3.821675392908594,-3.6542850492142156,-0.38806945485440725,-0.39010919398262756,0.921014777036774,0.9239386523439768,60,-2.8223413630229484
1,82,7,-3.6297788472232297,-3.5670048213297005,-0.35480932114188485,-0.35056509263385677,0.9302089020430725,0.9318586039652645,40,-2.920831051463599
1,83,7,-3.4339669976157405,-3.5644405171699214,-0.2827019070454256,-0.353195904930167,0.9445224482460646,0.9320723387199349,30,-2.795149181000289
1,84,7,-3.051465102029503,-3.298456491980111,-0.1692406099666954,-0.24619491221038972,0.9665338465787363,0.9522404753922039,30,-2.8901997449356878
1,85,7,-3.0306982827147553,-3.240717270661972,-0.165141947019237,-0.22340281347711818,0.9676252626922074,0.9566721603252358,26,-2.923221490167879
1,86,7,-3.408546117090806,-3.191506314399496,-0.2519339086660388,-0.2048680502722686,0.9526251401774126,0.9606574671576998,26,-2.51073944915674
1,87,7,-3.2260846644223076,-3.089474092292749,-0.19787705472808173,-0.1766241855472008,0.9623161161992886,0.9663876763497863,26,-2.2207852934947514
1,88,7,-3.3575817535911394,-3.2549219019344946,-0.24347486001985486,-0.22154431854809,0.9547600898858852,0.9583434704889571,30,-2.2752209489596744
1,89,7,-3.530770433345971,-3.4454564857638914,-0.28029148257107167,-0.26502664838896667,0.9467406800106795,0.9503181661173233,30,-2.9026090764215
1,90,7,-3.4958758437347788,-3.398544015488015,-0.2668853820000986,-0.24897995926383293,0.9494922404856599,0.9535503301127567,26,-2.895124948929022
1,91,7,-3.2973553645099862,-3.4035579242207215,-0.23063026774992287,-0.25713230431873385,0.957066768971711,0.952609636611017,14,-2.916446538838515
1,92,7,-3.4895915939827415,-3.528032267650763,-0.28177634037583044,-0.2986402101857691,0.9481481481481736,0.9454497271278363,20,-3.088501910630784
1,93,7,-3.435542248933333,-3.5214030985520073,-0.2649195295946255,-0.29891583595336274,0.9517093567307665,0.9459311769189428,20,-2.916001760369759
1,94,7,-3.555409737424307,-3.5016394765652135,-0.3034273207604643,-0.2927263135685134,0.9449957484407236,0.9472520530419055,20,-2.651794991264526
1,95,7,-3.595238268925956,-3.5581439718675236,-0.3058293393686741,-0.31101923063253356,0.9446074382127271,0.9442197127460944,20,-3.0979016918754736
1,96,7,-3.70818800255099,-3.7056701519132327,-0.3765267498043871,-0.3643272457377334,0.933450230395979,0.9354811767669339,20,-3.1526291465525773
1,97,7,-3.7436352239019035,-3.7609827923681856,-0.38900168368377946,-0.38513206545644607,0.9314852540619883,0.9323877074241782,26,-3.5346418096768453
1,98,7,-3.9167432282870065,-3.908349307474974,-0.44163328288553994,-0.4345973336457022,0.9235483082510099,0.9245859675828683,20,-3.7225963989148907
1,99,7,-3.9715759512527464,-3.9383475377158783,-0.46253228038319066,-0.4533044747424738,0.9205026158123063,0.9219702498855141,60,-3.7561525433642338
1,100,7,-3.8596353123429585,-3.907641313971183,-0.4293894088375121,-0.44965223096424795,0.9264461716412725,0.923164770026534,60,-3.8228651255042276
2,70,7,-3.391108867978454,-3.2039607841190665,-0.2690972627072403,-0.24550052964309946,0.9395727162818044,0.9463023135633691,60,-1.2925033488949258
2,71,7,-3.5917020942540714,-3.5033925545842126,-0.3362010603621487,-0.33783786070782923,0.9260423584975559,0.9273365695809633,60,-1.865438384715329
2,72,7,-4.0680481601651675,-3.578842479360669,-0.5107203404320758,-0.37540998322346686,0.8907068716894662,0.9206761714592037,60,-1.5645971648013584
2,73,7,-4.047500120980442,-3.624133202400382,-0.48934695779386883,-0.4043577403354101,0.8977241242826298,0.916195758091836,60,-1.7023876043945316
2,74,7,-3.992079340288059,-3.6684701739259435,-0.48723726686977165,-0.4243971818571265,0.8982280088917372,0.9131026410304185,60,-1.9491297934916365
2,75,7,-3.7046434035649436,-3.6756569949985627,-0.36646339371934683,-0.4154740712473792,0.9217302749624445,0.9149840472370528,60,-2.3302166996272273
2,76,7,-3.7561613511003116,-3.6069707630979204,-0.36241140073567446,-0.3846008442150764,0.9256098547802054,0.9216733170312035,40,-2.5131280148473807
2,77,7,-3.688613449623035,-3.64710774032637,-0.3685402578351827,-0.41169363500460404,0.921889339832385,0.9173763561124743,40,-2.601243238922181
2,78,7,-3.4492678468889957,-3.486421429271516,-0.27065689902807394,-0.3460977200583754,0.9452311749018947,0.9305376255604697,40,-2.3777880025932645
