q_low_pct,q_high_pct,atr_count,median_oos_composite_score,mean_oos_composite_score,median_oos_sharpe,mean_oos_sharpe,median_oos_profit_factor,mean_oos_profit_factor,best_atr_by_score,best_oos_composite_score
0,70,7,-4.36829640844284,-4.198239110434803,-0.5820704698824597,-0.5039879737699003,0.8090729072907819,0.8372725331005336,20,-3.538998616590016
0,71,7,-3.8515295517262143,-3.8519169274847074,-0.37219796917179254,-0.4000305849530374,0.8767798659451929,0.872106261012736,20,-2.788403732418096
0,72,7,-3.769199536701918,-3.7394790440714334,-0.34137260761390914,-0.34989053802713505,0.8927191035566041,0.88897992059332,26,-3.204237292193584
0,73,7,-3.468489309838081,-3.1632871601567216,-0.25945094803159735,-0.20457725410186534,0.9171763998884562,0.9356678010296534,20,-2.2391767752733474
0,74,7,-2.7096622273793045,-2.4832742388512754,-0.08050833016999326,-0.052977402092734306,0.9740517683240011,0.984996895234899,20,-1.0603500307841187
0,75,7,-2.1329245999918554,-2.056876073964535,0.02560933538448947,0.04177384637566887,1.008433774222716,1.014974127410021,20,-0.51247754118328
0,76,7,-1.9471815935571193,-1.7812945007500585,0.0929205772793761,0.11311085633864222,1.0285703491722311,1.0378427015951424,20,-0.025423880640603302
0,77,7,-1.8255603820189936,-1.6083176173759686,0.09422862996116375,0.15236554512840156,1.0297218803840187,1.0512914268652362,20,0.36967983083421496
0,78,7,-1.599604118889351,-1.489078324089407,0.16923673366131764,0.1823879000139839,1.050968562860993,1.0581006176930408,14,-0.18162910980106128
0,79,7,-1.282146607104312,-1.4592038195347514,0.2212173044498474,0.19788379089362276,1.0670733870110214,1.0617730702099146,14,0.14243054939806898
0,80,7,-1.10015709286486,-1.3273689840365732,0.2600668861074624,0.2330616096361082,1.0813017949385597,1.0706090060530464,14,-0.24391262554172932
0,81,7,-1.0825872589798238,-1.4016624947983298,0.29974034481955636,0.21417908677915376,1.0864426622492893,1.065605535076529,14,-0.10870758741615971
0,82,7,-1.3482586984883895,-1.3798147943816457,0.23769043514317817,0.22512707546086194,1.0672042802311286,1.0651389013095172,14,-0.1982501954472906
0,83,7,-1.2483759986160436,-1.248210917915183,0.24869531409560897,0.26031823700578277,1.071559985281708,1.0749539544396942,14,0.098385076335324
0,84,7,-0.9344114324719723,-1.0620869872002763,0.34535995059234337,0.31649744330248536,1.0981857893239804,1.0898081706241458,14,0.15695336683337002
0,85,7,-1.1528109119072731,-0.9596027664013961,0.296802794682482,0.3644214600539547,1.0823017015465843,1.1009725733485636,14,0.364136310652425
0,86,7,-1.159491357301159,-0.9136107906033535,0.30126767829661133,0.37972583864893633,1.0807081435119725,1.1029851938424053,10,0.3464374173499112
0,87,7,-0.7659409895822356,-0.9941975541311106,0.40041086166711126,0.3561043465215442,1.1035949392803044,1.0929947345688042,10,-0.21739236079739455
0,88,7,-0.9178206235885714,-1.1347576969175956,0.3881677097792407,0.3231316780846187,1.0978333760074672,1.0826977799976643,20,-0.4213533927382451
0,89,7,-1.0449102682015625,-1.0677420518597969,0.34485067888350285,0.34752270701471455,1.0870415528379795,1.0876807297104363,20,-0.3225124872933781
0,90,7,-1.385301864963372,-1.3923658279897606,0.2667875508813967,0.2679731617840753,1.0640834744655474,1.0652723676080702,30,-0.8949217353319522
0,91,7,-1.8311820768399254,-1.797303775558284,0.15944282679715724,0.16511626001412733,1.0374943015741538,1.03876602833677,40,-1.4955708622543311
0,92,7,-2.015655849732931,-2.06400883272384,0.11152134240320119,0.0965039137475564,1.0250501153790283,1.021958220782866,60,-1.8197164527475587
0,93,7,-1.8281092911195047,-1.7249941669706759,0.15919420919326635,0.1869130852666236,1.0358321404355162,1.0422146068576443,14,-1.359327729676191
0,94,7,-1.679867748303588,-1.6209865974560045,0.19979834355686854,0.2142870502201363,1.0443927399018058,1.0480354113937884,10,-0.9145635415563065
0,95,7,-1.2665673762719585,-1.2593364941421563,0.30994472719092525,0.31001495206401114,1.0693377428528679,1.0693422680564524,10,-0.7260744292779433
0,96,7,-0.7641675906496639,-0.8372949910931238,0.446590630832446,0.4296113271490896,1.1004536365969488,1.095918774164891,14,-0.48575902253352754
0,97,7,-0.7302790304017353,-0.7339910448782375,0.454871698939597,0.4585135933083799,1.1016693190344884,1.1010712313173998,10,-0.2921008116230024
0,98,7,-0.28799747831658773,-0.30983361727263564,0.578220822316416,0.5830046143883737,1.1277783870732307,1.128419215214565,14,-0.11461859529387608
0,99,7,0.17629462167637366,0.04734548984836073,0.7422600129804058,0.6970857551506995,1.1643304516985689,1.153872546776135,10,0.25756837156555323
0,100,7,-0.09496847846979994,-0.10098085303077957,0.6629037077892818,0.6605960698289667,1.1433659054747156,1.143313565175299,10,-0.02523321969064174
1,70,7,-4.365555117782777,-4.1937670673788245,-0.577799397694163,-0.5003396071677783,0.8102105566772948,0.8382600290272973,20,-3.528422690116809
1,71,7,-3.8515295517262143,-3.844948552579838,-0.37219796917179254,-0.3964781895764351,0.8767798659451929,0.8731185819601508,20,-2.7728455112619916
1,72,7,-3.760836112376805,-3.731294585230864,-0.33734798670265537,-0.34642239426558863,0.8938513572110582,0.8899834895987742,26,-3.190452493812341
1,73,7,-3.468489309838081,-3.1524655630257077,-0.25945094803159735,-0.20118054572623364,0.9171763998884562,0.9366968509525763,20,-2.2220491610044197
1,74,7,-2.7096622273793045,-2.4704869735525072,-0.08050833016999326,-0.049680951493692636,0.9740517683240011,0.9860503527969968,20,-1.0403898449290103
1,75,7,-2.1150326840520925,-2.043188321725129,0.0294711864464879,0.0449907347099192,1.0097177182406498,1.0160328129882605,20,-0.49482192934346503
1,76,7,-1.9315659260236868,-1.7678595272198774,0.09651646872706186,0.11624500448693506,1.0297082127796997,1.038900719725605,20,-0.011387822399788528
1,77,7,-1.80710939157983,-1.595487647263596,0.09788244803160075,0.15544867799686063,1.0309093417966713,1.0523440099526078,20,0.3830174827295153
1,78,7,-1.5839956511903712,-1.4759780421760262,0.17269695758427173,0.18540652905255714,1.0520638483602063,1.059118738400264,14,-0.16986408853928048
1,79,7,-1.266188316889087,-1.4463522230725556,0.22464359010889945,0.20083459076510563,1.0681816164396332,1.062752147038062,14,0.15261713341841976
