campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,net_pnl_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor,expectancy_usd,nb_trades,win_rate,avg_win_usd,avg_loss_usd,max_drawdown_pct,max_drawdown_usd,annualized_vol_pct,exposure_time_in_market_pct,worst_trade_loss_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd,signal_attempt_count,entered_trade_count,skip_too_small_count,forced_one_contract_count,avg_contracts_entered,max_contracts_used,avg_contracts_raw,cap_hit_count,cap_hit_rate,avg_contracts,median_contracts,pct_trades_at_1_contract,pct_trades_at_2_contracts,pct_trades_at_3_plus_contracts,nb_skipped_trades,pct_skipped_trades,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,days_to_3000_usd_if_reached,prop_score,net_pnl_delta_vs_baseline_usd,cagr_delta_vs_baseline_pct,sharpe_delta_vs_baseline,max_drawdown_delta_vs_baseline_usd
risk_pct_0p0020__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,6.0,True,50000.0,9409.549999999945,18.81909999999989,8.687641948039238,1.5772452828514953,3.126305130295566,2.917772342810546,119.10822784810057,79,0.3037974683544304,596.502083333331,-89.2090909090909,1.4506500000000377,725.3250000000189,5.727180228853766,2.406639004149378,120.0,0,0,-120.0,799.3250000000189,0,0,True,191.0,799.3250000000189,799.3250000000189,102,79,23,0,3.0253164556962027,6,4.842358099071519,22,0.21568627450980393,3.0253164556962027,2.0,39.24050632911392,13.924050632911392,46.835443037974684,23,22.54901960784314,0,0,0,0,0,0,191.0,6.447123348554362,6370.974999999955,5.79630579154351,0.12625081687552142,-64.67499999998108
risk_pct_0p0025__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,2.0,True,50000.0,5651.974999999977,11.303949999999952,5.310308241218342,1.837362760785866,2.132482301636328,2.3909130060292796,64.9652298850572,87,0.3333333333333333,335.016379310344,-70.0603448275862,1.097,548.5,2.953089131772349,2.6832641770401104,140.0,0,0,-175.5,548.5,0,0,True,234.0,548.5,477.40000000000873,101,87,14,0,1.6551724137931034,2,5.474679865820175,57,0.5643564356435643,1.6551724137931034,2.0,34.48275862068966,65.51724137931035,0.0,14,13.861386138613863,0,0,0,0,0,0,234.0,8.082804949024235,2613.399999999987,2.418972084722615,0.3863682948098921,-241.5
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,3.0,True,50000.0,6819.574999999968,13.639149999999937,6.372044009226441,1.7396486339588557,2.206536943636173,2.393598651272089,78.38591954022952,87,0.3333333333333333,403.89913793103335,-84.37068965517241,1.273,636.5,3.7632840748431327,2.6832641770401104,144.0,0,0,-206.0,644.9500000000116,0,0,True,228.0,644.9500000000116,644.9500000000116,101,87,14,0,2.1379310344827585,3,5.511502757453582,42,0.4158415841584158,2.1379310344827585,2.0,34.48275862068966,17.24137931034483,48.275862068965516,14,13.861386138613863,0,0,0,0,0,0,228.0,7.599445901876507,3780.999999999978,3.4807078527307134,0.2886541679828818,-153.5
risk_pct_0p0025__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,4.0,True,50000.0,7920.799999999959,15.84159999999992,7.36313713165393,1.6919144365031438,2.376204408411715,2.436619207400011,88.99775280898831,89,0.33707865168539325,447.80999999999864,-93.44915254237289,1.3060000000000291,653.0000000000146,4.494298196140388,2.793914246196404,152.0,0,0,-236.5,707.0000000000146,0,0,True,191.0,707.0000000000146,707.0000000000146,101,89,12,0,2.49438202247191,4,5.447083977286086,33,0.32673267326732675,2.49438202247191,2.0,35.95505617977528,15.730337078651685,48.31460674157304,12,11.881188118811881,0,0,0,1,0,0,191.0,7.041243309509337,4882.224999999969,4.471800975158202,0.24091997052716985,-136.99999999998545
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,5.0,True,50000.0,9357.599999999948,18.715199999999896,8.641714103863606,1.6870100863073199,2.6498884698285488,2.552355673523548,102.83076923076865,91,0.34065934065934067,496.30967741935314,-100.46666666666667,1.464,732.0,5.324980610912291,2.876901798063624,152.0,0,0,-236.5,738.5500000000175,0,0,True,157.0,738.5500000000175,738.5500000000175,101,91,10,0,2.791208791208791,5,5.409249503574325,29,0.2871287128712871,2.791208791208791,2.0,37.362637362637365,14.285714285714285,48.35164835164835,10,9.900990099009901,0,0,0,1,0,0,157.0,6.750280258921874,6319.024999999958,5.750377947367879,0.23601562033134593,-58.0
risk_pct_0p0025__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,6.0,True,50000.0,10426.074999999939,20.852149999999877,9.582187048568237,1.656323836923908,2.8049380680155815,2.6307304293422913,114.57225274725208,91,0.34065934065934067,542.566935483869,-106.55833333333334,1.464,732.0,6.042919733974561,2.876901798063624,152.0,0,0,-236.5,742.6000000000204,0,0,True,157.0,742.6000000000204,742.6000000000204,101,91,10,0,3.087912087912088,6,5.444599856983263,26,0.25742574257425743,3.087912087912088,2.0,37.362637362637365,13.186813186813188,49.45054945054945,10,9.900990099009901,0,0,0,2,0,0,157.0,6.637971510771623,7387.499999999949,6.690850892072509,0.20532937094793402,-58.0
risk_pct_0p0030__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.003,2.0,True,50000.0,5333.824999999975,10.66764999999995,5.019012810927914,1.6537739113572714,1.7116655293610632,2.0283063427800223,56.14552631578921,95,0.3368421052631579,328.7757812499992,-82.33333333333333,1.6119999999999999,806.0,3.0962345970239338,2.987551867219917,162.0,0,0,-175.5,806.0,0,0,True,258.0,806.0,658.9250000000102,101,95,6,0,1.7052631578947368,2,6.090820121014594,67,0.6633663366336634,1.7052631578947368,2.0,29.47368421052631,70.52631578947368,0.0,6,5.9405940594059405,0,0,0,4,0,0,258.0,5.214088400738447,2295.2499999999854,2.127676654432187,0.20277944538129744,16.0
risk_pct_0p0030__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.003,3.0,True,50000.0,6792.474999999962,13.584949999999923,6.34752963656211,1.6161714688085358,1.8901971107847126,2.092652618032649,71.49973684210487,95,0.3368421052631579,406.5304687499988,-98.67460317460318,1.8929999999999998,946.5,4.034705553122511,2.987551867219917,162.0,0,0,-206.0,946.5,0,0,True,216.0,946.5,826.4750000000131,101,95,6,0,2.210526315789474,3,6.158956246326893,48,0.4752475247524752,2.210526315789474,3.0,29.47368421052631,20.0,50.526315789473685,6,5.9405940594059405,0,0,0,6,0,0,216.0,5.076264406425607,3753.8999999999724,3.456193480066383,0.16517700283256187,156.5
risk_pct_0p0030__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.003,4.0,True,50000.0,8098.574999999953,16.19714999999991,7.522217164565781,1.593339374660234,2.068636588690776,2.172347278517654,85.24815789473635,95,0.3368421052631579,468.95546874999854,-109.65079365079364,1.978,989.0,4.8794576495405,2.987551867219917,170.0,0,0,-236.5,994.025000000016,0,0,True,191.0,994.025000000016,994.025000000016,101,95,6,0,2.6210526315789475,4,6.205114716441407,39,0.38613861386138615,2.6210526315789475,3.0,29.47368421052631,20.0,50.526315789473685,6,5.9405940594059405,0,0,0,9,0,0,191.0,4.626393123980623,5059.999999999964,4.6308810080700535,0.14234490868426009,199.0
risk_pct_0p0030__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.003,5.0,True,50000.0,9745.924999999945,19.49184999999989,8.984522615654566,1.6567996003095435,2.343828577963485,2.3136440221053975,100.47345360824686,97,0.35051546391752575,504.850735294116,-117.76190476190476,2.069,1034.5,5.64708489684083,3.0705394190871367,182.0,0,0,-267.0,1056.075000000019,0,0,True,191.0,1056.075000000019,1056.075000000019,101,97,4,0,2.9278350515463916,5,6.162724945094421,32,0.31683168316831684,2.9278350515463916,2.0,30.927835051546392,19.587628865979383,49.48453608247423,4,3.9603960396039604,1,0,0,13,0,0,191.0,4.3182738009285355,6707.349999999955,6.093186459158838,0.20580513433356962,244.5
risk_pct_0p0030__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.003,6.0,True,50000.0,10960.124999999935,21.920249999999868,10.049036940302036,1.6261982507721784,2.4727435646636797,2.3532689220891387,111.83801020408096,98,0.3469387755102041,560.5624999999981,-126.546875,2.069,1034.5,6.470133635307898,3.0982019363762103,192.0,0,0,-267.0,1087.6250000000218,0,0,True,150.0,1087.6250000000218,1087.6250000000218,101,98,3,0,3.2448979591836733,6,6.170764951061791,30,0.297029702970297,3.2448979591836733,3.0,31.63265306122449,17.346938775510203,51.02040816326531,3,2.9702970297029703,1,0,0,18,0,0,150.0,3.9687197523164244,7921.549999999945,7.157700783806309,0.17520378479620446,244.5
risk_pct_0p0035__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0035,2.0,True,50000.0,5559.499999999978,11.118999999999957,5.225727850527884,1.6635316412331427,1.6594242088843725,1.9895870416518295,56.72959183673447,98,0.3469387755102041,328.7499999999994,-87.78125,1.6968500000000202,848.4250000000102,3.2083068741894682,3.0982019363762103,187.0,0,0,-187.0,848.4250000000102,0,0,True,258.0,848.4250000000102,818.4250000000102,101,98,3,0,1.7244897959183674,2,6.929065370927525,71,0.7029702970297029,1.7244897959183674,2.0,27.55102040816326,72.44897959183673,0.0,3,2.9702970297029703,0,0,0,8,0,0,258.0,5.018499090365997,2520.9249999999884,2.3343916940321563,0.21253717525716875,58.425000000010186
risk_pct_0p0035__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0035,3.0,True,50000.0,7622.899999999965,15.245799999999928,7.095997729893999,1.6632795557977802,1.9111545668376393,2.0828752042048393,76.99898989898955,99,0.3434343434343434,431.2470588235284,-108.3,1.9109500000000261,955.4750000000131,4.399731827696245,3.1258644536652835,204.0,0,0,-206.0,985.9750000000131,0,0,True,216.0,985.9750000000131,985.9750000000131,101,99,2,0,2.272727272727273,3,6.975928928206241,54,0.5346534653465347,2.272727272727273,3.0,27.27272727272727,18.181818181818183,54.54545454545454,2,1.9801980198019802,0,0,0,14,0,0,216.0,4.586751167393254,4584.324999999975,4.204661573398272,0.21228508982180627,165.4750000000131
risk_pct_0p0035__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0035,4.0,True,50000.0,8964.324999999953,17.92864999999991,8.29335230277788,1.6253825680414187,1.9949860499008654,2.1084173106646,90.5487373737369,99,0.3434343434343434,501.52426470588097,-124.42307692307692,2.314,1157.0,5.294600895326362,3.1258644536652835,210.0,0,0,-236.5,1157.0,0,0,True,191.0,1157.0,1153.525000000016,101,99,2,0,2.757575757575758,4,7.039867306456002,46,0.45544554455445546,2.757575757575758,3.0,27.27272727272727,16.161616161616163,56.56565656565656,2,1.9801980198019802,0,0,0,23,0,0,191.0,3.255647704124257,5925.749999999964,5.402016146282152,0.17438810206544475,367.0
risk_pct_0p0035__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0035,5.0,True,50000.0,10422.599999999948,20.845199999999895,9.579142343212755,1.6100617971879168,2.1241873843030454,2.146537594191733,104.22599999999947,100,0.34,573.9147058823514,-137.7348484848485,2.399,1199.5,6.214479479902936,3.1535269709543567,212.5,0,0,-267.0,1321.075000000019,0,0,True,157.0,1321.075000000019,1321.075000000019,101,100,1,0,3.16,5,7.042816850367085,39,0.38613861386138615,3.16,3.0,26.0,17.0,56.99999999999999,1,0.9900990099009901,1,0,0,31,0,0,157.0,2.300560391563655,7384.024999999958,6.687806186717028,0.15906733121194283,409.5
risk_pct_0p0035__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0035,6.0,True,50000.0,11698.174999999937,23.396349999999874,10.690751528721876,1.616095071854887,2.267197700332613,2.2105525948155367,116.98174999999938,100,0.34,628.2845588235276,-146.41666666666666,2.4162500000000438,1208.1250000000218,6.949002070224945,3.1535269709543567,215.0,0,0,-297.5,1383.1250000000218,0,0,True,150.0,1383.1250000000218,1383.1250000000218,101,100,1,0,3.5,6,7.108384926083629,32,0.31683168316831684,3.5,3.0,24.0,19.0,56.99999999999999,1,0.9900990099009901,1,0,0,35,0,0,150.0,1.97047271556452,8659.599999999948,7.799415372226148,0.16510060587891306,418.1250000000218
risk_pct_0p0040__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.004,2.0,True,50000.0,5878.6999999999825,11.757399999999965,5.517370809000921,1.6125548307994029,1.5790283546778978,1.9286312297606796,58.78699999999983,100,0.34,359.0941176470583,-95.91666666666667,1.9980000000000002,999.0,3.499758204936366,3.1535269709543567,215.0,0,0,-215.0,999.0,0,0,True,234.0,999.0,818.4250000000102,101,100,1,0,1.78,2,7.802932875095177,78,0.7722772277227723,1.78,2.0,22.0,78.0,0.0,1,0.9900990099009901,0,0,0,13,0,0,234.0,4.032431159064853,2840.1249999999927,2.6260346525051936,0.16156036482342895,209.0
risk_pct_0p0040__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.004,3.0,True,50000.0,8232.97499999997,16.46594999999994,7.6423166144446775,1.6914767728414093,1.8941058931996744,2.0643794440853225,82.32974999999969,100,0.34,469.6463235294109,-117.1969696969697,2.2009999999999996,1100.5,4.672636436339057,3.1535269709543567,216.0,0,0,-216.0,1100.5,0,0,True,191.0,1100.5,985.9750000000131,101,100,1,0,2.37,3,7.932255258557832,58,0.5742574257425742,2.37,3.0,21.0,21.0,57.99999999999999,1,0.9900990099009901,0,0,0,20,0,0,191.0,3.761180318524228,5194.39999999998,4.75098045794895,0.24048230686543537,310.5
risk_pct_0p0040__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.004,4.0,True,50000.0,10058.099999999955,20.11619999999991,9.259272677835263,1.703687693053255,2.0717932673639385,2.1395989123045496,100.58099999999955,100,0.34,555.4147058823517,-133.72727272727272,2.404,1202.0,5.667573956994083,3.1535269709543567,246.0,0,0,-246.0,1202.0,0,0,True,157.0,1202.0,1153.525000000016,101,100,1,0,2.88,4,8.038142490105276,50,0.49504950495049505,2.88,3.5,20.0,22.0,57.99999999999999,1,0.9900990099009901,0,0,0,28,0,0,157.0,2.838063079159766,7019.524999999965,6.367936521339535,0.25269322707728104,412.0
risk_pct_0p0040__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.004,5.0,True,50000.0,11370.324999999946,22.740649999999892,10.406187351688567,1.6823121918431707,2.1696568629643265,2.17753987158243,113.70324999999946,100,0.34,618.4213235294102,-146.3030303030303,2.4899999999999998,1245.0,6.48839855820145,3.1535269709543567,246.0,0,0,-267.0,1321.075000000019,0,0,True,150.0,1321.075000000019,1321.075000000019,101,100,1,0,3.31,5,8.097263318450974,42,0.4158415841584158,3.31,3.5,20.0,21.0,59.0,1,0.9900990099009901,1,0,0,34,0,0,150.0,2.1140615755294183,8331.749999999956,7.51485119519284,0.2313177258671968,455.0
risk_pct_0p0040__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.004,6.0,True,50000.0,12994.424999999937,25.988849999999875,11.808274929958195,1.6832400376470908,2.342928705913901,2.260309878279418,129.94424999999939,100,0.34,685.4389705882335,-156.21969696969697,2.5749999999999997,1287.5,7.411092726523763,3.1535269709543567,255.0,1,0,-297.5,1451.6250000000218,0,0,True,149.0,1451.6250000000218,1451.6250000000218,101,100,1,0,3.7,6,8.168989786932825,38,0.37623762376237624,3.7,4.0,20.0,21.0,59.0,1,0.9900990099009901,2,0,0,37,1,0,149.0,1.310345112941163,9955.849999999948,8.916938773462467,0.23224557167111692,497.5
best_previous_winner,best_previous_winner,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,3.0,True,50000.0,6819.574999999968,13.639149999999937,6.372044009226441,1.7396486339588557,2.206536943636173,2.393598651272089,78.38591954022952,87,0.3333333333333333,403.89913793103335,-84.37068965517241,1.273,636.5,3.7632840748431327,2.6832641770401104,144.0,0,0,-206.0,644.9500000000116,0,0,True,228.0,644.9500000000116,644.9500000000116,101,87,14,0,2.1379310344827585,3,5.511502757453582,42,0.4158415841584158,2.1379310344827585,2.0,34.48275862068966,17.24137931034483,48.275862068965516,14,13.861386138613863,0,0,0,0,0,0,228.0,7.599445901876507,3780.999999999978,3.4807078527307134,0.2886541679828818,-153.5
