strategy_id,role,oos_net_pnl_1m,oos_net_pnl_5m,oos_profit_factor_1m,oos_profit_factor_5m,oos_sharpe_ratio_1m,oos_sharpe_ratio_5m,oos_max_drawdown_1m,oos_max_drawdown_5m,oos_total_trades_1m,oos_total_trades_5m,expectancy_per_trade_1m,expectancy_per_trade_5m,pnl_slip_x2_1m,pnl_slip_x2_5m,positive_oos_splits_1m,positive_oos_splits_5m,challenge_success_rate_standard_1m,challenge_success_rate_standard_5m,top_5_day_contribution_pct_1m,top_5_day_contribution_pct_5m,pnl_excluding_top_5_days_1m,pnl_excluding_top_5_days_5m,trade_retention_ratio_5m_vs_1m,improvement_score,credible_robustness_improvement,comparison_bucket,comparison_comment,oos_and_costs_ok_5m,split_stability_improves,prop_metrics_improve,concentration_improves,trade_count_retained
paper_vwap_baseline,paper_baseline_reference,-2376.5,-3239.5,0.7662880464178591,0.9788696105929163,-0.7066732810483942,-0.23176485399542818,-2518.5,-7327.0,613,3881,-3.8768352365415986,-0.8347075496006184,-2989.5,-7120.5,0,0,0.0,0.0,-0.9370923627182832,-2.8490507794412716,-4603.5,-12469.0,6.33115823817292,1,False,pas d'amelioration exploitable,Le passage en 5m ne produit pas d'amelioration robuste suffisante.,False,False,False,False,True
baseline_futures_adapted,realistic_baseline_reference,-20043.0,-3239.5,0.9004457910618271,0.9788696105929163,-1.4121554200812398,-0.23176485399542818,-20185.0,-7327.0,8624,3881,-2.324095547309833,-0.8347075496006184,-28667.0,-7120.5,0,0,0.0,0.0,-0.41203911590081327,-2.8490507794412716,-28301.5,-12469.0,0.4500231910946197,3,False,amelioration partielle mais insuffisante,"Le 5m lisse certains degats, mais pas assez pour renverser le verdict global.",False,False,True,True,True
vwap_reclaim,candidate,151.05357142857247,-1593.1666666666715,1.140521952921243,0.8105553133298977,0.12531480444303125,-0.5679879592810806,-750.4464285714275,-2923.2083333333358,19,116,7.950187969924866,-13.734195402298893,132.05357142857247,-1709.1666666666715,1,0,0.0,0.0,8.116325806832903,-1.5949367088607547,-1074.9464285714275,-4134.1666666666715,6.105263157894737,1,False,pas d'amelioration exploitable,Le passage en 5m ne produit pas d'amelioration robuste suffisante.,False,False,False,False,True
