symbol,timeframe,variant_name,family,session_overlay,is_net_pnl,is_profit_factor,is_sharpe,is_max_drawdown,is_nb_trades,is_avg_trade,is_expectancy,is_hit_rate,oos_net_pnl,oos_profit_factor,oos_sharpe,oos_max_drawdown,oos_nb_trades,oos_avg_trade,oos_expectancy,oos_hit_rate,stability_is_oos_sharpe_ratio
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr1p0_ts2_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,64.5,1.424342105263158,0.18949775853658565,-74.5,16,4.03125,4.03125,0.5625,403.0,39.38095238095238,1.2897286419031448,0.0,9,44.77777777777778,44.77777777777778,0.8888888888888888,6.806036397808587
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr1p0_ts4_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,64.5,1.424342105263158,0.18949775853658565,-74.5,16,4.03125,4.03125,0.5625,403.0,39.38095238095238,1.2897286419031448,0.0,9,44.77777777777778,44.77777777777778,0.8888888888888888,6.806036397808587
MNQ,1h,combined_qs_1h_vq0p95_vl50_mb0p5_ra1p2_srvwap_ms0p5_wkNone_sb0_tick_rr1p0_ts2_ovopen_to_midday_only,combined_qs,open_to_midday_only,7.0,1.0460526315789473,0.022153929891556057,-118.0,15,0.4666666666666667,0.4666666666666667,0.5333333333333333,403.0,39.38095238095238,1.2897286419031448,0.0,9,44.77777777777778,44.77777777777778,0.8888888888888888,58.216697814626706
MNQ,1h,combined_qs_1h_vq0p95_vl50_mb0p5_ra1p2_srvwap_ms0p5_wkNone_sb0_tick_rr1p0_ts4_ovopen_to_midday_only,combined_qs,open_to_midday_only,7.0,1.0460526315789473,0.022153929891556057,-118.0,15,0.4666666666666667,0.4666666666666667,0.5333333333333333,403.0,39.38095238095238,1.2897286419031448,0.0,9,44.77777777777778,44.77777777777778,0.8888888888888888,58.216697814626706
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts2_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,37.75,1.2483552631578947,0.13184855289164382,-76.5,16,2.359375,2.359375,0.5,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,9.251444091418284
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts4_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,37.75,1.2483552631578947,0.13184855289164382,-76.5,16,2.359375,2.359375,0.5,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,9.251444091418284
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts6_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,37.75,1.2483552631578947,0.13184855289164382,-76.5,16,2.359375,2.359375,0.5,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,9.251444091418284
MNQ,1h,climax_plus_stretch_1h_vq0p95_vl50_mbNone_raNone_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts8_ovopen_to_midday_only,climax_plus_stretch,open_to_midday_only,37.75,1.2483552631578947,0.13184855289164382,-76.5,16,2.359375,2.359375,0.5,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,9.251444091418284
MNQ,1h,combined_qs_1h_vq0p95_vl50_mb0p5_ra1p2_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts2_ovopen_to_midday_only,combined_qs,open_to_midday_only,-4.625,0.9695723684210527,-0.017085919709075945,-118.875,15,-0.30833333333333335,-0.30833333333333335,0.4666666666666667,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,-71.39150460618775
MNQ,1h,combined_qs_1h_vq0p95_vl50_mb0p5_ra1p2_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts4_ovopen_to_midday_only,combined_qs,open_to_midday_only,-4.625,0.9695723684210527,-0.017085919709075945,-118.875,15,-0.30833333333333335,-0.30833333333333335,0.4666666666666667,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,-71.39150460618775
MNQ,1h,combined_qs_1h_vq0p95_vl50_mb0p5_ra1p2_srvwap_ms0p5_wkNone_sb0_tick_rr0p75_ts6_ovopen_to_midday_only,combined_qs,open_to_midday_only,-4.625,0.9695723684210527,-0.017085919709075945,-118.875,15,-0.30833333333333335,-0.30833333333333335,0.4666666666666667,336.5,31.942528735632184,1.2197895156114493,-0.375,9,37.388888888888886,37.388888888888886,0.7777777777777778,-71.39150460618775
