scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,42447.0,1.0507693237114617,1.1371943121364485,1.1995820001457593,46.54276315789474,-15972.5,912,912,0.8142857142857143,0.4956140350877193,564.4391592920354,-462.3467391304348,0.38377192982456143,0.14692982456140352,0.5545329670329671
is,12524.5,0.4549643818541282,0.48455467096379007,1.0819813775384968,19.539001560062403,-15972.5,641,641,0.8144853875476493,0.4711388455538221,547.341059602649,-450.65634218289085,0.3993759750390016,0.12324492979719189,0.5550190597204574
oos,29922.5,2.344868608245843,2.5935508350021497,1.4994825312567814,110.41512915129151,-5810.5,271,271,0.8138138138138138,0.5535055350553506,598.8633333333333,-495.099173553719,0.34686346863468637,0.2029520295202952,0.5533841533841534
