name,family,symbol,timeframe,bar_minutes,dataset_path,min_oos_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_sortino_ratio,overall_max_drawdown,overall_total_trades,overall_expectancy_per_trade,overall_avg_holding_time_min,overall_time_in_market_pct,overall_top_5_day_contribution_pct,overall_positive_month_ratio,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_sortino_ratio,oos_max_drawdown,oos_total_trades,oos_expectancy_per_trade,oos_avg_holding_time_min,oos_time_in_market_pct,oos_top_5_day_contribution_pct,oos_positive_month_ratio,notes,screening_score,pass_screening
mnq_5m_vwap_ext_atr_filtered,vwap_extension_reversion,MNQ,5m,5,data\exports\mean_reversion_mnq_5m_smoke\data\MNQ_c_0_5m_20260321_094501.parquet,25,-4539.112978387788,0.8170454970968608,-0.9406885178510055,-0.5974204893517261,-5401.084669708813,1065,-4.262077913979144,16.63568075117371,0.02600355187647689,-0.24834458262257988,0.37349397590361444,-3736.3107324676203,0.7642974368416993,-1.249944404607356,-802.8022459201675,0.9103841391175476,-0.4518607567769554,-0.2764858400480533,-1634.5058023470556,317,-2.5324991984863328,16.57097791798107,0.025655677655677656,-1.235285085672987,0.4230769230769231,MNQ excess fade only when extension is large but intraday trend pressure stays moderate.,-0.20862310025969832,False
mnq_5m_streak4_vwap_snapback,streak_exhaustion_reversion,MNQ,5m,5,data\exports\mean_reversion_mnq_5m_smoke\data\MNQ_c_0_5m_20260321_094501.parquet,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"MNQ short-run exhaustion scalp, only when already extended away from session anchor.",-1.9999935216233231,False
mnq_5m_opening_stretch_or_mid_fade,opening_stretch_fade,MNQ,5m,5,data\exports\mean_reversion_mnq_5m_smoke\data\MNQ_c_0_5m_20260321_094501.parquet,18,-323.2250000000022,0.5680109592702713,-0.380328678859805,-0.03926446034167292,-427.4464285714348,20,-16.16125000000011,14.0,0.00041096091468157867,-1.0689148426018955,0.07228915662650602,-168.07857142857029,0.6645664352610812,-0.26877963282534506,-155.1464285714319,0.37224895593993806,-0.7006949363892504,-0.056508320954016034,-155.1464285714319,6,-25.85773809523865,14.166666666666666,0.00041514041514041514,-0.5929881908795711,0.07692307692307693,Preferred MNQ fade: first impulse after the open is faded only when trend-day evidence stays weak.,-2.8878239398234635,False
