symbol,variant_name,name,family,timeframe,volume_quantile,volume_lookback,min_body_fraction,min_range_atr,trend_ema_window,ema_slope_threshold,atr_percentile_low,atr_percentile_high,compression_ratio_max,entry_mode,pullback_fraction,confirmation_window,exit_mode,rr_target,atr_target_multiple,time_stop_bars,trailing_atr_multiple,session_overlay,generation,is_net_pnl,is_profit_factor,is_sharpe,is_max_drawdown,is_nb_trades,is_expectancy,is_hit_rate,is_avg_trade,is_raw_signal_count,oos_net_pnl,oos_profit_factor,oos_sharpe,oos_max_drawdown,oos_nb_trades,oos_expectancy,oos_hit_rate,oos_avg_trade,oos_raw_signal_count,stability_is_oos_sharpe_ratio,baseline_oos_net_pnl,baseline_oos_profit_factor,baseline_oos_sharpe,baseline_oos_expectancy,baseline_oos_nb_trades,baseline_stability_is_oos_sharpe_ratio,delta_oos_net_pnl_vs_v1,delta_oos_profit_factor_vs_v1,delta_oos_sharpe_vs_v1,delta_oos_expectancy_vs_v1,delta_stability_vs_v1,selection_score,variant_status,is_true_improvement
MNQ,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,v2,4209.974999999984,1.6565263157894712,1.1739753839714997,-787.0,214,19.6727803738317,0.34579439252336447,19.6727803738317,220,2743.9999999999927,1.6311673375503146,1.2978922401031374,-935.5,101,27.168316831683097,0.32673267326732675,27.168316831683097,104,1.105553197983107,-1290.5,0.6790599353394678,-1.0854778341485452,-12.408653846153847,104,0.753786932404659,4034.4999999999927,0.9521074022108468,2.3833700742516823,39.57697067783694,0.35176626557844803,2.893480216153807,improved,True
MES,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,v2,765.0624999999923,1.2710584588131062,0.48438226346325064,-457.1875,155,4.9358870967741435,0.34838709677419355,4.9358870967741435,165,1283.7187499999982,1.8695808636748505,1.2417727765390711,-424.3437499999982,77,16.671672077922054,0.35064935064935066,16.671672077922054,84,2.563621482877196,-1148.75,0.5116896918172157,-1.8221232200662743,-10.256696428571429,112,0.9715519860376163,2432.468749999998,1.3578911718576347,3.0638959966053454,26.928368506493484,1.5920694968395797,2.874168961188378,improved,True
M2K,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,v2,436.57500000018786,1.1186345108696207,0.313669825280029,-423.0749999999591,241,1.8115145228223561,0.3236514522821577,1.8115145228223561,251,956.6500000000781,1.762878787878885,1.5152407522377243,-153.99999999999523,99,9.663131313132101,0.35353535353535354,9.663131313132101,102,4.830687015829437,-493.9999999999543,0.602734217933272,-1.4352900481171391,-4.843137254901513,102,0.6454673182003885,1450.6500000000324,1.160144569945613,2.9505308003548634,14.506268568033615,4.185219697629048,2.858566887532904,improved,True
MNQ,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,v2,3157.868750000005,1.5194717469978622,0.953392628996246,-719.0625,214,14.756396028037408,0.40186915887850466,14.756396028037408,220,2484.606249999997,1.6343135690579518,1.190988028563276,-989.8187500000058,100,24.84606249999997,0.36,24.84606249999997,104,1.2492104431488797,-1290.5,0.6790599353394678,-1.0854778341485452,-12.408653846153847,104,0.753786932404659,3775.106249999997,0.9552536337184839,2.276465862711821,37.25471634615381,0.49542351074422075,2.8459773170034377,improved,True
MES,dynamic_exit_mixed_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit_mixed_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,v2,798.9999999999941,1.283082373782106,0.5050638958691889,-458.4375,155,5.154838709677382,0.34838709677419355,5.154838709677382,165,1173.7812499999973,1.7951100762066028,1.2170804446346548,-431.2187499999982,77,15.243912337662302,0.35064935064935066,15.243912337662302,84,2.4097553885536054,-1148.75,0.5116896918172157,-1.8221232200662743,-10.256696428571429,112,0.9715519860376163,2322.5312499999973,1.283420384389387,3.039203664700929,25.500608766233732,1.438203402515989,2.837614441128846,improved,True
MES,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p5,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,v2,242.03124999999545,1.122702788339668,0.1927385898035915,-494.29687500000455,96,2.5211588541666194,0.3541666666666667,2.5211588541666194,104,918.0625000000009,2.010247592847319,1.022177347982524,-496.25,50,18.36125000000002,0.32,18.36125000000002,52,5.3034389689380035,-1148.75,0.5116896918172157,-1.8221232200662743,-10.256696428571429,112,0.9715519860376163,2066.812500000001,1.4985579010301033,2.8443005680487983,28.61794642857145,4.331886982900388,2.8017737278528565,improved,True
MNQ,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p2,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,v2,3233.475000000002,1.5319090310906402,0.9536064299827438,-733.0625,214,15.109696261682252,0.40186915887850466,15.109696261682252,220,2391.6562499999927,1.6105836737298935,1.1098409403842904,-949.5687500000058,100,23.916562499999927,0.36,23.916562499999927,104,1.1638354204515733,-1290.5,0.6790599353394678,-1.0854778341485452,-12.408653846153847,104,0.753786932404659,3682.1562499999927,0.9315237383904257,2.1953187745328355,36.32521634615377,0.4100484880469143,2.793325825352479,improved,True
MNQ,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p5_ra1p2,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,v2,1925.4999999999927,1.3846768554589937,0.6713955212900016,-722.0,154,12.503246753246707,0.3181818181818182,12.503246753246707,156,1927.8249999999898,1.5626222092514197,1.0555512530444016,-788.0999999999985,78,24.715705128205,0.3333333333333333,24.715705128205,80,1.5721749990471985,-1290.5,0.6790599353394678,-1.0854778341485452,-12.408653846153847,104,0.753786932404659,3218.32499999999,0.8835622739119519,2.1410290871929467,37.12435897435884,0.8183880666425395,2.7805608496644285,improved,True
M2K,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,v2,1075.7750000001454,1.4383761206194756,0.8740731260478405,-216.84999999997217,188,5.722207446809284,0.35106382978723405,5.722207446809284,195,741.6000000000645,1.7847619047620127,1.3556700777618595,-166.49999999999181,80,9.270000000000806,0.3375,9.270000000000806,81,1.550980160998177,-493.9999999999543,0.602734217933272,-1.4352900481171391,-4.843137254901513,102,0.6454673182003885,1235.6000000000188,1.1820276868287407,2.790960125878999,14.11313725490232,0.9055128427977885,2.7741574002782436,improved,True
MNQ,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p2,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,v2,1592.5562499999996,1.3403988992198352,0.5535340977489039,-668.0625,154,10.341274350649348,0.38311688311688313,10.341274350649348,156,1975.512499999997,1.6288437052363511,0.9824890874328677,-923.9250000000029,77,25.656006493506457,0.36363636363636365,25.656006493506457,80,1.7749386919946308,-1290.5,0.6790599353394678,-1.0854778341485452,-12.408653846153847,104,0.753786932404659,3266.012499999997,0.9497837698968833,2.0679669215814127,38.06466033966031,1.021151759589972,2.7635380653145023,improved,True
