family,variants,live_variants,true_improvement_count,mean_oos_sharpe,mean_delta_oos_sharpe_vs_v1,mean_delta_oos_expectancy_vs_v1,mean_stability
dynamic_exit,96,70,35,0.4236157905689686,1.4933546327966694,13.24386463962498,-0.4196575595313989
regime_filtered,256,74,15,-0.5387749752825841,0.5309638669451167,-3.069099664418814,1.2583472227749581
improved_entry,80,16,2,-0.4051961165159142,0.6645427257117866,-6.903007968605524,6.693379074567537
signal_core,32,2,0,-1.0270459883217884,0.042692853905912445,-1.5314516205736899,0.6352282325320535
