trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,overlay_variant,overlay_family,overlay_exit_reason,overlay_state_pre,day_trade_number,net_pnl_r
236,2021-04-20,short,1,2021-04-20 10:41:00-04:00,13848.75,13930.25,13685.75,2021-04-20 16:00:00-04:00,13746.75,time_exit,,,,164.74,164.74,164.74,13848.75,,102.0,408.0,204.0,1.24,202.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.2307879082190116
237,2021-04-21,long,1,2021-04-21 10:26:00-04:00,13811.25,13699.75,14034.25,2021-04-21 16:00:00-04:00,13901.25,time_exit,,,,224.74,224.74,224.74,13811.25,,90.0,360.0,180.0,1.24,178.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.7954080270534839
238,2021-04-22,long,1,2021-04-22 10:31:00-04:00,13918.75,13854.75,14046.75,2021-04-22 13:10:00-04:00,13854.5,stop,,,,129.74,129.74,129.74,13918.75,,-64.25,-257.0,-128.5,1.24,-129.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
239,2021-04-23,long,1,2021-04-23 10:04:00-04:00,13839.5,13775.25,13968.0,2021-04-23 14:55:00-04:00,13967.75,target,,,,130.24,130.24,130.24,13839.5,,128.25,513.0,256.5,1.24,255.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.9599201474201473
240,2021-04-27,short,1,2021-04-27 10:01:00-04:00,13933.75,14035.25,13730.75,2021-04-27 16:00:00-04:00,13961.5,time_exit,,,,204.74,204.74,204.74,13933.75,,-27.75,-111.0,-55.5,1.24,-56.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.2771319722574973
241,2021-04-29,short,1,2021-04-29 10:01:00-04:00,13946.25,14061.5,13715.75,2021-04-29 16:00:00-04:00,13950.5,time_exit,,,,232.24,232.24,232.24,13946.25,,-4.25,-17.0,-8.5,1.24,-9.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.041939373062349294
242,2021-04-30,long,1,2021-04-30 10:12:00-04:00,13910.5,13839.75,14052.0,2021-04-30 13:53:00-04:00,13839.5,stop,,,,143.24,143.24,143.24,13910.5,,-71.0,-284.0,-142.0,1.24,-143.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
243,2021-05-03,long,1,2021-05-03 10:08:00-04:00,13924.75,13850.5,14073.25,2021-05-03 10:53:00-04:00,13850.25,stop,,,,150.24,150.24,150.24,13924.75,,-74.5,-298.0,-149.0,1.24,-150.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
244,2021-05-04,short,1,2021-05-04 10:02:00-04:00,13520.75,13697.0,13168.25,2021-05-04 16:00:00-04:00,13528.75,time_exit,,,,354.24,354.24,354.24,13520.75,,-8.0,-32.0,-16.0,1.24,-17.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.04866757000903342
245,2021-05-05,short,1,2021-05-05 10:01:00-04:00,13573.5,13666.0,13388.5,2021-05-05 16:00:00-04:00,13486.75,time_exit,,,,186.74,186.74,186.74,13573.5,,86.75,347.0,173.5,1.24,172.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.9224590339509477
246,2021-05-06,short,1,2021-05-06 10:02:00-04:00,13417.0,13509.5,13232.0,2021-05-06 11:34:00-04:00,13509.75,stop,,,,186.74,186.74,186.74,13417.0,,-92.75,-371.0,-185.5,1.24,-186.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
247,2021-05-07,long,1,2021-05-07 10:08:00-04:00,13755.25,13661.25,13943.25,2021-05-07 16:00:00-04:00,13711.5,time_exit,,,,189.74,189.74,189.74,13755.25,,-43.75,-175.0,-87.5,1.24,-88.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.46769263202276795
248,2021-05-10,short,1,2021-05-10 10:04:00-04:00,13508.25,13658.25,13208.25,2021-05-10 16:00:00-04:00,13341.5,time_exit,,,,301.74,301.74,301.74,13508.25,,166.75,667.0,333.5,1.24,332.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.1011466825744018
249,2021-05-11,long,1,2021-05-11 11:20:00-04:00,13272.25,13083.25,13650.25,2021-05-11 16:00:00-04:00,13349.75,time_exit,,,,379.74,379.74,379.74,13272.25,,77.5,310.0,155.0,1.24,153.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.4049086216885237
250,2021-05-12,short,1,2021-05-12 10:13:00-04:00,13115.25,13231.75,12882.25,2021-05-12 16:00:00-04:00,13008.0,time_exit,,,,234.74,234.74,234.74,13115.25,,107.25,429.0,214.5,1.24,213.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.9084945045582346
251,2021-05-13,long,1,2021-05-13 10:01:00-04:00,13178.75,13085.5,13365.25,2021-05-13 11:43:00-04:00,13085.25,stop,,,,188.24,188.24,188.24,13178.75,,-93.5,-374.0,-187.0,1.24,-188.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
252,2021-05-14,long,1,2021-05-14 10:03:00-04:00,13271.25,13207.75,13398.25,2021-05-14 14:42:00-04:00,13398.0,target,,,,128.74,128.74,128.74,13271.25,,126.75,507.0,253.5,1.24,252.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.9594531614105948
253,2021-05-17,short,1,2021-05-17 10:02:00-04:00,13251.25,13343.5,13066.75,2021-05-17 16:00:00-04:00,13298.0,time_exit,,,,186.24,186.24,186.24,13251.25,,-46.75,-187.0,-93.5,1.24,-94.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.5086984536082474
254,2021-05-18,long,1,2021-05-18 10:26:00-04:00,13365.75,13299.75,13497.75,2021-05-18 14:33:00-04:00,13299.5,stop,,,,133.74,133.74,133.74,13365.75,,-66.25,-265.0,-132.5,1.24,-133.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
255,2021-05-19,long,1,2021-05-19 10:26:00-04:00,13083.0,12969.0,13311.0,2021-05-19 16:00:00-04:00,13235.25,time_exit,,,,229.74,229.74,229.74,13083.0,,152.25,609.0,304.5,1.24,303.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.3200139287890658
256,2021-05-20,long,1,2021-05-20 10:02:00-04:00,13399.75,13281.0,13637.25,2021-05-20 16:00:00-04:00,13484.0,time_exit,,,,239.24,239.24,239.24,13399.75,,84.25,337.0,168.5,1.24,167.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.69913058017054
257,2021-05-21,short,1,2021-05-21 10:19:00-04:00,13480.75,13570.25,13301.75,2021-05-21 16:00:00-04:00,13419.5,time_exit,,,,180.74,180.74,180.74,13480.75,,61.25,245.0,122.5,1.24,121.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.6709084873298661
258,2021-05-24,long,1,2021-05-24 10:01:00-04:00,13590.0,13492.5,13785.0,2021-05-24 16:00:00-04:00,13638.0,time_exit,,,,196.74,196.74,196.74,13590.0,,48.0,192.0,96.0,1.24,94.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.4816509098302328
259,2021-05-25,short,1,2021-05-25 10:02:00-04:00,13649.25,13732.75,13482.25,2021-05-25 16:00:00-04:00,13655.25,time_exit,,,,168.74,168.74,168.74,13649.25,,-6.0,-24.0,-12.0,1.24,-13.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.07846390897238355
260,2021-05-26,short,1,2021-05-26 10:03:00-04:00,13659.0,13709.25,13558.5,2021-05-26 10:53:00-04:00,13709.5,stop,,,,102.24,102.24,102.24,13659.0,,-50.5,-202.0,-101.0,1.24,-102.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
261,2021-05-27,long,1,2021-05-27 10:18:00-04:00,13697.0,13643.25,13804.5,2021-05-27 16:00:00-04:00,13660.75,time_exit,,,,109.24,109.24,109.24,13697.0,,-36.25,-145.0,-72.5,1.24,-73.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.6750274624679604
262,2021-06-01,short,1,2021-06-01 10:05:00-04:00,13700.25,13773.5,13553.75,2021-06-01 16:00:00-04:00,13651.25,time_exit,,,,148.24,148.24,148.24,13700.25,,49.0,196.0,98.0,1.24,96.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.6527253103076093
263,2021-06-03,long,1,2021-06-03 11:00:00-04:00,13579.25,13461.75,13814.25,2021-06-03 16:00:00-04:00,13525.5,time_exit,,,,236.74,236.74,236.74,13579.25,,-53.75,-215.0,-107.5,1.24,-108.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.4593224634620258
264,2021-06-04,long,1,2021-06-04 10:01:00-04:00,13706.0,13605.0,13908.0,2021-06-04 16:00:00-04:00,13763.5,time_exit,,,,203.74,203.74,203.74,13706.0,,57.5,230.0,115.0,1.24,113.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.5583586924511632
265,2021-06-07,short,1,2021-06-07 10:20:00-04:00,13714.75,13765.25,13613.75,2021-06-07 13:01:00-04:00,13765.5,stop,,,,102.74,102.74,102.74,13714.75,,-50.75,-203.0,-101.5,1.24,-102.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
266,2021-06-08,short,1,2021-06-08 10:01:00-04:00,13825.75,13917.25,13642.75,2021-06-08 16:00:00-04:00,13813.5,time_exit,,,,184.74,184.74,184.74,13825.75,,12.25,49.0,24.5,1.24,23.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.1259066796578976
267,2021-06-09,short,1,2021-06-09 10:12:00-04:00,13837.5,13904.5,13703.5,2021-06-09 16:00:00-04:00,13814.5,time_exit,,,,135.74,135.74,135.74,13837.5,,23.0,92.0,46.0,1.24,44.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.3297480477383232
268,2021-06-15,short,1,2021-06-15 10:29:00-04:00,14071.0,14130.75,13951.5,2021-06-15 16:00:00-04:00,14034.5,time_exit,,,,121.24,121.24,121.24,14071.0,,36.5,146.0,73.0,1.24,71.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.5918838667106566
269,2021-06-17,long,1,2021-06-17 10:03:00-04:00,14046.25,13942.0,14254.75,2021-06-17 16:00:00-04:00,14170.5,time_exit,,,,210.24,210.24,210.24,14046.25,,124.25,497.0,248.5,1.24,247.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.1760844748858446
270,2021-06-21,long,1,2021-06-21 10:11:00-04:00,14074.75,13958.25,14307.75,2021-06-21 16:00:00-04:00,14134.0,time_exit,,,,234.74,234.74,234.74,14074.75,,59.25,237.0,118.5,1.24,117.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.49953139643861294
271,2021-06-22,long,1,2021-06-22 10:32:00-04:00,14179.25,14106.75,14324.25,2021-06-22 16:00:00-04:00,14255.75,time_exit,,,,146.74,146.74,146.74,14179.25,,76.5,306.0,153.0,1.24,151.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.034210167643451
272,2021-06-25,short,1,2021-06-25 10:12:00-04:00,14325.5,14391.25,14194.0,2021-06-25 16:00:00-04:00,14341.25,time_exit,,,,133.24,133.24,133.24,14325.5,,-15.75,-63.0,-31.5,1.24,-32.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.24572200540378264
273,2021-06-28,long,1,2021-06-28 10:02:00-04:00,14461.75,14390.5,14604.25,2021-06-28 16:00:00-04:00,14507.25,time_exit,,,,144.24,144.24,144.24,14461.75,,45.5,182.0,91.0,1.24,89.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.6222961730449251
274,2021-07-07,short,1,2021-07-07 10:04:00-04:00,14811.0,14884.25,14664.5,2021-07-07 16:00:00-04:00,14801.0,time_exit,,,,148.24,148.24,148.24,14811.0,,10.0,40.0,20.0,1.24,18.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.12655153804641123
275,2021-07-08,long,1,2021-07-08 10:06:00-04:00,14644.75,14539.5,14855.25,2021-07-08 16:00:00-04:00,14710.25,time_exit,,,,212.24,212.24,212.24,14644.75,,65.5,262.0,131.0,1.24,129.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.6113833396155295
276,2021-07-09,long,1,2021-07-09 10:24:00-04:00,14725.75,14667.75,14841.75,2021-07-09 16:00:00-04:00,14805.75,time_exit,,,,117.74,117.74,117.74,14725.75,,80.0,320.0,160.0,1.24,158.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.3483947681331747
277,2021-07-12,short,1,2021-07-12 10:02:00-04:00,14808.0,14889.25,14645.5,2021-07-12 16:00:00-04:00,14874.5,time_exit,,,,164.24,164.24,164.24,14808.0,,-66.5,-266.0,-133.0,1.24,-134.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.8173404773502192
278,2021-07-13,long,1,2021-07-13 10:01:00-04:00,14931.5,14841.5,15111.5,2021-07-13 14:03:00-04:00,14841.25,stop,,,,181.74,181.74,181.74,14931.5,,-90.25,-361.0,-180.5,1.24,-181.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
279,2021-07-14,long,1,2021-07-14 10:05:00-04:00,14992.5,14934.25,15109.0,2021-07-14 11:28:00-04:00,14934.0,stop,,,,118.24,118.24,118.24,14992.5,,-58.5,-234.0,-117.0,1.24,-118.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
280,2021-07-15,short,1,2021-07-15 10:29:00-04:00,14787.25,14902.5,14556.75,2021-07-15 16:00:00-04:00,14787.25,time_exit,,,,232.24,232.24,232.24,14787.25,,-0.0,-0.0,-0.0,1.24,-1.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.005339304168101963
281,2021-07-16,short,1,2021-07-16 10:09:00-04:00,14797.25,14870.0,14651.75,2021-07-16 16:00:00-04:00,14679.5,time_exit,,,,147.24,147.24,147.24,14797.25,,117.75,471.0,235.5,1.24,234.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.5910078782939416
282,2021-07-19,short,1,2021-07-19 10:02:00-04:00,14457.75,14574.25,14224.75,2021-07-19 11:33:00-04:00,14574.5,stop,,,,234.74,234.74,234.74,14457.75,,-116.75,-467.0,-233.5,1.24,-234.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
283,2021-07-20,long,1,2021-07-20 10:21:00-04:00,14608.75,14516.25,14793.75,2021-07-20 16:00:00-04:00,14691.75,time_exit,,,,186.74,186.74,186.74,14608.75,,83.0,332.0,166.0,1.24,164.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.8822962407625575
284,2021-07-22,long,1,2021-07-22 10:27:00-04:00,14900.75,14839.25,15023.75,2021-07-22 16:00:00-04:00,14946.0,time_exit,,,,124.74,124.74,124.74,14900.75,,45.25,181.0,90.5,1.24,89.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.7155683822350489
285,2021-07-26,long,1,2021-07-26 10:01:00-04:00,15102.75,15039.75,15228.75,2021-07-26 16:00:00-04:00,15116.0,time_exit,,,,127.74,127.74,127.74,15102.75,,13.25,53.0,26.5,1.24,25.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.19774542038515738
286,2021-07-27,short,1,2021-07-27 10:06:00-04:00,15016.25,15107.5,14833.75,2021-07-27 11:35:00-04:00,14834.0,target,,,,184.24,184.24,184.24,15016.25,,182.25,729.0,364.5,1.24,363.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.9716673903603994
287,2021-07-28,long,1,2021-07-28 10:18:00-04:00,15037.75,14901.0,15311.25,2021-07-28 16:00:00-04:00,15006.25,time_exit,,,,275.24,275.24,275.24,15037.75,,-31.5,-126.0,-63.0,1.24,-64.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.2333963086760645
288,2021-07-30,long,1,2021-07-30 10:01:00-04:00,14962.25,14865.5,15155.75,2021-07-30 16:00:00-04:00,14967.5,time_exit,,,,195.24,195.24,195.24,14962.25,,5.25,21.0,10.5,1.24,9.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.04742880557262855
289,2021-08-03,short,1,2021-08-03 10:08:00-04:00,14888.75,15009.25,14647.75,2021-08-03 11:57:00-04:00,15009.5,stop,,,,242.74,242.74,242.74,14888.75,,-120.75,-483.0,-241.5,1.24,-242.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
290,2021-08-04,short,1,2021-08-04 10:21:00-04:00,15007.75,15069.75,14883.75,2021-08-04 13:00:00-04:00,15070.0,stop,,,,125.74,125.74,125.74,15007.75,,-62.25,-249.0,-124.5,1.24,-125.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
291,2021-08-06,short,1,2021-08-06 10:06:00-04:00,15097.25,15150.5,14990.75,2021-08-06 16:00:00-04:00,15094.75,time_exit,,,,108.24,108.24,108.24,15097.25,,2.5,10.0,5.0,1.24,3.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.03473762010347376
292,2021-08-11,short,1,2021-08-11 10:12:00-04:00,15042.25,15119.5,14887.75,2021-08-11 16:00:00-04:00,15022.25,time_exit,,,,156.24,156.24,156.24,15042.25,,20.0,80.0,40.0,1.24,38.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.24807987711213514
293,2021-08-12,long,1,2021-08-12 10:20:00-04:00,15008.25,14945.75,15133.25,2021-08-12 16:00:00-04:00,15074.75,time_exit,,,,126.74,126.74,126.74,15008.25,,66.5,266.0,133.0,1.24,131.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.0396086476250592
294,2021-08-16,short,1,2021-08-16 10:07:00-04:00,15015.5,15112.5,14821.5,2021-08-16 15:23:00-04:00,15112.75,stop,,,,195.74,195.74,195.74,15015.5,,-97.25,-389.0,-194.5,1.24,-195.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
295,2021-08-17,long,1,2021-08-17 10:44:00-04:00,15048.25,14954.25,15236.25,2021-08-17 11:55:00-04:00,14954.0,stop,,,,189.74,189.74,189.74,15048.25,,-94.25,-377.0,-188.5,1.24,-189.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
296,2021-08-19,long,1,2021-08-19 10:02:00-04:00,14846.25,14763.0,15012.75,2021-08-19 16:00:00-04:00,14933.25,time_exit,,,,168.24,168.24,168.24,14846.25,,87.0,348.0,174.0,1.24,172.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.0268663813599619
297,2021-08-20,long,1,2021-08-20 10:04:00-04:00,15048.5,14958.75,15228.0,2021-08-20 16:00:00-04:00,15084.0,time_exit,,,,181.24,181.24,181.24,15048.5,,35.5,142.0,71.0,1.24,69.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.38490399470315606
298,2021-08-23,long,1,2021-08-23 10:02:00-04:00,15212.5,15124.25,15389.0,2021-08-23 16:00:00-04:00,15311.75,time_exit,,,,178.24,178.24,178.24,15212.5,,99.25,397.0,198.5,1.24,197.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.106710053859964
299,2021-08-24,long,1,2021-08-24 10:09:00-04:00,15354.5,15312.25,15439.0,2021-08-24 16:00:00-04:00,15357.5,time_exit,,,,86.24,86.24,86.24,15354.5,,3.0,12.0,6.0,1.24,4.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.05519480519480519
300,2021-08-27,long,1,2021-08-27 10:03:00-04:00,15364.5,15283.75,15526.0,2021-08-27 16:00:00-04:00,15426.0,time_exit,,,,163.24,163.24,163.24,15364.5,,61.5,246.0,123.0,1.24,121.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.7458956138201421
301,2021-09-03,long,1,2021-09-03 10:02:00-04:00,15646.25,15554.0,15830.75,2021-09-03 16:00:00-04:00,15647.0,time_exit,,,,186.24,186.24,186.24,15646.25,,0.75,3.0,1.5,1.24,0.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.0013960481099656358
302,2021-09-07,short,1,2021-09-07 10:13:00-04:00,15611.0,15669.5,15494.0,2021-09-07 10:49:00-04:00,15669.75,stop,,,,118.74,118.74,118.74,15611.0,,-58.75,-235.0,-117.5,1.24,-118.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
303,2021-09-13,short,1,2021-09-13 10:02:00-04:00,15414.0,15565.5,15111.0,2021-09-13 16:00:00-04:00,15445.25,time_exit,,,,304.74,304.74,304.74,15414.0,,-31.25,-125.0,-62.5,1.24,-63.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.2091619085121743
304,2021-09-14,short,1,2021-09-14 10:01:00-04:00,15419.25,15531.25,15195.25,2021-09-14 16:00:00-04:00,15392.5,time_exit,,,,225.74,225.74,225.74,15419.25,,26.75,107.0,53.5,1.24,52.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.23150527155134223
305,2021-09-15,short,1,2021-09-15 10:13:00-04:00,15324.75,15441.5,15091.25,2021-09-15 12:55:00-04:00,15441.75,stop,,,,235.24,235.24,235.24,15324.75,,-117.0,-468.0,-234.0,1.24,-235.24,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
306,2021-09-16,short,1,2021-09-16 10:04:00-04:00,15396.0,15483.0,15222.0,2021-09-16 13:57:00-04:00,15483.25,stop,,,,175.74,175.74,175.74,15396.0,,-87.25,-349.0,-174.5,1.24,-175.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
307,2021-09-20,short,1,2021-09-20 10:21:00-04:00,15022.75,15152.0,14764.25,2021-09-20 16:00:00-04:00,14995.25,time_exit,,,,260.24,260.24,260.24,15022.75,,27.5,110.0,55.0,1.24,53.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.20657854288349214
308,2021-09-21,short,1,2021-09-21 10:10:00-04:00,15015.25,15132.25,14781.25,2021-09-21 16:00:00-04:00,15022.25,time_exit,,,,235.74,235.74,235.74,15015.25,,-7.0,-28.0,-14.0,1.24,-15.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.06464749300076356
309,2021-09-22,long,1,2021-09-22 10:01:00-04:00,15080.5,15014.25,15213.0,2021-09-22 14:15:00-04:00,15212.75,target,,,,134.24,134.24,134.24,15080.5,,132.25,529.0,264.5,1.24,263.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.9611144219308698
310,2021-09-23,long,1,2021-09-23 10:03:00-04:00,15303.75,15181.5,15548.25,2021-09-23 16:00:00-04:00,15304.5,time_exit,,,,246.24,246.24,246.24,15303.75,,0.75,3.0,1.5,1.24,0.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.001055880441845354
311,2021-09-24,long,1,2021-09-24 10:01:00-04:00,15259.5,15189.25,15400.0,2021-09-24 16:00:00-04:00,15320.25,time_exit,,,,142.24,142.24,142.24,15259.5,,60.75,243.0,121.5,1.24,120.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.8454724409448818
312,2021-09-27,long,1,2021-09-27 11:05:00-04:00,15221.5,15083.5,15497.5,2021-09-27 16:00:00-04:00,15188.5,time_exit,,,,277.74,277.74,277.74,15221.5,,-33.0,-132.0,-66.0,1.24,-67.24,max_trades_1,block_3_sequence_logic,,neutral,1,-0.2420969251818247
313,2021-09-28,short,1,2021-09-28 10:02:00-04:00,14902.5,15031.75,14644.0,2021-09-28 16:00:00-04:00,14783.0,time_exit,,,,260.24,260.24,260.24,14902.5,,119.5,478.0,239.0,1.24,237.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.9136181985859206
314,2021-09-29,short,1,2021-09-29 11:36:00-04:00,14781.0,14903.5,14536.0,2021-09-29 16:00:00-04:00,14751.25,time_exit,,,,246.74,246.74,246.74,14781.0,,29.75,119.0,59.5,1.24,58.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.23611899165113073
315,2021-09-30,short,1,2021-09-30 10:31:00-04:00,14802.0,14879.25,14647.5,2021-09-30 16:00:00-04:00,14704.5,time_exit,,,,156.24,156.24,156.24,14802.0,,97.5,390.0,195.0,1.24,193.76,max_trades_1,block_3_sequence_logic,,neutral,1,1.2401433691756272
316,2021-10-01,short,1,2021-10-01 10:16:00-04:00,14571.75,14735.75,14243.75,2021-10-01 13:48:00-04:00,14736.0,stop,,,,329.74,329.74,329.74,14571.75,,-164.25,-657.0,-328.5,1.24,-329.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
317,2021-10-04,short,1,2021-10-04 10:03:00-04:00,14546.25,14720.5,14197.75,2021-10-04 16:00:00-04:00,14480.25,time_exit,,,,350.24,350.24,350.24,14546.25,,66.0,264.0,132.0,1.24,130.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.3733439926907263
318,2021-10-05,long,1,2021-10-05 10:02:00-04:00,14598.0,14496.0,14802.0,2021-10-05 16:00:00-04:00,14656.5,time_exit,,,,205.74,205.74,205.74,14598.0,,58.5,234.0,117.0,1.24,115.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.5626518907358803
319,2021-10-06,short,1,2021-10-06 10:02:00-04:00,14507.0,14639.5,14242.0,2021-10-06 10:22:00-04:00,14639.75,stop,,,,266.74,266.74,266.74,14507.0,,-132.75,-531.0,-265.5,1.24,-266.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
320,2021-10-07,long,1,2021-10-07 10:01:00-04:00,14957.0,14858.75,15153.5,2021-10-07 16:00:00-04:00,14884.75,time_exit,,,,198.24,198.24,198.24,14957.0,,-72.25,-289.0,-144.5,1.24,-145.74,max_trades_1,block_3_sequence_logic,,neutral,1,-0.7351694915254238
321,2021-10-08,short,1,2021-10-08 10:41:00-04:00,14839.0,14943.75,14629.5,2021-10-08 16:00:00-04:00,14808.25,time_exit,,,,211.24,211.24,211.24,14839.0,,30.75,123.0,61.5,1.24,60.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.2852679416777125
322,2021-10-11,long,1,2021-10-11 10:01:00-04:00,14876.5,14721.0,15187.5,2021-10-11 15:51:00-04:00,14720.75,stop,,,,312.74,312.74,312.74,14876.5,,-155.75,-623.0,-311.5,1.24,-312.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
323,2021-10-12,short,1,2021-10-12 10:37:00-04:00,14653.25,14779.25,14401.25,2021-10-12 16:00:00-04:00,14623.25,time_exit,,,,253.74,253.74,253.74,14653.25,,30.0,120.0,60.0,1.24,58.76,max_trades_1,block_3_sequence_logic,,neutral,1,0.23157562859620082
324,2021-10-13,short,1,2021-10-13 10:12:00-04:00,14691.25,14779.25,14515.25,2021-10-13 14:01:00-04:00,14779.5,stop,,,,177.74,177.74,177.74,14691.25,,-88.25,-353.0,-176.5,1.24,-177.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
325,2021-10-14,long,1,2021-10-14 10:02:00-04:00,14967.5,14890.0,15122.5,2021-10-14 16:00:00-04:00,15041.25,time_exit,,,,156.74,156.74,156.74,14967.5,,73.75,295.0,147.5,1.24,146.26,max_trades_1,block_3_sequence_logic,,neutral,1,0.9331376802347836
326,2021-10-18,long,1,2021-10-18 10:06:00-04:00,15149.75,15051.25,15346.75,2021-10-18 16:00:00-04:00,15289.5,time_exit,,,,198.74,198.74,198.74,15149.75,,139.75,559.0,279.5,1.24,278.26,max_trades_1,block_3_sequence_logic,,neutral,1,1.4001207607929957
327,2021-10-20,short,1,2021-10-20 10:01:00-04:00,15391.0,15441.5,15290.0,2021-10-20 10:31:00-04:00,15441.75,stop,,,,102.74,102.74,102.74,15391.0,,-50.75,-203.0,-101.5,1.24,-102.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
328,2021-10-22,long,1,2021-10-22 10:30:00-04:00,15463.0,15385.0,15619.0,2021-10-22 11:15:00-04:00,15384.75,stop,,,,157.74,157.74,157.74,15463.0,,-78.25,-313.0,-156.5,1.24,-157.74,max_trades_1,block_3_sequence_logic,,neutral,1,-1.0
