scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,36506.5,1.190269895182681,1.3281844105013574,1.2442845910634526,40.835011185682326,-8568.0,894,894,0.7982142857142858,0.49328859060402686,421.6530612244898,-329.8951434878587,0.38814317673378074,0.14988814317673377,0.5448397435897436
is,13541.5,0.6346699272590203,0.6985426280207103,1.122800335532431,21.39257503949447,-8568.0,633,633,0.8043202033036849,0.4707740916271722,415.48322147651004,-329.17164179104475,0.4028436018957346,0.12480252764612954,0.5498615319453947
oos,22965.0,2.47295559768902,2.8402180664900976,1.5862905284656625,87.98850574712644,-4083.0,261,261,0.7837837837837838,0.5478927203065134,434.5104895104895,-331.9491525423729,0.3524904214559387,0.210727969348659,0.532971432971433
