session_date,daily_pnl_usd,daily_trade_count,equity,peak_equity,drawdown_usd,drawdown_pct
2019-05-07,230.0,1.0,50230.0,50230.0,0.0,0.0
2019-05-09,-544.0,1.0,49686.0,50230.0,-544.0,-0.010830181166633486
2019-05-13,207.0,1.0,49893.0,50230.0,-337.0,-0.006709137965359347
2019-05-20,-166.5,1.0,49726.5,50230.0,-503.5,-0.010023890105514632
2019-06-03,358.5,1.0,50085.0,50230.0,-145.0,-0.0028867210830181168
2019-06-18,-90.0,1.0,49995.0,50230.0,-235.0,-0.0046784789966155685
2019-08-02,102.0,1.0,50097.0,50230.0,-133.0,-0.00264782002787179
2019-08-06,-374.0,1.0,49723.0,50230.0,-507.0,-0.01009356957993231
2019-08-07,792.0,1.0,50515.0,50515.0,0.0,0.0
2019-08-13,0.0,0.0,50515.0,50515.0,0.0,0.0
2019-08-14,603.0,1.0,51118.0,51118.0,0.0,0.0
2019-08-23,-500.0,1.0,50618.0,51118.0,-500.0,-0.009781290347822685
2019-09-03,-10.0,1.0,50608.0,51118.0,-510.0,-0.009976916154779138
2019-10-03,-460.5,1.0,50147.5,51118.0,-970.5,-0.01898548456512383
2019-10-04,276.0,1.0,50423.5,51118.0,-694.5,-0.01358621229312571
2019-12-12,-28.5,1.0,50395.0,51118.0,-723.0,-0.014143745842951602
2019-12-13,-22.5,1.0,50372.5,51118.0,-745.5,-0.014583903908603623
2020-01-31,774.0,1.0,51146.5,51146.5,0.0,0.0
2020-02-05,-94.0,1.0,51052.5,51146.5,-94.0,-0.001837857917941599
2020-02-21,36.5,1.0,51089.0,51146.5,-57.5,-0.0011242215987408719
2020-02-25,405.0,1.0,51494.0,51494.0,0.0,0.0
2020-02-26,-277.0,1.0,51217.0,51494.0,-277.0,-0.0053792674874742685
2020-02-27,-248.0,1.0,50969.0,51494.0,-525.0,-0.010195362566512604
2020-03-04,265.0,1.0,51234.0,51494.0,-260.0,-0.00504913193770148
2020-03-05,-337.0,1.0,50897.0,51494.0,-597.0,-0.011593583718491474
2020-03-06,-234.5,1.0,50662.5,51494.0,-831.5,-0.016147512331533772
2020-03-10,-230.5,1.0,50432.0,51494.0,-1062.0,-0.02062376199168835
2020-03-11,389.0,1.0,50821.0,51494.0,-673.0,-0.01306948382335806
2020-03-24,-233.5,1.0,50587.5,51494.0,-906.5,-0.017603992698178427
2020-03-27,-510.0,1.0,50077.5,51494.0,-1416.5,-0.0275080591913621
2020-03-30,1400.0,1.0,51477.5,51494.0,-16.5,-0.0003204256806618247
2020-03-31,-489.0,1.0,50988.5,51494.0,-505.5,-0.009816677671184992
2020-04-01,-307.0,1.0,50681.5,51494.0,-812.5,-0.015778537305317124
2020-04-02,176.0,1.0,50857.5,51494.0,-636.5,-0.01236066337825766
2020-04-03,94.0,1.0,50951.5,51494.0,-542.5,-0.010535207985396356
2020-04-06,874.0,1.0,51825.5,51825.5,0.0,0.0
2020-04-07,223.0,1.0,52048.5,52048.5,0.0,0.0
2020-04-08,-208.0,1.0,51840.5,52048.5,-208.0,-0.003996272707186567
2020-04-09,-54.0,1.0,51786.5,52048.5,-262.0,-0.005033766583090771
2020-04-13,-684.0,1.0,51102.5,52048.5,-946.0,-0.018175355677877366
2020-04-14,283.0,1.0,51385.5,52048.5,-663.0,-0.01273811925415718
2020-04-16,-487.5,1.0,50898.0,52048.5,-1150.5,-0.022104383411625694
2020-04-17,-301.5,1.0,50596.5,52048.5,-1452.0,-0.027897057552090838
2020-04-20,-635.0,1.0,49961.5,52048.5,-2087.0,-0.04009721701874214
2020-04-21,174.5,1.0,50136.0,52048.5,-1912.5,-0.03674457477160725
2020-04-22,165.0,1.0,50301.0,52048.5,-1747.5,-0.03357445459523329
2020-04-23,-349.0,1.0,49952.0,52048.5,-2096.5,-0.04027973908950306
2020-04-27,-309.0,1.0,49643.0,52048.5,-2405.5,-0.04621650960162157
2020-04-28,1162.0,1.0,50805.0,52048.5,-1243.5,-0.02389117842012738
2020-04-29,718.0,1.0,51523.0,52048.5,-525.5,-0.010096352440512215
2020-04-30,-178.5,1.0,51344.5,52048.5,-704.0,-0.013525846085862225
2020-05-01,-542.0,1.0,50802.5,52048.5,-1246.0,-0.023939210544011835
2020-05-04,688.0,1.0,51490.5,52048.5,-558.0,-0.010720770051010116
2020-05-06,-532.0,1.0,50958.5,52048.5,-1090.0,-0.020942006013621912
2020-05-07,-665.0,1.0,50293.5,52048.5,-1755.0,-0.033718550966886654
2020-05-13,-215.0,1.0,50078.5,52048.5,-1970.0,-0.03784931362094969
2020-05-14,-504.0,1.0,49574.5,52048.5,-2474.0,-0.047532589796055603
2020-05-15,203.0,1.0,49777.5,52048.5,-2271.0,-0.043632381336637945
2020-05-18,105.0,1.0,49882.5,52048.5,-2166.0,-0.04161503213349088
2020-05-19,-292.0,1.0,49590.5,52048.5,-2458.0,-0.047225184203195096
2020-05-21,846.0,1.0,50436.5,52048.5,-1612.0,-0.03097111348069589
2020-05-27,0.0,0.0,50436.5,52048.5,-1612.0,-0.03097111348069589
2020-05-28,-168.5,1.0,50268.0,52048.5,-1780.5,-0.034208478630508084
2020-05-29,-148.0,1.0,50120.0,52048.5,-1928.5,-0.03705198036446775
2020-06-01,20.5,1.0,50140.5,52048.5,-1908.0,-0.03665811694861523
2020-06-03,-107.0,1.0,50033.5,52048.5,-2015.0,-0.03871389185086986
2020-06-08,-128.0,1.0,49905.5,52048.5,-2143.0,-0.0411731365937539
2020-06-09,98.5,1.0,50004.0,52048.5,-2044.5,-0.03928067091270642
2020-06-10,-97.5,1.0,49906.5,52048.5,-2142.0,-0.04115392374420012
2020-06-12,0.0,0.0,49906.5,52048.5,-2142.0,-0.04115392374420012
2020-06-15,475.0,1.0,50381.5,52048.5,-1667.0,-0.03202782020615388
2020-06-16,-165.0,1.0,50216.5,52048.5,-1832.0,-0.03519794038252783
2020-06-17,-508.0,1.0,49708.5,52048.5,-2340.0,-0.04495806795584887
2020-06-18,-301.5,1.0,49407.0,52048.5,-2641.5,-0.050750742096314014
2020-06-22,950.0,1.0,50357.0,52048.5,-1691.5,-0.03249853502022152
2020-06-24,303.0,1.0,50660.0,52048.5,-1388.5,-0.026677041605425708
2020-06-26,237.5,1.0,50897.5,52048.5,-1151.0,-0.022113989836402587
2020-06-29,212.0,1.0,51109.5,52048.5,-939.0,-0.018040865731000895
2020-06-30,520.5,1.0,51630.0,52048.5,-418.5,-0.008040577538257586
2020-07-01,245.0,1.0,51875.0,52048.5,-173.5,-0.0033334293975811023
2020-07-02,18.0,1.0,51893.0,52048.5,-155.5,-0.002987598105613034
2020-07-06,246.0,1.0,52139.0,52139.0,0.0,0.0
2020-07-07,-163.0,1.0,51976.0,52139.0,-163.0,-0.0031262586547498032
2020-07-08,-432.0,1.0,51544.0,52139.0,-595.0,-0.011411803064884252
2020-07-09,237.0,1.0,51781.0,52139.0,-358.0,-0.006866261339879936
2020-07-10,0.0,0.0,51781.0,52139.0,-358.0,-0.006866261339879936
2020-07-13,-143.5,1.0,51637.5,52139.0,-501.5,-0.009618519726116726
2020-07-15,0.0,0.0,51637.5,52139.0,-501.5,-0.009618519726116726
2020-07-16,-138.0,1.0,51499.5,52139.0,-639.5,-0.012265290857131897
2020-07-17,-188.5,1.0,51311.0,52139.0,-828.0,-0.015880626786091027
2020-07-20,730.0,1.0,52041.0,52139.0,-98.0,-0.0018795910930397592
2020-07-21,0.0,0.0,52041.0,52139.0,-98.0,-0.0018795910930397592
2020-07-22,-109.0,1.0,51932.0,52139.0,-207.0,-0.003970156696522757
2020-07-23,291.0,1.0,52223.0,52223.0,0.0,0.0
2020-07-24,68.5,1.0,52291.5,52291.5,0.0,0.0
2020-07-27,-718.5,1.0,51573.0,52291.5,-718.5,-0.01374028283755486
2020-07-29,240.0,1.0,51813.0,52291.5,-478.5,-0.009150626774906056
2020-07-30,0.0,0.0,51813.0,52291.5,-478.5,-0.009150626774906056
2020-07-31,0.0,0.0,51813.0,52291.5,-478.5,-0.009150626774906056
2020-08-03,-62.5,1.0,51750.5,52291.5,-541.0,-0.010345849707887515
2020-08-04,-128.0,1.0,51622.5,52291.5,-669.0,-0.012793666274633545
2020-08-05,-26.0,1.0,51596.5,52291.5,-695.0,-0.013290879014753832
2020-08-10,-60.0,1.0,51536.5,52291.5,-755.0,-0.014438293030416034
2020-08-11,-565.5,1.0,50971.0,52291.5,-1320.5,-0.02525267012803228
2020-08-12,121.0,1.0,51092.0,52291.5,-1199.5,-0.022938718529780175
2020-08-13,-280.0,1.0,50812.0,52291.5,-1479.5,-0.028293317269537113
2020-08-14,-217.5,1.0,50594.5,52291.5,-1697.0,-0.03245269307631259
2020-08-18,-126.0,1.0,50468.5,52291.5,-1823.0,-0.03486226250920322
2020-08-21,253.5,1.0,50722.0,52291.5,-1569.5,-0.030014438293030417
2020-08-24,-34.0,1.0,50688.0,52291.5,-1603.5,-0.03066463956857233
2020-08-25,234.0,1.0,50922.0,52291.5,-1369.5,-0.026189724907489744
2020-08-27,0.0,0.0,50922.0,52291.5,-1369.5,-0.026189724907489744
2020-08-28,-516.0,1.0,50406.0,52291.5,-1885.5,-0.03605748544218468
2020-08-31,180.0,1.0,50586.0,52291.5,-1705.5,-0.03261524339519807
