session_date,orb_daily_pnl_usd,orb_return,orb_daily_trade_count,pullback_daily_pnl_usd,pullback_return,pullback_daily_trade_count,phase,benchmark_return
2019-06-25,0.0,0.0,0,-124.0,-0.002469332483670543,1.0,is,-0.011579764523224179
2019-06-26,0.0,0.0,0,0.0,0.0,0.0,is,0.005923162510635516
2019-06-27,0.0,0.0,0,0.0,0.0,0.0,is,-0.0004879794397996129
2019-06-28,0.0,0.0,0,0.0,0.0,0.0,is,0.005598229397213883
2019-07-01,0.0,0.0,0,-36.0,-0.0007186776331549948,1.0,is,0.009192128430864921
2019-07-02,0.0,0.0,0,0.0,0.0,0.0,is,0.004586273252084716
2019-07-03,0.0,0.0,0,0.0,0.0,0.0,is,0.006991667464802287
2019-07-04,0.0,0.0,0,0.0,0.0,0.0,is,0.002155855684484287
2019-07-05,0.0,0.0,0,246.75,0.004929478983538437,1.0,is,-0.0060423916482126305
2019-07-08,0.0,0.0,0,7.5,0.00014909721635497064,1.0,is,-0.012476526942296062
2019-07-09,0.0,0.0,0,-51.0,-0.0010137099298850633,1.0,is,0.012021787475424706
2019-07-10,0.0,0.0,0,0.0,0.0,0.0,is,0.013439490445859903
2019-07-11,0.0,0.0,0,0.0,0.0,0.0,is,-0.0023254352334862727
2019-07-12,0.0,0.0,0,0.0,0.0,0.0,is,0.0026458359581706947
2019-07-15,0.0,0.0,0,0.0,0.0,0.0,is,0.004932143754712293
2019-07-16,0.0,0.0,0,0.0,0.0,0.0,is,-0.006596017380974706
2019-07-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.011548870287620416
2019-07-18,0.0,0.0,0,240.4500000000044,0.0047841939543467995,1.0,is,0.01410333959440968
2019-07-19,0.0,0.0,0,0.0,0.0,0.0,is,-0.018145287875933946
2019-07-22,0.0,0.0,0,-42.0,-0.0008316881090382715,1.0,is,0.01406829517841146
2019-07-23,0.0,0.0,0,-141.0,-0.0027944198804146837,1.0,is,0.004950182872997866
2019-07-24,0.0,0.0,0,0.0,0.0,0.0,is,0.00611803093527441
2019-07-25,0.0,0.0,0,-140.0,-0.002782376427706904,1.0,is,0.0
2019-07-26,0.0,0.0,0,0.0,0.0,0.0,is,-0.00024946987651242036
2019-07-29,0.0,0.0,0,0.0,0.0,0.0,is,-0.00034310667498438363
2019-07-30,0.0,0.0,0,0.0,0.0,0.0,is,-0.002308964398265112
2019-07-31,0.0,0.0,0,0.0,0.0,0.0,is,-0.014824081313526194
2019-08-01,0.0,0.0,0,-24.0,-0.0004783096536838811,1.0,is,-0.012221834227484796
2019-08-02,0.0,0.0,0,-118.0,-0.002352814504503247,1.0,is,-0.009094999357243894
2019-08-05,0.0,0.0,0,0.0,0.0,0.0,is,-0.037362566081795445
2019-08-06,-171.0,-0.003425686639822105,1,0.0,0.0,0.0,is,0.007378457599137578
2019-08-07,0.0,0.0,0,0.0,0.0,0.0,is,0.016856187290969826
2019-08-08,326.0,0.006553290716841555,1,0.0,0.0,0.0,is,0.011676095250624963
2019-08-09,0.0,0.0,0,0.0,0.0,0.0,is,-0.0026658864072304223
2019-08-12,0.0,0.0,0,0.0,0.0,0.0,is,-0.01206115330703783
2019-08-13,167.0,0.003335197315865154,1,499.1250000000037,0.009975576949597052,1.0,is,0.020820272544296747
2019-08-14,0.0,0.0,0,0.0,0.0,0.0,is,-0.029898506690800963
2019-08-15,0.0,0.0,0,0.0,0.0,0.0,is,0.0067637357145236
2019-08-16,0.0,0.0,0,0.0,0.0,0.0,is,0.007777336510458088
2019-08-19,0.0,0.0,0,0.0,0.0,0.0,is,0.01625562378903811
2019-08-20,0.0,0.0,0,0.0,0.0,0.0,is,-0.005364182769986403
2019-08-21,0.0,0.0,0,0.0,0.0,0.0,is,0.005198180636777128
2019-08-22,0.0,0.0,0,0.0,0.0,0.0,is,0.001680672268907557
2019-08-23,0.0,0.0,0,-135.0,-0.0026714779655013245,1.0,is,-0.0328794527620031
2019-08-26,0.0,0.0,0,0.0,0.0,0.0,is,0.013278617422346706
2019-08-27,0.0,0.0,0,0.0,0.0,0.0,is,-9.877843995920177e-05
2019-08-28,0.0,0.0,0,0.0,0.0,0.0,is,-0.003786880927291847
2019-08-29,0.0,0.0,0,0.0,0.0,0.0,is,0.02198129111162528
2019-08-30,0.0,0.0,0,0.0,0.0,0.0,is,-0.006921534381266525
2019-09-02,0.0,0.0,0,0.0,0.0,0.0,is,-0.004755080771234987
2019-09-03,-180.0,-0.00358287386293517,1,0.0,0.0,0.0,is,0.001570783428234801
2019-09-04,0.0,0.0,0,0.0,0.0,0.0,is,0.02231588577403132
2019-09-05,0.0,0.0,0,128.0,0.0025397417499316696,1.0,is,0.006168301959154965
2019-09-06,0.0,0.0,0,0.0,0.0,0.0,is,-0.0006035194714439918
2019-09-09,0.0,0.0,0,0.0,0.0,0.0,is,-0.004958204875568084
2019-09-10,0.0,0.0,0,0.0,0.0,0.0,is,-0.001852620819625006
2019-09-11,0.0,0.0,0,0.0,0.0,0.0,is,0.017056545809465806
2019-09-12,-198.0,-0.003955332707405262,1,0.0,0.0,0.0,is,-0.0013215027373985055
2019-09-13,0.0,0.0,0,0.0,0.0,0.0,is,-0.005954631379962216
2019-09-16,0.0,0.0,0,0.0,0.0,0.0,is,-0.005007765205540249
2019-09-17,0.0,0.0,0,0.0,0.0,0.0,is,0.0035358200872805945
2019-09-18,0.0,0.0,0,0.0,0.0,0.0,is,-0.00323768410360592
2019-09-19,0.0,0.0,0,0.0,0.0,0.0,is,0.008598178459970685
2019-09-23,0.0,0.0,0,0.0,0.0,0.0,is,-0.005493811568577978
2019-09-24,0.0,0.0,0,234.25,0.004636151192955424,2.0,is,-0.015270810845133043
2019-09-25,0.0,0.0,0,0.0,0.0,0.0,is,0.006673759551213854
2019-09-26,0.0,0.0,0,-94.0,-0.001851812633991695,1.0,is,-0.005380476556494984
2019-09-27,0.0,0.0,0,-221.0,-0.004361806952542651,2.0,is,-0.006214580113343637
2019-09-30,0.0,0.0,0,0.0,0.0,0.0,is,0.012636490295823588
2019-10-01,0.0,0.0,0,0.0,0.0,0.0,is,-0.012318817393530246
2019-10-02,0.0,0.0,0,-118.5,-0.0023490430127616462,1.0,is,-0.0196967733575224
2019-10-03,215.0,0.0043119873247628405,1,0.0,0.0,0.0,is,0.010641110376734986
2019-10-04,0.0,0.0,0,0.0,0.0,0.0,is,0.015891701000588565
2019-10-07,0.0,0.0,0,0.0,0.0,0.0,is,0.0010299987125015342
2019-10-08,0.0,0.0,0,0.0,0.0,0.0,is,-0.017331189710610984
2019-10-09,0.0,0.0,0,0.0,0.0,0.0,is,0.006053466836818178
2019-10-10,0.0,0.0,0,0.0,0.0,0.0,is,0.014375853769595937
2019-10-11,0.0,0.0,0,0.0,0.0,0.0,is,0.007951776324227167
2019-10-14,0.0,0.0,0,0.0,0.0,0.0,is,0.002099503753658194
2019-10-15,0.0,0.0,0,0.0,0.0,0.0,is,0.00787251603072825
2019-10-16,0.0,0.0,0,0.0,0.0,0.0,is,0.0010393700787401094
2019-10-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.0012270710757322778
2019-10-18,0.0,0.0,0,0.0,0.0,0.0,is,-0.006489415322580627
2019-10-21,0.0,0.0,0,0.0,0.0,0.0,is,0.010558691102796613
2019-10-22,0.0,0.0,0,0.0,0.0,0.0,is,-0.016786420256659662
2019-10-23,0.0,0.0,0,0.0,0.0,0.0,is,0.010913964768955786
2019-10-24,0.0,0.0,0,0.0,0.0,0.0,is,0.001830923669423612
2019-10-25,0.0,0.0,0,-75.0,-0.0014902367141671337,1.0,is,0.013171162087219468
2019-10-28,0.0,0.0,0,0.0,0.0,0.0,is,0.008832493624432391
2019-10-29,0.0,0.0,0,0.0,0.0,0.0,is,-0.006997965349281654
2019-10-30,0.0,0.0,0,0.0,0.0,0.0,is,0.008258048492751024
2019-10-31,0.0,0.0,0,292.2000000000044,0.005814627409640289,1.0,is,-0.0002771191920436511
2019-11-01,0.0,0.0,0,0.0,0.0,0.0,is,0.005667118393495096
2019-11-04,0.0,0.0,0,0.0,0.0,0.0,is,0.009187798603454533
2019-11-05,0.0,0.0,0,0.0,0.0,0.0,is,-0.0034292303957270676
2019-11-06,0.0,0.0,0,0.0,0.0,0.0,is,-0.0016139346508724506
2019-11-07,0.0,0.0,0,0.0,0.0,0.0,is,0.0006710181174891527
2019-11-08,0.0,0.0,0,0.0,0.0,0.0,is,0.007071445988783287
2019-11-11,0.0,0.0,0,0.0,0.0,0.0,is,-0.0019673123486683153
2019-11-12,0.0,0.0,0,0.0,0.0,0.0,is,0.0004548900682335155
2019-11-13,0.0,0.0,0,0.0,0.0,0.0,is,0.0013034252803880708
2019-11-14,0.0,0.0,0,0.0,0.0,0.0,is,0.004813368449732014
2019-11-15,0.0,0.0,0,0.0,0.0,0.0,is,0.003103157387322142
2019-11-18,0.0,0.0,0,254.84999999999127,0.0050420641896218,1.0,is,0.0028232467337439004
2019-11-19,0.0,0.0,0,-2.0,-3.9370369367884116e-05,1.0,is,-0.0036239480068286367
2019-11-20,0.0,0.0,0,187.5,0.003691117448896479,1.0,is,-0.005981724179391579
2019-11-21,0.0,0.0,0,-81.0,-0.0015886986645614774,1.0,is,0.0031146995675708222
2019-11-22,0.0,0.0,0,0.0,0.0,0.0,is,-0.0013264198721814058
2019-11-25,0.0,0.0,0,0.0,0.0,0.0,is,0.012557353296305251
2019-11-26,0.0,0.0,0,0.0,0.0,0.0,is,0.0031898402098735623
2019-11-27,0.0,0.0,0,0.0,0.0,0.0,is,0.0018721583311045453
2019-11-28,0.0,0.0,0,0.0,0.0,0.0,is,-0.0005339028296850179
2019-11-29,0.0,0.0,0,0.0,0.0,0.0,is,-0.0003264482431148963
2019-12-02,0.0,0.0,0,-130.0,-0.0025538205400839325,1.0,is,-0.010776309930236039
2019-12-03,0.0,0.0,0,0.0,0.0,0.0,is,-0.008042734529740136
2019-12-04,0.0,0.0,0,0.0,0.0,0.0,is,0.003811944091486552
2019-12-05,0.0,0.0,0,0.0,0.0,0.0,is,0.0033453887884267175
2019-12-06,0.0,0.0,0,0.0,0.0,0.0,is,0.009672283800426618
2019-12-09,0.0,0.0,0,0.0,0.0,0.0,is,-0.004551810311486659
2019-12-10,0.0,0.0,0,0.0,0.0,0.0,is,-0.0006873879258816329
2019-12-11,0.0,0.0,0,0.0,0.0,0.0,is,0.006459909680892384
2019-12-12,0.0,0.0,0,285.4500000000044,0.005621958034727421,1.0,is,0.011172852346001738
2019-12-13,-15.0,-0.00029954469206805657,1,0.0,0.0,0.0,is,-0.001557495077727844
2019-12-16,0.0,0.0,0,0.0,0.0,0.0,is,0.010389686837767753
2019-12-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.0009321564857700526
2019-12-18,0.0,0.0,0,0.0,0.0,0.0,is,0.001370382249176405
2019-12-19,0.0,0.0,0,0.0,0.0,0.0,is,0.0070463545306311826
2019-12-23,0.0,0.0,0,0.0,0.0,0.0,is,0.00881859712022215
2019-12-24,0.0,0.0,0,0.0,0.0,0.0,is,0.0008311598979680035
2019-12-26,0.0,0.0,0,0.0,0.0,0.0,is,0.011111111111111072
2019-12-27,0.0,0.0,0,-75.0,-0.0014688723907318065,1.0,is,-0.005466183301234828
2019-12-30,0.0,0.0,0,85.94999999999709,0.0016858039907167426,1.0,is,-0.0035882101665954957
2019-12-31,0.0,0.0,0,0.0,0.0,0.0,is,0.0027722998656720677
2020-01-02,0.0,0.0,0,0.0,0.0,0.0,is,0.006669326797013042
2020-01-03,0.0,0.0,0,-135.0,-0.0026434034112631497,1.0,is,-0.002236693091732689
2020-01-06,0.0,0.0,0,0.0,0.0,0.0,is,0.008172299310462261
2020-01-07,0.0,0.0,0,0.0,0.0,0.0,is,-0.0084719524895156
2020-01-08,0.0,0.0,0,0.0,0.0,0.0,is,0.01671965482002946
2020-01-09,0.0,0.0,0,0.0,0.0,0.0,is,0.009241421671273509
2020-01-10,0.0,0.0,0,0.0,0.0,0.0,is,-0.006501051233816502
2020-01-13,0.0,0.0,0,0.0,0.0,0.0,is,0.012056915323142015
2020-01-14,0.0,0.0,0,0.0,0.0,0.0,is,-0.005310075386562474
2020-01-15,0.0,0.0,0,0.0,0.0,0.0,is,0.004010732166072062
2020-01-16,0.0,0.0,0,0.0,0.0,0.0,is,0.006694583723621195
2020-01-17,0.0,0.0,0,0.0,0.0,0.0,is,0.003940778851153404
2020-01-20,0.0,0.0,0,0.0,0.0,0.0,is,-0.004715823906228711
2020-01-21,0.0,0.0,0,0.0,0.0,0.0,is,0.011037467134092926
2020-01-22,0.0,0.0,0,0.0,0.0,0.0,is,-0.004361370716510882
2020-01-23,0.0,0.0,0,0.0,0.0,0.0,is,0.008760951188986343
2020-01-24,0.0,0.0,0,-161.0,-0.003160858752314813,2.0,is,-0.014214046822742521
2020-01-27,0.0,0.0,0,-81.0,-0.0015952881883188467,1.0,is,-0.01414539385482505
2020-01-28,0.0,0.0,0,0.0,0.0,0.0,is,0.014764653641207826
2020-01-29,0.0,0.0,0,174.0,0.003432391020352204,1.0,is,-0.009025270758122761
2020-01-30,0.0,0.0,0,0.0,0.0,0.0,is,0.020146823425511995
2020-01-31,0.0,0.0,0,-24.0,-0.0004718137947541186,1.0,is,-0.024726761173033185
2020-02-03,37.5,0.0007490861149397735,1,0.0,0.0,0.0,is,0.017864077669902834
2020-02-04,0.0,0.0,0,0.0,0.0,0.0,is,0.018667902109336776
2020-02-05,0.0,0.0,0,0.0,0.0,0.0,is,0.01080820781722358
2020-02-06,0.0,0.0,0,0.0,0.0,0.0,is,-0.000767540957573476
2020-02-07,0.0,0.0,0,0.0,0.0,0.0,is,-0.004079037982730349
2020-02-10,0.0,0.0,0,0.0,0.0,0.0,is,0.0182446808510639
2020-02-11,0.0,0.0,0,0.0,0.0,0.0,is,-0.0014887948597398504
2020-02-12,0.0,0.0,0,0.0,0.0,0.0,is,0.001988019566297794
2020-02-13,0.0,0.0,0,-141.0,-0.002773214485030296,1.0,is,0.007257538180394096
2020-02-14,0.0,0.0,0,0.0,0.0,0.0,is,-0.0015550890288469343
2020-02-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.005425330322145205
2020-02-18,0.0,0.0,0,0.0,0.0,0.0,is,0.009187242261314399
2020-02-19,0.0,0.0,0,0.0,0.0,0.0,is,0.0046552526767702496
2020-02-20,0.0,0.0,0,68.625,0.001353482888672704,1.0,is,-0.013720846419193689
2020-02-21,0.0,0.0,0,-82.0,-0.0016150904598379195,1.0,is,-0.012737191031764628
2020-02-24,0.0,0.0,0,0.0,0.0,0.0,is,-0.027997356245869187
2020-02-25,0.0,0.0,0,-120.0,-0.002367370531958022,1.0,is,-0.02978295164010225
2020-02-26,0.0,0.0,0,-101.0,-0.001997265131013671,1.0,is,-0.024025118443553595
2020-02-27,0.0,0.0,0,0.0,0.0,0.0,is,-0.04929051530993278
2020-02-28,0.0,0.0,0,0.0,0.0,0.0,is,-0.000513626200978945
2020-03-02,0.0,0.0,0,0.0,0.0,0.0,is,0.06272482693993542
2020-03-03,0.0,0.0,0,0.0,0.0,0.0,is,-0.01089429969279787
2020-03-04,265.0,0.005289579528329191,1,0.0,0.0,0.0,is,0.015500532021970992
2020-03-05,0.0,0.0,0,0.0,0.0,0.0,is,-0.03214204802899867
2020-03-06,0.0,0.0,0,0.0,0.0,0.0,is,-0.0047400298446323985
2020-03-09,0.0,0.0,0,0.0,0.0,0.0,is,-0.037424665588710826
2020-03-10,0.0,0.0,0,0.0,0.0,0.0,is,-0.0008857125404678756
2020-03-11,0.0,0.0,0,0.0,0.0,0.0,is,-0.06621220921346249
2020-03-12,0.0,0.0,0,0.0,0.0,0.0,is,-0.08910858676793143
2020-03-13,0.0,0.0,0,0.0,0.0,0.0,is,0.12431266846361178
2020-03-16,0.0,0.0,0,0.0,0.0,0.0,is,-0.06735072241401352
2020-03-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.019296020838331596
2020-03-18,0.0,0.0,0,0.0,0.0,0.0,is,-0.030369749073879904
2020-03-19,0.0,0.0,0,0.0,0.0,0.0,is,0.052441881420075775
2020-03-23,0.0,0.0,0,0.0,0.0,0.0,is,-0.020102739726027385
2020-03-24,-228.5,-0.004537015894447368,1,0.0,0.0,0.0,is,0.03935274176073822
2020-03-25,0.0,0.0,0,0.0,0.0,0.0,is,0.0016140421668515703
2020-03-26,0.0,0.0,0,0.0,0.0,0.0,is,0.042971766206734374
2020-03-27,0.0,0.0,0,0.0,0.0,0.0,is,-0.02671645154021951
2020-03-30,377.0,0.007519696818589807,1,0.0,0.0,0.0,is,0.04259681846744057
2020-03-31,-243.0,-0.00481073804244536,1,0.0,0.0,0.0,is,-0.023854084060269676
2020-04-01,0.0,0.0,0,0.0,0.0,0.0,is,-0.02177233288922109
2020-04-02,0.0,0.0,0,-99.0,-0.001961633228085436,1.0,is,0.0046174799853835324
2020-04-03,0.0,0.0,0,0.0,0.0,0.0,is,-0.004827723034190878
2020-04-06,0.0,0.0,0,0.0,0.0,0.0,is,0.058114035087719396
2020-04-07,0.0,0.0,0,1195.3499999999913,0.023731788207662648,1.0,is,0.010048673261108476
2020-04-08,0.0,0.0,0,0.0,0.0,0.0,is,0.01576247473962389
2020-04-09,0.0,0.0,0,0.0,0.0,0.0,is,0.00878428011753174
2020-04-13,0.0,0.0,0,0.0,0.0,0.0,is,0.025364847234442767
2020-04-14,243.5,0.0048439396049255005,1,0.0,0.0,0.0,is,0.024500665778961483
2020-04-15,0.0,0.0,0,0.0,0.0,0.0,is,-0.013459261184761595
2020-04-16,0.0,0.0,0,0.0,0.0,0.0,is,0.044119799748221444
2020-04-17,0.0,0.0,0,-124.0,-0.0024047552094949042,1.0,is,-0.012113055181695809
2020-04-20,0.0,0.0,0,0.0,0.0,0.0,is,-0.01825045413260673
2020-04-21,0.0,0.0,0,-93.0,-0.0018079139977255276,1.0,is,-0.021885570557113487
2020-04-22,0.0,0.0,0,0.0,0.0,0.0,is,0.015902104516434035
2020-04-23,-204.0,-0.004038604305864885,1,0.0,0.0,0.0,is,-0.006604597032295656
2020-04-24,0.0,0.0,0,0.0,0.0,0.0,is,0.027121225434203255
2020-04-27,0.0,0.0,0,0.0,0.0,0.0,is,0.003250734266731392
2020-04-28,0.0,0.0,0,-110.0,-0.0021422659331028775,1.0,is,0.004860301850325488
2020-04-29,0.0,0.0,0,0.0,0.0,0.0,is,0.031538156927080285
2020-04-30,0.0,0.0,0,0.0,0.0,0.0,is,-0.033151443691902704
2020-05-01,0.0,0.0,0,0.0,0.0,0.0,is,-0.012819058423142349
2020-05-04,0.0,0.0,0,-116.0,-0.0022639668211758964,1.0,is,0.016260629740289634
2020-05-05,-204.0,-0.004054980768657384,1,0.0,0.0,0.0,is,0.009696387177022592
2020-05-06,0.0,0.0,0,0.0,0.0,0.0,is,0.01041520844415822
2020-05-07,0.0,0.0,0,0.0,0.0,0.0,is,0.020587990800520872
2020-05-08,0.0,0.0,0,0.0,0.0,0.0,is,0.0014389661164204703
2020-05-11,0.0,0.0,0,-141.0,-0.0027581350312490833,1.0,is,0.003470245357191315
2020-05-12,0.0,0.0,0,0.0,0.0,0.0,is,-0.01793964282819549
2020-05-13,0.0,0.0,0,0.0,0.0,0.0,is,-0.00957385347602413
2020-05-14,0.0,0.0,0,976.5,0.019154382558036896,1.0,is,0.010583039360017699
2020-05-15,0.0,0.0,0,0.0,0.0,0.0,is,0.002666153592435716
2020-05-18,0.0,0.0,0,0.0,0.0,0.0,is,0.02127251295265764
2020-05-19,-248.0,-0.004949655220588969,1,0.0,0.0,0.0,is,0.003167360085894577
2020-05-20,156.0,0.0031289801730967877,1,0.0,0.0,0.0,is,0.010783185722312849
2020-05-21,0.0,0.0,0,0.0,0.0,0.0,is,-0.01511541719610332
2020-05-22,0.0,0.0,0,0.0,0.0,0.0,is,0.013062760381669092
2020-05-25,0.0,0.0,0,0.0,0.0,0.0,is,0.015414820514181082
2020-05-26,0.0,0.0,0,0.0,0.0,0.0,is,-0.009040551839464839
2020-05-27,0.0,0.0,0,-120.0,-0.0023096021710260406,1.0,is,-0.010625955808680088
2020-05-28,-179.5,-0.00358910272431892,1,-72.0,-0.001388969269054922,1.0,is,0.005863070650001356
2020-05-29,-219.0,-0.00439467822527241,1,0.0,0.0,0.0,is,0.01624142225048364
2020-06-01,0.0,0.0,0,0.0,0.0,0.0,is,-0.0012253623944102898
2020-06-02,0.0,0.0,0,0.0,0.0,0.0,is,0.009162337831841061
2020-06-03,0.0,0.0,0,0.0,0.0,0.0,is,0.00012933264355918794
2020-06-04,-186.0,-0.0037489418309348166,1,0.0,0.0,0.0,is,-0.0010603905340746955
2020-06-05,85.0,0.0017196730598041596,1,0.0,0.0,0.0,is,0.01568972659486323
2020-06-08,0.0,0.0,0,0.0,0.0,0.0,is,0.007876625031863371
2020-06-09,0.0,0.0,0,0.0,0.0,0.0,is,0.012519284756822291
2020-06-10,-35.5,-0.0007169834184961525,1,0.0,0.0,0.0,is,0.0017734925313483973
2020-06-11,0.0,0.0,0,490.4249999999956,0.009474065488264186,1.0,is,-0.030844034409674648
2020-06-12,0.0,0.0,0,0.0,0.0,0.0,is,-0.007692703509313614
2020-06-15,0.0,0.0,0,0.0,0.0,0.0,is,0.029738909486893617
2020-06-16,0.0,0.0,0,0.0,0.0,0.0,is,0.0029710947728875947
2020-06-17,0.0,0.0,0,0.0,0.0,0.0,is,-0.0010543756589848075
2020-06-18,0.0,0.0,0,0.0,0.0,0.0,is,0.007614595898673082
2020-06-22,0.0,0.0,0,0.0,0.0,0.0,is,0.008005985783763547
2020-06-23,0.0,0.0,0,0.0,0.0,0.0,is,0.010961005542359459
2020-06-24,0.0,0.0,0,-69.5,-0.0013300054491949883,1.0,is,-0.02244303580606477
2020-06-25,0.0,0.0,0,0.0,0.0,0.0,is,0.01074057383205651
2020-06-26,0.0,0.0,0,-70.0,-0.0013413578469673578,1.0,is,-0.02464640459735945
2020-06-29,0.0,0.0,0,0.0,0.0,0.0,is,0.01671068671271847
2020-06-30,210.5,0.004254459097569602,1,0.0,0.0,0.0,is,0.013013938152570237
2020-07-01,0.0,0.0,0,0.0,0.0,0.0,is,0.01489335470348907
2020-07-02,-191.0,-0.0038439864756077925,1,0.0,0.0,0.0,is,0.006122597730751522
2020-07-03,0.0,0.0,0,0.0,0.0,0.0,is,-0.0026562990509767515
2020-07-06,456.0,0.009212679556336747,1,0.0,0.0,0.0,is,0.027844362121982602
2020-07-07,-143.5,-0.0028727003383180187,1,0.0,0.0,0.0,is,-0.006218934771854645
2020-07-08,-211.0,-0.004236139692227386,1,0.0,0.0,0.0,is,0.011828288335269166
2020-07-09,0.0,0.0,0,140.90000000000146,0.0027035882026463405,1.0,is,0.0021552733917442612
2020-07-10,0.0,0.0,0,0.0,0.0,0.0,is,0.013862265650568029
2020-07-13,0.0,0.0,0,-93.0,-0.0017796718419077317,1.0,is,-0.01987503170321181
2020-07-14,0.0,0.0,0,0.0,0.0,0.0,is,0.004657837163894785
2020-07-15,0.0,0.0,0,0.0,0.0,0.0,is,-0.007609993677851423
2020-07-16,0.0,0.0,0,0.0,0.0,0.0,is,-0.00025954414609974386
2020-07-17,0.0,0.0,0,0.0,0.0,0.0,is,0.002902928890042622
2020-07-20,432.0,0.00870994082482333,1,0.0,0.0,0.0,is,0.03661693415541012
2020-07-21,0.0,0.0,0,0.0,0.0,0.0,is,-0.010624290578887585
2020-07-22,-131.5,-0.002628396678026404,1,0.0,0.0,0.0,is,-0.005690422651553395
2020-07-23,0.0,0.0,0,0.0,0.0,0.0,is,-0.03346102367655879
2020-07-24,0.0,0.0,0,0.0,0.0,0.0,is,-0.0007640148982904771
2020-07-27,-209.5,-0.0041984809314815925,1,0.0,0.0,0.0,is,0.022292841441269307
2020-07-28,0.0,0.0,0,0.0,0.0,0.0,is,-0.013509407502629411
2020-07-29,0.0,0.0,0,0.0,0.0,0.0,is,0.011585755917264962
2020-07-30,0.0,0.0,0,0.0,0.0,0.0,is,0.021781899943788652
2020-07-31,0.0,0.0,0,257.25,0.004931578541259197,1.0,is,0.0008251959840461787
2020-08-03,-35.0,-0.0007043741635556807,1,0.0,0.0,0.0,is,0.012253217901149638
2020-08-04,0.0,0.0,0,0.0,0.0,0.0,is,0.004366812227074135
2020-08-05,0.0,0.0,0,0.0,0.0,0.0,is,-0.0013066005857175211
2020-08-06,0.0,0.0,0,0.0,0.0,0.0,is,0.010150681223495495
2020-08-07,0.0,0.0,0,0.0,0.0,0.0,is,-0.005761243356705803
2020-08-10,0.0,0.0,0,-115.5,-0.002203312312843642,1.0,is,-0.0010331506603180607
2020-08-11,0.0,0.0,0,0.0,0.0,0.0,is,-0.018683394037501633
