entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,4,-171.85520833332703,-42.96380208333176,0.0
11.0,28,-180.81614583330747,-6.457719494046695,0.32142857142857145
12.0,42,-249.39791666663496,-5.93804563491988,0.42857142857142855
13.0,29,-180.76406249997945,-6.23324353448205,0.3448275862068966
14.0,25,-141.3697916666547,-5.6547916666661875,0.36
15.0,10,-52.214583333329756,-5.221458333332976,0.4
