n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count,net_pnl,sortino_ratio,max_daily_drawdown,worst_losing_days_streak,worst_losing_trades_streak,avg_trades_per_day,max_trades_per_day,expectancy_per_trade,expectancy_per_day,pct_green_days,avg_gain_loss_ratio,hit_rate,avg_time_in_position_min,rolling_20d_sharpe_median,rolling_20d_expectancy_median,days_to_target_pct,daily_loss_limit_breach_freq,trailing_drawdown_breach_freq,empirical_prob_red_streak_ge_threshold,profit_to_drawdown_ratio
76,0.40789473684210525,97.93548387096774,-28.658531746031723,-28.658531746031723,22.97850093984964,2.354156425896055,1746.3660714285725,-242.2767857142826,0.004845535714285652,0.6695385559254462,8,2.25,8,10,-111.0,-111.0,0.15789473684210525,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,76,0.04293073840870063,0.04293073840870063,0.0,0.0,0.0,2.25,10,daily_pnl_over_static_capital,1747,78,1746.3660714285725,0.4047788580784407,-312.5,2,8,0.04350314825414997,2,22.97850093984964,0.9996371330444033,0.017744705208929592,3.4173238440426603,0.40789473684210525,48.9078947368421,-2.065098124084572,0.0,,0.0,0.0,0.0,7.208144462870928
