symbol,bucket,trade_count,net_pnl,avg_trade,win_rate,sharpe
M2K,first_breakout_upside,1205,-7579.499999996975,-6.2900414937734235,0.45228215767634855,-0.46264294308057796
M2K,no_downside_breakout_before_trade,1205,-7579.499999996975,-6.2900414937734235,0.45228215767634855,-0.46264294308057796
MES,first_breakout_upside,1354,-6931.25,-5.119091580502215,0.41654357459379615,-0.3372715369464622
MES,no_downside_breakout_before_trade,1354,-6931.25,-5.119091580502215,0.41654357459379615,-0.3372715369464622
MGC,first_breakout_upside,861,-12519.499999995911,-14.540650406499315,0.397212543554007,-1.0173420127340964
MGC,no_downside_breakout_before_trade,861,-12519.499999995911,-14.540650406499315,0.397212543554007,-1.0173420127340964
MNQ,first_breakout_upside,1117,15540.5,13.912712623097583,0.4628469113697404,0.9842203310062769
MNQ,no_downside_breakout_before_trade,1117,15540.5,13.912712623097583,0.4628469113697404,0.9842203310062769
