session_date,baseline_daily_pnl_usd,baseline_daily_trade_count,baseline_defined,pullback_daily_pnl_usd,pullback_daily_trade_count,pullback_defined,pullback_fold_id,m2k_only_daily_pnl_usd,m2k_only_daily_trade_count,m2k_only_defined,m2k_only_fold_id,overlap_defined,train_mask,oos_mask
2021-09-21,-33.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-22,524.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-23,-3.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-24,595.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-27,-137.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-28,473.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-29,57.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-30,918.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-01,-331.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-04,129.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-05,114.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-06,-268.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-07,-441.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-08,59.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-11,-314.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-12,57.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-13,-358.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-14,580.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-18,277.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-20,-520.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-22,-318.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-26,-352.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-27,-224.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-28,-494.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-10-29,1080.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-01,-460.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-03,-726.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-04,303.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-08,-120.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-09,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-10,-573.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-11,186.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-12,423.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-15,-25.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-16,77.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-17,-118.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-18,-448.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-22,-436.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-23,-42.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-24,488.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-29,492.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-11-30,-664.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-01,-534.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-07,185.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-09,754.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-10,-291.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-13,957.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-14,-145.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-15,-222.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-16,710.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-20,-254.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-21,-561.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-22,400.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-23,324.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-27,654.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-28,27.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-29,-162.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-30,-311.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-12-31,41.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-04,1352.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-07,313.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-12,-236.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-13,1320.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-14,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-19,378.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-20,-516.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-01-31,468.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-02,-345.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-07,297.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-09,-564.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-10,-442.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-14,-631.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-15,-331.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-17,404.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-18,230.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-22,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-02-28,-256.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-02,-282.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-03,1052.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-04,5.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-10,-705.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-11,448.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-15,1034.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-16,-566.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-17,521.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-21,-172.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-22,603.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-23,-419.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-24,-600.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-25,-686.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-28,-662.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-29,-532.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-30,-480.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-03-31,-462.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-01,-212.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-04,436.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-05,900.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-06,-310.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-08,-339.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-11,161.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-12,-314.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-13,259.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-14,405.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-18,-465.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-20,75.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-21,487.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-04-26,860.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-04,-445.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-05,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-11,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-17,-639.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-18,455.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-24,-372.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-25,168.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-26,285.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-05-27,575.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-03,84.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-06,-492.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-07,409.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-08,32.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-09,-310.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-14,-333.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-15,-750.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-21,-328.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-22,-247.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-23,15.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-24,242.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-27,-65.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-28,1128.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-06-30,-397.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-01,-371.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-05,1066.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-06,-3.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-07,151.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-08,130.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-12,92.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-14,-308.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-15,34.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-19,1444.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-20,224.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-22,589.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-25,-78.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-26,-203.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-27,726.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-28,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-07-29,152.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-01,-127.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-02,-648.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-03,239.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-04,-203.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-05,-685.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-08,-733.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-09,-208.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-10,123.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-11,-524.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-12,775.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-16,-529.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-17,-342.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-18,-454.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-19,131.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-22,348.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-23,-522.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-24,55.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-25,594.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-26,-541.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-29,-57.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-30,153.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-08-31,1024.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-01,-417.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-02,-515.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-06,-69.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-07,700.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-08,102.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-09,310.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-12,-619.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-13,513.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-14,-254.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-15,-469.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-19,372.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-20,-295.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-22,-231.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-23,-69.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-26,-680.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-27,956.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-29,-51.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-09-30,-257.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-03,758.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-04,7.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-05,-507.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-06,60.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-07,224.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-10,52.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-11,-527.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-13,751.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2022-10-17,-49.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-18,147.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-19,-236.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-20,-603.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-25,-316.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-26,-445.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-27,22.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-28,870.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-10-31,-219.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-01,296.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-02,-460.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-03,-257.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-04,0.0,0.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-08,-658.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-09,485.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-10,0.0,0.0,True,-15.0,1.0,True,fold_1,-30.0,1.0,True,fold_1,True,True,False
2022-11-14,-214.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-15,143.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-16,-7.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-17,325.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-18,112.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-21,128.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-22,654.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-23,-455.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-28,130.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-29,-264.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-11-30,-278.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-01,-166.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-02,618.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-05,885.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-06,183.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-07,-132.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-08,65.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-09,-194.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-12,-424.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-13,289.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-14,-196.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-15,331.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-19,277.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-20,-24.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-21,196.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-22,37.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-23,20.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-27,-138.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-28,171.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-29,321.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2022-12-30,120.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-03,101.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-04,-609.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-06,0.0,0.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-09,-248.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-10,-252.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-11,372.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-12,0.0,0.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-13,828.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-17,-24.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-18,-662.5,1.0,True,48.06250000000034,1.0,True,fold_2,96.12500000000068,1.0,True,fold_2,True,True,False
2023-01-19,-606.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-20,770.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-23,368.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-24,-309.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-25,-208.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-26,-565.0,1.0,True,23.750000000001137,1.0,True,fold_2,0.0,0.0,True,,True,True,False
2023-01-27,273.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-30,-472.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-01-31,334.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-01,-370.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-02,-600.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-06,-426.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-07,-556.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-08,543.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-09,1218.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-10,-523.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-13,463.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-15,-750.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-16,-254.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-17,-189.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-21,636.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-22,-665.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-23,903.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-24,-279.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-27,-731.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-02-28,-447.0,1.0,True,-11.249999999998863,1.0,True,fold_2,0.0,0.0,True,,True,True,False
2023-03-01,284.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-02,837.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-03,401.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-06,-657.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-07,636.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-08,-487.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-09,-236.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-10,-354.5,1.0,True,-26.25,1.0,True,fold_2,-52.5,1.0,True,fold_2,True,True,False
2023-03-14,-750.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-15,-609.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-16,422.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-20,304.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-21,-498.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-23,-508.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-24,-688.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-27,307.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-28,-206.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-29,-492.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-03-30,-710.5,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-04-03,-695.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-04-04,-514.5,1.0,True,-9.74999999999966,1.0,True,fold_2,-19.49999999999932,1.0,True,fold_2,True,True,False
2023-04-05,288.0,1.0,True,-17.81249999999943,1.0,True,fold_2,-35.62499999999886,1.0,True,fold_2,True,True,False
2023-04-06,1270.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-04-11,8.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
2023-04-12,224.0,1.0,True,0.0,0.0,True,,0.0,0.0,True,,True,True,False
