variant_name,bucket_label,day_count,pct_days,trade_count,pct_trades
median_fast15_slow_60_70_80,low,379,0.41240478781284007,379,0.41240478781284007
median_fast15_slow_60_70_80,mid,370,0.40261153427638735,370,0.40261153427638735
median_fast15_slow_60_70_80,high,170,0.18498367791077258,170,0.18498367791077258
median_plateau_compact,low,383,0.4176663031624864,383,0.4176663031624864
median_plateau_compact,mid,365,0.3980370774263904,365,0.3980370774263904
median_plateau_compact,high,169,0.18429661941112324,169,0.18429661941112324
single_15_60,low,379,0.41511500547645125,379,0.41511500547645125
single_15_60,mid,363,0.39759036144578314,363,0.39759036144578314
single_15_60,high,171,0.18729463307776562,171,0.18729463307776562
