variant_name,transition_from,transition_to,transition_count,transition_pct,bucket_switches,bucket_switch_rate,avg_multiplier,median_multiplier,multiplier_corr_vs_single_15_60
median_fast15_slow_60_70_80,high,high,33,0.035908596300326445,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,high,low,64,0.06964091403699674,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,high,mid,73,0.0794341675734494,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,low,high,68,0.07399347116430903,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,low,low,169,0.1838955386289445,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,low,mid,142,0.15451577801958652,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,mid,high,68,0.07399347116430903,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,mid,low,146,0.1588683351468988,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,mid,mid,155,0.16866158868335146,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_fast15_slow_60_70_80,start,high,1,0.001088139281828074,561,0.6111111111111112,0.6550598476605005,0.5,0.9113827137432321
median_plateau_compact,high,high,33,0.03598691384950927,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,high,low,69,0.0752453653217012,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,high,mid,67,0.07306434023991276,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,low,high,67,0.07306434023991276,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,low,low,169,0.18429661941112324,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,low,mid,147,0.16030534351145037,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,mid,high,68,0.07415485278080698,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,mid,low,145,0.15812431842966193,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,mid,mid,151,0.16466739367502725,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
median_plateau_compact,start,high,1,0.0010905125408942203,563,0.6146288209606987,0.6529443838604144,0.5,0.9250214375320475
single_15_60,high,high,35,0.038335158817086525,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,high,low,65,0.07119386637458927,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,high,mid,71,0.07776560788608981,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,low,high,65,0.07119386637458927,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,low,low,166,0.18181818181818182,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,low,mid,148,0.16210295728368018,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,mid,high,70,0.07667031763417305,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,mid,low,148,0.16210295728368018,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,mid,mid,144,0.15772179627601315,567,0.6217105263157895,0.6519715224534501,0.5,1.0
single_15_60,start,high,1,0.001095290251916758,567,0.6217105263157895,0.6519715224534501,0.5,1.0
