symbol,name,family,timeframe,volume_quantile,volume_lookback,min_body_fraction,min_range_atr,trend_ema_window,ema_slope_threshold,atr_percentile_low,atr_percentile_high,compression_ratio_max,entry_mode,pullback_fraction,confirmation_window,exit_mode,rr_target,atr_target_multiple,time_stop_bars,trailing_atr_multiple,session_overlay,variant_name,generation,branch,ema_slope_filter,atr_percentile_band,compression_filter,is_explicit_v2_dynamic_anchor,is_net_pnl,is_profit_factor,is_sharpe,is_max_drawdown,is_nb_trades,is_expectancy,is_hit_rate,is_avg_trade,is_raw_signal_count,oos_net_pnl,oos_profit_factor,oos_sharpe,oos_max_drawdown,oos_nb_trades,oos_expectancy,oos_hit_rate,oos_avg_trade,oos_raw_signal_count,stability_is_oos_sharpe_ratio,v2_reference_variant_name,v2_reference_family,v2_reference_oos_net_pnl,v2_reference_oos_profit_factor,v2_reference_oos_sharpe,v2_reference_oos_expectancy,v2_reference_oos_nb_trades,v2_reference_stability_is_oos_sharpe_ratio,v2_reference_selection_score,delta_oos_net_pnl_vs_v2,delta_oos_profit_factor_vs_v2,delta_oos_sharpe_vs_v2,delta_oos_expectancy_vs_v2,delta_stability_vs_v2,relative_oos_net_pnl_vs_v2,anomaly_oos_zero_trade,anomaly_profit_factor_inf,anomaly_small_oos_sample,anomaly_undefined_stability,anomaly_count,selection_score,variant_status,status_rank,is_clean_survivor
M2K,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,152.77500000013788,1.0538224414303836,0.126523822754783,-302.9999999999609,177,0.863135593221118,0.3163841807909605,0.863135593221118,182,646.3000000000602,1.6376911692156781,1.1492342788928347,-167.99999999999613,74,8.733783783784597,0.33783783783783783,8.733783783784597,76,9.083145401954669,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-310.35000000001776,-0.12518761866320682,-0.3660064733448898,-0.9293475293475026,4.252458386125232,0.6755866826948284,False,False,False,False,0,1.59033325975517,survivor,0,True
M2K,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,True,146.8812500001809,1.0421587973594106,0.10681015675332352,-524.9124999999287,241,0.6094657676356053,0.36929460580912865,0.6094657676356053,251,705.2937500000837,1.592434901302071,1.1319321716967818,-164.93749999996453,98,7.196875000000854,0.37755102040816324,7.196875000000854,102,10.597608000060916,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-251.35624999999425,-0.17044388657681386,-0.38330858054094263,-2.466256313131246,5.766920984231479,0.7372536977996407,False,False,False,False,0,1.5717171961512868,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p6_ra1p5,dynamic_exit,1h,0.95,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,1064.950000000124,1.5043570921146916,0.9281098396485558,-189.34999999997444,163,6.533435582822847,0.36809815950920244,6.533435582822847,170,598.0750000000603,1.689821222606795,1.1822619855463576,-181.99999999999363,74,8.082094594595409,0.32432432432432434,8.082094594595409,74,1.2738384348926208,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-358.57500000001767,-0.07305756527208995,-0.33297876669136683,-1.5810367185366907,-3.5568485809368156,0.6251763968013501,False,False,False,False,0,1.570983225163571,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,198.7750000001381,1.0705501330967686,0.16433850628121313,-305.9999999999616,177,1.1230225988708367,0.327683615819209,1.1230225988708367,182,630.8000000000584,1.6223976319685123,1.124839267329565,-167.99999999999613,74,8.524324324325113,0.33783783783783783,8.524324324325113,76,6.844648237247332,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-325.8500000000196,-0.1404811559103727,-0.3904014849081594,-1.1388069888069872,2.0139612214178957,0.659384309831189,False,False,False,False,0,1.5573315506421888,survivor,0,True
M2K,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,True,783.0312500001378,1.3358487025520798,0.6354412145103422,-341.5874999999403,188,4.165059840426265,0.3829787234042553,4.165059840426265,195,613.0062500000713,1.6856893176734937,1.0913551306719604,-259.16874999997617,79,7.759572784811029,0.35443037974683544,7.759572784811029,81,1.7174761500368465,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-343.64375000000666,-0.07718947020539124,-0.42388562156576404,-1.9035585283210708,-3.11321086579259,0.6407842471123414,False,False,False,False,0,1.5205937940041199,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,784.3750000000955,1.4718045112782736,0.7714106831738788,-154.64999999999122,123,6.3770325203259794,0.3821138211382114,6.3770325203259794,126,524.1000000000497,1.7418259023355653,1.110556836040595,-136.37499999998454,59,8.88305084745847,0.3220338983050847,8.88305084745847,59,1.4396440965418564,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-432.55000000002826,-0.021052885543319633,-0.4046839161971294,-0.7800804656736293,-3.39104291928758,0.5478492656666566,False,False,False,False,0,1.5156503396068084,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p5,dynamic_exit,1h,0.95,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,1086.450000000126,1.516128266033337,0.9448751774825134,-206.34999999997376,163,6.665337423313656,0.37423312883435583,6.665337423313656,170,568.0750000000603,1.6390044994376702,1.1181867762149855,-166.49999999999181,74,7.676689189190004,0.32432432432432434,7.676689189190004,74,1.1834227449960495,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-388.57500000001767,-0.12387428844121473,-0.39705397602273895,-1.986442123942096,-3.647264270833387,0.5938169654523744,False,False,False,False,0,1.4834453214834644,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,739.8750000000962,1.44330437387665,0.7303129622988476,-154.64999999999122,123,6.015243902439806,0.37398373983739835,6.015243902439806,126,508.6000000000479,1.7198867657467434,1.0820778200781578,-151.87499999998636,59,8.62033898305166,0.3220338983050847,8.62033898305166,59,1.4816631717339919,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-448.0500000000301,-0.042992022132141594,-0.4331629321595667,-1.0427923300804398,-3.349023844095445,0.5316468928030172,False,False,False,False,0,1.4793030247028014,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,671.3750000001073,1.3476825479027117,0.6228610826687746,-186.49999999999636,138,4.865036231884836,0.34782608695652173,4.865036231884836,141,524.3750000000512,1.6766129032259072,1.0636459487636145,-158.87499999998454,63,8.323412698413511,0.31746031746031744,8.323412698413511,63,1.707677648130154,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-432.2750000000268,-0.0862658846529778,-0.45159480347410996,-1.3397186147185884,-3.1230093676992823,0.5481367271206904,False,False,False,False,0,1.4633421330573768,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,367.2750000001656,1.118494918535306,0.28985658421827815,-359.8999999999694,208,1.7657451923084886,0.3269230769230769,1.7657451923084886,217,594.3000000000768,1.488733552631665,1.0326280019973648,-206.37499999998,92,6.459782608696487,0.32608695652173914,6.459782608696487,94,3.5625480262326503,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-362.35000000000116,-0.27414523524722,-0.48261275024035966,-3.203348704435613,-1.2681389895967863,0.621230335023288,False,False,False,False,0,1.3983962670436203,survivor,0,True
M2K,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,312.57500000017785,1.0897172789897218,0.22036263229026032,-465.9124999999699,241,1.2969917012455512,0.36929460580912865,1.2969917012455512,251,586.7062500000895,1.4928233935322268,1.007449747629378,-188.63124999998604,98,5.986798469388669,0.37755102040816324,5.986798469388669,102,4.571781236949336,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-369.9437499999884,-0.27005539434665815,-0.5077910046083465,-3.676332843743431,-0.25890577888010036,0.6132924789630918,False,False,False,False,0,1.370979830980553,survivor,0,True
M2K,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,250.50000000010527,1.1335643828313067,0.24569144349717187,-215.73749999998654,138,1.8152173913051106,0.38405797101449274,1.8152173913051106,141,497.74375000005307,1.6749067796611232,0.9444501739239136,-217.91874999997162,62,8.028125000000855,0.3387096774193548,8.028125000000855,63,3.844049920830007,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-458.9062500000249,-0.08797200821776174,-0.5707905783138109,-1.6350063131312442,-0.9866370949994296,0.5202986985836121,False,False,False,False,0,1.3681999656266506,survivor,0,True
M2K,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,189.19375000018363,1.0543036021814554,0.13516878572886099,-505.9374999999284,241,0.7850363070547038,0.36929460580912865,0.7850363070547038,251,588.6000000000888,1.4944141117178626,0.9940079330886353,-179.92499999998586,98,6.0061224489804985,0.37755102040816324,6.0061224489804985,102,7.353827495961567,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-368.04999999998915,-0.2684646761610223,-0.5212328191490891,-3.657008864151601,2.52314048013213,0.6152720430669951,False,False,False,False,0,1.362436533412391,survivor,0,True
M2K,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,131.9250000001398,1.0476521582084686,0.11071210745387162,-281.9999999999618,177,0.7453389830516373,0.3107344632768362,0.7453389830516373,182,524.7500000000628,1.508971871969047,0.9562216917581003,-167.99999999999613,74,7.091216216217064,0.32432432432432434,7.091216216217064,76,8.637011016672332,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-431.9000000000152,-0.25390691590983794,-0.5590190604796241,-2.5719150969150357,3.8063240008428956,0.5485287200125647,False,False,False,False,0,1.3240663673029338,survivor,0,True
M2K,dynamic_exit_mixed_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,845.5937500001437,1.362682286082,0.6680249092822169,-331.8624999999395,188,4.497839095745445,0.3829787234042553,4.497839095745445,195,506.81250000007367,1.5669043624162196,0.9581858808515243,-259.16874999997617,79,6.415348101266756,0.35443037974683544,6.415348101266756,81,1.434356515060316,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-449.8375000000043,-0.1959744254626654,-0.5570548713862001,-3.247783211865344,-3.3963305007691207,0.5297783933518344,False,False,False,False,0,1.3065611974880151,survivor,0,True
M2K,dynamic_exit_mixed_ts2_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,937.6000000001386,1.4021445421403311,0.7342902975445179,-284.44999999993684,188,4.987234042553928,0.3829787234042553,4.987234042553928,195,502.23750000007385,1.5617869127517898,0.9680114396314475,-259.16874999997617,79,6.3574367088616945,0.35443037974683544,6.3574367088616945,81,1.3182952884826316,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,956.650000000078,1.762878787878885,1.5152407522377245,9.6631313131321,99,4.830687015829437,2.858566887532904,-454.4125000000041,-0.20109187512709514,-0.5472293126062769,-3.305694604270405,-3.512391727346805,0.5249960800711158,False,False,False,False,0,1.3042763752383655,survivor,0,True
