symbol,name,family,timeframe,volume_quantile,volume_lookback,min_body_fraction,min_range_atr,trend_ema_window,ema_slope_threshold,atr_percentile_low,atr_percentile_high,compression_ratio_max,entry_mode,pullback_fraction,confirmation_window,exit_mode,rr_target,atr_target_multiple,time_stop_bars,trailing_atr_multiple,session_overlay,variant_name,generation,branch,ema_slope_filter,atr_percentile_band,compression_filter,is_explicit_v2_dynamic_anchor,is_net_pnl,is_profit_factor,is_sharpe,is_max_drawdown,is_nb_trades,is_expectancy,is_hit_rate,is_avg_trade,is_raw_signal_count,oos_net_pnl,oos_profit_factor,oos_sharpe,oos_max_drawdown,oos_nb_trades,oos_expectancy,oos_hit_rate,oos_avg_trade,oos_raw_signal_count,stability_is_oos_sharpe_ratio,v2_reference_variant_name,v2_reference_family,v2_reference_oos_net_pnl,v2_reference_oos_profit_factor,v2_reference_oos_sharpe,v2_reference_oos_expectancy,v2_reference_oos_nb_trades,v2_reference_stability_is_oos_sharpe_ratio,v2_reference_selection_score,delta_oos_net_pnl_vs_v2,delta_oos_profit_factor_vs_v2,delta_oos_sharpe_vs_v2,delta_oos_expectancy_vs_v2,delta_stability_vs_v2,relative_oos_net_pnl_vs_v2,anomaly_oos_zero_trade,anomaly_profit_factor_inf,anomaly_small_oos_sample,anomaly_undefined_stability,anomaly_count,selection_score,variant_status,status_rank,is_clean_survivor
MES,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p5,dynamic_exit,1h,0.95,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,659.5625000000041,1.2742463617463635,0.4740426397676658,-546.25,124,5.319052419354872,0.33064516129032256,5.319052419354872,133,904.3750000000091,1.719900497512445,1.1356554339634441,-350.9375,65,13.913461538461679,0.3384615384615385,13.913461538461679,71,2.395682030882376,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-379.3437499999891,-0.14968036616240532,-0.106117342575627,-2.758210539460375,-0.16793945199481985,0.7044962146108799,False,False,False,False,0,1.7527327609176746,survivor,0,True
MES,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,-157.078125000005,0.9527229119638811,-0.10392635956549774,-730.7812500000045,156,-1.0069110576923397,0.3525641025641026,-1.0069110576923397,169,1383.75,1.8361027190332326,1.2762502725123073,-534.2343749999964,83,16.67168674698795,0.37349397590361444,16.67168674698795,92,-12.280332707199017,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,100.03125000000182,-0.03347814464161769,0.03447749597323613,1.4669065897976452e-05,-14.843954190076213,1.077923026363837,False,False,False,False,0,1.7345136326772799,survivor,0,True
MES,dynamic_exit_mixed_ts3_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,181.89062499999636,1.092213244613433,0.14932247422004455,-511.17187500000455,96,1.8946940104166288,0.3541666666666667,1.8946940104166288,104,772.4375000000009,1.850000000000001,0.958455802904125,-496.25,50,15.448750000000018,0.32,15.448750000000018,52,6.418697573224816,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-511.28124999999727,-0.019580863674849347,-0.2833169736349461,-1.2229220779220356,3.85507609034762,0.6017186396942492,False,False,False,False,0,1.6188685319033098,survivor,0,True
MES,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,-218.328125000005,0.9342879984951076,-0.14741425791364918,-747.6562500000045,156,-1.399539262820545,0.3525641025641026,-1.399539262820545,169,1260.093750000001,1.761385951661632,1.238143129114114,-541.1093749999964,83,15.181852409638566,0.37349397590361444,15.181852409638566,92,-8.399073106207819,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-23.62499999999727,-0.1081949120132184,-0.003629647424957083,-1.4898196682834879,-10.962694589085014,0.9815964361352537,False,False,False,False,0,1.6110221635117115,survivor,0,True
MES,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,285.95312499999636,1.122990591397848,0.20782481643396655,-412.1875,113,2.530558628318552,0.34513274336283184,2.530558628318552,121,847.5,1.8071428571428572,0.932263371053021,-535.0,56,15.133928571428571,0.32142857142857145,15.133928571428571,58,4.485813518566175,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-436.2187499999982,-0.06243800653199316,-0.3095094054860501,-1.5377435064934826,1.9221920356889792,0.6601913386401821,False,False,False,False,0,1.6025860445770228,survivor,0,True
MES,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,532.3906249999936,1.1399646730200443,0.312889370849996,-424.42187500000273,196,2.7162786989795595,0.3622448979591837,2.7162786989795595,212,998.7031249999927,1.4821741098370513,1.002010780514618,-568.0937499999982,100,9.987031249999927,0.36,9.987031249999927,112,3.202444294584226,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-285.01562500000546,-0.387406753837799,-0.23976199602445325,-6.684640827922127,0.6388228117070303,0.7779765817084109,False,False,False,False,0,1.5565856280136916,survivor,0,True
MES,dynamic_exit_mixed_ts2_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,160.45312499999454,1.0813450570342178,0.1355823057796522,-521.7968750000045,96,1.6713867187499432,0.3541666666666667,1.6713867187499432,104,701.4531249999982,1.7718878954607957,0.9435117380596513,-496.25,50,14.029062499999963,0.32,14.029062499999963,52,6.958959228743629,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-582.265625,-0.0976929682140546,-0.29826103847941987,-2.642609577922091,4.395337745866433,0.5464227464154428,False,False,False,False,0,1.5561490074422515,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,1222.5000000000045,1.4377797672336632,0.7703944619460785,-426.25,155,7.887096774193577,0.33548387096774196,7.887096774193577,165,832.3750000000109,1.537016129032265,0.9826798820899738,-404.6875,77,10.810064935065077,0.3246753246753247,10.810064935065077,84,1.2755541876659462,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-451.34374999998727,-0.3325647346425853,-0.25909289444909733,-5.861607142856977,-1.2880672952112497,0.6484091628326003,False,False,False,False,0,1.489402127182931,survivor,0,True
MES,dynamic_exit_mixed_ts3_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,286.20312499999727,1.1230981182795687,0.208907796442749,-413.4375,113,2.532771017699091,0.34513274336283184,2.532771017699091,121,719.4374999999991,1.6851785714285705,0.876988505421748,-535.0,56,12.847098214285698,0.32142857142857145,12.847098214285698,58,4.197969249376894,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-564.2812499999991,-0.1844022922462798,-0.36478427111732314,-3.824573863636356,1.634347766499698,0.560432337690791,False,False,False,False,0,1.4674600708320178,survivor,0,True
MES,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,-208.15625000000637,0.937349510910457,-0.14270698023386458,-758.2812500000045,156,-1.3343349358974768,0.3525641025641026,-1.3343349358974768,169,1112.6249999999982,1.6722809667673706,1.1878947508280524,-514.8593749999964,83,13.405120481927689,0.37349397590361444,13.405120481927689,92,-8.324012945136676,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-171.09375,-0.19729989690747973,-0.05387802571101874,-3.2665515959943647,-10.887634428013872,0.8667202220112464,False,False,False,False,0,1.4571454781735136,survivor,0,True
MES,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p5,dynamic_exit,1h,0.975,50,0.5,1.5,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,46.718749999997726,1.0179860442733388,0.03389791967002355,-650.7656250000036,121,0.3861053719008077,0.371900826446281,0.3861053719008077,131,827.5937500000009,1.6118992606284666,0.8472358831902992,-643.6406249999982,65,12.732211538461552,0.3384615384615385,12.732211538461552,68,24.99374272632792,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-456.12499999999727,-0.25768160304638377,-0.39453689334877196,-3.9394605394605016,22.430121243450724,0.644684632050441,False,False,False,False,0,1.4455245866158475,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,1051.4375000000018,1.3614740008594763,0.6583795576627844,-483.75,155,6.783467741935495,0.3161290322580645,6.783467741935495,165,762.3750000000109,1.4738927738927807,0.8954524144460851,-404.6875,77,9.900974025974168,0.3116883116883117,9.900974025974168,84,1.360085385434654,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-521.3437499999873,-0.3956880897820696,-0.346320362092986,-6.770698051947885,-1.203536097442542,0.5938800847148271,False,False,False,False,0,1.3678965280982076,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p2,dynamic_exit,1h,0.95,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,1065.1875000000018,1.3668316831683174,0.6673783627920519,-483.75,155,6.87217741935485,0.3225806451612903,6.87217741935485,165,762.3750000000109,1.4738927738927807,0.8954524144460851,-404.6875,77,9.900974025974168,0.3116883116883117,9.900974025974168,84,1.3417462482599227,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-521.3437499999873,-0.3956880897820696,-0.346320362092986,-6.770698051947885,-1.2218752346172732,0.5938800847148271,False,False,False,False,0,1.3670321613814171,survivor,0,True
MES,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,4,0.5,all_rth,dynamic_exit_mixed_ts4_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,262.4687499999982,1.0872351474864972,0.1726684189158445,-405.67187500000273,145,1.810129310344815,0.3724137931034483,1.810129310344815,156,797.2968749999973,1.5160497572815517,0.803966455610391,-681.875,74,10.774282094594557,0.35135135135135137,10.774282094594557,79,4.65612913269467,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-486.4218750000009,-0.35353110639329866,-0.4378063209286801,-5.897389983327496,2.0925076498174744,0.6210837654275895,False,False,False,False,0,1.346835485332545,survivor,0,True
MES,dynamic_exit_mixed_ts2_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,274.92187499999545,1.1182459677419336,0.20483380983810448,-430.3125,113,2.4329369469026147,0.34513274336283184,2.4329369469026147,121,609.0781249999964,1.5800744047619013,0.8071538205211224,-535.0,56,10.87639508928565,0.32142857142857145,10.87639508928565,58,3.940530233554102,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-674.6406250000018,-0.289506458912949,-0.43461895601794875,-5.795276988636404,1.3769087506769062,0.47446383797073716,False,False,False,False,0,1.3246444840523912,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,536.687500000005,1.2710542929292954,0.4181378602390947,-437.5,96,5.5904947916667185,0.34375,5.5904947916667185,104,560.6250000000091,1.5832249674902565,0.8024163510686454,-496.25,50,11.212500000000182,0.3,11.212500000000182,52,1.919023430716886,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-723.0937499999891,-0.2863558961845938,-0.43935642547042575,-5.459172077921872,-0.6445980521603099,0.43671949171110097,False,False,False,False,0,1.3033536908819712,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,174.25000000000637,1.0515723270440271,0.11239086437754595,-433.18749999999454,157,1.1098726114650086,0.3184713375796178,1.1098726114650086,169,674.6875000000091,1.3766573621772555,0.7550521035874845,-539.6875,83,8.128765060241074,0.3253012048192771,8.128765060241074,92,6.718091437139377,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-609.0312499999891,-0.4929235014975948,-0.4867206729515866,-8.54290701768098,4.154469954262181,0.5255726770369367,False,False,False,False,0,1.1897907780521908,survivor,0,True
MES,dynamic_exit_mixed_ts3_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,243.67187499999773,1.0809877440797666,0.16166418814920805,-405.67187500000273,145,1.6804956896551568,0.3724137931034483,1.6804956896551568,156,656.1093749999964,1.42466626213592,0.7210907910019516,-681.875,74,8.866342905405356,0.35135135135135137,8.866342905405356,79,4.460423791176439,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-627.6093750000018,-0.44491460153893025,-0.5206819855371195,-7.805329172516698,1.8968023082992427,0.511100562331116,False,False,False,False,0,1.1829235958920334,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,578.0625000000032,1.2884903306300701,0.44394366297053256,-437.5,96,6.021484375000033,0.3333333333333333,6.021484375000033,104,490.6250000000091,1.4810049019607932,0.697090425132592,-496.25,50,9.812500000000181,0.28,9.812500000000181,52,1.5702227180543458,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-793.0937499999891,-0.38857596171405717,-0.5446823514064791,-6.859172077921873,-0.9933987648228502,0.38219041359332784,False,False,False,False,0,1.1294232040309347,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p6_ra1p5,dynamic_exit,1h,0.975,50,0.6,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p975_bf0p6_ra1p5,v3,dynamic_exit_only,off,off,off,False,603.0625000000032,1.3017198248905582,0.46291111432077303,-437.5,96,6.2819010416667,0.34375,6.2819010416667,104,490.6250000000091,1.4810049019607932,0.697090425132592,-496.25,50,9.812500000000181,0.28,9.812500000000181,52,1.5058839668505886,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-793.0937499999891,-0.38857596171405717,-0.5446823514064791,-6.859172077921873,-1.0577375160266074,0.38219041359332784,False,False,False,False,0,1.1272521440320835,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,76.87500000000455,1.0217776203966018,0.04863222244957553,-490.68749999999454,157,0.48964968152869137,0.3057324840764331,0.48964968152869137,169,651.0000000000082,1.3397260273972647,0.702731807024683,-515.9375,83,7.843373493976002,0.3253012048192771,7.843373493976002,92,14.449921710925562,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-632.71874999999,-0.5298548362775857,-0.5390409695143882,-8.82829858394605,11.886300228048366,0.5071204264952967,False,False,False,False,0,1.1194215985958385,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p5,dynamic_exit,1h,0.95,50,0.5,1.5,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,94.37500000000455,1.0268015619453332,0.059739173385081494,-490.68749999999454,157,0.6011146496815576,0.31210191082802546,0.6011146496815576,169,617.2500000000082,1.3219035202086091,0.6670882992036906,-515.9375,83,7.4367469879519055,0.3132530120481928,7.4367469879519055,92,11.166681113975388,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-666.46874999999,-0.5476773434662412,-0.5746844773353805,-9.234925089970147,8.603059631098192,0.4808296209742275,False,False,False,False,0,1.0666375336312794,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,4,0.5,all_rth,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,535.0625000000014,1.12904733192644,0.3030495079703427,-311.25,198,2.7023358585858657,0.30303030303030304,2.7023358585858657,212,680.0625000000127,1.2889272437599628,0.6684160602315103,-461.25,100,6.800625000000127,0.31,6.800625000000127,112,2.205633213887031,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-603.6562499999854,-0.5806536199148875,-0.5733567163075608,-9.871047077921926,-0.357988268990165,0.5297597312495542,False,False,False,False,0,1.057289569104056,survivor,0,True
MES,dynamic_exit_mixed_ts2_vq0p975_bf0p5_ra1p2,dynamic_exit,1h,0.975,50,0.5,1.2,,,,,,next_open,,,mixed,1.0,,2,0.5,all_rth,dynamic_exit_mixed_ts2_vq0p975_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,235.5156249999959,1.078276900706272,0.15889519531516433,-411.7500000000018,145,1.6242456896551443,0.3724137931034483,1.6242456896551443,156,547.6406249999945,1.3544599514563072,0.6443457589863336,-681.875,74,7.400548986486413,0.35135135135135137,7.400548986486413,79,4.0551620060524245,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-736.0781250000036,-0.5151209122185432,-0.5974270175527375,-9.27112309143564,1.4915405231752286,0.4266048345870116,False,False,False,False,0,1.0393144873674296,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,False,828.6250000000041,1.2092487373737384,0.47294515789812447,-287.5,198,4.184974747474768,0.32323232323232326,4.184974747474768,212,661.0000000000127,1.2965787997756648,0.6703551606332925,-461.25,100,6.610000000000127,0.31,6.610000000000127,112,1.4174056958580628,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-622.7187499999854,-0.5730020638991855,-0.5714176159057787,-10.061672077921926,-1.1462157870191332,0.5149102947978392,False,False,False,False,0,1.0373914707728034,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p2,dynamic_exit,1h,0.975,50,0.6,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,2,0.5,all_rth,dynamic_exit_atr_target_1p0_ts2_vq0p975_bf0p6_ra1p2,v3,dynamic_exit_only,off,off,off,False,611.5000000000055,1.26035125066525,0.4301300303902946,-373.75,113,5.411504424778809,0.3274336283185841,5.411504424778809,121,464.62500000001,1.4134593993326006,0.6490757807061537,-535.0,56,8.29687500000018,0.2857142857142857,8.29687500000018,58,1.5090222371062778,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-819.0937499999882,-0.45612146434224976,-0.5926969958329175,-8.374797077921874,-1.0545992457709181,0.3619367560067271,False,False,False,False,0,1.0322422011993457,survivor,0,True
MES,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,dynamic_exit,1h,0.95,50,0.5,1.2,,,,,,next_open,,,atr_fraction,1.0,1.0,3,0.5,all_rth,dynamic_exit_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,v3,dynamic_exit_only,off,off,off,True,588.8125000000014,1.1423111782477344,0.33325552616584964,-311.25,198,2.973800505050512,0.30808080808080807,2.973800505050512,212,614.8125000000118,1.2610668789808968,0.6067381763704774,-461.25,100,6.148125000000118,0.3,6.148125000000118,112,1.8206395055202327,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-668.9062499999864,-0.6085139846939536,-0.6350346001685937,-10.523547077921936,-0.7429819773569633,0.4789308405754864,False,False,False,False,0,0.9599750559853608,survivor,0,True
MES,dynamic_exit_mixed_ts3_vq0p975_bf0p5_ra1p5,dynamic_exit,1h,0.975,50,0.5,1.5,,,,,,next_open,,,mixed,1.0,,3,0.5,all_rth,dynamic_exit_mixed_ts3_vq0p975_bf0p5_ra1p5,v3,dynamic_exit_only,off,off,off,False,-24.531250000002274,0.9905558229066401,-0.01826671151214306,-667.6406250000036,121,-0.20273760330580393,0.371900826446281,-0.20273760330580393,131,681.9687500000009,1.5042282809611838,0.7639421520708577,-643.6406249999982,65,10.491826923076937,0.3384615384615385,10.491826923076937,68,-41.821547987059205,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p2,dynamic_exit,1283.7187499999982,1.8695808636748503,1.2417727765390711,16.671672077922054,77,2.563621482877196,2.874168961188378,-601.7499999999973,-0.36535258271366655,-0.47783062446821345,-6.1798451548451165,-44.3851694699364,0.5312446748947165,False,False,False,False,0,0.8756986081004219,survivor,0,True
