variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,is_screen_score,support_cluster_count
downside_downsize__rs_minus_share_pct__30m__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,131,0,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,0,0,0.0,0.0,515.0000000059526,0.009592513470504204,0.007526106672511942,-22875.99999999548,1.0020363015229004,0.4654320987654321,0.6358024691431514,810,810,0.4636519748139668,9.736691471093303,12,6,8087.000000003849,0.21992119302946833,0.16778564927269737,-18237.999999998992,1.0483280594972615,0.4864376130198915,14.623869801091951,553,553,0.4525368248772504,9.503273322422258,7,4,-7571.999999997892,-0.4485893080608086,-0.37323086231627517,-13230.999999998148,0.9115151798443675,0.42023346303501946,-29.463035019447048,257,257,0.4895238095238095,10.28,12,6,0.0008893938083884279,0.01389990154423415,0.00040141996529752255,0.002336215365585259,0.04931192660550501,0.05792303036775969,1.0,1.0,False,0.85,0.75,,,True,1,True,0.12562564110420044,1
downside_downsize__rs_ratio_pct__30m__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85}",0,131,0,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,0,0,0.0,0.0,515.0000000059526,0.009592513470504204,0.007526106672511942,-22875.99999999548,1.0020363015229004,0.4654320987654321,0.6358024691431514,810,810,0.4636519748139668,9.736691471093303,12,6,8087.000000003849,0.21992119302946833,0.16778564927269737,-18237.999999998992,1.0483280594972615,0.4864376130198915,14.623869801091951,553,553,0.4525368248772504,9.503273322422258,7,4,-7571.999999997892,-0.4485893080608086,-0.37323086231627517,-13230.999999998148,0.9115151798443675,0.42023346303501946,-29.463035019447048,257,257,0.4895238095238095,10.28,12,6,0.0008893938083884279,0.01389990154423415,0.00040141996529752255,0.002336215365585259,0.04931192660550501,0.05792303036775969,1.0,1.0,False,0.85,0.75,,,True,2,True,0.12562564110420044,1
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,session,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,25,0,0,0,-0.0,0.0,13,12,2343.499999999965,1816.999999999989,0,0,0.0,0.0,794.000000006221,0.014236875491361623,0.01119267769071064,-23467.999999995278,1.0030159667712109,0.4654320987654321,0.980246913587927,810,810,0.4636519748139668,9.736691471093303,12,6,8974.500000004005,0.23464282904854464,0.1795970537661395,-19003.99999999896,1.0515024045359314,0.4864376130198915,16.228752260405074,553,553,0.4525368248772504,9.503273322422258,7,4,-8180.499999997782,-0.4677806208198986,-0.38900421112297173,-14067.49999999804,0.9080961448801783,0.42023346303501946,-31.830739299602264,257,257,0.4895238095238095,10.28,12,6,0.015611029827464734,-0.0052914112148558234,0.0035757650039673905,-0.0010828195986039013,0.009382819015846484,-0.0016376517497957816,1.0,1.0,False,0.85,0.75,,,True,3,False,0.12101759233618146,0
downside_three_state__rs_minus_share_pct__30m__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,131,214,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,104,110,6883.499999999871,7114.000000000022,745.5000000061036,0.013504741824934231,0.010592295181195328,-23259.999999995394,1.002869592329301,0.4654320987654321,0.9203703703779057,810,810,0.4636519748139668,9.736691471093303,12,6,8427.500000003958,0.2230509405577172,0.17013016007233298,-18842.999999998963,1.0490642711387053,0.4864376130198915,15.239602169989075,553,553,0.4525368248772504,9.503273322422258,7,4,-7681.999999997854,-0.4419655001599332,-0.3675827269893827,-13427.99999999811,0.9127328081246634,0.42023346303501946,-29.891050583649236,257,257,0.4895238095238095,10.28,12,6,0.004019141336637305,0.02052370944510956,0.0011376316067412962,0.003553843645881183,0.01777522935779838,0.043896187119513805,1.0,1.0,False,0.85,0.75,0.25,1.1,True,4,True,0.11313428233688476,1
downside_three_state__rs_ratio_pct__30m__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_ratio_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,131,214,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,104,110,6883.499999999871,7114.000000000022,745.5000000061036,0.013504741824934231,0.010592295181195328,-23259.999999995394,1.002869592329301,0.4654320987654321,0.9203703703779057,810,810,0.4636519748139668,9.736691471093303,12,6,8427.500000003958,0.2230509405577172,0.17013016007233298,-18842.999999998963,1.0490642711387053,0.4864376130198915,15.239602169989075,553,553,0.4525368248772504,9.503273322422258,7,4,-7681.999999997854,-0.4419655001599332,-0.3675827269893827,-13427.99999999811,0.9127328081246634,0.42023346303501946,-29.891050583649236,257,257,0.4895238095238095,10.28,12,6,0.004019141336637305,0.02052370944510956,0.0011376316067412962,0.003553843645881183,0.01777522935779838,0.043896187119513805,1.0,1.0,False,0.85,0.75,0.25,1.1,True,5,True,0.11313428233688476,1
