variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,support_cluster_count,is_screen_score
baseline,baseline,Unchanged audited M2K baseline after the existing ensemble selection.,baseline,baseline,,{},0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,267.5000000062537,0.004764866627367372,0.003741327559646262,-23820.99999999525,1.0010071194876917,0.4654320987654321,0.33024691358796754,810,810,0.4636519748139668,9.736691471093303,12,6,8425.00000000403,0.2190317992210799,0.16726256823386162,-19183.99999999895,1.047926639531964,0.4864376130198915,15.23508137432917,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,,,,,False,,False,0.0,
conditional_downsize_with_context__rs_minus_share_pct__30m__t85__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,30m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,21,0,0,0,-0.0,0.0,12,9,2246.499999999966,2219.000000000003,0,0,0.0,0.0,295.0000000062091,0.005296834285406615,0.004156759163436919,-23737.49999999523,1.0011201290996488,0.4654320987654321,0.36419753087186313,810,810,0.4636519748139668,9.736691471093303,12,6,7927.000000004018,0.20763243759203748,0.15821847191863972,-19428.99999999889,1.0453714223571973,0.4864376130198915,14.334538878849942,553,553,0.4525368248772504,9.503273322422258,7,4,-7631.999999997807,-0.4365842892543739,-0.3643776979646478,-13518.999999998061,0.9139076582928398,0.42023346303501946,-29.696498054466176,257,257,0.4895238095238095,10.28,12,6,-0.011399361629042426,0.025904920350668825,-0.0025552171747666996,0.004728693814057605,-0.01277105921601101,0.03741678237032632,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.08170406532799873
conditional_downsize_with_context__rs_minus_share_pct__30m__t85__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,30m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,7,0,0,0,-0.0,0.0,4,3,457.4999999999966,320.0000000000034,0,0,0.0,0.0,405.00000000624823,0.007220306558274492,0.0056709326320798885,-23602.49999999525,1.0015274286587337,0.4654320987654321,0.5000000000077138,810,810,0.4636519748139668,9.736691471093303,12,6,8562.500000004025,0.22289286345095446,0.1702855017735861,-19183.99999999895,1.0488359227066604,0.4864376130198915,15.483725135631149,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,0.003861064229874561,0.0,0.000909283174696407,0.0,0.0,0.0,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.10404292086481384
conditional_downsize_with_context__rs_minus_share_pct__30m__t90__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,30m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,17,0,0,0,-0.0,0.0,9,8,1693.9999999999657,2166.0000000000014,0,0,0.0,0.0,-204.49999999378633,-0.0036692281684606656,-0.0028765124856651356,-24236.999999995227,0.9992251293030189,0.4654320987654321,-0.25246913579479796,810,810,0.4636519748139668,9.736691471093303,12,6,7980.00000000402,0.2090160267254743,0.1592763221787235,-19375.999999998887,1.0456747761335226,0.4864376130198915,14.430379746842712,553,553,0.4525368248772504,9.503273322422258,7,4,-8184.499999997806,-0.46721196667353093,-0.3887085103129069,-14071.499999998061,0.9082470586257175,0.42023346303501946,-31.84630350193699,257,257,0.4895238095238095,10.28,12,6,-0.01001577249560559,-0.0047227570684881814,-0.0022518633984414116,-0.0009319058530646851,-0.010008340283566966,-0.0019224607497617746,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.08452968468292266
conditional_downsize_with_context__rs_minus_share_pct__30m__t90__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,30m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,3,0,0,0,-0.0,0.0,2,1,218.49999999999795,52.00000000000159,0,0,0.0,0.0,434.00000000624823,0.007732552542698064,0.006073419997397081,-23602.49999999525,1.0016353260572863,0.4654320987654321,0.5358024691435164,810,810,0.4636519748139668,9.736691471093303,12,6,8591.500000004027,0.22344266495594814,0.1707108592195089,-19183.99999999895,1.048934619043032,0.4864376130198915,15.536166365287572,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,0.004410865734868236,0.0,0.0010079795110680134,0.0,0.0,0.0,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.10461246163708185
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,session,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,25,0,0,0,-0.0,0.0,13,12,2343.499999999965,1816.999999999989,0,0,0.0,0.0,794.000000006221,0.014236875491361623,0.01119267769071064,-23467.999999995278,1.0030159667712109,0.4654320987654321,0.980246913587927,810,810,0.4636519748139668,9.736691471093303,12,6,8974.500000004005,0.23464282904854464,0.1795970537661395,-19003.99999999896,1.0515024045359314,0.4864376130198915,16.228752260405074,553,553,0.4525368248772504,9.503273322422258,7,4,-8180.499999997782,-0.4677806208198986,-0.38900421112297173,-14067.49999999804,0.9080961448801783,0.42023346303501946,-31.830739299602264,257,257,0.4895238095238095,10.28,12,6,0.015611029827464734,-0.0052914112148558234,0.0035757650039673905,-0.0010828195986039013,0.009382819015846484,-0.0016376517497957816,1.0,1.0,False,0.85,0.75,,,True,3.0,False,0.0,0.12101759233618146
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,session,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,18,0,0,0,-0.0,0.0,8,10,896.9999999999914,1080.5000000000177,0,0,0.0,0.0,84.00000000622458,0.0014995862333043323,0.0011774657517987324,-23497.999999995263,1.0003173259996003,0.4654320987654321,0.10370370371138837,810,810,0.4636519748139668,9.736691471093303,12,6,8213.500000004009,0.21420269969031672,0.16356809410790868,-19376.499999998952,1.0469297268265605,0.4864376130198915,14.85262206149007,553,553,0.4525368248772504,9.503273322422258,7,4,-8129.499999997788,-0.4610691937643245,-0.3838379271603574,-14016.499999998043,0.9093650705167733,0.42023346303501946,-31.632295719835753,257,257,0.4895238095238095,10.28,12,6,-0.004829099530763187,0.0014200158407182695,-0.0009969127054034743,0.00018610603799107395,-0.01003440366972551,0.001993662999750553,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.08995431609329337
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,session,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,13,0,0,0,-0.0,0.0,6,7,991.9999999999789,1409.9999999999795,0,0,0.0,0.0,-150.49999999375268,-0.0026920940018202366,-0.00211203134383399,-24112.499999995256,0.9994312534720227,0.4654320987654321,-0.18580246912808973,810,810,0.4636519748139668,9.736691471093303,12,6,8397.50000000403,0.21891297977122895,0.16718824993736126,-19003.999999998956,1.0479205423481448,0.4864376130198915,15.185352622068772,553,553,0.4525368248772504,9.503273322422258,7,4,-8547.99999999778,-0.4881739532956711,-0.4051853484513318,-14434.99999999804,0.9043623222457398,0.42023346303501946,-33.26070038909642,257,257,0.4895238095238095,10.28,12,6,-0.00011881944985095427,-0.025684743690628342,-6.0971838191647976e-06,-0.004816642233042456,0.009382819015846674,-0.02780447862152859,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.10457137062130856
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,session,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,9,0,0,0,-0.0,0.0,5,4,499.49999999999363,487.50000000001023,0,0,0.0,0.0,279.5000000062355,0.004984320722460552,0.003913829937934129,-23555.999999995256,1.0010542813441474,0.4654320987654321,0.3450617284027599,810,810,0.4636519748139668,9.736691471093303,12,6,8409.00000000402,0.21894986246583997,0.16720112869963707,-19283.999999998952,1.0479378842684282,0.4864376130198915,15.206148282104918,553,553,0.4525368248772504,9.503273322422258,7,4,-8129.499999997788,-0.4610691937643245,-0.3838379271603574,-14016.499999998043,0.9093650705167733,0.42023346303501946,-31.632295719835753,257,257,0.4895238095238095,10.28,12,6,-8.193675523993083e-05,0.0014200158407182695,1.1244736464188776e-05,0.00018610603799107395,-0.00521267723102633,0.001993662999750553,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.09731397357653974
downside_downsize__rs_minus_share_pct__30m__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,131,0,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,0,0,0.0,0.0,515.0000000059526,0.009592513470504204,0.007526106672511942,-22875.99999999548,1.0020363015229004,0.4654320987654321,0.6358024691431514,810,810,0.4636519748139668,9.736691471093303,12,6,8087.000000003849,0.21992119302946833,0.16778564927269737,-18237.999999998992,1.0483280594972615,0.4864376130198915,14.623869801091951,553,553,0.4525368248772504,9.503273322422258,7,4,-7571.999999997892,-0.4485893080608086,-0.37323086231627517,-13230.999999998148,0.9115151798443675,0.42023346303501946,-29.463035019447048,257,257,0.4895238095238095,10.28,12,6,0.0008893938083884279,0.01389990154423415,0.00040141996529752255,0.002336215365585259,0.04931192660550501,0.05792303036775969,1.0,1.0,False,0.85,0.75,,,True,1.0,True,1.0,0.12562564110420044
