variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,support_cluster_count,is_screen_score
downside_downsize__rs_minus_share_pct__30m__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,100,0,0,0,-0.0,0.0,53,47,9965.999999999807,10434.000000000022,0,0,0.0,0.0,-200.49999999396823,-0.00370498323188269,-0.0029030872967788193,-23435.99999999543,0.999215703148555,0.4654320987654321,-0.24753086419008424,810,810,0.4636519748139668,9.736691471093303,12,6,7479.500000003902,0.20169063836209883,0.15354068010438005,-18635.999999998985,1.0441528925620072,0.4864376130198915,13.525316455703258,553,553,0.4525368248772504,9.503273322422258,7,4,-7679.999999997865,-0.45182512170972833,-0.37610160532055237,-13338.999999998116,0.9109492944355128,0.42023346303501946,-29.883268482481967,257,257,0.4895238095238095,10.28,12,6,-0.017341160858981075,0.010664087895314422,-0.003773746969956804,0.001770329956730543,0.028565471226021353,0.050233187368722176,1.0,1.0,False,0.9,0.75,,,False,,False,1.0,0.09618682536003825
downside_downsize__rs_minus_share_pct__session__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,139,0,0,0,-0.0,0.0,73,66,11900.999999999756,12380.500000000065,0,0,0.0,0.0,-211.99999999406373,-0.003933892048139593,-0.00308747713706571,-23141.999999995503,0.9991643937124802,0.4654320987654321,-0.26172839505439965,810,810,0.4636519748139668,9.736691471093303,12,6,7185.00000000385,0.19460178403324363,0.14827079098602125,-18629.49999999899,1.042702151748672,0.4864376130198915,12.992766726950904,553,553,0.4525368248772504,9.503273322422258,7,4,-7396.99999999791,-0.4367921340484723,-0.3647636655652708,-12992.499999998168,0.9134342506392885,0.42023346303501946,-28.782101167307044,257,257,0.4895238095238095,10.28,12,6,-0.024430015187836274,0.02569707555657047,-0.005224487783291876,0.0042552861605063,0.028904295246037864,0.07490476699063793,1.0,1.0,False,0.85,0.75,,,False,,False,1.0,0.08897723487852428
downside_downsize__rs_minus_share_pct__session__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,99,0,0,0,-0.0,0.0,50,49,7631.499999999828,9802.500000000055,0,0,0.0,0.0,-1903.4999999939764,-0.0349285987725996,-0.027304900207604756,-23953.999999995438,0.9926214495450416,0.4654320987654321,-2.3499999999925634,810,810,0.4636519748139668,9.736691471093303,12,6,6579.000000003898,0.17609261648681668,0.13380384308423668,-18912.49999999898,1.0384813354702338,0.4864376130198915,11.896925858958225,553,553,0.4525368248772504,9.503273322422258,7,4,-8482.499999997875,-0.49601022050199395,-0.4115078953735069,-14070.499999998126,0.9025128862277043,0.42023346303501946,-33.00583657586722,257,257,0.4895238095238095,10.28,12,6,-0.042939182734263226,-0.0335210108969512,-0.009445304061730164,-0.0066660782510779,0.014152418682234266,-0.0018512584997753274,1.0,1.0,False,0.9,0.75,,,False,,False,1.0,0.06224796579450788
downside_downsize__rs_ratio_pct__30m__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85}",0,131,0,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,0,0,0.0,0.0,515.0000000059526,0.009592513470504204,0.007526106672511942,-22875.99999999548,1.0020363015229004,0.4654320987654321,0.6358024691431514,810,810,0.4636519748139668,9.736691471093303,12,6,8087.000000003849,0.21992119302946833,0.16778564927269737,-18237.999999998992,1.0483280594972615,0.4864376130198915,14.623869801091951,553,553,0.4525368248772504,9.503273322422258,7,4,-7571.999999997892,-0.4485893080608086,-0.37323086231627517,-13230.999999998148,0.9115151798443675,0.42023346303501946,-29.463035019447048,257,257,0.4895238095238095,10.28,12,6,0.0008893938083884279,0.01389990154423415,0.00040141996529752255,0.002336215365585259,0.04931192660550501,0.05792303036775969,1.0,1.0,False,0.85,0.75,,,True,2.0,True,1.0,0.12562564110420044
downside_downsize__rs_ratio_pct__30m__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.9}",0,100,0,0,0,-0.0,0.0,53,47,9965.999999999807,10434.000000000022,0,0,0.0,0.0,-200.49999999396823,-0.00370498323188269,-0.0029030872967788193,-23435.99999999543,0.999215703148555,0.4654320987654321,-0.24753086419008424,810,810,0.4636519748139668,9.736691471093303,12,6,7479.500000003902,0.20169063836209883,0.15354068010438005,-18635.999999998985,1.0441528925620072,0.4864376130198915,13.525316455703258,553,553,0.4525368248772504,9.503273322422258,7,4,-7679.999999997865,-0.45182512170972833,-0.37610160532055237,-13338.999999998116,0.9109492944355128,0.42023346303501946,-29.883268482481967,257,257,0.4895238095238095,10.28,12,6,-0.017341160858981075,0.010664087895314422,-0.003773746969956804,0.001770329956730543,0.028565471226021353,0.050233187368722176,1.0,1.0,False,0.9,0.75,,,False,,False,1.0,0.09618682536003825
downside_downsize__rs_ratio_pct__session__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85}",0,139,0,0,0,-0.0,0.0,73,66,11900.999999999756,12380.500000000065,0,0,0.0,0.0,-211.99999999406373,-0.003933892048139593,-0.00308747713706571,-23141.999999995503,0.9991643937124802,0.4654320987654321,-0.26172839505439965,810,810,0.4636519748139668,9.736691471093303,12,6,7185.00000000385,0.19460178403324363,0.14827079098602125,-18629.49999999899,1.042702151748672,0.4864376130198915,12.992766726950904,553,553,0.4525368248772504,9.503273322422258,7,4,-7396.99999999791,-0.4367921340484723,-0.3647636655652708,-12992.499999998168,0.9134342506392885,0.42023346303501946,-28.782101167307044,257,257,0.4895238095238095,10.28,12,6,-0.024430015187836274,0.02569707555657047,-0.005224487783291876,0.0042552861605063,0.028904295246037864,0.07490476699063793,1.0,1.0,False,0.85,0.75,,,False,,False,1.0,0.08897723487852428
downside_downsize__rs_ratio_pct__session__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.9}",0,99,0,0,0,-0.0,0.0,50,49,7631.499999999828,9802.500000000055,0,0,0.0,0.0,-1903.4999999939764,-0.0349285987725996,-0.027304900207604756,-23953.999999995438,0.9926214495450416,0.4654320987654321,-2.3499999999925634,810,810,0.4636519748139668,9.736691471093303,12,6,6579.000000003898,0.17609261648681668,0.13380384308423668,-18912.49999999898,1.0384813354702338,0.4864376130198915,11.896925858958225,553,553,0.4525368248772504,9.503273322422258,7,4,-8482.499999997875,-0.49601022050199395,-0.4115078953735069,-14070.499999998126,0.9025128862277043,0.42023346303501946,-33.00583657586722,257,257,0.4895238095238095,10.28,12,6,-0.042939182734263226,-0.0335210108969512,-0.009445304061730164,-0.0066660782510779,0.014152418682234266,-0.0018512584997753274,1.0,1.0,False,0.9,0.75,,,False,,False,1.0,0.06224796579450788
downside_three_state__rs_minus_share_pct__30m__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,131,214,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,104,110,6883.499999999871,7114.000000000022,745.5000000061036,0.013504741824934231,0.010592295181195328,-23259.999999995394,1.002869592329301,0.4654320987654321,0.9203703703779057,810,810,0.4636519748139668,9.736691471093303,12,6,8427.500000003958,0.2230509405577172,0.17013016007233298,-18842.999999998963,1.0490642711387053,0.4864376130198915,15.239602169989075,553,553,0.4525368248772504,9.503273322422258,7,4,-7681.999999997854,-0.4419655001599332,-0.3675827269893827,-13427.99999999811,0.9127328081246634,0.42023346303501946,-29.891050583649236,257,257,0.4895238095238095,10.28,12,6,0.004019141336637305,0.02052370944510956,0.0011376316067412962,0.003553843645881183,0.01777522935779838,0.043896187119513805,1.0,1.0,False,0.85,0.75,0.25,1.1,True,4.0,True,1.0,0.11313428233688476
downside_three_state__rs_minus_share_pct__30m__t90__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,100,214,0,0,-0.0,0.0,53,47,9965.999999999807,10434.000000000022,104,110,6883.499999999871,7114.000000000022,30.000000006182745,0.0005393765302382779,0.00042253646823732375,-23819.99999999532,1.0001142741780589,0.4654320987654321,0.037037037044670054,810,810,0.4636519748139668,9.736691471093303,12,6,7820.000000004009,0.2053228633120042,0.15628462126506662,-19240.99999999895,1.0449867398420525,0.4864376130198915,14.141048824600379,553,553,0.4525368248772504,9.503273322422258,7,4,-7789.999999997826,-0.44523951756709207,-0.37047331521091054,-13535.999999998081,0.9121733983483408,0.42023346303501946,-30.31128404668415,257,257,0.4895238095238095,10.28,12,6,-0.013708935909075709,0.01724969203795068,-0.002939899689911485,0.002994433869558555,-0.0029712260216849,0.03620634412047603,1.0,1.0,False,0.9,0.75,0.25,1.1,False,,False,1.0,0.08421747114209954
downside_three_state__rs_minus_share_pct__session__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,139,216,0,0,-0.0,0.0,73,66,11900.999999999756,12380.500000000065,111,105,7253.99999999987,6844.000000000027,-621.99999999391,-0.01122932358815159,-0.008792914881281335,-24177.499999995845,0.9976165112162158,0.4654320987654321,-0.7679012345603827,810,810,0.4636519748139668,9.736691471093303,12,6,7103.500000003964,0.18726315481350853,0.14232806030661305,-19174.49999999941,1.0410508461843204,0.4864376130198915,12.845388788433931,553,553,0.4525368248772504,9.503273322422258,7,4,-7725.499999997861,-0.4434541335525193,-0.3695956629459524,-13260.999999998125,0.912130845479745,0.42023346303501946,-30.06031128403837,257,257,0.4895238095238095,10.28,12,6,-0.03176864440757138,0.01903507605252347,-0.006875793347643544,0.002951881000962775,0.0004952043369233996,0.05578696286802809,1.0,1.0,False,0.85,0.75,0.25,1.1,False,,False,1.0,0.06710379909136162
downside_three_state__rs_minus_share_pct__session__t90__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,99,216,0,0,-0.0,0.0,50,49,7631.499999999828,9802.500000000055,111,105,7253.99999999987,6844.000000000027,-2313.499999993828,-0.041326787312410365,-0.03224086450464265,-24929.499999995314,0.9912774312251978,0.4654320987654321,-2.8561728394985533,810,810,0.4636519748139668,9.736691471093303,12,6,6497.500000004007,0.16937720180548343,0.12841077038345725,-19397.499999998945,1.0369703383803273,0.4864376130198915,11.749547920441243,553,553,0.4525368248772504,9.503273322422258,7,4,-8810.999999997828,-0.5011051162782753,-0.4150829854104185,-14338.99999999809,0.9015338194619273,0.42023346303501946,-34.28404669259855,257,257,0.4895238095238095,10.28,12,6,-0.04965459741559647,-0.0386159066732325,-0.010956301151636705,-0.007645145016854871,-0.01112906588824062,-0.020969062622385685,1.0,1.0,False,0.9,0.75,0.25,1.1,False,,False,1.0,0.04258960940995589
downside_three_state__rs_ratio_pct__30m__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_ratio_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,131,214,0,0,-0.0,0.0,71,60,12699.499999999749,12452.00000000004,104,110,6883.499999999871,7114.000000000022,745.5000000061036,0.013504741824934231,0.010592295181195328,-23259.999999995394,1.002869592329301,0.4654320987654321,0.9203703703779057,810,810,0.4636519748139668,9.736691471093303,12,6,8427.500000003958,0.2230509405577172,0.17013016007233298,-18842.999999998963,1.0490642711387053,0.4864376130198915,15.239602169989075,553,553,0.4525368248772504,9.503273322422258,7,4,-7681.999999997854,-0.4419655001599332,-0.3675827269893827,-13427.99999999811,0.9127328081246634,0.42023346303501946,-29.891050583649236,257,257,0.4895238095238095,10.28,12,6,0.004019141336637305,0.02052370944510956,0.0011376316067412962,0.003553843645881183,0.01777522935779838,0.043896187119513805,1.0,1.0,False,0.85,0.75,0.25,1.1,True,5.0,True,1.0,0.11313428233688476
