session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,equity,peak_equity,drawdown_usd,drawdown_pct,green_day,variant_name,family,selected_by_ensemble,policy_allows_trading,risk_multiplier,policy_reason,trade_executed,state_pre_json,state_post_json
2019-05-06,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-07,342.0,357.0,15.0,1.0,0.0,50342.0,50342.0,0.0,0.0,True,slippage_x1p5,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-08,0.0,0.0,0.0,0.0,0.0,50342.0,50342.0,0.0,0.0,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-09,-682.5,-670.0,12.5,1.0,1.0,49659.5,50342.0,-682.5,0.01355726828493107,False,slippage_x1p5,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-10,0.0,0.0,0.0,0.0,0.0,49659.5,50342.0,-682.5,0.01355726828493107,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-13,342.5,355.0,12.5,1.0,0.0,50002.0,50342.0,-340.0,0.006753803980771523,True,slippage_x1p5,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-14,0.0,0.0,0.0,0.0,0.0,50002.0,50342.0,-340.0,0.006753803980771523,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-15,0.0,0.0,0.0,0.0,0.0,50002.0,50342.0,-340.0,0.006753803980771523,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-16,0.0,0.0,0.0,0.0,0.0,50002.0,50342.0,-340.0,0.006753803980771523,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-17,0.0,0.0,0.0,0.0,0.0,50002.0,50342.0,-340.0,0.006753803980771523,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-20,-336.0,-321.0,15.0,1.0,1.0,49666.0,50342.0,-676.0,0.013428151444122204,False,slippage_x1p5,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-21,0.0,0.0,0.0,0.0,0.0,49666.0,50342.0,-676.0,0.013428151444122204,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-22,0.0,0.0,0.0,0.0,0.0,49666.0,50342.0,-676.0,0.013428151444122204,False,slippage_x1p5,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
