scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,46056.0,0.7631494493842121,0.7271801707134901,1.1507914290906054,40.613756613756614,-11419.25,1134,1134,0.6491127647395535,-750.0,8,10.0,371.0,0.0,298.0,False,-1348.25
is,10787.5,0.25916566915934064,0.24359266132188578,1.048491318761589,13.569182389937106,-11419.25,795,795,0.6505728314238952,-750.0,8,24.5,371.0,0.0,298.0,False,-1348.25
oos,35268.5,1.89178893847441,1.8510991804859502,1.4250958223850734,104.03687315634218,-9833.25,339,339,0.6457142857142857,-748.0,7,3.0,222.0,0.0,35.0,True,508.5
