trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd
1,2019-05-07,short,6,2019-05-07 10:02:00-04:00,7693.625,7753.25,7574.375,2019-05-07 16:00:00-04:00,7663.875,time_exit,50000.0,1.5,750.0,122.5,735.0,735.0,92323.5,1.84647,29.75,119.0,357.0,15.0,342.0
2,2019-05-09,short,5,2019-05-09 10:05:00-04:00,7499.625,7566.25,7366.375,2019-05-09 12:30:00-04:00,7566.625,stop,50000.0,1.5,750.0,136.5,682.5,682.5,74996.25,1.499925,-67.0,-268.0,-670.0,12.5,-682.5
3,2019-05-13,short,5,2019-05-13 10:02:00-04:00,7372.625,7445.25,7227.375,2019-05-13 16:00:00-04:00,7337.125,time_exit,50000.0,1.5,750.0,148.5,742.5,742.5,73726.25,1.474525,35.5,142.0,355.0,12.5,342.5
4,2019-05-20,long,6,2019-05-20 10:26:00-04:00,7418.625,7361.0,7533.875,2019-05-20 16:00:00-04:00,7391.875,time_exit,50000.0,1.5,750.0,118.5,711.0,711.0,89023.5,1.78047,-26.75,-107.0,-321.0,15.0,-336.0
5,2019-06-03,short,4,2019-06-03 10:02:00-04:00,7042.125,7133.0,6860.375,2019-06-03 16:00:00-04:00,6981.375,time_exit,50000.0,1.5,750.0,185.0,740.0,740.0,56337.0,1.12674,60.75,243.0,486.0,10.0,476.0
6,2019-06-18,long,4,2019-06-18 10:04:00-04:00,7682.125,7597.5,7851.375,2019-06-18 16:00:00-04:00,7638.125,time_exit,50000.0,1.5,750.0,172.5,690.0,690.0,61457.0,1.22914,-44.0,-176.0,-352.0,10.0,-362.0
7,2019-08-02,short,7,2019-08-02 10:05:00-04:00,7716.625,7766.5,7616.875,2019-08-02 16:00:00-04:00,7698.625,time_exit,50000.0,1.5,750.0,103.0,721.0,721.0,108032.75,2.160655,18.0,72.0,252.0,17.5,234.5
8,2019-08-06,long,7,2019-08-06 10:04:00-04:00,7530.625,7485.25,7621.375,2019-08-06 10:14:00-04:00,7484.875,stop,50000.0,1.5,750.0,94.0,658.0,658.0,105428.75,2.108575,-45.75,-183.0,-640.5,17.5,-658.0
9,2019-08-07,long,4,2019-08-07 10:11:00-04:00,7465.875,7387.25,7623.125,2019-08-07 16:00:00-04:00,7565.875,time_exit,50000.0,1.5,750.0,160.5,642.0,642.0,59727.0,1.19454,100.0,400.0,800.0,10.0,790.0
10,2019-08-13,long,1,2019-08-13 10:27:00-04:00,7775.875,7554.75,8218.125,2019-08-13 16:00:00-04:00,7740.125,time_exit,50000.0,1.5,750.0,445.5,445.5,445.5,15551.75,0.311035,-35.75,-143.0,-71.5,2.5,-74.0
11,2019-08-14,short,7,2019-08-14 10:13:00-04:00,7583.625,7634.75,7481.375,2019-08-14 16:12:00-04:00,7481.75,target,50000.0,1.5,750.0,105.5,738.5,738.5,106170.75,2.123415,101.875,407.5,1426.25,17.5,1408.75
12,2019-08-23,long,5,2019-08-23 10:06:00-04:00,7688.375,7627.25,7810.625,2019-08-23 11:02:00-04:00,7626.875,stop,50000.0,1.5,750.0,125.5,627.5,627.5,76883.75,1.537675,-61.5,-246.0,-615.0,12.5,-627.5
13,2019-09-03,short,5,2019-09-03 10:05:00-04:00,7612.125,7677.25,7481.875,2019-09-03 16:00:00-04:00,7612.375,time_exit,50000.0,1.5,750.0,133.5,667.5,667.5,76121.25,1.522425,-0.25,-1.0,-2.5,12.5,-15.0
14,2019-10-03,short,4,2019-10-03 10:01:00-04:00,7511.125,7586.5,7360.375,2019-10-03 11:06:00-04:00,7586.875,stop,50000.0,1.5,750.0,154.0,616.0,616.0,60089.0,1.20178,-75.75,-303.0,-606.0,10.0,-616.0
15,2019-10-04,long,8,2019-10-04 10:01:00-04:00,7723.375,7681.75,7806.625,2019-10-04 16:00:00-04:00,7758.875,time_exit,50000.0,1.5,750.0,86.5,692.0,692.0,123574.0,2.47148,35.5,142.0,568.0,20.0,548.0
16,2019-12-12,long,3,2019-12-12 10:01:00-05:00,8473.375,8380.5,8659.125,2019-12-12 16:00:00-05:00,8460.125,time_exit,50000.0,1.5,750.0,189.0,567.0,567.0,50840.25,1.016805,-13.25,-53.0,-79.5,7.5,-87.0
17,2019-12-13,long,6,2019-12-13 10:02:00-05:00,8493.375,8439.5,8601.125,2019-12-13 16:00:00-05:00,8490.625,time_exit,50000.0,1.5,750.0,111.0,666.0,666.0,101920.5,2.03841,-2.75,-11.0,-33.0,15.0,-48.0
18,2020-01-31,short,4,2020-01-31 10:09:00-05:00,9098.375,9184.5,8926.125,2020-01-31 16:00:00-05:00,9000.625,time_exit,50000.0,1.5,750.0,175.5,702.0,702.0,72787.0,1.45574,97.75,391.0,782.0,10.0,772.0
19,2020-02-05,short,4,2020-02-05 10:15:00-05:00,9370.125,9458.25,9193.875,2020-02-05 16:00:00-05:00,9380.875,time_exit,50000.0,1.5,750.0,179.5,718.0,718.0,74961.0,1.49922,-10.75,-43.0,-86.0,10.0,-96.0
20,2020-02-21,short,2,2020-02-21 10:41:00-05:00,9478.375,9605.25,9224.625,2020-02-21 16:00:00-05:00,9459.125,time_exit,50000.0,1.5,750.0,257.0,514.0,514.0,37913.5,0.75827,19.25,77.0,77.0,5.0,72.0
21,2020-02-25,short,3,2020-02-25 10:21:00-05:00,9089.125,9191.25,8884.875,2020-02-25 14:07:00-05:00,8885.25,target,50000.0,1.5,750.0,207.5,622.5,622.5,54534.75,1.090695,203.875,815.5,1223.25,7.5,1215.75
22,2020-02-26,long,2,2020-02-26 10:36:00-05:00,9016.625,8879.5,9290.875,2020-02-26 12:16:00-05:00,8879.125,stop,50000.0,1.5,750.0,277.5,555.0,555.0,36066.5,0.72133,-137.5,-550.0,-550.0,5.0,-555.0
23,2020-02-27,short,3,2020-02-27 10:24:00-05:00,8600.375,8723.0,8355.125,2020-02-27 11:18:00-05:00,8723.375,stop,50000.0,1.5,750.0,248.5,745.5,745.5,51602.25,1.032045,-123.0,-492.0,-738.0,7.5,-745.5
24,2020-03-04,long,3,2020-03-04 10:23:00-05:00,8783.375,8665.0,9020.125,2020-03-04 16:00:00-05:00,8916.875,time_exit,50000.0,1.5,750.0,240.0,720.0,720.0,52700.25,1.054005,133.5,534.0,801.0,7.5,793.5
25,2020-03-05,long,4,2020-03-05 10:19:00-05:00,8784.125,8701.25,8949.875,2020-03-05 12:42:00-05:00,8700.875,stop,50000.0,1.5,750.0,169.0,676.0,676.0,70273.0,1.40546,-83.25,-333.0,-666.0,10.0,-676.0
26,2020-03-06,long,3,2020-03-06 10:26:00-05:00,8479.125,8363.25,8710.875,2020-03-06 14:34:00-05:00,8362.875,stop,50000.0,1.5,750.0,235.0,705.0,705.0,50874.75,1.017495,-116.25,-465.0,-697.5,7.5,-705.0
27,2020-03-10,long,3,2020-03-10 10:21:00-04:00,8247.375,8133.5,8475.125,2020-03-10 10:46:00-04:00,8133.125,stop,50000.0,1.5,750.0,231.0,693.0,693.0,49484.25,0.989685,-114.25,-457.0,-685.5,7.5,-693.0
28,2020-03-11,short,3,2020-03-11 10:31:00-04:00,8119.625,8217.75,7923.375,2020-03-11 15:07:00-04:00,7923.75,target,50000.0,1.5,750.0,199.5,598.5,598.5,48717.75,0.974355,195.875,783.5,1175.25,7.5,1167.75
29,2020-03-24,long,3,2020-03-24 10:26:00-04:00,7439.875,7324.5,7670.625,2020-03-24 14:04:00-04:00,7324.125,stop,50000.0,1.5,750.0,234.0,702.0,702.0,44639.25,0.892785,-115.75,-463.0,-694.5,7.5,-702.0
30,2020-03-27,long,2,2020-03-27 13:40:00-04:00,7703.625,7577.5,7955.875,2020-03-27 15:51:00-04:00,7577.125,stop,50000.0,1.5,750.0,255.5,511.0,511.0,30814.5,0.61629,-126.5,-506.0,-506.0,5.0,-511.0
31,2020-03-30,long,4,2020-03-30 10:04:00-04:00,7717.875,7629.5,7894.625,2020-03-30 20:05:00-04:00,7894.25,target,50000.0,1.5,750.0,180.0,720.0,720.0,61743.0,1.23486,176.375,705.5,1411.0,10.0,1401.0
