method,weight_variant_name,variant_name,scope,calibration_scope,nominal_orb_weight,nominal_pullback_weight,effective_orb_weight,effective_pullback_weight,orb_scale,pullback_scale,start_date,end_date,n_days,net_profit_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor_daily,max_drawdown_usd,max_drawdown_pct,max_daily_drawdown_usd,calmar,days_traded,orb_pullback_daily_corr,return_over_drawdown,positive_month_rate,stability_score,composite_score
static,orb20_pull80,static__orb20_pull80,oos_full,is,0.2,0.8,0.2,0.8,1.0,1.0,2024-02-23,2026-03-19,525,7129.634043970815,14.25926808794163,6.652091154689255,1.8758406505906606,3.065983672887978,2.258152420374667,649.9615704530079,1.1487947124322218,153.74910341465875,5.790495971735006,161,-0.04330081290115775,10.969316292041125,0.6538461538461539,0.7694833413014659,2.5096688763510504
static,orb20_pull80,static__orb20_pull80,oos_first_half,is,0.2,0.8,0.2,0.8,1.0,1.0,2024-02-23,2025-03-06,262,5035.489405062508,10.070978810125016,9.715300604346533,2.350940070465806,4.710773807611881,2.67564836982378,542.1420849645001,1.0842841699289951,153.74910341465875,8.96010554593151,96,-0.06485672560893142,9.288135978951415,0.7142857142857143,0.8029286486464073,2.7350261908642866
static,orb20_pull80,static__orb20_pull80,oos_second_half,is,0.2,0.8,0.2,0.8,1.0,1.0,2025-03-07,2026-03-19,263,1902.5402168183937,3.805080433636787,3.674405347411658,1.2810491584068784,1.5791806461015838,1.7867843893519968,590.4931322307966,1.1487947124322107,130.6885518730851,3.1984873429929555,65,-0.00576148129988172,3.2219514723750895,0.5384615384615384,0.7117910336091586,1.8831824287194068
static,orb20_pull80,static__orb20_pull80,oos_year_2024,is,0.2,0.8,0.2,0.8,1.0,1.0,2024-02-23,2024-12-31,217,3292.544455367475,6.58508891073495,7.725842932246629,2.130172003875913,3.8971228334074106,2.347725803919133,542.1420849645001,1.0842841699289951,153.74910341465875,7.1252934853347165,82,-0.07750196749219392,6.073213179130105,0.6363636363636364,0.7639676096853685,2.5959381531478782
static,orb20_pull80,static__orb20_pull80,oos_year_2025,is,0.2,0.8,0.2,0.8,1.0,1.0,2025-01-02,2025-12-31,253,2731.063368488918,5.462126736977837,5.481388992704073,1.654762994301056,2.303195740143965,2.0625128904549546,609.8053462218813,1.1487947124322218,134.96275108421105,4.771426028849755,68,-0.008396444108205888,4.478582199073086,0.6666666666666666,0.7758935977117223,2.2570878575641737
static,orb20_pull80,static__orb20_pull80,oos_year_2026,is,0.2,0.8,0.2,0.8,1.0,1.0,2026-01-02,2026-03-19,55,823.9558748809577,1.6479117497619156,8.061650257446296,1.8626723661683215,3.5672809940252943,2.913331295019905,202.74425730029907,0.40550477594215595,104.0804632965228,19.880530972084696,11,-0.0002041717329657668,4.064015848599537,0.6666666666666666,0.8130580945362256,2.5094735903913126
static,orb25_pull75,static__orb25_pull75,oos_full,is,0.25,0.75,0.25,0.75,1.0,1.0,2024-02-23,2026-03-19,525,6981.574033108183,13.963148066216366,6.5184607452012155,1.9481661606008718,3.1039702165460445,2.2631852727353547,622.3738988975892,1.1019665601784578,145.54654302285053,5.915298141302568,161,-0.04330081290115775,11.217652355721608,0.6923076923076923,0.7910555181449233,2.54646752144884
static,orb25_pull75,static__orb25_pull75,oos_first_half,is,0.25,0.75,0.25,0.75,1.0,1.0,2024-02-23,2025-03-06,262,4881.846962628821,9.763693925257641,9.419325993277884,2.4211227530675026,4.6914952208797365,2.6587625847655576,502.3856916420482,1.0044751556392062,144.21005863860046,9.377360844015914,96,-0.06485672560893142,9.717328824936272,0.7142857142857143,0.8069190993608968,2.7588832280794398
static,orb25_pull75,static__orb25_pull75,oos_second_half,is,0.25,0.75,0.25,0.75,1.0,1.0,2025-03-07,2026-03-19,263,1912.952266264976,3.825904532529952,3.694501647944892,1.36007057008534,1.6533549341582052,1.8126211684876994,567.0125308659844,1.101966560178469,132.59989511827735,3.3526440651216762,65,-0.00576148129988172,3.3737389601308645,0.6153846153846154,0.7525939796833843,1.9606678623854543
static,orb25_pull75,static__orb25_pull75,oos_year_2024,is,0.25,0.75,0.25,0.75,1.0,1.0,2024-02-23,2024-12-31,217,3261.314879397869,6.522629758795738,7.652180819079635,2.2327514513963385,3.9343382640353814,2.356651277710563,502.3856916420482,1.0044751556392062,144.21005863860046,7.618088686534119,82,-0.07750196749219392,6.49165558186631,0.6363636363636364,0.7679580603998579,2.639537335128195
static,orb25_pull75,static__orb25_pull75,oos_year_2025,is,0.25,0.75,0.25,0.75,1.0,1.0,2025-01-02,2025-12-31,253,2678.251066477096,5.356502132954192,5.375382491002667,1.7190294164935573,2.3605564700123245,2.0744695435441147,584.2644894393452,1.1019665601784578,136.63438778447016,4.877990571812044,68,-0.008396444108205888,4.58397029921692,0.75,0.8199016719910771,2.3091202733757936
static,orb25_pull75,static__orb25_pull75,oos_year_2026,is,0.25,0.75,0.25,0.75,1.0,1.0,2026-01-02,2026-03-19,55,772.81221538502,1.54562443077004,7.546805367311915,1.8604729419208843,3.4952686799021517,2.85401641384658,190.13747213969327,0.3801894424490859,97.60129229963786,19.850118190282377,11,-0.0002041717329657668,4.064491899930371,0.6666666666666666,0.814323861210879,2.507498666928399
