method,weight_variant_name,variant_name,scope,calibration_scope,nominal_orb_weight,nominal_pullback_weight,effective_orb_weight,effective_pullback_weight,orb_scale,pullback_scale,start_date,end_date,n_days,net_profit_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor_daily,max_drawdown_usd,max_drawdown_pct,max_daily_drawdown_usd,calmar,days_traded,orb_pullback_daily_corr,return_over_drawdown,positive_month_rate,stability_score,composite_score
risk_scaled,orb25_pull75,risk_scaled__orb25_pull75,oos,is,0.25,0.75,0.25,0.75,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6146.958867644811,12.293917735289622,5.761805217256466,2.1412420227362854,3.096611772630978,2.24713569267732,513.1642411849389,0.9197650741772034,138.77777228927152,6.264431406477158,161,-0.04330081290115775,11.978540931556283,0.7307692307692307,0.8193963616757551,2.619587357128858
inverse_risk,orb25_pull75,inverse_risk__orb25_pull75,oos,is,0.25,0.75,0.3746120319150872,0.6253879680849127,1.0,1.0,2024-02-23,2026-03-19,525,6611.000690794441,13.222001381588882,6.183213860885073,2.1412420227362854,3.096611772630978,2.2468196500037143,553.9766860568634,0.9852127514186071,149.7488567915061,6.276018912647921,161,-0.04330081290115775,11.933716449063434,0.7307692307692307,0.8161239778136851,2.6109240164366425
static,orb33_pull67,static__orb33_pull67,oos,is,0.33,0.67,0.33,0.67,1.0,1.0,2024-02-23,2026-03-19,525,6743.924034886171,13.487848069772342,6.30359582464004,2.070881225401294,3.104888446362527,2.2559686900771942,578.4042436471282,1.0270191514981875,148.24860404473293,6.137758790032812,161,-0.04330081290115775,11.659534156185224,0.7307692307692307,0.814033657809706,2.5913098903691103
inverse_risk,orb60_pull40,inverse_risk__orb60_pull40,oos,is,0.6,0.4,0.729403066597173,0.2705969334028269,1.0,1.0,2024-02-23,2026-03-19,525,5544.121120461728,11.088242240923456,5.2116548143493535,2.3783541807559248,2.307834666617717,2.098233835669386,404.3397087577978,0.8045072535641795,167.55898778425762,6.4780706342426955,161,-0.04330081290115775,13.711542547958588,0.7692307692307693,0.8443900219371756,2.590615266898461
risk_scaled,orb20_pull80,risk_scaled__orb20_pull80,oos,is,0.2,0.8,0.2,0.8,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6104.524006419997,12.209048012839995,5.723179310999038,2.0395825601095607,3.1018044478735223,2.259862305158767,525.8789173570549,0.9440026143846869,131.76505081938376,6.062673157668615,161,-0.04330081290115775,11.608231105935783,0.6923076923076923,0.7989537154346118,2.5880702390434323
static,orb75_pull25,static__orb75_pull25,oos,is,0.75,0.25,0.75,0.25,1.0,1.0,2024-02-23,2026-03-19,525,5481.669862574388,10.963339725148776,5.154485679788845,2.3513932643254813,2.2375464087596106,2.087376017451468,401.0358027939801,0.7977667961350687,172.11147568727756,6.461143412787697,161,-0.04330081290115775,13.668779257074034,0.7692307692307693,0.8447270448086313,2.5753070581250626
inverse_risk,orb20_pull80,inverse_risk__orb20_pull80,oos,is,0.2,0.8,0.3099905735989191,0.690009426401081,1.0,1.0,2024-02-23,2026-03-19,525,6803.450840867539,13.606901681735078,6.357458994167908,2.039582560109561,3.1018044478735223,2.2592440697385734,589.382017865857,1.0457674151323482,147.5741801893455,6.0792284232372396,161,-0.04330081290115775,11.543363446178299,0.6923076923076923,0.7938654753972287,2.574908892240898
risk_scaled,orb60_pull40,risk_scaled__orb60_pull40,oos,is,0.6,0.4,0.6,0.4,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6424.856500266673,12.849713000533344,6.014386647069281,2.378354180755925,2.307834666617717,2.0983149393323095,465.60326918775536,0.9256839492225777,195.90556556448428,6.4972355328407465,161,-0.04330081290115775,13.79899353257298,0.7692307692307693,0.8383311871542558,2.5728085477665235
static,orb25_pull75,static__orb25_pull75,oos,is,0.25,0.75,0.25,0.75,1.0,1.0,2024-02-23,2026-03-19,525,6981.574033108183,13.963148066216366,6.5184607452012155,1.9481661606008718,3.1039702165460445,2.2631852727353547,622.3738988975892,1.1019665601784578,145.54654302285053,5.915298141302568,161,-0.04330081290115775,11.217652355721608,0.6923076923076923,0.7910555181449233,2.54646752144884
inverse_risk,orb67_pull33,inverse_risk__orb67_pull33,oos,is,0.67,0.33,0.7848768293528726,0.21512317064712733,1.0,1.0,2024-02-23,2026-03-19,525,5375.796548740007,10.751593097480013,5.0574910824578545,2.293386806556306,2.119783040870402,2.0688683480017316,413.18412025503494,0.7881567629915653,179.79731012501725,6.416859335522797,161,-0.04330081290115775,13.01065623098447,0.7692307692307693,0.8452075464658064,2.54559257702261
static,orb80_pull20,static__orb80_pull20,oos,is,0.8,0.2,0.8,0.2,1.0,1.0,2024-02-23,2026-03-19,525,5329.839775439163,10.659679550878325,5.015358491134703,2.2637714768036923,2.0695185253339132,2.0607955905334534,418.52842112406506,0.7905176190032059,183.1210483077739,6.344398114059445,161,-0.04330081290115775,12.73471407538947,0.7692307692307693,0.8450895036652244,2.5307816017313987
risk_scaled,orb67_pull33,risk_scaled__orb67_pull33,oos,is,0.67,0.33,0.67,0.33,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6476.384659189258,12.952769318378515,6.0611499239269895,2.293386806556306,2.1197830408704017,2.068974373309046,500.56032423207944,0.9407748455584675,219.04972046547482,6.442721074593506,161,-0.04330081290115775,12.938270065900292,0.7692307692307693,0.8375766423374613,2.52225126036346
static,orb20_pull80,static__orb20_pull80,oos,is,0.2,0.8,0.2,0.8,1.0,1.0,2024-02-23,2026-03-19,525,7129.634043970815,14.25926808794163,6.652091154689255,1.8758406505906606,3.065983672887978,2.258152420374667,649.9615704530079,1.1487947124322218,153.74910341465875,5.790495971735006,161,-0.04330081290115775,10.969316292041125,0.6538461538461539,0.7694833413014659,2.5096688763510504
inverse_risk,orb75_pull25,inverse_risk__orb75_pull25,oos,is,0.75,0.25,0.8435315984866026,0.15646840151339722,1.0,1.0,2024-02-23,2026-03-19,525,5197.392619689621,10.394785239379242,4.893831321904485,2.1656472283316996,1.928600329091456,2.0373988314601585,433.8623365073581,0.8042951730851788,192.6579812257187,6.084621026795848,161,-0.04330081290115775,11.979358848083544,0.7307692307692307,0.8251698567303565,2.4765892140667756
risk_scaled,orb75_pull25,risk_scaled__orb75_pull25,oos,is,0.75,0.25,0.75,0.25,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6533.607580664022,13.067215161328043,6.113055524880018,2.1656472283316996,1.928600329091456,2.037462343635948,549.1094133774168,0.9994148788732726,245.5670835005585,6.1166344969486515,161,-0.04330081290115775,11.898553223623773,0.7307692307692307,0.8154138714409518,2.446202183511089
inverse_risk,orb80_pull20,inverse_risk__orb80_pull20,oos,is,0.8,0.2,0.8778713814334137,0.1221286185665862,1.0,1.0,2024-02-23,2026-03-19,525,5092.743816353839,10.185487632707678,4.797703960617317,2.077454255537919,1.8221689948131772,2.018776245032897,445.9065559403607,0.828045070653749,200.14930812903913,5.794013068430546,161,-0.04330081290115775,11.421101009860427,0.6923076923076923,0.8047515926211587,2.426974978161085
risk_scaled,orb80_pull20,risk_scaled__orb80_pull20,oos,is,0.8,0.2,0.8,0.2,1.398511126770408,0.7782380680121297,2024-02-23,2026-03-19,525,6568.466614423785,13.136933228847573,6.14466204662254,2.0774542555379187,1.8221689948131772,2.0187637645969407,579.4457524961981,1.0544813072745685,262.17565687552997,5.82718916327132,161,-0.04330081290115775,11.33577489545388,0.6923076923076923,0.7934297807901177,2.391661365475123
baseline,orb00_pull100,baseline__pullback_standalone,oos,is,0.0,1.0,0.0,1.0,1.0,1.0,2024-02-23,2026-03-19,525,7718.1593167295,15.436318633458997,7.181498217935789,1.6296885946067625,2.2523590887571117,2.201661312989358,935.9217955256318,1.8718435910512587,191.81037400766218,3.836590969602615,161,-0.04330081290115775,8.246585722896679,0.6538461538461539,0.7333308973705139,2.240509904665394
baseline,orb100_pull00,baseline__orb_standalone,oos,is,1.0,0.0,1.0,0.0,1.0,1.0,2024-02-23,2026-03-19,525,4719.381917045794,9.438763834091587,4.453973232430819,1.7288334625022175,0.898174361296756,1.9513747923971227,540.547962761244,1.0423286026971845,226.56328667808702,4.2730989257183225,161,-0.04330081290115775,8.730736663844036,0.5384615384615384,0.71711433909591,2.084858683989259
baseline,benchmark,baseline__benchmark,oos,is,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-23,2026-03-19,525,17586.56509695291,35.17313019390581,15.67452076880751,0.7853115019416667,0.7900181381382971,1.1325590499804254,14789.473684210592,23.975570873655695,3127.4238227146707,0.6537704921149818,161,-0.04330081290115775,1.1891271773740348,0.6153846153846154,0.3076923076923077,0.32266410045485905
